학년,출판사,교육과정,Lesson,Title,Functions (의사소통기능),Functions (의사소통기능),Structures (언어 형식),Structures (언어 형식),Structures (언어 형식),Functions Material 1,Functions Material 2,"Functions Material 1
수정","Functions Material 2
수정"
중2,능률(김),2015,4,Go Green Together,"걱정 표현하기
I’m worried about the Earth.","방법 묻기
Can you tell me how to make the bag?","수동태
The waste is turned into food for the plants by bacteria.","비교급을 강조하는 표현
The plants grow much faster than plants in soil.",,"[DESCRIPTION]
be worried about ()를 활용해 걱정 표현하기.

[KEY_EXPRESSION]
I’m worried about ().

[SUB_EXPRESSION]
I’m concerned about ().
I feel uneasy about ().","[DESCRIPTION]
Can you tell me how to ()?를 활용해 방법 묻기.

[KEY_EXPRESSION]
Can you tell me how to ()?

[SUB_EXPRESSION]
How do you ()?
Could you explain how to ()?","[DESCRIPTION]
be worried about ()를 활용해 걱정 표현하기.

[KEY_EXPRESSION]
I’m worried about my test results.  

[KEY_EXPRESSION_KOR]
나는 시험 결과가 걱정돼.  

[SUB_EXPRESSION]
I’m concerned about ().  
I feel uneasy about ().  ","[DESCRIPTION]
Can you tell me how to ()?를 활용해 방법 묻기.

[KEY_EXPRESSION]
Can you tell me how to use this software?  

[KEY_EXPRESSION_KOR]
이 소프트웨어를 어떻게 사용하는지 알려줄 수 있어?  

[SUB_EXPRESSION]
How do you ()?  
Could you explain how to ()?  "
중2,능률(김),2015,5,Give a Helping Hand,"도움 요청하고 답하기
A: Can you help me move these books?
B: Sure. / I’m sorry, but I can’t.","제안하기
Why don’t we donate our clothes to the community center?","목적격 관계대명사
The little black dress which she wore in a movie is famous even today.","감정을 나타내는 과거분사
She was shocked because their lives were very difficult.",,"[DESCRIPTION]
Can you help me ()?를 활용해 도움 요청하고 답하기. 

[KEY_EXPRESSION]
A: Can you help me ()?
B: Sure. / I’m sorry, but I can’t.

[SUB_EXPRESSION]
A: Could you help me ()?
B: Of course! / Sorry, I can’t.

A: Would you mind helping me ()?
B: Not at all. / Sorry, I’m busy right now.","[DESCRIPTION]
Why don’t we ()?를 활용해 제안하기.

[KEY_EXPRESSION]
Why don’t we ()?

[SUB_EXPRESSION]
How about ()?
Let’s ().","[DESCRIPTION]
Can you help me ()?를 활용해 도움 요청하고 답하기.

[KEY_EXPRESSION]
A: Can you help me move this table?  
B: Sure. / I’m sorry, but I can’t.  

[KEY_EXPRESSION_KOR]
A: 이 테이블 옮기는 거 도와줄 수 있어?  
B: 물론이지. / 미안하지만 못 도와줘.  

[SUB_EXPRESSION]
A: Could you help me ()?  
B: Of course! / Sorry, I can’t.  

A: Would you mind helping me ()?  
B: Not at all. / Sorry, I’m busy right now.  ","[DESCRIPTION]
Why don’t we ()?를 활용해 제안하기.

[KEY_EXPRESSION]
Why don’t we go hiking this weekend?  

[KEY_EXPRESSION_KOR]
이번 주말에 하이킹 가는 게 어때?  

[SUB_EXPRESSION]
How about ()?  
Let’s ().  "
중2,능률(김),2015,6,The Best Trip of Your Life,"계획 묻고 답하기
A: What are you planning to do on your trip?
B: I’m planning to go hiking.","소요 시간 묻고 답하기
A: How long does it take to get to school?
B: It takes 20 minutes.","가주어 it
It was nice to relax in a café and read them.","간접의문문
Do you know where the first train station in Korea is?",,"[DESCRIPTION]
동사 plan을 활용해 계획이나 예정된 일 묻고 답하기.

[KEY_EXPRESSION]
A: What are you planning to do on your trip?
B: I’m planning to ().

[SUB_EXPRESSION]
A: What are you going to do on your trip?
B: I’m going to ().

A: What are you thinking of doing on your trip?
B: I’m thinking of ().","[DESCRIPTION]
How long does it take to ()?를 활용해 소요 시간 묻고 답하기.

[KEY_EXPRESSION]
A: How long does it take from () to ()?
B: It takes () minutes/hours/days.

[SUB_EXPRESSION]
A: How much time do you need to ()?
B: I need () minutes/hours/days.

A: How long will it take to ()?
B: It will take () minutes/hours/days.","[DESCRIPTION]
동사 plan을 활용해 계획이나 예정된 일 묻고 답하기.

[KEY_EXPRESSION]
A: What are you planning to do on your trip?  
B: I’m planning to visit the museum.  

[KEY_EXPRESSION_KOR]
A: 여행에서 무엇을 할 계획이야?  
B: 나는 박물관을 방문할 계획이야.  

[SUB_EXPRESSION]
A: What are you going to do on your trip?  
B: I’m going to ().  

A: What are you thinking of doing on your trip?  
B: I’m thinking of ().  ","[DESCRIPTION]
How long does it take to ()?를 활용해 소요 시간 묻고 답하기.

[KEY_EXPRESSION]
A: How long does it take from Seoul to Busan?  
B: It takes about three hours.  

[KEY_EXPRESSION_KOR]
A: 서울에서 부산까지 얼마나 걸려?  
B: 약 세 시간 걸려.  

[SUB_EXPRESSION]
A: How much time do you need to ()?  
B: I need () minutes/hours/days.  

A: How long will it take to ()?  
B: It will take () minutes/hours/days.  "
중2,능률(김),2015,7,On My Way to the Future,"능력 표현하기
I’m good at drawing pictures.","조언 구하고 답하기
A: What do I need to do?
B: You need to read a lot of books.","to부정사를 목적격 보어로 가지는 동사
Taeho wants more people to use 3D printed products in the future.","조건을 말하는 if절
If you keep looking ahead and dreaming big, your future will be bright.",,"[DESCRIPTION]
I’m good at ()를 활용해 능력 표현하기. 

[KEY_EXPRESSION]
I’m good at ().

[SUB_EXPRESSION]
I’m skilled at ().
I think I’m great at ().","[DESCRIPTION]
need 동사를 활용해 조언 구하고 답하기.

[KEY_EXPRESSION]
A: What do I need to do?
B: You need to ().

[SUB_EXPRESSION]
A: What should I do?
B: You should ().

A: Can you tell me what to do?
B: You have to ().","[DESCRIPTION]
I’m good at ()를 활용해 능력 표현하기.

[KEY_EXPRESSION]
I’m good at playing the guitar.  

[KEY_EXPRESSION_KOR]
나는 기타를 잘 쳐.  

[SUB_EXPRESSION]
I’m skilled at ().  
I think I’m great at ().  
","[DESCRIPTION]
need 동사를 활용해 조언 구하고 답하기.

[KEY_EXPRESSION]
A: What do I need to do?  
B: You need to practice more.  

[KEY_EXPRESSION_KOR]
A: 나는 무엇을 해야 할까?  
B: 너는 연습을 더 해야 해.  

[SUB_EXPRESSION]
A: What should I do?  
B: You should ().  

A: Can you tell me what to do?  
B: You have to ().  "
중3,능률(김),2015,1,A Life Full of Experiences,"바람에 대해 묻고 답하기 
A : What would you like to do this year? 
B: I’d like to travel to other countries.","만족이나 불만족에 대해 묻기
How do you like hiking?","현재완료진행형
I have been writing my shopping lists in Spanish!","선행사를 포함한 관계대명사 what
Find what keeps you motivated.",,"[DESCRIPTION]
What would you like to do?를 활용해 바람에 대해 묻고 답하기.

[KEY_EXPRESSION]
A: What would you like to do?  
B: I’d like to ().

[SUB_EXPRESSION]
A: What do you hope to do?  
B: I hope to ().  

A: What do you want to do?  
B: I want to ().","[DESCRIPTION]
How do you like ()?를 활용해 만족이나 불만족에 대해 묻기.

[KEY_EXPRESSION]
A: How do you like ()?

[SUB_EXPRESSION]
A: Do you enjoy ()?  
A: Are you happy with ()?","[DESCRIPTION]
What would you like to do?를 활용해 바람에 대해 묻고 답하기.

[KEY_EXPRESSION]
A: What would you like to do?  
B: I’d like to travel around the world.  

[KEY_EXPRESSION_KOR]
A: 너는 무엇을 하고 싶어?  
B: 나는 세계를 여행하고 싶어.  

[SUB_EXPRESSION]
A: What do you hope to do?  
B: I hope to ().  

A: What do you want to do?  
B: I want to ().  ","[DESCRIPTION]
How do you like ()?를 활용해 만족이나 불만족에 대해 묻기.

[KEY_EXPRESSION]
A: How do you like your new job?  
B: I love it!  

[KEY_EXPRESSION_KOR]
A: 너의 새 직장은 어때?  
B: 정말 좋아!  

[SUB_EXPRESSION]
A: Do you enjoy ()?  
A: Are you happy with ()?  "
중3,능률(김),2015,2,Take Care of Yourself,"알고 있는지 묻기
Have you heard the term body image?","놀람 표현하기
I’m surprised that this small band can do all that.","선행사를 부연 설명하는 계속적 용법의 관계사
Walnuts also have wrinkles, which the brain has too.","명사 뒤에서 명사를 수식하는 분사
We all know that a diet containing a variety of foods keeps our bodies healthy.",,"[DESCRIPTION]
현재완료 have ()를 활용해 알고 있는지 묻기.

[KEY_EXPRESSION]
A: Have you heard ()?  
B: Yes, I have. / No, I haven’t.

[SUB_EXPRESSION]
A: Do you know about ()?  
B: Yes, I do. / No, I don’t.  

A: Are you familiar with ()?  
B: Yes, I am. / No, I’m not.","[DESCRIPTION]
be surprised ()를 활용해 놀람 표현하기.

[KEY_EXPRESSION]
I'm surprised ().

[SUB_EXPRESSION]
I didn’t expect that ().  
It’s shocking that ().","[DESCRIPTION]
현재완료 have ()를 활용해 알고 있는지 묻기.

[KEY_EXPRESSION]
A: Have you heard the latest news?  
B: Yes, I have. / No, I haven’t.  

[KEY_EXPRESSION_KOR]
A: 최신 소식 들었어?  
B: 응, 들었어. / 아니, 못 들었어.  

[SUB_EXPRESSION]
A: Do you know about ()?  
B: Yes, I do. / No, I don’t.  

A: Are you familiar with ()?  
B: Yes, I am. / No, I’m not.  
","[DESCRIPTION]
be surprised ()를 활용해 놀람 표현하기.

[KEY_EXPRESSION]
I'm surprised by how fast time flies.  

[KEY_EXPRESSION_KOR]
시간이 이렇게 빨리 가는 게 놀라워.  

[SUB_EXPRESSION]
I didn’t expect that ().  
It’s shocking that ().  "
중3,능률(김),2015,3,"Always Aware, Always Prepared","궁금증 표현하기
I’m curious about how that happened.","경고하기·주의 주기
Make sure you don’t take the elevators in a real","과거완료
One night in February, after I had gone to bed, an earthquake hit.","접속사
Since it was my first time experiencing an earthquake, I didn’t know how to react.",,"[DESCRIPTION]
curious about ()를 활용해 궁금증 표현하기.

[KEY_EXPRESSION]
I'm curious about ().

[SUB_EXPRESSION]
I wonder about ().  
I’d like to know about ().","[DESCRIPTION]
Make sure ()를 활용해 경고하기·주의 주기.

[KEY_EXPRESSION]
Make sure ().

[SUB_EXPRESSION]
Be careful not to ().  
You should avoid ().","[DESCRIPTION]
curious about ()를 활용해 궁금증 표현하기.

[KEY_EXPRESSION]
I'm curious about space exploration.  

[KEY_EXPRESSION_KOR]
나는 우주 탐사에 대해 궁금해.  

[SUB_EXPRESSION]
I wonder about ().  
I’d like to know about ().  ","[DESCRIPTION]
Make sure ()를 활용해 경고하기·주의 주기.

[KEY_EXPRESSION]
Make sure you lock the door before leaving.  

[KEY_EXPRESSION_KOR]
나가기 전에 문을 잠그는 걸 꼭 확인해.  

[SUB_EXPRESSION]
Be careful not to ().  
You should avoid ().  "
중3,능률(김),2015,4,My Roles in Society,"고민이나 불만족의 원인에 대해 묻기
What’s the matter?","확실성 정도 표현하기
I have no doubt that you will take some wonderful pictures.","‘~인지 아닌지’를 의미하는 if/whether
I suddenly started to wonder if these are the only qualities that make a good leader.","조동사의 수동태
I don’t think a person like me can be called a leader.",,"[DESCRIPTION]
What’s the matter?를 활용해 고민이나 불만족의 원인 묻기.

[KEY_EXPRESSION]
A: What’s the matter?  
B: ().

[SUB_EXPRESSION]
A: What’s wrong?  
B: ().  

A: Why are you upset?  
B: It’s because ().","[DESCRIPTION]
I have no doubt that ()를 활용해 확실성 정도 표현하기.

[KEY_EXPRESSION]
I have no doubt that ().

[SUB_EXPRESSION]
I’m certain that ().  
I’m confident that ().","[DESCRIPTION]
What’s the matter?를 활용해 고민이나 불만족의 원인 묻기.

[KEY_EXPRESSION]
A: What’s the matter?  
B: I have a terrible headache.  

[KEY_EXPRESSION_KOR]
A: 무슨 일이야?  
B: 머리가 너무 아파.  

[SUB_EXPRESSION]
A: What’s wrong?  
B: ().  

A: Why are you upset?  
B: It’s because ().  ","[DESCRIPTION]
I have no doubt that ()를 활용해 확실성 정도 표현하기.

[KEY_EXPRESSION]
I have no doubt that she will succeed.  

[KEY_EXPRESSION_KOR]
나는 그녀가 성공할 거라고 확신해.  

[SUB_EXPRESSION]
I’m certain that ().  
I’m confident that ().  "
중3,능률(김),2015,5,Environmental Innovations,"의견 표현하기
In my opinion, taking care of the environment starts with the little things.","희망·기대 표현하기
I can’t wait to see it!","to부정사가 나타내는 행위의 주체인 의미상 주어
It is important for us to find ways to protect the environment.","관계부사
Cancun is a city where 4.8 million tourists travel every year.",,"[DESCRIPTION]
In my opinion, ()를 활용해 의견 표현하기.

[KEY_EXPRESSION]
In my opinion, ().

[SUB_EXPRESSION]
I think that ().  
From my perspective, ().","[DESCRIPTION]
I can’t wait to ()를 활용해 희망·기대 표현하기.

[KEY_EXPRESSION]
I can’t wait to ().

[SUB_EXPRESSION]
I’m looking forward to ().  
I’m excited to ().","[DESCRIPTION]
In my opinion, ()를 활용해 의견 표현하기.

[KEY_EXPRESSION]
In my opinion, learning languages is important.  

[KEY_EXPRESSION_KOR]
내 생각에는 언어를 배우는 것이 중요해.  

[SUB_EXPRESSION]
I think that ().  
From my perspective, ().  ","[DESCRIPTION]
I can’t wait to ()를 활용해 희망·기대 표현하기.

[KEY_EXPRESSION]
I can’t wait to see my family again.  

[KEY_EXPRESSION_KOR]
나는 가족을 다시 만나는 게 너무 기대돼.  

[SUB_EXPRESSION]
I’m looking forward to ().  
I’m excited to ().  "
중3,능률(김),2015,6,Take Part in the Economy,"선호에 대해 묻고 답하기
A: Which do you prefer?
B: I prefer the white shoes to the black ones.","상기시키기
Don’t forget to talk about their bad points.","the+비교급, the+비교급
The fewer products we buy, the more resources we save.","분사구문 
Seeing a lot of positive reviews, I decided to borrow a bike helmet.",,"[DESCRIPTION]
Which () do you prefer?를 활용해 선호에 대해 묻고 답하기.

[KEY_EXPRESSION]
A: Which () do you prefer?  
B: I prefer () to ().

[SUB_EXPRESSION]
A: What’s your favorite ()?  
B: My favorite is ().  

A: Do you like () or () better?  
B: I like () better.","[DESCRIPTION]
Don’t forget to ()를 활용해 상기시키기.

[KEY_EXPRESSION]
Don’t forget to ().

[SUB_EXPRESSION]
Remember to ().  
Make sure to ().","[DESCRIPTION]
Which () do you prefer?를 활용해 선호에 대해 묻고 답하기.

[KEY_EXPRESSION]
A: Which drink do you prefer?  
B: I prefer coffee to tea.  

[KEY_EXPRESSION_KOR]
A: 어떤 음료를 더 좋아해?  
B: 나는 차보다 커피를 더 좋아해.  

[SUB_EXPRESSION]
A: What’s your favorite ()?  
B: My favorite is ().  

A: Do you like () or () better?  
B: I like () better.  
","
[DESCRIPTION]
Don’t forget to ()를 활용해 상기시키기.

[KEY_EXPRESSION]
Don’t forget to bring your ID card.  

[KEY_EXPRESSION_KOR]
신분증을 가져오는 걸 잊지 마.  

[SUB_EXPRESSION]
Remember to ().  
Make sure to ().  
"
중3,능률(김),2015,7,Future Changes through Technology,"설명 요청하기
Could you explain how it works?","가능성 정도 표현하기
It is likely that we will have to change how we get our food.","가정법 과거
Cooking and cleaning would be easier if you had one.","목적을 나타내는 so that
It can navigate roads for you so that you can relax and enjoy the ride.",,"[DESCRIPTION]
Could you explain how to ()?를 활용해 설명 요청하기.

[KEY_EXPRESSION]
Could you explain how to ()?

[SUB_EXPRESSION]
Can you tell me how to ()?  
Would you mind explaining how to ()?","[DESCRIPTION]
likely를 활용해 가능성 정도 표현하기.

[KEY_EXPRESSION]
It is likely that ().

[SUB_EXPRESSION]
It’s possible that ().  
There’s a chance that ().","[DESCRIPTION]
Could you explain how to ()?를 활용해 설명 요청하기.

[KEY_EXPRESSION]
Could you explain how to use this software?  

[KEY_EXPRESSION_KOR]
이 소프트웨어를 어떻게 사용하는지 설명해 주실 수 있나요?  

[SUB_EXPRESSION]
Can you tell me how to ()?  
Would you mind explaining how to ()?  ","[DESCRIPTION]
likely를 활용해 가능성 정도 표현하기.

[KEY_EXPRESSION]
It is likely that it will rain tomorrow.  

[KEY_EXPRESSION_KOR]
내일 비가 올 가능성이 높아.  

[SUB_EXPRESSION]
It’s possible that ().  
There’s a chance that ().  "
중1,능률(양),2015,1,Meet My New Classmates,"소개에 답하기
Pleased to meet you.","좋아하는 것 표현하기
I enjoy swimming.

서로 소개하며 학급 역할 정하기","목적어로 쓰이는 동명사
I enjoy writing.","동격
This is FC Real, my favorite team.",,"[DESCRIPTION]
형용사를 활용해 소개에 반응하기.  # Pleased / glad / nice to meet you 등의 형용사 

[KEY_EXPRESSION]  
() to meet you.  

[SUB_EXPRESSION]  
() to meet you.  
It’s () to meet you.  ","[DESCRIPTION]
I enjoy ()를 활용해 좋아하는 것을 표현하기.

[KEY_EXPRESSION]  
I enjoy ().  

[SUB_EXPRESSION]  
I like ().  
I’m fond of ().  ","[DESCRIPTION]
형용사를 활용해 소개에 반응하기.  # Pleased / glad / nice to meet you 등의 형용사 

[KEY_EXPRESSION]  
Pleased to meet you.  

[KEY_EXPRESSION_KOR]  
만나서 기쁩니다.  

[SUB_EXPRESSION]  
() to meet you.  
It’s () to meet you.  ","[DESCRIPTION]
I enjoy ()를 활용해 좋아하는 것을 표현하기.

[KEY_EXPRESSION]  
I enjoy reading.  

[KEY_EXPRESSION_KOR]  
나는 독서를 즐겨요.  

[SUB_EXPRESSION]  
I like ().  
I’m fond of ().  "
중1,능률(양),2015,2,Fun Plans for Happy Days,"의도 표현하기
I'm going to play soccer.","관심 표현하기
I'm interested in cooking.

주말 계획에 대해 대화하고 발표하기","be going to 의문문
Are you going to go rock climbing?","목적어로 쓰이는 to부정사
Do you want to learn some magic tricks?",,"[DESCRIPTION]
be going to ()를 활용해 의도를 표현하기. # 주어 포함됨

[KEY_EXPRESSION]  
() am/are/is going to ().  

[SUB_EXPRESSION]  
() plan to ().  
() intend to ().  ","[DESCRIPTION]
be interested in ()를 활용해 관심을 표현하기. # 주어 포함됨

[KEY_EXPRESSION]  
() am/are/is interested in ().  

[SUB_EXPRESSION]  
() enjoy learning about ().  
() am/are/is fascinated by ().  ","[DESCRIPTION]
be going to ()를 활용해 의도를 표현하기. # 주어 포함됨

[KEY_EXPRESSION]  
I am going to travel.  

[KEY_EXPRESSION_KOR]  
나는 여행을 갈 거야.  

[SUB_EXPRESSION]  
() plan to ().  
() intend to ().  
","[DESCRIPTION]
be interested in ()를 활용해 관심을 표현하기. # 주어 포함됨

[KEY_EXPRESSION]  
She is interested in history.  

[KEY_EXPRESSION_KOR]  
그녀는 역사에 관심이 있어요.  

[SUB_EXPRESSION]  
() enjoy learning about ().  
() am/are/is fascinated by ().  "
중1,능률(양),2015,3,"Thank You, My Family","의무 표현하기
He has to wash the dishes.","제안하기
Why don't you go on a picnic?

부모님께 감사한 마음 표현하기","that 명사절
I think that I can spread happiness.","조동사 must
I must give honest thanks.",,"[DESCRIPTION]
has to ()를 활용해 의무를 표현하기. # 주어 포함됨

[KEY_EXPRESSION]  
() has to ().  

[SUB_EXPRESSION]  
() must ().  
() needs to ().  ","[DESCRIPTION]
Why don’t you ()?를 활용해 제안하기.  

[KEY_EXPRESSION]  
Why don’t you ()?  

[SUB_EXPRESSION]  
How about ()?  
You should ().  ","[DESCRIPTION]
has to ()를 활용해 의무를 표현하기. # 주어 포함됨

[KEY_EXPRESSION]  
He has to finish his work.  

[KEY_EXPRESSION_KOR]  
그는 일을 끝내야 해요.  

[SUB_EXPRESSION]  
() must ().  
() needs to ().  ","[DESCRIPTION]
Why don’t you ()?를 활용해 제안하기.  

[KEY_EXPRESSION]  
Why don’t you try this?  

[KEY_EXPRESSION_KOR]  
이걸 시도해 보는 게 어때요?  

[SUB_EXPRESSION]  
How about ()?  
You should ().  "
중1,능률(양),2015,4,"Get Healthy, Be Happy!","축하•칭찬하기
You did a good job!","음식 권유하기
Would you like some ice cream?

학교 급식에 대해 대화하며 급식 메뉴 정하기","목적을 나타내는 to부정사
I caught a ferry to get to Jejudo.","How 감탄문
How fresh the salad is!",,"[DESCRIPTION]
칭찬이나 축하를 간단히 표현하기.

[KEY_EXPRESSION]  
You did a good job!  

[SUB_EXPRESSION]  
Well done!  
Great work!  ","[DESCRIPTION]
Would you like ()?를 활용해 음식을 권유하기.  

[KEY_EXPRESSION]  
Would you like ()?  

[SUB_EXPRESSION]  
Do you want ()?  
How about some ()?  ","[DESCRIPTION]
칭찬이나 축하를 간단히 표현하기.

[KEY_EXPRESSION]  
You did a good job!  

[KEY_EXPRESSION_KOR]  
잘했어!  

[SUB_EXPRESSION]  
Well done!  
Great work!  ","
[DESCRIPTION]
Would you like ()?를 활용해 음식을 권유하기.  

[KEY_EXPRESSION]  
Would you like some tea?  

[KEY_EXPRESSION_KOR]  
차 한 잔 드실래요?  

[SUB_EXPRESSION]  
Do you want ()?  
How about some ()?  "
중1,능률(양),2015,5,Why in the World?,"이유 묻는 질문에 답하기
Because it's clean and quiet.","놀라움 표현하기
That's surprising!

동물에 관한 퀴즈 쇼 활동하기","and를 활용한 동사구 결합
Sea animals come close and become food.","시간의 부사절 When
When an owl hears something, it moves its face feathers.",,"[DESCRIPTION]
Because ()를 활용해 이유를 설명하기.

[KEY_EXPRESSION]  
Because ().  

[SUB_EXPRESSION]  
It’s because ().  
Since ().  ","[DESCRIPTION]
몰랐던 정보를 듣고 놀라움을 표현하기.  

[KEY_EXPRESSION]  
That’s surprising!  

[SUB_EXPRESSION]  
I can’t believe it!  
That’s incredible!  ","[DESCRIPTION]
Because ()를 활용해 이유를 설명하기.

[KEY_EXPRESSION]  
Because it was raining.  

[KEY_EXPRESSION_KOR]  
비가 왔기 때문이에요.  

[SUB_EXPRESSION]  
It’s because ().  
Since ().  ","[DESCRIPTION]
몰랐던 정보를 듣고 놀라움을 표현하기.  

[KEY_EXPRESSION]  
That’s surprising!  

[KEY_EXPRESSION_KOR]  
그거 놀랍네요!  

[SUB_EXPRESSION]  
I can’t believe it!  
That’s incredible!  "
중1,능률(양),2015,6,For a Better World,"유감 표현하기
I'm sorry to hear that.","요청하기
Can you clean up the trash?

어려운 이웃을 돕는 방법 알아보기","too + 형용사 
You are not too young.","수여 동사
I’ll give them the money.",,"[DESCRIPTION]
I’m sorry to ()를 활용해 유감을 표현하기.  

[KEY_EXPRESSION]  
I’m sorry to hear that.  

[SUB_EXPRESSION]  
That’s too bad.  
I’m sorry about that.  ","[DESCRIPTION]
Can you ()?를 활용해 요청 표현하기.  

[KEY_EXPRESSION]  
Can you ()?  

[SUB_EXPRESSION]  
Could you ()?  
Would you mind ()?  ","[DESCRIPTION]
I’m sorry to ()를 활용해 유감을 표현하기.  

[KEY_EXPRESSION]  
I’m sorry to hear that.  

[KEY_EXPRESSION_KOR]  
그 말을 들으니 안타깝네요.  

[SUB_EXPRESSION]  
That’s too bad.  
I’m sorry about that.  ","[DESCRIPTION]
Can you ()?를 활용해 요청 표현하기.  

[KEY_EXPRESSION]  
Can you help me?  

[KEY_EXPRESSION_KOR]  
저를 도와주실 수 있나요?  

[SUB_EXPRESSION]  
Could you ()?  
Would you mind ()?  "
중1,능률(양),2015,7,Let's Go Green,"확인 요청하기
Chaewon always saves energy, doesn't she?","주제 소개하기
Now let's talk about fine dust.

환경 보호 습관 조사하기","과거진행형 
The king was walking in the garden.","부가의문문
That old tree looks so ugly, doesn’t it?",,"[DESCRIPTION]
부가의문문을 활용해 확인 요청하기.

[KEY_EXPRESSION]  
(), doesn’t she?  

[SUB_EXPRESSION]  
(), isn't she?  
(), don't they?  ","[DESCRIPTION]
Now let’s ()를 활용해 주제를 소개하기.  

[KEY_EXPRESSION]  
Now let’s talk about ().  

[SUB_EXPRESSION]  
Let’s discuss ().  
Let’s start with ().  ","[DESCRIPTION]
부가의문문을 활용해 확인 요청하기.

[KEY_EXPRESSION]  
She likes coffee, doesn’t she?  

[KEY_EXPRESSION_KOR]  
그녀는 커피를 좋아하지 않나요?  

[SUB_EXPRESSION]  
(), isn't she?  
(), don't they?  ","[DESCRIPTION]
Now let’s ()를 활용해 주제를 소개하기.  

[KEY_EXPRESSION]  
Now let’s talk about history.  

[KEY_EXPRESSION_KOR]  
이제 역사에 대해 이야기해 보자.  

[SUB_EXPRESSION]  
Let’s discuss ().  
Let’s start with ().  "
중1,능률(양),2015,8,Wonderful Korea,"구체적 정보 말하기
I like the one with wings.","길 묻기
How can I get to the Korean Art Museum?

길 안내를 하며 지도에서 위치 찾기","형용사의 최상급 
It’s famous for the coldest winter in China.","부정대명사 one
The old one is in the Joseon Art Museum.",,"[DESCRIPTION]
형용사로 사물을 묘사하기.

[KEY_EXPRESSION]  
I () the one with ().  

[SUB_EXPRESSION]  
I () the () one with ()
The () one with () is ().  ","[DESCRIPTION]
How can I get to ()?를 활용해 길을 묻기.  

[KEY_EXPRESSION]  
How can I get to ()?  

[SUB_EXPRESSION]  
Can you tell me how to get to ()?  
What’s the best way to get to ()?  
","[DESCRIPTION]
형용사로 사물을 묘사하기.

[KEY_EXPRESSION]  
I like the one with blue stripes.  

[KEY_EXPRESSION_KOR]  
나는 파란 줄무늬가 있는 게 좋아.  

[SUB_EXPRESSION]  
I () the () one with ().  
The () one with () is ().  ","[DESCRIPTION]
How can I get to ()?를 활용해 길을 묻기.  

[KEY_EXPRESSION]  
How can I get to the museum?  

[KEY_EXPRESSION_KOR]  
박물관에 어떻게 가나요?  

[SUB_EXPRESSION]  
Can you tell me how to get to ()?  
What’s the best way to get to ()?  "
중2,능률(양),2015,1,What Is Your Color?,"진술하기
They say that a Hamlet-type person is thoughtful.","선호에 대해 묻기
Which season do you prefer?

서로 묻고 답하며 성격 알아보기","which로 시작하는 의문문
Which activities do you enjoy?","자신’이라는 뜻을 지니는 재귀대명사
Why don’t you listen to yourself?",,"[DESCRIPTION]
() say that ()를 활용해 알고있는 말을 인용하여 재진술하기.

[KEY_EXPRESSION]
They say that ().

[SUB_EXPRESSION]
It is said that ().
People say that ().","[DESCRIPTION]
Which () do you prefer?를 활용해 선호에 대해 묻기. # prefer 동사 활용, prefer A to B가 빠짐

[KEY_EXPRESSION]
A: Which () do you prefer?
B: I prefer () to ().

[SUB_EXPRESSION]
A: What’s your favorite ()?
B: My favorite is ().

A: Do you like () or () better?
B: I like () better.","[DESCRIPTION]  
() say that ()를 활용해 알고있는 말을 인용하여 재진술하기.  

[KEY_EXPRESSION]  
A: They say that ().  
B: Really? I didn’t know that.  

[KEY_EXPRESSION_KOR]  
A: 사람들이 ()라고 말해.  
B: 정말? 몰랐어.  

[SUB_EXPRESSION]  
A: It is said that ().  
B: That’s interesting.  

A: People say that ().  
B: I’ve heard that too.  ","[DESCRIPTION]  
Which () do you prefer?를 활용해 선호에 대해 묻기.  

[KEY_EXPRESSION]  
A: Which drink do you prefer?  
B: I prefer tea to coffee.  

[KEY_EXPRESSION_KOR]  
A: 너는 어떤 음료를 더 좋아해?  
B: 나는 커피보다 차를 더 좋아해.  

[SUB_EXPRESSION]  
A: What’s your favorite ()?  
B: My favorite is ().  

A: Do you like () or () better?  
B: I like () better.  "
