,"*중고등1200 교육부 지정 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업
*중등 교과서 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업",,,,,,,,,,,,,,,
중등교과서,4310,,,for,~을 위하여,6,전치사,2663,4430,[fɔ́:r; fər],,,FALSE,,lake,WordText='lake' OR 
중등교과서,4311,,,for,~동안,6,전치사,5336,16832,[fɔ́:r; fər],,,FALSE,,land,WordText='land' OR 
중등교과서,4312,,,for,~에 찬성하는,6,전치사,6719,16833,[fɔ́:r; fər],,,FALSE,,landfill,WordText='landfill' OR 
중등교과서,4313,,,for,~에 비하여,6,전치사,7256,23004,[fɔ́:r; fər],,,FALSE,,landmark,WordText='landmark' OR 
중등교과서,4314,,,for a good reason,합당한 이유로,9,숙어/관용어,3799,31499,,,,FALSE,,landscape,WordText='landscape' OR 
중등교과서,4315,,,for a living,"직업으로,생계로",4,부사,3305,26445,,,,FALSE,,lantern,WordText='lantern' OR 
중등교과서,4316,,,for a moment,"잠깐,잠시",9,숙어/관용어,9920,10707,,,,FALSE,,lap,WordText='lap' OR 
중등교과서,4317,,,for a while,잠시 동안,9,숙어/관용어,9920,10710,,,,FALSE,,laptop,WordText='laptop' OR 
중등교과서,4318,,,for example,예를 들어,9,숙어/관용어,5359,10719,,,,FALSE,,large,WordText='large' OR 
중등교과서,4319,,,for free,무료로,9,숙어/관용어,4197,14541,,,,FALSE,,last,WordText='last' OR 
중등교과서,4320,,,for sure,"틀림없이,확실히",9,숙어/관용어,1183,10742,,,,FALSE,,lastly,WordText='lastly' OR 
중등교과서,4321,,,for the first time,처음으로,9,숙어/관용어,9710,10747,,,,FALSE,,late,WordText='late' OR 
중등교과서,4322,,,for this reason,이런 이유로,9,숙어/관용어,7011,31287,,,,FALSE,,late-night,WordText='late-night' OR 
중등교과서,4323,,,forbidden,금지된,3,형용사,565,15612,[fərbídn],,,FALSE,,later,WordText='later' OR 
중등교과서,4324,,,forecast,"예상하다,예측하다",1,동사,8278,24441,[fɔ́:rkæst],,,FALSE,,latest,WordText='latest' OR 
중등교과서,4325,,,forecaster,기상캐스터,2,명사,2418,30500,[fɔˈrkæˌstər],,,FALSE,,laugh off,WordText='laugh off' OR 
중등교과서,4326,,,foreigner,외국인,2,명사,2486,4117,[fɔ́:rənər; fárənər],,,FALSE,,laughter,WordText='laughter' OR 
중등교과서,4327,,,forest,숲,2,명사,2010,3313,[fɔ́:rist],,,FALSE,,laundry,WordText='laundry' OR 
중등교과서,4328,,,forget,잊다,1,동사,10716,4713,[fərgét],,,FALSE,,lay,WordText='lay' OR 
중등교과서,4329,,,form,형성하다,1,동사,265,17159,[fɔ́:rm],,,FALSE,,lay eggs,WordText='lay eggs' OR 
중등교과서,4330,,,form,"서식,형태",2,명사,16112,1933,[fɔ́:rm],,,FALSE,,lay an egg,WordText='lay an egg' OR 
중등교과서,4331,,,formation,"형성,대형",2,명사,3869,14547,[fɔ:rméiʃən],,,FALSE,,lead,WordText='lead' OR 
중등교과서,4332,,,formation,"지층,암층",2,명사,5021,30609,[fɔːrméiʃən],,,FALSE,,lead by example,WordText='lead by example' OR 
중등교과서,4333,,,fortunately,"다행히(도),운 좋게(도)",4,부사,841,1342,[fɔ́:rʧənətli],,,FALSE,,lead to,WordText='lead to' OR 
중등교과서,4334,,,fountain,분수,2,명사,1572,2593,[fáuntən],,,FALSE,,leader,WordText='leader' OR 
중등교과서,4335,,,fox,여우,2,명사,2350,3864,[fáks],,,FALSE,,leadership,WordText='leadership' OR 
중등교과서,4336,,,free,"풀어주다,빼내다",1,동사,9713,18417,[frí:],,,FALSE,,learn,WordText='learn' OR 
중등교과서,4337,,,free,한가한,3,형용사,9615,17622,[frí:],,,FALSE,,leash,WordText='leash' OR 
중등교과서,4338,,,free,자유로운,3,형용사,9714,4771,[frí:],,,FALSE,,leather,WordText='leather' OR 
중등교과서,4339,,,free,~이 없는,3,형용사,13344,31619,[frí:],,,FALSE,,leave ~ behind,WordText='leave ~ behind' OR 
중등교과서,4340,,,free time,여가 시간,2,명사,9615,14551,[frí:-tàim],,,FALSE,,leave a comment,WordText='leave a comment' OR 
중등교과서,4341,,,freedom,자유,2,명사,9714,4769,[frí:dəm],,,FALSE,,leave for,WordText='leave for' OR 
중등교과서,4342,,,freely,자유로이,4,부사,9714,14552,[frí:li],,,FALSE,,leave on,WordText='leave on' OR 
중등교과서,4343,,,freezer,냉동고,2,명사,10326,13969,[frí:zər],,,FALSE,,left,WordText='left' OR 
중등교과서,4344,,,French,프랑스어,2,명사,5962,21521,[frénʧ],,,FALSE,,leftover,WordText='leftover' OR 
중등교과서,4345,,,French,프랑스의,3,형용사,3728,6173,[frénʧ],,,FALSE,,leftovers,WordText='leftovers' OR 
중등교과서,4346,,,French fries,감자 튀김,2,명사,147,14553,[frénʧ-fràiz],,,FALSE,,leg,WordText='leg' OR 
중등교과서,4347,,,fresh,신선한,3,형용사,2093,3430,[fréʃ],,,FALSE,,lemonade,WordText='lemonade' OR 
중등교과서,4348,,,freshly,새로이,4,부사,7139,14554,[fréʃli],,,FALSE,,length,WordText='length' OR 
중등교과서,4349,,,Friday,금요일,2,명사,14801,884,[fráidei],,,FALSE,,less,WordText='less' OR 
중등교과서,4350,,,fried,기름에 튀긴,3,형용사,10327,13970,[fráid],,,FALSE,,lesson,WordText='lesson' OR 
중등교과서,4351,,,fried rice,볶음밥,2,명사,12610,17474,[fráid-ràis],,,FALSE,,let,WordText='let' OR 
중등교과서,4352,,,friend,친구,2,명사,10735,5830,[frénd],,,FALSE,,let ~ down,WordText='let ~ down' OR 
중등교과서,4353,,,friendly,"상냥한,친절한",3,형용사,8168,19584,[fréndli],,,FALSE,,let down,WordText='let down' OR 
중등교과서,4354,,,friendly,"친한,친절한",3,형용사,9829,5840,[fréndli],,,FALSE,,let it go,WordText='let it go' OR 
중등교과서,4355,,,friendship,우정,2,명사,8453,4195,[fréndʃìp],,,FALSE,,let one''s hair down,WordText='let one''s hair down' OR 
중등교과서,4356,,,frightened,겁먹은,3,형용사,8064,6933,[fráitnd],,,FALSE,,let''s,WordText='let''s' OR 
중등교과서,4357,,,from,~로부터,6,전치사,2639,4389,[frəm; frʌm],,,FALSE,,let''s ~,WordText='let''s ~' OR 
중등교과서,4358,,,from,~출신의,6,전치사,7532,21522,[frəm; frʌm],,,FALSE,,let''s say that,WordText='let''s say that' OR 
중등교과서,4359,,,from beginning to end,처음부터 끝까지,9,숙어/관용어,2817,10771,,,,FALSE,,letter,WordText='letter' OR 
중등교과서,4360,,,from country to country,나라마다,9,숙어/관용어,11678,15930,,,,FALSE,,lettuce,WordText='lettuce' OR 
중등교과서,4361,,,from ear to ear,"입을 크게 벌리고,입이 찢어지도록",9,숙어/관용어,12013,26933,,,,FALSE,,librarian,WordText='librarian' OR 
중등교과서,4362,,,from head to toe,머리끝에서 발끝까지,9,숙어/관용어,7266,31450,,,,FALSE,,library,WordText='library' OR 
중등교과서,4363,,,from now on,"지금부터,앞으로",9,숙어/관용어,3267,10775,,,,FALSE,,lie,WordText='lie' OR 
중등교과서,4364,,,front,앞,2,명사,2212,3643,[frʌ́nt],,,FALSE,,life,WordText='life' OR 
중등교과서,4365,,,front,전선,2,명사,16568,28587,[frʌnt],,,FALSE,,lifeless,WordText='lifeless' OR 
중등교과서,4366,,,frozen,언,3,형용사,2297,3770,[fróuzn],,,FALSE,,lifelogging,WordText='lifelogging' OR 
중등교과서,4367,,,fruit,과일,2,명사,391,624,[frú:t],,,FALSE,,lifetime,WordText='lifetime' OR 
중등교과서,4368,,,fruit,"결실,산물",2,명사,6218,26056,[frú:t],,,FALSE,,light,WordText='light' OR 
중등교과서,4369,,,full,가득한,3,형용사,66,75,[fúl],,,FALSE,,light up,WordText='light up' OR 
중등교과서,4370,,,full,배부른,3,형용사,8022,16532,[fúl],,,FALSE,,lighthouse,WordText='lighthouse' OR 
중등교과서,4371,,,full,"완전한,모든",3,형용사,9832,25661,[fúl],,,FALSE,,lightning,WordText='lightning' OR 
중등교과서,4372,,,fun,재미,2,명사,10719,4878,[fʌ́n],,,FALSE,,like,WordText='like' OR 
중등교과서,4373,,,funny,"재미있는,우스운",3,형용사,8412,4879,[fʌ́ni],,,FALSE,,like-minded,WordText='like-minded' OR 
중등교과서,4374,,,funny-looking,괴상하게 생긴,3,형용사,2739,26403,,,,FALSE,,lime,WordText='lime' OR 
중등교과서,4375,,,funny-looking,웃기게 생긴,3,형용사,3256,26439,,,,FALSE,,limited,WordText='limited' OR 
중등교과서,4376,,,furthermore,게다가,4,부사,7839,356,[fə́:rðərmɔ̀:r],,,FALSE,,line,WordText='line' OR 
중등교과서,4377,,,future,미래,2,명사,1298,2092,[fjú:ʧər],,,FALSE,,line up,WordText='line up' OR 
중등교과서,4378,,,future dream,장래 희망,2,명사,16322,27145,,,,FALSE,,lion,WordText='lion' OR 
중등교과서,4379,,,gain weight,체중이 늘다,9,숙어/관용어,5410,10783,,,,FALSE,,liquid,WordText='liquid' OR 
중등교과서,4380,,,gallery,"미술관,화랑",2,명사,3017,6471,[gǽləri],,,FALSE,,listen,WordText='listen' OR 
중등교과서,4381,,,gamble,도박을 하다,1,동사,943,1496,[gǽmbl],,,FALSE,,listener,WordText='listener' OR 
중등교과서,4382,,,gambling house,노름판,2,명사,943,31430,,,,FALSE,,literary,WordText='literary' OR 
중등교과서,4383,,,game,경기,2,명사,275,437,[géim],,,FALSE,,literature,WordText='literature' OR 
중등교과서,4384,,,game,오락,2,명사,11271,16654,[géim],,,FALSE,,little,WordText='little' OR 
중등교과서,4385,,,game,게임을 하는,3,형용사,11680,27312,[geim],,,FALSE,,live,WordText='live' OR 
중등교과서,4386,,,garbage,쓰레기,2,명사,2133,3517,[gá:rbidʒ],,,FALSE,,live by,WordText='live by' OR 
중등교과서,4387,,,garbage dump,쓰레기 수거장,2,명사,12035,30082,,,,FALSE,,lively,WordText='lively' OR 
중등교과서,4388,,,garden,정원,2,명사,10723,5092,[gá:rdn],,,FALSE,,lizard,WordText='lizard' OR 
중등교과서,4389,,,garlic,마늘,2,명사,10328,13971,[gá:rlik],,,FALSE,,location,WordText='location' OR 
중등교과서,4390,,,gas,가스,2,명사,5269,9725,[gǽs],,,FALSE,,location scout,WordText='location scout' OR 
중등교과서,4391,,,gas pedal,가속 페달,2,명사,4029,28966,,,,FALSE,,lock someone up,WordText='lock someone up' OR 
중등교과서,4392,,,generous,후한,3,형용사,406,645,[dʒénərəs],,,FALSE,,locker,WordText='locker' OR 
중등교과서,4393,,,generous,관대한,3,형용사,4252,21525,[dʒénərəs],,,FALSE,,log into,WordText='log into' OR 
중등교과서,4394,,,gentleman,신사,2,명사,2092,3429,[dʒéntlmən],,,FALSE,,log out of,WordText='log out of' OR 
중등교과서,4395,,,gently,상냥하게,4,부사,10812,14558,[dʒéntli],,,FALSE,,logic,WordText='logic' OR 
중등교과서,4396,,,gently,부드럽게,4,부사,13198,19590,[dʒéntli],,,FALSE,,logical,WordText='logical' OR 
중등교과서,4397,,,genuine,진짜의,3,형용사,5892,5541,[dʒénjuin],,,FALSE,,loneliness,WordText='loneliness' OR 
중등교과서,4398,,,genuine,진실한,3,형용사,13307,31272,[dʒénjuin],,,FALSE,,lonely,WordText='lonely' OR 
중등교과서,4399,,,germ,세균,2,명사,1865,3115,[dʒə́:rm],,,FALSE,,long,WordText='long' OR 
중등교과서,4400,,,German,독일의,3,형용사,960,1519,[dʒə́:rmən],,,FALSE,,longing,WordText='longing' OR 
중등교과서,4401,,,get,(어떤 상태가) 되다,1,동사,5410,16837,[gét],,,FALSE,,look,WordText='look' OR 
중등교과서,4402,,,get,도착하다,1,동사,9408,16655,[gét],,,FALSE,,look across,WordText='look across' OR 
중등교과서,4403,,,get,"받다,얻다",1,동사,10693,3782,[gét],,,FALSE,,look after,WordText='look after' OR 
중등교과서,4404,,,get,"데려오다,가져오다",1,동사,13890,26012,[gét],,,FALSE,,look ahead,WordText='look ahead' OR 
중등교과서,4405,,,get a cold,감기에 걸리다,9,숙어/관용어,9667,12594,,,,FALSE,,look at,WordText='look at' OR 
중등교과서,4406,,,get along,"지내다,살아가다",9,숙어/관용어,9826,12774,,,,FALSE,,look back,WordText='look back' OR 
중등교과서,4407,,,get along with,~와 잘 지내다,9,숙어/관용어,7267,10789,,,,FALSE,,look for,WordText='look for' OR 
중등교과서,4408,,,get attention,주목을 받다,9,숙어/관용어,3191,28983,,,,FALSE,,look forward to,WordText='look forward to' OR 
중등교과서,4409,,,get cold feet,"갑자기 초조해지다,겁이 나다",9,숙어/관용어,11007,24470,,,,FALSE,,look into,WordText='look into' OR 
중등교과서,4410,,,get hurt,다치다,9,숙어/관용어,2327,16841,,,,FALSE,,look like,WordText='look like' OR 
중등교과서,4411,,,get in shape,몸매를 유지하다,9,숙어/관용어,3428,31428,,,,FALSE,,look up,WordText='look up' OR 
중등교과서,4412,,,get in shape,건강해지다,9,숙어/관용어,3637,18431,,,,FALSE,,loosely,WordText='loosely' OR 
중등교과서,4413,,,get in the way of,방해하다,9,숙어/관용어,9491,11147,,,,FALSE,,loosen,WordText='loosen' OR 
중등교과서,4414,,,get lost,"길을 잃다,분실되다",9,숙어/관용어,1446,10806,,,,FALSE,,loosen up,WordText='loosen up' OR 
중등교과서,4415,,,get lost,길을 잃다,9,숙어/관용어,9495,12778,,,,FALSE,,lots of,WordText='lots of' OR 
중등교과서,4416,,,get off,~에서 내리다,9,숙어/관용어,734,10807,,,,FALSE,,lotus flower,WordText='lotus flower' OR 
중등교과서,4417,,,get off,"출발하다,떠나다,~에서 내리다",9,숙어/관용어,9717,21948,,,,FALSE,,loudly,WordText='loudly' OR 
중등교과서,4418,,,get off,~만큼 할인 받다,9,숙어/관용어,9859,16843,,,,FALSE,,love,WordText='love' OR 
중등교과서,4419,,,get off to a start,시작하다,9,숙어/관용어,10001,28323,,,,FALSE,,lovely,WordText='lovely' OR 
중등교과서,4420,,,get on,(탈 것에) 타다,9,숙어/관용어,3569,10808,,,,FALSE,,low,WordText='low' OR 
중등교과서,4421,,,get rid of,제거하다,9,숙어/관용어,9739,10811,,,,FALSE,,lower,WordText='lower' OR 
중등교과서,4422,,,get the phone,전화를 받다,9,숙어/관용어,7268,10814,,,,FALSE,,loyalty,WordText='loyalty' OR 
중등교과서,4423,,,get to,"~를 괴롭히다,나쁜 영향을 미치다",9,숙어/관용어,2412,24477,,,,FALSE,,luck,WordText='luck' OR 
중등교과서,4424,,,get to,"~하게 되다,~을 시작하다",9,숙어/관용어,7432,31182,,,,FALSE,,luckily,WordText='luckily' OR 
중등교과서,4425,,,get to,~에 도착하다,9,숙어/관용어,9409,10819,,,,FALSE,,lucky,WordText='lucky' OR 
중등교과서,4426,,,get to,~하게 되다,9,숙어/관용어,9871,25665,,,,FALSE,,lunar,WordText='lunar' OR 
중등교과서,4427,,,get together,모이다,9,숙어/관용어,9456,10820,,,,FALSE,,lunch,WordText='lunch' OR 
중등교과서,4428,,,get up,일어나다,9,숙어/관용어,650,12797,,,,FALSE,,lunch box,WordText='lunch box' OR 
중등교과서,4429,,,get used to,~에 익숙해지다,9,숙어/관용어,9690,12799,,,,FALSE,,lunch break,WordText='lunch break' OR 
중등교과서,4430,,,get well,"낫다,회복하다",9,숙어/관용어,9886,12800,,,,FALSE,,lunch staff,WordText='lunch staff' OR 
중등교과서,4431,,,get wet,물에 젖다,9,숙어/관용어,7172,26647,,,,FALSE,,lunch time,WordText='lunch time' OR 
중등교과서,4432,,,ginger,생강,2,명사,4947,8675,[dʒíndʒər],,,FALSE,,lunchtime,WordText='lunchtime' OR 
중등교과서,4433,,,ginseng,인삼,2,명사,12714,17817,[dʒínsèŋ],,,FALSE,,lung,WordText='lung' OR 
중등교과서,4434,,,girl,소녀,2,명사,1890,3143,[gə́:rl],,,FALSE,,luxurious,WordText='luxurious' OR 
중등교과서,4435,,,give,주다,1,동사,3186,5275,[gív],,,FALSE,,macaron,WordText='macaron' OR 
중등교과서,4436,,,give a presentation,"프레젠테이션을 하다,발표를 하다",9,숙어/관용어,2053,26327,,,,FALSE,,mad,WordText='mad' OR 
중등교과서,4437,,,give away,~을 주다,9,숙어/관용어,9601,10828,,,,FALSE,,madeleine,WordText='madeleine' OR 
중등교과서,4438,,,give birth,출산하다,9,숙어/관용어,5121,28470,,,,FALSE,,madly,WordText='madly' OR 
중등교과서,4439,,,give birth to,~을 일으키다,9,숙어/관용어,2555,19236,,,,FALSE,,magic trick,WordText='magic trick' OR 
중등교과서,4440,,,give birth to,낳다,9,숙어/관용어,5121,10829,,,,FALSE,,magical,WordText='magical' OR 
중등교과서,4441,,,give it a try,"시도하다,한 번 해보다",9,숙어/관용어,6845,14567,,,,FALSE,,magician,WordText='magician' OR 
중등교과서,4442,,,give up,~을 포기하다,9,숙어/관용어,4348,10844,,,,FALSE,,magnet,WordText='magnet' OR 
중등교과서,4443,,,give up on,~을 포기하다,9,숙어/관용어,4348,26517,,,,FALSE,,mail,WordText='mail' OR 
중등교과서,4444,,,glacier,빙하,2,명사,1654,2740,[gléiʃər],,,FALSE,,mail carrier,WordText='mail carrier' OR 
중등교과서,4445,,,glad,기쁜,3,형용사,7918,954,[glǽd],,,FALSE,,mailbox,WordText='mailbox' OR 
중등교과서,4446,,,gladly,기쁘게,2,명사,7918,28705,[glǽdli],,,FALSE,,mainly,WordText='mainly' OR 
중등교과서,4447,,,gladly,기꺼이,4,부사,9351,14571,[glǽdli],,,FALSE,,make,WordText='make' OR 
중등교과서,4448,,,glance at,~을 힐끗 보다,9,숙어/관용어,4880,28978,,,,FALSE,,make a copy of,WordText='make a copy of' OR 
중등교과서,4449,,,glass,유리,2,명사,2598,4319,[glǽs],,,FALSE,,make a decision,WordText='make a decision' OR 
중등교과서,4450,,,glass,유리잔,2,명사,8970,16847,[glǽs],,,FALSE,,make a friend,WordText='make a friend' OR 
중등교과서,4451,,,glasses,안경,2,명사,5556,14573,[glǽsiz],,,FALSE,,make a living,WordText='make a living' OR 
중등교과서,4452,,,global,세계적인,3,형용사,1863,3112,[glóubəl],,,FALSE,,make a mistake,WordText='make a mistake' OR 
중등교과서,4453,,,global,지구의,3,형용사,3265,19599,[glóubəl],,,FALSE,,make a signal,WordText='make a signal' OR 
중등교과서,4454,,,globalize,세계화하다,1,동사,1863,17172,[glóubəlàiz],,,FALSE,,make a world of difference,WordText='make a world of difference' OR 
중등교과서,4455,,,gloomy,"우울한,울적한",3,형용사,8249,4190,[glú:mi],,,FALSE,,make an arrangement,WordText='make an arrangement' OR 
중등교과서,4456,,,gloves,장갑,2,명사,2927,27972,[glʌvs],,,FALSE,,make friends,WordText='make friends' OR 
중등교과서,4457,,,glow,(얼굴이) 상기되다,1,동사,1604,24483,[glóu],,,FALSE,,make fun of,WordText='make fun of' OR 
중등교과서,4458,,,glow,빛나다,1,동사,8153,2748,[glóu],,,FALSE,,make it,WordText='make it' OR 
중등교과서,4459,,,glow,불빛,2,명사,4198,20900,[glóu],,,FALSE,,make matters worse,WordText='make matters worse' OR 
중등교과서,4460,,,go,가다,1,동사,64,72,[góu],,,FALSE,,make noise,WordText='make noise' OR 
중등교과서,4461,,,go,시도,2,명사,954,23058,[góu],,,FALSE,,make one''s day,WordText='make one''s day' OR 
중등교과서,4462,,,go,바둑,2,명사,5798,26068,[góu],,,FALSE,,make the best use of,WordText='make the best use of' OR 
중등교과서,4463,,,go after,~을 추구하다,9,숙어/관용어,3460,12817,,,,FALSE,,make up,WordText='make up' OR 
중등교과서,4464,,,go away,떠나다,9,숙어/관용어,3977,10853,,,,FALSE,,mall,WordText='mall' OR 
중등교과서,4465,,,go away,사라지다,9,숙어/관용어,7577,20902,,,,FALSE,,man,WordText='man' OR 
중등교과서,4466,,,go by,~을 따르다,9,숙어/관용어,3150,24493,,,,FALSE,,manager,WordText='manager' OR 
중등교과서,4467,,,go by,"지나가다,흐르다",9,숙어/관용어,3268,10857,,,,FALSE,,Manchuria,WordText='Manchuria' OR 
중등교과서,4468,,,go for a picnic,소풍 가다,9,숙어/관용어,9616,26804,,,,FALSE,,manners,WordText='manners' OR 
중등교과서,4469,,,go on,계속하다,9,숙어/관용어,301,10870,,,,FALSE,,many,WordText='many' OR 
중등교과서,4470,,,go on,"일어나다,벌어지다",9,숙어/관용어,7185,17626,,,,FALSE,,map,WordText='map' OR 
중등교과서,4471,,,go on a trip,~로 여행가다,9,숙어/관용어,9619,11983,,,,FALSE,,map reader,WordText='map reader' OR 
중등교과서,4472,,,go online,인터넷에 접속하다,9,숙어/관용어,7317,17477,,,,FALSE,,marathon,WordText='marathon' OR 
중등교과서,4473,,,go skiing,스키를 타러 가다,9,숙어/관용어,2016,16659,,,,FALSE,,marker,WordText='marker' OR 
중등교과서,4474,,,go through,"겪다,경험하다",9,숙어/관용어,248,10883,,,,FALSE,,marriage,WordText='marriage' OR 
중등교과서,4475,,,go through,~을 통과하다,9,숙어/관용어,2668,21689,,,,FALSE,,marry,WordText='marry' OR 
중등교과서,4476,,,go through,살펴보다,9,숙어/관용어,10395,18442,,,,FALSE,,Mars,WordText='Mars' OR 
중등교과서,4477,,,go through,성사되다,9,숙어/관용어,15256,21952,,,,FALSE,,massage,WordText='massage' OR 
중등교과서,4478,,,go to bed,"잠자리에 들다,자다",9,숙어/관용어,9708,12839,,,,FALSE,,match up,WordText='match up' OR 
중등교과서,4479,,,go up,올라가다,9,숙어/관용어,1723,21690,,,,FALSE,,match with,WordText='match with' OR 
중등교과서,4480,,,go up,오르다,9,숙어/관용어,9388,10888,,,,FALSE,,math,WordText='math' OR 
중등교과서,4481,,,go well,잘 되어가다,9,숙어/관용어,9551,10889,,,,FALSE,,mathematics,WordText='mathematics' OR 
중등교과서,4482,,,go well with,~와 잘 어울리다,9,숙어/관용어,7646,14582,,,,FALSE,,mattress,WordText='mattress' OR 
중등교과서,4483,,,go wrong,(일/계획 등이) 틀어지다,9,숙어/관용어,7208,21953,,,,FALSE,,May,WordText='May' OR 
중등교과서,4484,,,go wrong,"고장 나다,잘 안 되다",9,숙어/관용어,9316,12851,,,,FALSE,,Mayan,WordText='Mayan' OR 
중등교과서,4485,,,go wrong,"잘못하다,실수를 하다",9,숙어/관용어,9696,31448,,,,FALSE,,maze,WordText='maze' OR 
중등교과서,4486,,,goal,"득점,목표",2,명사,1219,1635,[góul],,,FALSE,,meal time,WordText='meal time' OR 
중등교과서,4487,,,goal,득점,2,명사,10640,16852,[góul],,,FALSE,,meaning,WordText='meaning' OR 
중등교과서,4488,,,goal,골문,2,명사,11322,19603,[góul],,,FALSE,,meaningful,WordText='meaningful' OR 
중등교과서,4489,,,goat,염소,2,명사,10136,13739,[góut],,,FALSE,,meanwhile,WordText='meanwhile' OR 
중등교과서,4490,,,goggles,고글,2,명사,12260,16538,[gɔ́gls],,,FALSE,,meat,WordText='meat' OR 
중등교과서,4491,,,gold,금,2,명사,561,880,[góuld],,,FALSE,,meatless,WordText='meatless' OR 
중등교과서,4492,,,golden,금빛의,3,형용사,561,882,[góuldən],,,FALSE,,medal,WordText='medal' OR 
중등교과서,4493,,,golden,"금으로 만든,멋진",3,형용사,561,19239,[góuldən],,,FALSE,,meerkat,WordText='meerkat' OR 
중등교과서,4494,,,goldfish,금붕어,2,명사,1285,14584,[góuldfìʃ],,,FALSE,,meet,WordText='meet' OR 
중등교과서,4495,,,good,맛있는,3,형용사,1130,21693,[gúd],,,FALSE,,member,WordText='member' OR 
중등교과서,4496,,,good,(실력이) 좋은,3,형용사,1997,21692,[gúd],,,FALSE,,memo,WordText='memo' OR 
중등교과서,4497,,,good,"좋은,착한",3,형용사,3179,5265,[gúd],,,FALSE,,memorize,WordText='memorize' OR 
중등교과서,4498,,,good,착한,3,형용사,11691,21694,[gúd],,,FALSE,,memory,WordText='memory' OR 
중등교과서,4499,,,good luck,행운을 빌어,9,숙어/관용어,7782,14586,,,,FALSE,,memory stick,WordText='memory stick' OR 
중등교과서,4500,,,goods,"상품,제품",2,명사,2814,2941,[gúdz],,,FALSE,,meow,WordText='meow' OR 
중등교과서,4501,,,goodwill,"친선,호의",2,명사,3882,6442,[gúdwíl],,,FALSE,,merchant,WordText='merchant' OR 
중등교과서,4502,,,goose,거위,2,명사,6598,14588,[gú:s],,,FALSE,,messy,WordText='messy' OR 
중등교과서,4503,,,gorilla,고릴라,2,명사,11327,15260,[gərílə],,,FALSE,,Mexican,WordText='Mexican' OR 
중등교과서,4504,,,graduate,졸업하다,1,동사,3167,5248,[grǽdʒueit],,,FALSE,,middle,WordText='middle' OR 
중등교과서,4505,,,graduate,졸업생,2,명사,3167,20906,[grǽdʒuət],,,FALSE,,middle school,WordText='middle school' OR 
중등교과서,4506,,,graduate from,~를 졸업하다,9,숙어/관용어,3167,12854,,,,FALSE,,might,WordText='might' OR 
중등교과서,4507,,,graduate from,~을 졸업하다,9,숙어/관용어,3167,30244,,,,FALSE,,migrate,WordText='migrate' OR 
중등교과서,4508,,,graduation,졸업,2,명사,3167,5247,[grædʒuéiʃən],,,FALSE,,milk,WordText='milk' OR 
중등교과서,4509,,,grandchild,손주,2,명사,13201,19607,[grǽndʧàild],,,FALSE,,million,WordText='million' OR 
중등교과서,4510,,,grandchildren,손주,2,명사,13201,28984,[grǽndʧàild],,,FALSE,,millions of,WordText='millions of' OR 
중등교과서,4511,,,granddaughter,손녀,2,명사,12378,16856,[grǽnddɔ̀:tər],,,FALSE,,mind,WordText='mind' OR 
중등교과서,4512,,,grandfather,할아버지,2,명사,3790,6272,[grǽndfà:ðər],,,FALSE,,mine,WordText='mine' OR 
중등교과서,4513,,,grandmother,할머니,2,명사,3786,6267,[grǽndmʌ̀ðər],,,FALSE,,miracle,WordText='miracle' OR 
중등교과서,4514,,,grandpa,할아버지,2,명사,3790,14591,[grǽndpà:],,,FALSE,,mislead,WordText='mislead' OR 
중등교과서,4515,,,grandparents,조부모,2,명사,11329,14592,[grǽndpεərənts],,,FALSE,,miss,WordText='miss' OR 
중등교과서,4516,,,grandson,손자,2,명사,2873,14593,[grǽndsʌ̀n],,,FALSE,,miss a chance,WordText='miss a chance' OR 
중등교과서,4517,,,grape,포도,2,명사,5279,9735,[gréip],,,FALSE,,miss out,WordText='miss out' OR 
중등교과서,4518,,,grass,풀,2,명사,10741,6153,[grǽs],,,FALSE,,missing,WordText='missing' OR 
중등교과서,4519,,,grassland,"초지,풀밭",2,명사,5889,15627,[grǽslænd],,,FALSE,,mistake,WordText='mistake' OR 
중등교과서,4520,,,gravity,중력,2,명사,3241,5360,[grǽvəti],,,FALSE,,misunderstand,WordText='misunderstand' OR 
중등교과서,4521,,,graze,방목하다,1,동사,1213,2239,[gréiz],,,FALSE,,misunderstanding,WordText='misunderstanding' OR 
중등교과서,4522,,,great,위대한,3,형용사,2566,4267,[gréit],,,FALSE,,mix A with B,WordText='mix A with B' OR 
중등교과서,4523,,,great,거대한,3,형용사,8018,21696,[gréit],,,FALSE,,mixture,WordText='mixture' OR 
중등교과서,4524,,,great,훌륭한,3,형용사,9640,16541,[gréit],,,FALSE,,mochi,WordText='mochi' OR 
중등교과서,4525,,,great,기분이 좋은,3,형용사,9899,21697,[gréit],,,FALSE,,model,WordText='model' OR 
중등교과서,4526,,,great,(보기에) 멋진,3,형용사,10726,21695,[gréit],,,FALSE,,modeler,WordText='modeler' OR 
중등교과서,4527,,,greedy,탐욕스러운,3,형용사,8290,5925,[grí:di],,,FALSE,,money,WordText='money' OR 
중등교과서,4528,,,green,(얼굴빛이) 핼쑥한,3,형용사,3737,20425,[grí:n],,,FALSE,,Mongolian,WordText='Mongolian' OR 
중등교과서,4529,,,green,친환경적인,3,형용사,12379,16857,[grí:n],,,FALSE,,monkey,WordText='monkey' OR 
