구분,voca NO,grade ID,grade NO,WordText,WordMeaning,PoS,품사,image ID,WordID(SoundID),WordSymbol,example_english,example_korean,초등800 포함여부,,워드P 매핑용,워드P 매핑용 쿼리,,사운드파일명,사운드배치,이미지파일명,이미지배치
초등교과서,11985,초6,4,grade,채점하다,1,동사,5337,30923,[greid],,,#REF!,,eraser,WordText='eraser' OR ,,030923,XCOPY /F/Y .\030923.mp3 .\cutMp3\,005337,XCOPY /F/Y .\005337.png .\cutPng\
초등교과서,11986,초6,4,graduation,졸업,2,명사,3167,5247,[grædʒuéiʃən],,,#REF!,,glue stick,WordText='glue stick' OR ,,005247,XCOPY /F/Y .\005247.mp3 .\cutMp3\,003167,XCOPY /F/Y .\003167.png .\cutPng\
초등교과서,11987,초3,1,grandma,할머니,2,명사,3786,14590,[grǽndmà:],,,#REF!,,curry,WordText='curry' OR ,,014590,XCOPY /F/Y .\014590.mp3 .\cutMp3\,003786,XCOPY /F/Y .\003786.png .\cutPng\
초등교과서,11988,초3,1,grandmother,할머니,2,명사,3786,6267,[grǽndmʌ̀ðər],,,#REF!,,cute,WordText='cute' OR ,,006267,XCOPY /F/Y .\006267.mp3 .\cutMp3\,003786,XCOPY /F/Y .\003786.png .\cutPng\
초등교과서,11989,초3,1,grandpa,할아버지,2,명사,3790,14591,[grǽndpà:],,,#REF!,,giraffe,WordText='giraffe' OR ,,014591,XCOPY /F/Y .\014591.mp3 .\cutMp3\,003790,XCOPY /F/Y .\003790.png .\cutPng\
초등교과서,11990,초5,3,grandparents,조부모,2,명사,11329,14592,[grǽndpεərənts],,,#REF!,,zebra,WordText='zebra' OR ,,014592,XCOPY /F/Y .\014592.mp3 .\cutMp3\,011329,XCOPY /F/Y .\011329.png .\cutPng\
초등교과서,11991,초6,4,graph,"도표,그래프",2,명사,543,14594,[grǽf],,,#REF!,,grandmother,WordText='grandmother' OR ,,014594,XCOPY /F/Y .\014594.mp3 .\cutMp3\,000543,XCOPY /F/Y .\000543.png .\cutPng\
초등교과서,11992,초4,2,gray,창백한,3,형용사,10905,20424,[gréi],,,#REF!,,outside,WordText='outside' OR ,,020424,XCOPY /F/Y .\020424.mp3 .\cutMp3\,010905,XCOPY /F/Y .\010905.png .\cutPng\
초등교과서,11993,초5,3,guide,안내서,2,명사,1704,17822,[gáid],,,#REF!,,boomerang,WordText='boomerang' OR ,,017822,XCOPY /F/Y .\017822.mp3 .\cutMp3\,001704,XCOPY /F/Y .\001704.png .\cutPng\
초등교과서,11994,초5,3,guide,안내인,2,명사,10878,17823,[gáid],,,#REF!,,penguin,WordText='penguin' OR ,,017823,XCOPY /F/Y .\017823.mp3 .\cutMp3\,010878,XCOPY /F/Y .\010878.png .\cutPng\
초등교과서,11995,초6,4,guitarist,기타 연주자,2,명사,12382,16862,[gitá:rist],,,#REF!,,glove,WordText='glove' OR ,,016862,XCOPY /F/Y .\016862.mp3 .\cutMp3\,012382,XCOPY /F/Y .\012382.png .\cutPng\
초등교과서,11996,초5,3,gym,체육관,2,명사,3430,5701,[dʒím],,,#REF!,,sleepy,WordText='sleepy' OR ,,005701,XCOPY /F/Y .\005701.mp3 .\cutMp3\,003430,XCOPY /F/Y .\003430.png .\cutPng\
초등교과서,11997,초5,3,gym,운동,2,명사,2533,19610,[dʒím],,,#REF!,,beautiful,WordText='beautiful' OR ,,019610,XCOPY /F/Y .\019610.mp3 .\cutMp3\,002533,XCOPY /F/Y .\002533.png .\cutPng\
초등교과서,11998,초4,2,hairpin,머리핀,2,명사,11338,15271,[hέərpìn],,,#REF!,,virus,WordText='virus' OR ,,015271,XCOPY /F/Y .\015271.mp3 .\cutMp3\,011338,XCOPY /F/Y .\011338.png .\cutPng\
초등교과서,11999,초4,2,handsome,잘생긴,3,형용사,2908,4813,[hǽnsəm],,,#REF!,,grandpa,WordText='grandpa' OR ,,004813,XCOPY /F/Y .\004813.mp3 .\cutMp3\,002908,XCOPY /F/Y .\002908.png .\cutPng\
초등교과서,12000,초4,2,handsome,"(양이) 많은,큰",3,형용사,10635,24524,[hǽnsəm],,,#REF!,,grandma,WordText='grandma' OR ,,024524,XCOPY /F/Y .\024524.mp3 .\cutMp3\,010635,XCOPY /F/Y .\010635.png .\cutPng\
초등교과서,12001,초6,4,headache,두통,2,명사,8434,1612,[hédèik],,,#REF!,,firefighter,WordText='firefighter' OR ,,001612,XCOPY /F/Y .\001612.mp3 .\cutMp3\,008434,XCOPY /F/Y .\008434.png .\cutPng\
초등교과서,12002,초6,4,health,건강,2,명사,212,323,[hélθ],,,#REF!,,police officer,WordText='police officer' OR ,,000323,XCOPY /F/Y .\000323.mp3 .\cutMp3\,000212,XCOPY /F/Y .\000212.png .\cutPng\
초등교과서,12003,초6,4,healthy,"건강한,건강에 좋은",3,형용사,7835,324,[hélθi],,,#REF!,,really,WordText='really' OR ,,000324,XCOPY /F/Y .\000324.mp3 .\cutMp3\,007835,XCOPY /F/Y .\007835.png .\cutPng\
초등교과서,12004,초5,3,helicopter,헬리콥터,2,명사,11345,15278,[hélikɔ̀ptər],,,#REF!,,later,WordText='later' OR ,,015278,XCOPY /F/Y .\015278.mp3 .\cutMp3\,011345,XCOPY /F/Y .\011345.png .\cutPng\
초등교과서,12005,초5,3,hiking,"하이킹,도보 여행",2,명사,6057,9762,[háikiŋ],,,#REF!,,Tuesday,WordText='Tuesday' OR ,,009762,XCOPY /F/Y .\009762.mp3 .\cutMp3\,006057,XCOPY /F/Y .\006057.png .\cutPng\
초등교과서,12006,초5,3,honey,꿀,2,명사,8848,14626,[hʌ́ni],,,#REF!,,sofa,WordText='sofa' OR ,,014626,XCOPY /F/Y .\014626.mp3 .\cutMp3\,008848,XCOPY /F/Y .\008848.png .\cutPng\
초등교과서,12007,초5,3,honey,"여보,얘",2,명사,16163,25685,[hʌ́ni],,,#REF!,,board game,WordText='board game' OR ,,025685,XCOPY /F/Y .\025685.mp3 .\cutMp3\,016163,XCOPY /F/Y .\016163.png .\cutPng\
초등교과서,12008,초5,3,how much,얼마의,9,숙어/관용어,6597,12941,,,,#REF!,,singer,WordText='singer' OR ,,012941,XCOPY /F/Y .\012941.mp3 .\cutMp3\,006597,XCOPY /F/Y .\006597.png .\cutPng\
초등교과서,12009,초5,3,how much,(양/무게) 얼마나,9,숙어/관용어,1229,21702,,,,#REF!,,not bad,WordText='not bad' OR ,,021702,XCOPY /F/Y .\021702.mp3 .\cutMp3\,001229,XCOPY /F/Y .\001229.png .\cutPng\
초등교과서,12010,초3,1,hungry,배고픈,3,형용사,9337,2274,[hʌ́ŋgri],,,#REF!,,snack,WordText='snack' OR ,,002274,XCOPY /F/Y .\002274.mp3 .\cutMp3\,009337,XCOPY /F/Y .\009337.png .\cutPng\
초등교과서,12011,초4,2,hurt,"상처를 입히다,(감정을) 상하게 하다",1,동사,2327,2935,[hə́:rt],,,#REF!,,China,WordText='China' OR ,,002935,XCOPY /F/Y .\002935.mp3 .\cutMp3\,002327,XCOPY /F/Y .\002327.png .\cutPng\
초등교과서,12012,초4,2,hurt,다치다,1,동사,14808,21542,[hə́:rt],,,#REF!,,France,WordText='France' OR ,,021542,XCOPY /F/Y .\021542.mp3 .\cutMp3\,014808,XCOPY /F/Y .\014808.png .\cutPng\
초등교과서,12013,초3,1,ice cream,아이스크림,2,명사,11356,15289,[áis-krì:m],,,#REF!,,the U.S.,WordText='the U.S.' OR ,,015289,XCOPY /F/Y .\015289.mp3 .\cutMp3\,011356,XCOPY /F/Y .\011356.png .\cutPng\
초등교과서,12014,초3,1,igloo,이글루,2,명사,11359,15292,[íglu:],,,#REF!,,Korean,WordText='Korean' OR ,,015292,XCOPY /F/Y .\015292.mp3 .\cutMp3\,011359,XCOPY /F/Y .\011359.png .\cutPng\
초등교과서,12015,초3,1,iguana,이구아나,2,명사,11360,15293,[igwá:nə],,,#REF!,,P.E.,WordText='P.E.' OR ,,015293,XCOPY /F/Y .\015293.mp3 .\cutMp3\,011360,XCOPY /F/Y .\011360.png .\cutPng\
초등교과서,12016,초5,3,in front of,~의 앞에,9,숙어/관용어,5569,11047,,,,#REF!,,each other,WordText='each other' OR ,,011047,XCOPY /F/Y .\011047.mp3 .\cutMp3\,005569,XCOPY /F/Y .\005569.png .\cutPng\
초등교과서,12017,초6,4,in-line skating,인라인 스케이팅,2,명사,11725,15977,[ìn-lain-skéitiŋ],,,#REF!,,Of course,WordText='Of course' OR ,,015977,XCOPY /F/Y .\015977.mp3 .\cutMp3\,011725,XCOPY /F/Y .\011725.png .\cutPng\
초등교과서,12018,초5,3,India,인도,2,명사,2779,14657,[índiə; índjə],,,#REF!,,take a picture,WordText='take a picture' OR ,,014657,XCOPY /F/Y .\014657.mp3 .\cutMp3\,002779,XCOPY /F/Y .\002779.png .\cutPng\
초등교과서,12019,초5,3,interesting,흥미로운,3,형용사,8515,6639,[íntərəstiŋ; íntərèstiŋ],,,#REF!,,yours,WordText='yours' OR ,,006639,XCOPY /F/Y .\006639.mp3 .\cutMp3\,008515,XCOPY /F/Y .\008515.png .\cutPng\
초등교과서,12020,초6,4,interview,"인터뷰,회견",2,명사,5864,25981,[íntərvjù:],,,#REF!,,bathroom,WordText='bathroom' OR ,,025981,XCOPY /F/Y .\025981.mp3 .\cutMp3\,005864,XCOPY /F/Y .\005864.png .\cutPng\
초등교과서,12021,초6,4,invent,발명하다,1,동사,8302,2218,[invént],,,#REF!,,shopping,WordText='shopping' OR ,,002218,XCOPY /F/Y .\002218.mp3 .\cutMp3\,008302,XCOPY /F/Y .\008302.png .\cutPng\
초등교과서,12022,초3,1,is,이다,1,동사,14857,4529,[iz],,,#REF!,,grandparents,WordText='grandparents' OR ,,004529,XCOPY /F/Y .\004529.mp3 .\cutMp3\,014857,XCOPY /F/Y .\014857.png .\cutPng\
초등교과서,12023,초5,3,Italy,이탈리아,2,명사,2766,14663,[ítəli],,,#REF!,,pool,WordText='pool' OR ,,014663,XCOPY /F/Y .\014663.mp3 .\cutMp3\,002766,XCOPY /F/Y .\002766.png .\cutPng\
초등교과서,12024,초6,4,January,1월,2,명사,5985,36,[dʒǽnjuəri],,,#REF!,,go to school,WordText='go to school' OR ,,000036,XCOPY /F/Y .\000036.mp3 .\cutMp3\,005985,XCOPY /F/Y .\005985.png .\cutPng\
초등교과서,12025,초5,3,jeans,청바지,2,명사,3316,5518,[dʒí:nz],,,#REF!,,gym,WordText='gym' OR ,,005518,XCOPY /F/Y .\005518.mp3 .\cutMp3\,003316,XCOPY /F/Y .\003316.png .\cutPng\
초등교과서,12026,초6,4,jellyfish,해파리,2,명사,11368,15301,[dʒélifìʃ],,,#REF!,,take a shower,WordText='take a shower' OR ,,015301,XCOPY /F/Y .\015301.mp3 .\cutMp3\,011368,XCOPY /F/Y .\011368.png .\cutPng\
초등교과서,12027,초6,4,July,7월,2,명사,10591,48,[dʒu:lái],,,#REF!,,look for,WordText='look for' OR ,,000048,XCOPY /F/Y .\000048.mp3 .\cutMp3\,010591,XCOPY /F/Y .\010591.png .\cutPng\
초등교과서,12028,초3,1,jump rope,줄넘기를 하다,9,숙어/관용어,11369,15302,,,,#REF!,,block,WordText='block' OR ,,015302,XCOPY /F/Y .\015302.mp3 .\cutMp3\,011369,XCOPY /F/Y .\011369.png .\cutPng\
초등교과서,12029,초3,1,jump rope,줄넘기,2,명사,11369,27307,,,,#REF!,,bookstore,WordText='bookstore' OR ,,027307,XCOPY /F/Y .\027307.mp3 .\cutMp3\,011369,XCOPY /F/Y .\011369.png .\cutPng\
초등교과서,12030,초6,4,June,6월,2,명사,10590,47,[dʒú:n],,,#REF!,,Excuse me,WordText='Excuse me' OR ,,000047,XCOPY /F/Y .\000047.mp3 .\cutMp3\,010590,XCOPY /F/Y .\010590.png .\cutPng\
초등교과서,12031,초3,1,kangaroo,캥거루,2,명사,3530,5875,[kæŋgərú:],,,#REF!,,go straight,WordText='go straight' OR ,,005875,XCOPY /F/Y .\005875.mp3 .\cutMp3\,003530,XCOPY /F/Y .\003530.png .\cutPng\
초등교과서,12032,초3,1,kebab,케밥,2,명사,12517,17226,[kəbáb],,,#REF!,,theater,WordText='theater' OR ,,017226,XCOPY /F/Y .\017226.mp3 .\cutMp3\,012517,XCOPY /F/Y .\012517.png .\cutPng\
초등교과서,12033,초5,3,Kenya,케냐,2,명사,11371,15304,[kénjə; kí:njə],,,#REF!,,Christmas,WordText='Christmas' OR ,,015304,XCOPY /F/Y .\015304.mp3 .\cutMp3\,011371,XCOPY /F/Y .\011371.png .\cutPng\
초등교과서,12034,초3,1,kite,연,2,명사,11374,15307,[káit],,,#REF!,,cabinet,WordText='cabinet' OR ,,015307,XCOPY /F/Y .\015307.mp3 .\cutMp3\,011374,XCOPY /F/Y .\011374.png .\cutPng\
초등교과서,12035,초3,1,kiwi,"키위,키위새,뉴질랜드인",2,명사,10046,13626,[kí:wi],,,#REF!,,easy,WordText='easy' OR ,,013626,XCOPY /F/Y .\013626.mp3 .\cutMp3\,010046,XCOPY /F/Y .\010046.png .\cutPng\
초등교과서,12036,초5,3,Korea,한국,2,명사,10746,6248,[kərí:ə],,,#REF!,,between A and B,WordText='between A and B' OR ,,006248,XCOPY /F/Y .\006248.mp3 .\cutMp3\,010746,XCOPY /F/Y .\010746.png .\cutPng\
초등교과서,12037,초5,3,Korean,"한국의,한국인의",3,형용사,10746,6249,[kərí:ən],,,#REF!,,in front of,WordText='in front of' OR ,,006249,XCOPY /F/Y .\006249.mp3 .\cutMp3\,010746,XCOPY /F/Y .\010746.png .\cutPng\
초등교과서,12038,초5,3,Korean,한국어,2,명사,12263,16547,[kərí:ən],,,#REF!,,melt,WordText='melt' OR ,,016547,XCOPY /F/Y .\016547.mp3 .\cutMp3\,012263,XCOPY /F/Y .\012263.png .\cutPng\
초등교과서,12039,초4,2,ladybug,무당벌레,2,명사,11376,15309,[léidibʌ̀g],,,#REF!,,The U.K.,WordText='The U.K.' OR ,,015309,XCOPY /F/Y .\015309.mp3 .\cutMp3\,011376,XCOPY /F/Y .\011376.png .\cutPng\
초등교과서,12040,초5,3,lamp,등불,2,명사,5296,9754,[lǽmp],,,#REF!,,plate,WordText='plate' OR ,,009754,XCOPY /F/Y .\009754.mp3 .\cutMp3\,005296,XCOPY /F/Y .\005296.png .\cutPng\
초등교과서,12041,초4,2,later,후에,4,부사,3962,6586,[léitər],,,#REF!,,interesting,WordText='interesting' OR ,,006586,XCOPY /F/Y .\006586.mp3 .\cutMp3\,003962,XCOPY /F/Y .\003962.png .\cutPng\
초등교과서,12042,초5,3,leaf,나뭇잎,2,명사,683,1098,[lí:f],,,#REF!,,palace,WordText='palace' OR ,,001098,XCOPY /F/Y .\001098.mp3 .\cutMp3\,000683,XCOPY /F/Y .\000683.png .\cutPng\
초등교과서,12043,초5,3,leaf,"(책의)낱장,책장",2,명사,3391,31071,[liːf],,,#REF!,,next to,WordText='next to' OR ,,031071,XCOPY /F/Y .\031071.mp3 .\cutMp3\,003391,XCOPY /F/Y .\003391.png .\cutPng\
초등교과서,12044,초3,1,lemon,레몬,2,명사,10048,13628,[lémən],,,#REF!,,stove,WordText='stove' OR ,,013628,XCOPY /F/Y .\013628.mp3 .\cutMp3\,010048,XCOPY /F/Y .\010048.png .\cutPng\
초등교과서,12045,초6,4,lemonade,레모네이드,2,명사,11744,15996,[lèmənéid],,,#REF!,,carpet,WordText='carpet' OR ,,015996,XCOPY /F/Y .\015996.mp3 .\cutMp3\,011744,XCOPY /F/Y .\011744.png .\cutPng\
초등교과서,12046,초3,1,let,시키다,1,동사,10681,3389,[lét],,,#REF!,,leaf,WordText='leaf' OR ,,003389,XCOPY /F/Y .\003389.mp3 .\cutMp3\,010681,XCOPY /F/Y .\010681.png .\cutPng\
초등교과서,12047,초3,1,let,"(~하게)놓아두다,(~을 하도록)허락하다",1,동사,8405,21556,[lét],,,#REF!,,secret,WordText='secret' OR ,,021556,XCOPY /F/Y .\021556.mp3 .\cutMp3\,008405,XCOPY /F/Y .\008405.png .\cutPng\
초등교과서,12048,초5,3,living room,거실,2,명사,6369,25711,[líviŋ rù:m],,,#REF!,,healthy,WordText='healthy' OR ,,025711,XCOPY /F/Y .\025711.mp3 .\cutMp3\,006369,XCOPY /F/Y .\006369.png .\cutPng\
초등교과서,12049,초5,3,locker,사물함,2,명사,10378,14034,[lákər],,,#REF!,,medicine,WordText='medicine' OR ,,014034,XCOPY /F/Y .\014034.mp3 .\cutMp3\,010378,XCOPY /F/Y .\010378.png .\cutPng\
초등교과서,12050,초5,3,look for,~을 찾다,9,숙어/관용어,3383,11305,,,,#REF!,,take a walk,WordText='take a walk' OR ,,011305,XCOPY /F/Y .\011305.mp3 .\cutMp3\,003383,XCOPY /F/Y .\003383.png .\cutPng\
초등교과서,12051,초6,4,lose,"잃다,경기에 지다",1,동사,2826,4686,[lú:z],,,#REF!,,January,WordText='January' OR ,,004686,XCOPY /F/Y .\004686.mp3 .\cutMp3\,002826,XCOPY /F/Y .\002826.png .\cutPng\
초등교과서,12052,초6,4,lose,경기에 지다,1,동사,3665,19657,[lú:z],,,#REF!,,February,WordText='February' OR ,,019657,XCOPY /F/Y .\019657.mp3 .\cutMp3\,003665,XCOPY /F/Y .\003665.png .\cutPng\
초등교과서,12053,초5,3,lucky,"운이 좋은,행운의",3,형용사,3835,6350,[lʌ́ki],,,#REF!,,August,WordText='August' OR ,,006350,XCOPY /F/Y .\006350.mp3 .\cutMp3\,003835,XCOPY /F/Y .\003835.png .\cutPng\
초등교과서,12054,초4,2,lunchbox,도시락,2,명사,5614,17248,[lʌ́nʧbàks],,,#REF!,,October,WordText='October' OR ,,017248,XCOPY /F/Y .\017248.mp3 .\cutMp3\,005614,XCOPY /F/Y .\005614.png .\cutPng\
초등교과서,12055,초4,2,magic,"마법,마술",2,명사,10764,1741,[mǽdʒik],,,#REF!,,event,WordText='event' OR ,,001741,XCOPY /F/Y .\001741.mp3 .\cutMp3\,010764,XCOPY /F/Y .\010764.png .\cutPng\
초등교과서,12056,초6,4,make friends,친구를 사귀다,9,숙어/관용어,9827,13122,,,,#REF!,,break into,WordText='break into' OR ,,013122,XCOPY /F/Y .\013122.mp3 .\cutMp3\,009827,XCOPY /F/Y .\009827.png .\cutPng\
초등교과서,12057,초6,4,March,3월,2,명사,10588,43,[má:rʧ],,,#REF!,,lemonade,WordText='lemonade' OR ,,000043,XCOPY /F/Y .\000043.mp3 .\cutMp3\,010588,XCOPY /F/Y .\010588.png .\cutPng\
초등교과서,12058,초6,4,Mars,화성,2,명사,3905,6481,[má:rz],,,#REF!,,desert,WordText='desert' OR ,,006481,XCOPY /F/Y .\006481.mp3 .\cutMp3\,003905,XCOPY /F/Y .\003905.png .\cutPng\
초등교과서,12059,초4,2,mask,"가면,탈",2,명사,76,92,[mǽsk],,,#REF!,,dolphin,WordText='dolphin' OR ,,000092,XCOPY /F/Y .\000092.mp3 .\cutMp3\,000076,XCOPY /F/Y .\000076.png .\cutPng\
초등교과서,12060,초6,4,medicine,약,2,명사,2237,3677,[médəsin],,,#REF!,,artist,WordText='artist' OR ,,003677,XCOPY /F/Y .\003677.mp3 .\cutMp3\,002237,XCOPY /F/Y .\002237.png .\cutPng\
초등교과서,12061,초6,4,medicine,의학,2,명사,2713,19670,[médəsin],,,#REF!,,backwards,WordText='backwards' OR ,,019670,XCOPY /F/Y .\019670.mp3 .\cutMp3\,002713,XCOPY /F/Y .\002713.png .\cutPng\
초등교과서,12062,초5,3,medium,중간의,3,형용사,2990,5347,[mí:diəm],,,#REF!,,brain,WordText='brain' OR ,,005347,XCOPY /F/Y .\005347.mp3 .\cutMp3\,002990,XCOPY /F/Y .\002990.png .\cutPng\
초등교과서,12063,초5,3,medium,(대중 전달용) 매체,2,명사,12528,17253,[mí:diəm],,,#REF!,,get lost,WordText='get lost' OR ,,017253,XCOPY /F/Y .\017253.mp3 .\cutMp3\,012528,XCOPY /F/Y .\012528.png .\cutPng\
초등교과서,12064,초5,3,medium,"매개,수단",2,명사,13170,29011,[míːdiəm],,,#REF!,,ghost,WordText='ghost' OR ,,029011,XCOPY /F/Y .\029011.mp3 .\cutMp3\,013170,XCOPY /F/Y .\013170.png .\cutPng\
초등교과서,12065,초3,1,melon,멜론,2,명사,5280,9736,[mélən],,,#REF!,,planet,WordText='planet' OR ,,009736,XCOPY /F/Y .\009736.mp3 .\cutMp3\,005280,XCOPY /F/Y .\005280.png .\cutPng\
초등교과서,12066,초5,3,melt,녹다,1,동사,765,1219,[mélt],,,#REF!,,plastic bag,WordText='plastic bag' OR ,,001219,XCOPY /F/Y .\001219.mp3 .\cutMp3\,000765,XCOPY /F/Y .\000765.png .\cutPng\
초등교과서,12067,초6,4,memo,메모,2,명사,6500,14725,[mémou],,,#REF!,,turn off,WordText='turn off' OR ,,014725,XCOPY /F/Y .\014725.mp3 .\cutMp3\,006500,XCOPY /F/Y .\006500.png .\cutPng\
초등교과서,12068,초3,1,menu,메뉴,2,명사,6278,14727,[ménju:],,,#REF!,,graph,WordText='graph' OR ,,014727,XCOPY /F/Y .\014727.mp3 .\cutMp3\,006278,XCOPY /F/Y .\006278.png .\cutPng\
초등교과서,12069,초6,4,Mercury,수성,2,명사,13131,19295,[mə́:rkjuri],,,#REF!,,interview,WordText='interview' OR ,,019295,XCOPY /F/Y .\019295.mp3 .\cutMp3\,013131,XCOPY /F/Y .\013131.png .\cutPng\
초등교과서,12070,초5,3,Mexican,멕시코의,3,형용사,11387,15320,[méksikən],,,#REF!,,Mars,WordText='Mars' OR ,,015320,XCOPY /F/Y .\015320.mp3 .\cutMp3\,011387,XCOPY /F/Y .\011387.png .\cutPng\
초등교과서,12071,초5,3,Mexico,멕시코,2,명사,11388,15321,[méksikòu],,,#REF!,,pianist,WordText='pianist' OR ,,015321,XCOPY /F/Y .\015321.mp3 .\cutMp3\,011388,XCOPY /F/Y .\011388.png .\cutPng\
초등교과서,12072,초6,4,middle school,중학교,2,명사,11768,16020,[mídl-skù:l],,,#REF!,,creative,WordText='creative' OR ,,016020,XCOPY /F/Y .\016020.mp3 .\cutMp3\,011768,XCOPY /F/Y .\011768.png .\cutPng\
초등교과서,12073,초4,2,mine,나의 것,2,명사,12267,16555,[máin],,,#REF!,,tower,WordText='tower' OR ,,016555,XCOPY /F/Y .\016555.mp3 .\cutMp3\,012267,XCOPY /F/Y .\012267.png .\cutPng\
초등교과서,12074,초4,2,mine,광물질을 캐다,1,동사,10535,18583,[máin],,,#REF!,,fence,WordText='fence' OR ,,018583,XCOPY /F/Y .\018583.mp3 .\cutMp3\,010535,XCOPY /F/Y .\010535.png .\cutPng\
초등교과서,12075,초4,2,mirror,(사물/형체를) 비추다,1,동사,8087,21567,[mírər],,,#REF!,,captain,WordText='captain' OR ,,021567,XCOPY /F/Y .\021567.mp3 .\cutMp3\,008087,XCOPY /F/Y .\008087.png .\cutPng\
초등교과서,12076,초4,2,mirror,반영시키다,1,동사,15820,25288,[mírər],,,#REF!,,table tennis,WordText='table tennis' OR ,,025288,XCOPY /F/Y .\025288.mp3 .\cutMp3\,015820,XCOPY /F/Y .\015820.png .\cutPng\
초등교과서,12077,초4,2,Monday,월요일,2,명사,2562,4262,[mʌ́ndei],,,#REF!,,Parents’ Day,WordText='Parents’ Day' OR ,,004262,XCOPY /F/Y .\004262.mp3 .\cutMp3\,002562,XCOPY /F/Y .\002562.png .\cutPng\
초등교과서,12078,초5,3,museum,박물관,2,명사,1341,2160,[mju:zí:əm],,,#REF!,,airport,WordText='airport' OR ,,002160,XCOPY /F/Y .\002160.mp3 .\cutMp3\,001341,XCOPY /F/Y .\001341.png .\cutPng\
초등교과서,12079,초6,4,musician,음악가,2,명사,2676,4451,[mju:zíʃən],,,#REF!,,deer,WordText='deer' OR ,,004451,XCOPY /F/Y .\004451.mp3 .\cutMp3\,002676,XCOPY /F/Y .\002676.png .\cutPng\
초등교과서,12080,초5,3,neighbor,이웃사람,2,명사,12993,4566,[néibər],,,#REF!,,,,,004566,XCOPY /F/Y .\004566.mp3 .\cutMp3\,012993,XCOPY /F/Y .\012993.png .\cutPng\
초등교과서,12081,초6,4,New Zealand,뉴질랜드,2,명사,11407,15340,[njù:-zí:lənd],,,#REF!,,,,,015340,XCOPY /F/Y .\015340.mp3 .\cutMp3\,011407,XCOPY /F/Y .\011407.png .\cutPng\
초등교과서,12082,초5,3,next to,바로 옆에,9,숙어/관용어,2685,11455,,,,#REF!,,,,,011455,XCOPY /F/Y .\011455.mp3 .\cutMp3\,002685,XCOPY /F/Y .\002685.png .\cutPng\
초등교과서,12083,초5,3,next to,(순서/중요도) 다음으로,9,숙어/관용어,9395,16304,,,,#REF!,,,,,016304,XCOPY /F/Y .\016304.mp3 .\cutMp3\,009395,XCOPY /F/Y .\009395.png .\cutPng\
초등교과서,12084,초5,3,next to,~의 옆에,9,숙어/관용어,9243,25737,,,,#REF!,,,,,025737,XCOPY /F/Y .\025737.mp3 .\cutMp3\,009243,XCOPY /F/Y .\009243.png .\cutPng\
초등교과서,12085,초5,3,noodle,국수,2,명사,6759,14762,[nú:dl],,,#REF!,,,,,014762,XCOPY /F/Y .\014762.mp3 .\cutMp3\,006759,XCOPY /F/Y .\006759.png .\cutPng\
초등교과서,12086,초4,2,not bad,나쁘지 않은,4,부사,2990,26563,,,,#REF!,,,,,026563,XCOPY /F/Y .\026563.mp3 .\cutMp3\,002990,XCOPY /F/Y .\002990.png .\cutPng\
초등교과서,12087,초6,4,November,11월,2,명사,10584,32,[nouvémbər],,,#REF!,,,,,000032,XCOPY /F/Y .\000032.mp3 .\cutMp3\,010584,XCOPY /F/Y .\010584.png .\cutPng\
초등교과서,12088,초6,4,nurse's office,보건실,2,명사,6945,27051,,,,#REF!,,,,,027051,XCOPY /F/Y .\027051.mp3 .\cutMp3\,006945,XCOPY /F/Y .\006945.png .\cutPng\
초등교과서,12089,초4,2,o'clock,시,2,명사,2031,3344,[əklák],,,#REF!,,,,,003344,XCOPY /F/Y .\003344.mp3 .\cutMp3\,002031,XCOPY /F/Y .\002031.png .\cutPng\
초등교과서,12090,초6,4,ocean,대양,2,명사,900,1436,[óuʃən],,,#REF!,,,,,001436,XCOPY /F/Y .\001436.mp3 .\cutMp3\,000900,XCOPY /F/Y .\000900.png .\cutPng\
초등교과서,12091,초6,4,ocean,"대양,해양,바다",2,명사,900,28363,[óuʃən],,,#REF!,,,,,028363,XCOPY /F/Y .\028363.mp3 .\cutMp3\,000900,XCOPY /F/Y .\000900.png .\cutPng\
초등교과서,12092,초6,4,October,10월,2,명사,10583,31,[aktóubər],,,#REF!,,,,,000031,XCOPY /F/Y .\000031.mp3 .\cutMp3\,010583,XCOPY /F/Y .\010583.png .\cutPng\
초등교과서,12093,초3,1,octopus,문어,2,명사,10310,13952,[áktəpəs],,,#REF!,,,,,013952,XCOPY /F/Y .\013952.mp3 .\cutMp3\,010310,XCOPY /F/Y .\010310.png .\cutPng\
초등교과서,12094,초6,4,once,"한 번,일단 ~하면",4,부사,10747,6253,[wʌ́ns],,,#REF!,,,,,006253,XCOPY /F/Y .\006253.mp3 .\cutMp3\,010747,XCOPY /F/Y .\010747.png .\cutPng\
초등교과서,12095,초6,4,once,일단 ~하면,7,접속사,12761,17937,[wʌ́ns],,,#REF!,,,,,017937,XCOPY /F/Y .\017937.mp3 .\cutMp3\,012761,XCOPY /F/Y .\012761.png .\cutPng\
초등교과서,12096,초6,4,once,~하자마자,7,접속사,7869,19692,[wʌ́ns],,,#REF!,,,,,019692,XCOPY /F/Y .\019692.mp3 .\cutMp3\,007869,XCOPY /F/Y .\007869.png .\cutPng\
초등교과서,12097,초6,4,once,한 때,4,부사,7520,21580,[wʌ́ns],,,#REF!,,,,,021580,XCOPY /F/Y .\021580.mp3 .\cutMp3\,007520,XCOPY /F/Y .\007520.png .\cutPng\
