,학년,출판사,교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_KOR,SUB_EXPRESSION
290,중3,능률(양),2015,7,Enjoy Arts and Crafts,Don’t forget to ()를 활용해 상기시켜 주기. ,A: Don’t forget to bring your homework. B: Thanks for reminding me. ,A: 숙제 가져오는 거 잊지 마. B: 상기시켜줘서 고마워. ,A: Remember to (). B: I will. A: Make sure to (). B: Got it. 
291,중1,동아(윤),2015,1,Heart to Heart,I enjoy ()를 활용해 좋아하는 것을 표현하기. ,I enjoy reading. ,나는 독서를 즐겨요. ,I like (). I’m fond of (). 
292,중1,동아(윤),2015,2,Have Fun at School!,What’s () doing?를 활용해 행동을 묻고 답하기. ,A: What’s he doing? B: He’s reading. ,A: 그는 무엇을 하고 있나요? B: 그는 책을 읽고 있어요. ,A: What is () doing right now? B: He’s/She’s (). A: Do you know what () is doing? B: He’s/She’s (). 
293,중1,동아(윤),2015,3,Wisdom in Stories,Why don’t you ()?를 활용해 제안하기. ,Why don’t you take a break? ,잠깐 쉬는 게 어때요? ,How about ()? I think you should (). 
294,중1,동아(윤),2015,4,"Small Things, Big Differences",의문사 how와 형용사를 활용해 느낀 점 묻고 답하기. ,A: How was it? B: It was amazing. ,A: 어땠어요? B: 정말 좋았어요. ,A: What did you think about ()? B: It was (). A: How did () feel? B: It felt (). 
295,중1,동아(윤),2015,5,Styles Around the World,should를 활용해 당부 표현하기. ,You should get some rest. ,너는 좀 쉬어야 해. ,It’s a good idea to (). You’d better (). 
296,중1,동아(윤),2015,6,People at Work,want 동사를 활용해 소망 묻고 답하기. ,A: What do you want to be in the future? B: I want to be a doctor. ,A: 너는 미래에 무엇이 되고 싶어? B: 나는 의사가 되고 싶어. ,A: What’s your dream job? B: My dream is to be (). A: What would you like to do when you grow up? B: I’d like to be (). 
297,중1,동아(윤),2015,7,Discover Korea,Have a ()를 활용해 기원하기. # 형용사 다변화 ,Have a wonderful day! ,좋은 하루 보내세요! ,Enjoy your ()! Hope you have a () ()! 
298,중1,동아(윤),2015,8,"Dream Together, Reach Higher",여러가지 동사를 활용해 동의 및 반대 표현하기. ,I agree. / I disagree. ,나는 동의해. / 나는 동의하지 않아. ,"I think so, too. / I don't think so. That's true. / I have a different opinion. "
299,중2,동아(윤),2015,1,My Happy Everyday Life,what kind of를 활용하여 정보 묻기. ,A: What kind of music do you like? B: I like jazz music. ,A: 너는 어떤 종류의 음악을 좋아해? B: 나는 재즈 음악을 좋아해. ,"A: Can you tell me about the type of () you ()? B: I usually () (). A: Do you have a specific () that you ()? B: Yes, I () (). "
300,중2,동아(윤),2015,2,Enjoying Local Culture,전치사와 명령문을 활용해 장소로 가는 방법을 묻고 답하기. ,"A: How do I get to the train station? B: Go straight, then turn left at the traffic light. ",A: 기차역까지 어떻게 가나요? B: 직진한 후 신호등에서 왼쪽으로 도세요. ,A: Can you tell me the way to ()? B: Take () and you’ll reach (). A: What’s the best way to get to ()? B: Follow the () and turn (). 
301,중2,동아(윤),2015,3,Ideas for Saving the Earth,"할인 여부 묻기, 흥정하기. ",A: Can I get a discount? B: OK. I’ll take 10% off. ,"A: 할인받을 수 있나요? B: 네, 10% 할인해 드릴게요. ","A: Is there a discount available? B: Yes, we can offer a () discount. A: Could you lower the price? B: I can reduce it by (). "
302,중2,동아(윤),2015,4,The Amazing World of Animals,can you tell me more about를 활용하여 정보 묻기. ,A: Can you tell me more about the event? B: It’s a charity fundraiser. ,A: 그 행사에 대해 좀 더 알려줄 수 있어요? B: 그것은 자선 모금 행사입니다. ,"A: Could you give me more details about ()? B: Sure, () is (). A: I’d like to know more about (). Can you help? B: Of course! It’s (). "
303,중2,동아(윤),2015,5,Living Healthily and Safely,make sure을 활용하여 당부하기. ,Make sure you turn off the lights before leaving. ,나가기 전에 불을 끄는 것을 꼭 확인하세요. ,Remember to (). Be sure to (). 
304,중2,동아(윤),2015,6,"Different People, Different Views",만날 시간과 장소를 제안하고 정하기. ,A: What time and where should we meet? B: How about meeting at 3 PM at the park? ,A: 우리 언제 어디서 만날까? B: 오후 3시에 공원에서 만나는 게 어때? ,A: When and where shall we meet? B: Let’s meet at () (). A: What’s a good time and place to meet? B: How about () ()? 
305,중2,동아(윤),2015,7,Life in Space,curious 를 활용해 궁금증 표현하기. ,I’m really curious about space travel. ,나는 우주 여행에 대해 정말 궁금해. ,I wonder about (). I’d like to know more about (). 
306,중2,동아(윤),2015,8,Pride of Korea,be not allowed를 활용해 금지 표현하기. ,Smoking is not allowed here. ,여기서는 흡연이 금지되어 있습니다. ,You’re not allowed to (). () is forbidden here. 
307,중3,동아(윤),2015,1,Follow Your Dream,hope you (can)을 활용하여 상대방에 대한 희망 표현하기. ,I hope you can achieve your goals. ,네가 목표를 이룰 수 있길 바래. ,I hope you are able to (). I wish you could (). 
308,중3,동아(윤),2015,2,Food for the Heart,Is it for here or to go?를 활용해 음식 주문 방식 묻고 답하기. ,"A: Is it for here or to go? B: It’s for here, please. / It’s to go, please. ","A: 매장에서 드시겠어요, 아니면 포장하시겠어요? B: 매장에서 먹을게요. / 포장할게요. ","A: Are you dining in or taking out? B: I’ll dine in. / I’ll take it to go. A: Will you eat here or take it home? B: Eat here, please. / Take it home, please. "
309,중3,동아(윤),2015,3,Stories of English Words and Expressions,반복설명을 요청하는 다양한 표현 활용하기. ,A: Can you say that again? / Excuse me? / What did you say? B: Sure. I said we are meeting at 5 PM. ,A: 다시 말씀해 주실 수 있나요? / 뭐라고 하셨죠? B: 네. 우리는 오후 5시에 만날 거라고 했어요. ,A: Could you repeat that? B: Sure. (). A: I didn’t catch that. Can you say it again? B: Of course. (). 
310,중3,동아(윤),2015,4,Be a Smart Spender,상점에서 물건의 환불을 요청한다. ,I’d like to get a refund for this item. ,이 상품을 환불받고 싶어요. ,Can I return () for a refund? I’d like my money back for (). 
311,중3,동아(윤),2015,5,The Team Behind the Team,I suggest (that) you (should) ()를 활용해 제안이나 권유하기. ,I suggest you try this new restaurant. ,이 새로운 레스토랑을 시도해보는 것을 추천해요. ,You should (). Why don’t you ()? 
312,중3,동아(윤),2015,6,Stories for All Time,감정을 나타내는 형용사를 활용해 감정 표현하기. ,I’m excited about my new job. ,나는 새로운 직장에 대해 기대돼. ,A: How are you feeling? B: I’m (). A: Are you okay? B: Not really. I’m (). 
313,중3,동아(윤),2015,7,Technology in Our Lives,I really appreciate ()를 활용해 감사 표현하기. ,I really appreciate your help. ,당신의 도움에 정말 감사해요. ,Thank you so much for (). I’m grateful for (). 
314,중3,동아(윤),2015,8,The Joseon Dynasty Through Paintings,It seems to me that ()를 활용해 의견 표현하기. ,It seems to me that the economy is improving. ,내 생각에는 경제가 나아지고 있는 것 같아. ,"In my opinion, (). I believe that (). "
315,중1,동아(윤),2022,1,Happy Together,favorite와 like를 활용해 좋아하는 것을 묻고 답하기. ,A: What’s your favorite food? B: It’s pizza. ,A: 너가 가장 좋아하는 음식이 뭐야? B: 피자야. ,"A: What do you like the most? B: I like (). A: Do you have a favorite ()? B: Yes, my favorite is (). "
316,중1,동아(윤),2022,2,"Eat, Play, and Live Well!",Why don’t you ()?와 How about ()?를 활용해 제안하기. ,Why don’t you join us? How about going for a walk? ,너도 우리랑 같이 하는 게 어때? 산책 가는 게 어때? ,Have you thought about ()? Why not try ()? 
317,중1,동아(윤),2022,3,Let’s Be Positive,기쁜 일에 공감하거나 나쁜 일에 위로하는 표현을 활용하기. ,I’m happy for you. I’m sorry to hear that. ,너를 위해 기뻐. 그 말을 들으니 안타깝네. ,That’s wonderful to hear! That's great. That’s too bad. That's so unfortunate. 
318,중1,동아(윤),2022,4,The Joy of Traveling,다가올 일에 대한 기대를 표현하기. ,I’m looking forward to my vacation. ,나는 내 휴가를 기대하고 있어. ,I can’t wait for (). I’m excited about (). 
319,중1,동아(윤),2022,5,Think like Sherlock Holmes!,must를 활용해 금지 표현하기. ,You must not smoke here. ,여기서 담배를 피우면 안 돼. ,You are not allowed to (). You should not (). 
320,중1,동아(윤),2022,6,"Good for the Earth, Good for Us","I’m sorry, but I can’t.와 같은 문장과 함께 거절의 이유를 말하기. ","I’m sorry, but I can’t make it because I have another appointment. ","미안하지만, 다른 약속이 있어서 못 갈 것 같아. ","I’m afraid, but I can’t. (). I’m sorry, but I'll have to pass. (). "
321,중1,동아(윤),2022,7,Find Your Dream,want to ()를 활용해 장래 희망에 대해 묻고 답하기. ,A: What do you want to be in the future? B: I want to be a scientist. ,A: 너는 미래에 무엇이 되고 싶어? B: 나는 과학자가 되고 싶어. ,A: What’s your dream job? B: My dream is to become (). A: What would you like to do when you grow up? B: I’d like to be (). 
322,중1,동아(윤),2022,8,Be Smart Online,agree와 think so를 활용해 동의 및 비동의 표현하기. ,"I think so, too. / I agree. I don’t think so. / I don’t agree. ",나도 그렇게 생각해. / 동의해. 나는 그렇게 생각하지 않아. / 동의하지 않아. ,"Me, too. / I feel the same way. Not me. / I have a different opinion. "
323,중1,동아(이),2015,1,An Exciting New World,be good at 표현을 활용해 잘하는 것을 묻고 답하기. ,"Are you good at drawing? Yes, I’m good at drawing. ","너 그림 잘 그려? 응, 나는 그림을 잘 그려. ",A: What are you good at? B: I am good at (). A: What is she excellent at? B: She is excellent at (). 
324,중1,동아(이),2015,2,"Be Healthy, Be Happy!",should와 의문문을 활용해 충고를 표현하기. ,You should get some rest. ,너 좀 쉬는 게 좋겠어. ,How about ()? Why don't you ()? 
325,중1,동아(이),2015,3,How Do I Look?,형용사와 신체부위를 가리키는 어휘를 활용해 외모를 묘사하기. ,What does your brother look like? He is tall and has short black hair. ,네 형은 어떻게 생겼어? 그는 키가 크고 짧은 검은 머리를 가지고 있어. ,A: Can you describe ()? B: () is (). A: How does () look? B: () is (). 
326,중1,동아(이),2015,4,Catch the Sun,Where is ()?를 활용해 장소를 묻고 전치사를 이용해 답하기. ,Where is the restroom? It’s next to the cafeteria. ,화장실 어디 있어? 카페테리아 옆에 있어. ,A: Do you know where () is? B: It’s located (). A: Can you tell me where the () is? B: It’s (). 
327,중1,동아(이),2015,5,Art for All,should we ()?를 활용해 시간 약속 정하기. ,What time should we meet at the park? How about 4 PM? ,우리 공원에서 몇 시에 만날까? 오후 4시는 어때? ,A: When shall we ()? B: Let’s meet at (). A: What time do you want to ()? B: How about ()? 
328,중1,동아(이),2015,6,"Dream High, Fly High!",want to ()를 활용해 장래 희망을 말하기. ,What do you want to be in the future? I want to be a scientist. ,너는 미래에 뭐가 되고 싶어? 나는 과학자가 되고 싶어. ,A: What’s your dream job? B: My dream is to become (). A: What would you like to do when you grow up? B: I’d like to be (). 
329,중1,동아(이),2015,7,Money Doesn’t Grow on Trees,How much is ()?를 활용해 가격을 묻고 답하기. ,How much is this jacket? It’s 50 dollars. ,이 재킷 얼마예요? 50달러예요. ,A: How much does () cost? B: It costs (). A: Can you tell me the price of ()? B: It’s (). 
330,중1,동아(이),2015,8,The Way to Korea,Can you ()?를 활용해 추가 정보를 요청하기. ,Can you tell me more about the school festival? Sure! It will be held next Friday. ,학교 축제에 대해 더 말해 줄 수 있어? 물론! 다음 주 금요일에 열릴 거야. ,A: Can you give me more information about ()? B: (). A: I'd like to know more about (). B: (). 
331,중2,동아(이),2015,1,Can We Talk?,How about ()?를 활용해 제안하기. ,"A: How about going to the movies tonight? B: Great idea! / I’m sorry, but I can’t. ",A: 오늘 밤 영화 보러 가는 거 어때? B: 좋은 생각이야! / 미안하지만 못 가. ,"A: Why don’t we ()? B: Sounds good. / Sorry, I’m busy. A: Let’s (). B: Sure! / Maybe next time. "
332,중2,동아(이),2015,2,Close to You,다양한 형용사를 활용해 성격 묘사하기. ,A: What is she like? B: She is kind and hardworking. ,A: 그녀는 어떤 사람이야? B: 친절하고 성실해. ,A: Can you describe his personality? B: He is funny and outgoing. A: What kind of person is she? B: She is patient and friendly. 
333,중2,동아(이),2015,3,The Music Goes,Why ()?와 because를 활용해 이유 묻고 답하기. ,A: Why do you exercise every day? B: Because it keeps me healthy. ,A: 왜 매일 운동해? B: 건강을 유지하기 위해서야. ,A: Can you tell me why ()? B: Because (). A: Why are you ()? B: Because (). 
334,중2,동아(이),2015,4,Go for It!,Have you ever ()?를 활용해 경험 말하기. ,"A: Have you ever traveled abroad? B: Yes, I have. / No, I haven’t. ","A: 해외여행 가본 적 있어? B: 응, 있어. / 아니, 없어. ","A: Did you try () before? B: Yes, I did. / No, I didn’t. A: Have you experienced ()? B: Yes, I have. / No, I haven’t. "
335,중2,동아(이),2015,5,"Come One, Come",take 동사를 활용해 소요시간 묻고 답하기. ,A: How long will it take to finish this project? B: It will take about two weeks. ,A: 이 프로젝트를 끝내는 데 얼마나 걸릴까? B: 약 2주 정도 걸려. ,A: How much time does it take to ()? B: It takes around (). A: How long does it take to ()? B: It usually takes about (). 
336,중2,동아(이),2015,6,Into Outer Space,용도를 묻고 답하기: what is () for?를 활용해 물건이나 도구의 용도를 묻고 답하기. ,A: What is this tool for? B: It’s for cutting wood. ,A: 이 도구는 무엇에 쓰이는 거야? B: 나무를 자르는 데 사용해. ,A: What is the purpose of it? B: It’s for (). A: Why do you use it? B: It’s for (). 
337,중2,동아(이),2015,7,Can I Trust It?,like와 happy를 활용하여 만족 여부 묻고 답하기. ,A: How do you like your new phone? B: I’m really happy with it. ,A: 새 휴대폰 어때? B: 정말 만족스러워. ,"A: Are you satisfied with ()? B: Yes, I am. / No, I’m not. A: Do you enjoy ()? B: Yes, I do. / No, I don’t. "
338,중2,동아(이),2015,8,Be Like Sherlock!,I guess ()를 활용해 추측 표현하기. ,A: I guess it’s going to rain tomorrow. B: You’re right. ,A: 내일 비가 올 것 같아. B: 맞아. ,"A: I think (). B: That’s correct. A: I assume (). B: Yes, that’s true. "
339,중3,동아(이),2015,1,"I Can’t, but We Can",I’m happy to hear that.를 활용해 기쁨과 유감 표현하기. ,A: I passed my exam! B: I’m happy to hear that. ,A: 시험에 합격했어! B: 그 소식 들으니 기뻐. ,A: I got a promotion! B: That’s great news! A: I lost my phone. B: I’m sorry to hear that. 
340,중3,동아(이),2015,2,Go Green,Do you know how to ()?를 활용해 방법 묻기. ,"A: Do you know how to cook pasta? B: Yes. You need to boil the noodles first. / I'm sorry, I don't know. ","A: 파스타 요리하는 방법 알아? B: 응, 먼저 면을 삶아야 해. / 미안, 몰라. ","A: Can you tell me how to ()? B: Sure. First (), then (). A: How can I ()? B: You should (). "
341,중3,동아(이),2015,3,Heal the World,Make sure you ()를 활용해 당부하기. ,"A: Make sure you lock the door before leaving. B: Okay, I will. ",A: 나가기 전에 문 꼭 잠가. B: 알겠어. ,"A: Don’t forget to (). B: Got it. A: Please (). B: Of course, I will. "
342,중3,동아(이),2015,4,"Open a Book, Open Your Mind",I’m with you on that.를 활용해 동의하기. ,A: This rule is really unfair. B: I’m with you on that. ,A: 이 규칙은 정말 불공평해. B: 나도 그렇게 생각해. ,A: We should take a break. B: I totally agree. A: The movie was fantastic! B: That’s so true. 
343,중3,동아(이),2015,5,Believe in Yourself,I hope ()를 활용해 기원하는 말 하기. ,A: I’m going to take my driving test tomorrow. B: I hope you pass! ,A: 내일 운전면허 시험 볼 거야. B: 합격하길 바랄게! ,A: I have an important interview. B: What I really want is for you to succeed. A: I’m moving to a new city. B: I would like you to be happy there. 
344,중3,동아(이),2015,6,Make the World Beautiful,be not allowed를 활용해 금지 표현하기. ,A: You are not allowed to use your phone in class. B: I’m sorry. I didn’t know that. ,A: 수업 중에 휴대폰 사용은 금지되어 있어. B: 죄송해요. 몰랐어요. ,"A: You shouldn't (). B: I apologize. A: You'd better not (). B: Oh, I see. "
345,중3,동아(이),2015,7,Feel the Wonder,This article says ()를 활용해 보고하기. ,A: Is there anything interesting? B: This article says drinking water is good for your skin. ,A: 흥미로운 소식 있어? B: 이 기사에 따르면 물을 많이 마시는 것이 피부에 좋대. ,B: The Internet says that (). B: They say that (). 
346,중3,동아(이),2015,8,Up to You,I hope ()를 활용해 기원하는 말 하기. ,A: I’m going to take my final exam tomorrow. B: I hope you do well! ,A: 내일 기말고사 봐. B: 좋은 결과 있길 바랄게! ,B: What I really want is for you to (). B: I would like you to (). 
347,중1,동아(이),2022,1,"New School, New Friends",Do you like~ 구조를 활용해 좋아하는 것을 묻고 답하기. ,"A: I like soccer. Do you like soccer? B: Yes, I do. / No, I don’t. I like basketball. ","A: 나는 축구를 좋아해. 너도 축구 좋아해? B: 응, 좋아해. / 아니, 안 좋아해. 나는 농구를 좋아해. ","A: I enjoy (). Do you enjoy ()? B: Yes, I do. / No, I don’t. I enjoy (). A: I love (). Do you love ()? B: Yes, I do. / No, I don’t. I love (). "
348,중1,동아(이),2022,2,"Be Healthy, Be Happy",should를 활용해 상대방에게 조언을 주고받기. ,A: What should I do? B: You should get some rest. ,A: 나는 어떻게 해야 할까? B: 너는 좀 쉬어야 해. ,A: What do you think I should do? B: I think you should (). A: Can you give me some advice? B: You might want to (). 
349,중1,동아(이),2022,3,When I Grow Up,want to를 활용해 장래 희망을 묻고 답하기. ,A: What do you want to be in the future? B: I want to be a teacher. ,A: 너는 미래에 무엇이 되고 싶어? B: 나는 선생님이 되고 싶어. ,A: What do you dream of becoming? B: I dream of becoming (). A: What would you like to be someday? B: I’d like to be (). 
350,중1,동아(이),2022,4,Living Together,can you를 활용해 상대방에게 도움을 요청하고 답하기. ,A: Can you help me? B: Sure. I can help you. ,"A: 도와줄 수 있어? B: 물론, 도와줄게. ","A: Could you ()? B: Sure, I can (). A: Would you mind ()? B: Not at all. "
351,중1,동아(이),2022,5,Have a Special Day!,Have a...를 활용해 상대방에게 좋은 일이나 상태를 기원하기. ,Have a great day! ,좋은 하루 보내세요! ,Have a great ()! Have a wonderful ()! 
352,중1,동아(이),2022,6,Taste the World,How about ~를 사용해 상대방에게 권유하기. ,How about going for a walk? ,산책하는 게 어때? ,What about ()? Why don’t we ()? 
353,중1,동아(이),2022,7,"Think Big, Be Creative!",I feel the same을 활용해 상대방의 의견이나 감정에 공감하기. ,I feel the same. ,나도 같은 느낌이야. ,I agree with you. Me too. 
354,중1,동아(이),2022,8,Winter Is Coming!,How was ~와 다양한 형용사를 사용해 과거에 했던 일에 대한 감상을 묻고 답하기. ,A: How was your trip? B: It was amazing. ,A: 여행 어땠어? B: 정말 좋았어. ,A: What did you think of ()? B: It was (). A: How did you like ()? B: I liked it. It was (). 
355,중1,비상,2015,1,This Is Me!,좋아하는 것 묻기: What’s your favorite ()?와 같은 표현을 활용해 좋아하는 것 묻고 답하기. ,A: What’s your favorite book? B: I like Harry Potter. It’s exciting. ,A: 네가 가장 좋아하는 책은 뭐야? B: 나는 해리 포터를 좋아해. 재미있어. ,"A: Which book do you like the most? B: My favorite is (). It’s really (). A: Do you have a favorite book? B: Yes, I love (). It’s very (). "
356,중1,비상,2015,2,"Think Safe, Act Safe",다른 사람의 행동 묘사하기: be + ~ing 형태를 사용해 현재 진행 중인 행동 묘사하기. ,A: What is John doing now? B: John is reading a book. ,A: 존은 지금 뭐 하고 있어? B: 존은 책을 읽고 있어. ,A: What is () up to right now? B: () is currently (). A: Can you tell me what () is doing? B: () is in the middle of (). 
357,중1,비상,2015,3,Helping Hands,안도의 기쁨 표현하기: Glad to hear that와 같은 표현으로 안도와 기쁨을 표현하기. ,Glad to hear that. ,그 말을 들으니 기뻐. ,"Oh, that’s great news! I’m so happy to hear that. "
358,중1,비상,2015,4,Share Your Travel Story,길 묻기: How can I get to ()?와 같은 표현을 활용해 길을 묻고 안내하기. ,A: How can I get to the library? B: Go straight two blocks and turn left. ,A: 도서관에 어떻게 가요? B: 두 블록 직진한 후 왼쪽으로 도세요. ,"A: Excuse me, can you tell me how to get to ()? B: Walk () and then take a (). A: Could you show me the way to ()? B: Head () and then go (). "
359,중1,비상,2015,5,"Count on You, Math!",모르고 있음 표현하기: I have no idea와 같은 표현으로 모르는 상황을 나타내기. ,A: What channel is the show on? B: I have no idea. ,A: 그 쇼는 몇 번 채널에서 해? B: 전혀 모르겠어. ,"A: Do you know where the () is? B: Sorry, I don’t know. A: Can you tell me where the () is? B: I’m not sure, sorry. "
360,중1,비상,2015,6,Tasty World,음식 권하기: Would you like some ()?와 같은 표현으로 음식을 권하고 답하기. ,"A: Would you like some cake? B: Yes, please. / No, thanks. ","A: 케이크 좀 드실래요? B: 네, 주세요. / 아니요, 괜찮아요. ","A: Do you want some ()? B: Sure, I’d like that. / No, I’m good. A: How about some ()? B: Yes, please. / No, thank you. "
361,중1,비상,2015,7,Green Is Great!,의무 표현하기: You should ()와 같은 표현을 사용해 의무나 권고를 나타내기. ,"A: You should eat more vegetables. B: Okay, I will. ","A: 너는 채소를 더 먹어야 해. B: 알겠어, 그렇게 할게. ","A: You need to (). B: Sure, I’ll do that. A: It’s important to (). B: Got it. I’ll try. "
362,중1,비상,2015,8,Go for It!,제안하기: Why don’t you ()?와 같은 표현으로 제안하거나 조언하기. ,A: I want to learn Spanish. B: Why don’t you take a class? ,A: 나는 스페인어를 배우고 싶어. B: 스페인어 수업을 들어보는 게 어때? ,A: I’d like to (). B: How about ()? A: I’m thinking about (). B: Maybe you could (). 
363,중2,비상,2015,1,Suit Your Taste!,방법에 대한 조언이나 지식을 알려 주기. ,I know how to swim. ,나는 수영하는 방법을 알아. ,I'm pretty good at (). Let me show you how to (). 
364,중2,비상,2015,2,Half a World Away,상대방에게 기억해야 할 것을 상기시켜 주기. ,"A: Don’t forget to bring your homework. B: Okay, I see. ",A: 숙제 가져오는 거 잊지 마. B: 알겠어. ,"A: Remember to (). B: Got it. A: Please be reminded to (). B: Okay, I will. "
365,중2,비상,2015,3,"I Wonder Why, I Wonder How",What do you mean? 를 활용해 설명을 요청하며 구체적으로 묻기. ,What do you mean? ,무슨 뜻이야? ,"I'm sorry, I didn't get that. Come again? "
366,중2,비상,2015,4,Your Only Limit Is You,다양한 표현을 활용해 상대방에게 도움을 제안하기. ,Let me help you. ,내가 도와줄게. ,Can I help you? I'll give you some help with (). 
367,중2,비상,2015,5,Explore Your Feelings!,I think you should ~ 를 활용해 방법에 대해 제안하거나 조언하기. ,A: I'm having trouble with math. B: I think you should study with a tutor. ,A: 나 수학 때문에 어려움을 겪고 있어. B: 과외 선생님과 공부하는 게 좋을 것 같아. ,"A: I (). B: Why don't you ()? A: I (). B: If I were you, I would (). "
368,중2,비상,2015,6,Doors to the Wild,as ~ as ~ 를 활용해 대상이나 사물 간의 차이를 비교하기. ,It’s as light as a feather. ,그것은 깃털만큼 가벼워. ,() and () are the same. () are similar to (). 
369,중2,비상,2015,7,Art around Us,prefer를 활용해 선호하는 대상에 대해 답하기. ,I prefer coffee to tea. ,나는 차보다 커피를 더 좋아해. ,I like () better than (). I'd prefer () if possible. 
370,중2,비상,2015,8,Changes Ahead,I’m with you on that 를 활용해 상대방의 의견에 동의하거나 이의 제기하기. ,A: I think that exercise is important. B: I’m with you on that. / I'm not with you on that. ,A: 나는 운동이 중요하다고 생각해. B: 나도 동의해. / 난 그렇게 생각하지 않아. ,"B: I agree with you. / I disagree with you. B: I think so, too. / I don't think so. "
371,중3,비상,2015,1,The Art of Communication,That’s not what I meant 를 활용해 오해를 지적하기. ,That’s not what I meant. ,내가 말한 뜻이 그게 아니야. ,You took it the wrong way. I didn't mean that. 
372,중3,비상,2015,2,Wonderful Nature,I’ve heard that ~ 를 활용해 알고 있는 정보를 말하기. ,I’ve heard that the new movie is really good. ,나는 그 새 영화가 정말 좋다고 들었어. ,People say that (). I heard it somewhere that (). 
373,중3,비상,2015,3,For the Love of Our Country,Is it okay if ~ 를 활용해 허락 요청하기. ,A: Is it okay if I leave early today? ,A: 오늘 일찍 가도 될까요? ,A: Can I ()? A: Do you mind if I ()? 
374,중3,비상,2015,4,Music to My Ears!,Are you planning to ~ 를 활용해 앞으로의 계획 묻기. ,"A: Are you planning to visit your parents this weekend? B: Yes, I am. ","A: 너 이번 주말에 부모님 댁에 방문할 계획이야? B: 응, 그래. ",A: Do you have plans to ()? A: Are you going to ()? 
375,중3,비상,2015,5,Critical Minds,Why do you say so? 를 활용해 의견에 대한 이유 묻기. ,A: I think this book is boring. B: Why do you say so? ,A: 나는 이 책이 지루하다고 생각해. B: 왜 그렇게 생각해? ,B: What makes you say that? B: Why do you hold that view? 
376,중3,비상,2015,6,Words of Wisdom,What would you do if ~ 를 활용해 상상한 내용 묻기. ,A: What would you do if you won the lottery? B: I would travel around the world. ,A: 네가 복권에 당첨된다면 뭘 할 거야? B: 나는 세계 여행을 할 거야. ,"A: Let's say that (). What would you do? A: If you (), what would you do? "
377,중3,비상,2015,7,Spend Wisely,I should have ~ 를 활용해 후회하는 일 말하기. ,I should have studied harder for the test. ,나는 시험을 위해 더 열심히 공부했어야 했어. ,"I wish I had (). If I could, I would (). "
378,중3,비상,2015,8,Wonders of Space Travel,I wish I could ~ 를 활용해 이루어지기를 바라는 일 표현하기. ,I wish I could visit Paris someday. ,나는 언젠가 파리를 방문할 수 있으면 좋겠어. ,() would be a dream come true. How I wish I ()! 
379,중1,천재(이),2015,1,A Nice Day,날씨 묻고 답하기: How’s the weather today?와 같은 표현으로 날씨를 묻고 답하기. ,A: How’s the weather today? B: It’s sunny and warm. ,A: 오늘 날씨 어때? B: 맑고 따뜻해. ,A: What’s the weather like today? B: It’s (). A: Can you tell me how the weather is? B: It’s (). 
380,중1,천재(이),2015,2,How Do You Spend Your Day?,지시하기: Stand in line와 같은 표현을 사용해 간단한 지시를 전달하기. ,"A: Stand in line. B: Okay, I will. ",A: 줄을 서세요. B: 알겠어요. ,A: Please (). B: Sure. A: Make sure to (). B: Got it. 
381,중1,천재(이),2015,3,Do You Have Special Plans?,계획 묻고 답하기: What are you going to do ()?와 같은 표현으로 계획이나 예정된 일을 묻고 답하기. ,A: What are you going to do this weekend? B: I’m going to visit my grandparents. ,"A: 이번 주말에 뭐 할 거야? B: 나는 할아버지, 할머니 댁에 갈 거야. ",A: What are your plans for ()? B: I’m planning to (). A: What do you want to do ()? B: I want to (). 
382,중1,천재(이),2015,4,Walk Around Your Town,길 묻기: How can I get to ()?와 같은 표현으로 길을 묻고 답하기. ,A: How can I get to the train station? B: Go straight for two blocks and turn left. ,A: 기차역에 어떻게 가나요? B: 두 블록 직진한 후 왼쪽으로 도세요. ,A: Could you tell me how to get to ()? B: Walk () and then turn (). A: Do you know the way to ()? B: Head () and take a (). 
383,중1,천재(이),2015,5,How Far Is It from Here?,사실적 정보 묻고 답하기: 의문사를 사용해 사실적 정보를 묻고 답하기. ,A: How long does it take to get to school? B: It takes about 20 minutes. ,A: 학교까지 가는 데 얼마나 걸려? B: 약 20분 걸려. ,A: Where can () ()? B: (). A: What’s ()? B: (). 
384,중1,천재(이),2015,6,From Culture to Culture,제안하기: You should ()와 같은 표현으로 제안하거나 조언하기. ,A: I like cooking. B: You should try baking. ,A: 나는 요리를 좋아해. B: 너도 베이킹을 해보는 게 어때? ,A: I want to (). B: Why don’t you ()? A: I’m thinking about (). B: Maybe you could (). 
385,중1,천재(이),2015,7,Follow Your Dreams,바람 묻고 답하기: want 동사를 활용하여 바람이나 희망을 묻고 답하기. ,A: Where do you want to travel? B: I want to travel to France. ,A: 너는 어디로 여행 가고 싶어? B: 나는 프랑스로 여행 가고 싶어. ,A: Who would you like to ()? B: I’d like to (). A: What’s your dream destination? B: I’d love to (). 
386,중1,천재(이),2015,8,"Give Your Hand, Give Your Heart",이유 묻고 답하기: Why ()?와 같은 표현으로 이유를 묻고 답하기. ,A: Why don’t you like spicy food? B: Because it’s too hot for me. ,A: 너는 왜 매운 음식을 안 좋아해? B: 너무 매워서 그래. ,A: Why do you ()? B: Because (). A: Can you tell me why ()? B: It’s because (). 
