학년,출판사,교육과정,단원 번호,단원 명,의사소통 기능,prompt 수정 사항,어휘,문화,소재,Function Material 1,Function Material 2,Function Material 3,Function Material 4,Phonics
초3,천재(이),2022 개정 교육과정,2,What’s This?,• 물건이 무엇인지 묻고 이에 답하기 What’s this/that?  - It’s a pen.• 주의 끌기 Look!,,"a, apple, bag, candy, cup, doll, egg, hat, it, look, pen, that, this, what, yes",-,"개인생활, 디지털·인공지능","[DESCRIPTION]  

What’s ()? 패턴을 통해 물건이 무엇인지 묻고 답하는 방법 알아보기.  

[KEY_EXPRESSION]  

A: What’s this?  
B: It’s a pen.  

[SUB_EXPRESSION_1]  

A: What’s that?  
B: It’s a ().  

[SUB_EXPRESSION_2]  

A: What’s ()?  
B: It’s a ().  ","[DESCRIPTION]  

상대방의 주의를 끌 때 사용할 수 있는 표현 알아보기.  

[KEY_EXPRESSION]  

Look!  

[SUB_EXPRESSION_1]  

Check this out!  

[SUB_EXPRESSION_2]  

Hey, look over here!  
",,,
초3,천재(이),2022 개정 교육과정,3,"Sit Down, Please","• 지시하고 이에 답하기 Sit down, please. - Okay.• 칭찬하기 Great!",,"close, come, door, down, eye, five, good, grandma, great, here, igloo, jump, okay, open , please , sit, stand, the, up",-,"개인생활, 학교생활, 민주시민 예절","[DESCRIPTION]  

상대방에게 행동을 요청하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Sit down, please.  
B: Okay.  

[SUB_EXPRESSION_1]  

A: Stand up, please.  
B: Sure.  

[SUB_EXPRESSION_2]  

A: Be quiet, please.  
B: Alright.  ","[DESCRIPTION]  

칭찬할 때 사용할 수 있는 표현 알아보기.  

[KEY_EXPRESSION]  

Great!  

[SUB_EXPRESSION_1]  

Awesome!  

[SUB_EXPRESSION_2]  

Well done!  ",,,
초3,천재(이),2022 개정 교육과정,4,Do You Like Tomatoes?,"• 좋아하는 것 묻고 이에 답하기 Do you like tomatoes? - Yes, I do. / No, I don’t.• 좋아하거나 싫어하는 것 나타내기 I (don’t) like apples.",,"banana, bean, box, carrot, do, kiwi, like, monkey, nine, no, not, orange, tomato",-,개인생활,"[DESCRIPTION]  

Do you like ()? 패턴을 통해 좋아하는 것에 대해 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Do you like tomatoes?  
B: Yes, I do. / No, I don’t.  

[SUB_EXPRESSION_1]  

A: Do you like ()?  
B: Yes, I do. / No, I don’t.  

[SUB_EXPRESSION_2]  

A: Do you enjoy eating ()?  
B: Yes, I do. / No, I don’t.  ","[DESCRIPTION]  

I (don’t) like ()을 통해 좋아하는 것과 싫어하는 것을 표현하는 방법 배우기.  

[KEY_EXPRESSION]  

I like apples. / I don’t like apples.  

[SUB_EXPRESSION_1]  

I enjoy eating ().  

[SUB_EXPRESSION_2]  

I dislike ().  ",,,
초3,천재(이),2022 개정 교육과정,5,How Many Pigs?,• 동물의 수 묻고 이에 답하기 How many pigs? - Five pigs.• 크기 나타내기 They’re big.,,"cat, dog, eight, elephant, four, how, many, one, pig, queen, rabbit, seven, six, ten, they, three, two",-,"개인생활, 사회생활, 생태 감수성","[DESCRIPTION]  

How many ()? 를 통해 동물의 수를 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: How many cows?  
B: Four cows.  

[SUB_EXPRESSION_1]  

A: How many () do you see?  
B: I see ().  

[SUB_EXPRESSION_2]  

A: Are there ()?  
B: Yes, there are. / No, there aren’t.  ","[DESCRIPTION]  

크기를 나타내는 표현을 통해 사물이나 동물의 특징을 설명하는 방법 배우기.  

[KEY_EXPRESSION]  

They’re huge.  

[SUB_EXPRESSION_1]  

They’re very ().  

[SUB_EXPRESSION_2]  

They look ().  ",,,
초3,천재(이),2022 개정 교육과정,6,Can You Jump?,"• 할 수 있는 것을 묻고 이에 답하기 Can you jump?- Yes, I can. / No, I can’t.• 할 수 있는 것과 할 수 없는 것 나타내기 I can jump. / I can’t jump.• 격려하기 You can do it!",,"can, climb, fly, mom, run, swim, violin, walk, yellow, zoo",-,"학교생활, 배려와 협력","[DESCRIPTION]  

Can you ()? 를 통해 할 수 있는지 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Can you dance?  
B: Yes, I can. / No, I can’t.  

[SUB_EXPRESSION_1]  

A: Can you ()?  
B: Yes, I can. / No, I can’t.  

[SUB_EXPRESSION_2]  

A: Do you know how to ()?  
B: Yes, I do. / No, I don’t.  ","[DESCRIPTION]  

할 수 있는 것과 할 수 없는 것을 나타내는 표현을 통해 자신의 능력을 표현하는 방법 배우기.  

[KEY_EXPRESSION]  

I can sing. / I can’t sing.  

[SUB_EXPRESSION_1]  

I’m able to ().  

[SUB_EXPRESSION_2]  

I don’t know how to ().  ","[DESCRIPTION]  

격려하는 표현을 통해 상대방에게 힘을 주는 방법 배우기.  

[KEY_EXPRESSION]  

You’ve got this!  

[SUB_EXPRESSION_1]  

Keep going!  

[SUB_EXPRESSION_2]  

Don’t give up!  ",,
초3,천재(이),2022 개정 교육과정,7,Do You Have a Pencil?,"• 물건을 가지고 있는지 묻고 이에 답하기 Do you have a pencil? - Yes, I do. / No, I don’t.• 가지고 있는 물건과 가지고 있지 않은 물건 나타내기 I (don’t) have a pencil.• 물건 건네주기 Here you are.",,"book, camera, coat, eraser, glue, have, lemon, notebook, pencil, scissors, stick, toy",우리나라와 서양의 전통 필기구,"가정생활, 학교생활, 사회생활","[DESCRIPTION]  

Do you have ()? 를 통해 물건을 가지고 있는지 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Do you have an eraser?  
B: Yes, I do. / No, I don’t.  

[SUB_EXPRESSION_1]  

A: Do you have ()?  
B: Yes, I do. / No, I don’t.  

[SUB_EXPRESSION_2]  

A: Have you got ()?  
B: Yes, I have. / No, I haven’t.  ","[DESCRIPTION]  

가지고 있는 물건과 없는 물건을 나타내는 표현을 통해 소지품을 말하는 방법 배우기.  

[KEY_EXPRESSION]  

I have a notebook. / I don’t have a notebook.  

[SUB_EXPRESSION_1]  

I own a ().  

[SUB_EXPRESSION_2]  

I don’t have a ().  ","
[DESCRIPTION]  

물건을 건네줄 때 사용할 수 있는 표현 알아보기.  

[KEY_EXPRESSION]  

Here you go.  

[SUB_EXPRESSION_1]  

Here’s your ().  

[SUB_EXPRESSION_2]  

Take this.  ",,
초3,천재(이),2022 개정 교육과정,8,Are You Happy?,"• 감정이나 상태 묻고 이에 답하기 Are you happy? - Yes, I am. / No, I’m not.• 감정이나 상태 나타내기 I’m happy.• 사과하고 이에 답하기 I’m sorry. - That’s okay.",,"go, happy, hungry, now, sad, sorry, thirsty, tired, very",세계 여러 나라의 전통 탈,"개인생활, 학교생활, 민주시민 예절","[DESCRIPTION]  

Are you ()? 를 통해 감정이나 상태를 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Are you excited?  
B: Yes, I am. / No, I’m not.  

[SUB_EXPRESSION_1]  

A: Are you feeling ()?  
B: Yes, I am. / No, I’m not.  

[SUB_EXPRESSION_2]  

A: Do you feel ()?  
B: Yes, I do. / No, I don’t.  ","[DESCRIPTION]  

감정이나 상태를 나타내는 표현을 통해 자신의 기분을 표현하는 방법 배우기.  

[KEY_EXPRESSION]  

I’m nervous.  

[SUB_EXPRESSION_1]  

I feel ().  

[SUB_EXPRESSION_2]  

I’m really ().  ","[DESCRIPTION]  

상대방에게 사과하고 이에 답하는 표현 알아보기.  

[KEY_EXPRESSION]  

A: I’m really sorry.  
B: That’s okay.  

[SUB_EXPRESSION_1]  

A: Sorry about that.  
B: No worries.  

[SUB_EXPRESSION_2]  

A: My apologies.  
B: Don’t worry about it.  ",,
초3,천재(이),2022 개정 교육과정,9,What Color Is It?,• 색깔 묻고 이에 답하기 What color is it? - It’s red.• 감사 표현하고 이에 답하기 Thank you. - You’re welcome.,,"bike, black, blue, color, green, new, paint, pink, red, thank, tiger, welcome, white","나라마다 다른, 색깔의 의미","개인생활, 학교생활, 문화 다양성","[DESCRIPTION]  

What color is ()? 를 통해 색깔을 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: What color is your bag?  
B: It’s blue.  

[SUB_EXPRESSION_1]  

A: What’s the color of ()?  
B: It’s ().  

[SUB_EXPRESSION_2]  

A: Is it ()?  
B: Yes, it is. / No, it isn’t.  
","[DESCRIPTION]  

상대방에게 감사를 표현하고 이에 답하는 표현 알아보기.  

[KEY_EXPRESSION]  

A: Thanks a lot!  
B: You’re welcome.  

[SUB_EXPRESSION_1]  

A: Thanks so much.  
B: No problem.  

[SUB_EXPRESSION_2]  

A: I appreciate it.  
B: Anytime.  
",,,
초3,천재(이),2022 개정 교육과정,10,She’s My Mom,• 누구인지 묻고 이에 답하기 Who’s she/he? - She’s my mom. / He’s my dad.• 인물 묘사하기 She’s/He’s tall.,,"brother, cool, dad, frog, he, she, sister, strong, tall, who",형제와 자매를 부르는 말,"개인생활, 사회생활, 학교생활","[DESCRIPTION]  

Who’s ()? 를 통해 사람의 신원을 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Who’s that boy?  
B: He’s my brother.  

[SUB_EXPRESSION_1]  

A: Who’s he?  
B: He’s my ().  

[SUB_EXPRESSION_2]  

A: Who are they?  
B: They are my ().  ","[DESCRIPTION]  

사람을 묘사하는 표현을 통해 외형이나 특징을 설명하는 방법 배우기.  

[KEY_EXPRESSION]  

She’s friendly.  

[SUB_EXPRESSION_1]  

He’s very ().  

[SUB_EXPRESSION_2]  

She looks ().  ",,,
초3,천재(이),2022 개정 교육과정,11,How’s the Weather?,• 날씨 묻고 이에 답하기 How’s the weather? - It’s snowing.• 제안하기 Let’s play outside.,,"cloudy, cold, let, out, play, raining, snowing, sunny, there, we, weather, windy","날씨에 따라 다른, 세계 여러 나라의 문화","개인생활, 가정생활, 디지털과 정보 통신","[DESCRIPTION]  

날씨를 묻고 답하는 표현을 통해 날씨에 대해 말하는 방법 배우기.  

[KEY_EXPRESSION]  

A: How’s the weather today?  
B: It’s cloudy.  

[SUB_EXPRESSION_1]  

A: What’s the weather like?  
B: It’s ().  

[SUB_EXPRESSION_2]  

A: Is it () outside?  
B: Yes, it is. / No, it isn’t.  ","[DESCRIPTION]  

제안하는 표현을 통해 함께 할 활동을 권하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Let’s go outside.  
B: Sounds fun. / Sorry, I can’t.  

[SUB_EXPRESSION_1]  

A: Let’s try ().  
B: Okay! / Maybe next time.  

[SUB_EXPRESSION_2]  

A: How about we ()?  
B: That’s a great idea! / I’m not sure.  ",,,
초4,천재(이),2022 개정 교육과정,1,What’s Your Name?,"• 때에 알맞은 인사 하기 Good morning 〔afternoon / evening〕.• 이름 묻고 이에 답하기 What’s your name? - My name is Bruno.• 다른 사람 소개하기 This is my friend, Siwu.",,"afternoon, ball, catch, evening, friend, in, morning, name, together",세계 여러 나라의 이름 순서와 성에 담긴 의미,"개인생활, 사회생활, 교우 관계","[DESCRIPTION]  

시간에 맞는 인사를 통해 상황에 알맞게 인사하는 방법 배우기.  

[KEY_EXPRESSION]  

Good morning.  

[SUB_EXPRESSION_1]  

Good afternoon.  

[SUB_EXPRESSION_2]  

Good evening.  ","[DESCRIPTION]  

What’s your name? 를 통해 이름을 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: What’s your name?  
B: My name is Bruno.  

[SUB_EXPRESSION_1]  

A: What’s your name?  
B: I’m ().  

[SUB_EXPRESSION_2]  

A: May I know your name?  
B: I’m ().  ","[DESCRIPTION]  

다른 사람을 소개하는 표현을 통해 누군가를 소개하는 방법 배우기.  

[KEY_EXPRESSION]  

This is my friend, Siwu.  

[SUB_EXPRESSION_1]  

Meet my friend, ().  

[SUB_EXPRESSION_2]  

Let me introduce ().  ",,
초4,천재(이),2022 개정 교육과정,2,"Don’t Push, Please!","• 금지하고 이에 답하기 Don’t push, please! - Okay. / I’m sorry.• 주의 주기 Be careful!",,"at, butterfly, careful, chair, eat, enter, fish, lion, push, ship, talk, touch",우리 주변의 금지 표현,"사회생활, 동식물 보호, 민주시민 예절","[DESCRIPTION]  

Don’t () 를 통해 행동을 금지하거나 제지하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Don’t run, please!  
B: Okay. / I’m sorry.  

[SUB_EXPRESSION_1]  

A: Please don’t ().  
B: Sure.  

[SUB_EXPRESSION_2]  

A: No ().  
B: Got it.  ","[DESCRIPTION]  

주의를 줄 때 사용할 수 있는 표현 알아보기.  

[KEY_EXPRESSION]  

Be careful on the road!  

[SUB_EXPRESSION_1]  

Watch out!  

[SUB_EXPRESSION_2]  

Stay alert!  ",,,
초4,천재(이),2022 개정 교육과정,3,Do You Want Some Pizza?,"• 음식을 권하고 이에 답하기 Do you want some pizza? - Yes, please. / No, thanks.• 원하는 것을 묻고 이에 답하기 What do you want? - I want some bread.",,"and, bread, cake, chicken, hot, juice, milk, night, noodles, pizza, rice, some, spaghetti, want",세계 여러 나라의 다양한 음식,"개인생활, 사회생활, 음식 문화와 식습관","[DESCRIPTION]  

Do you want some ()? 를 통해 음식을 권하고 이에 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Do you want some cake?  
B: Yes, please. / No, thanks.  

[SUB_EXPRESSION_1]  

A: Would you like some ()?  
B: Yes, please. / No, thanks.  

[SUB_EXPRESSION_2]  

A: How about some ()?  
B: Sure! / No, I’m good.  ","[DESCRIPTION]  

What do you want? 를 통해 원하는 것을 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: What do you want?  
B: I want some juice.  

[SUB_EXPRESSION_1]  

A: What would you like?  
B: I’d like ().  

[SUB_EXPRESSION_2]  

A: What are you looking for?  
B: I want ().  ",,,
초4,천재(이),2022 개정 교육과정,4,It’s on the Desk,• 물건의 위치 묻고 이에 답하기 Where is my phone? - It’s under the desk.• 반복 요청하기 Sorry?,,"bat, bed, desk, find, fun, on, phone, photo, robot, scarf, table, under, where",세계 여러 나라의 명화 속에 등장하는 물건의 위치,"개인생활, 가정생활, 학교생활","[DESCRIPTION]  

Where is ()? 를 통해 물건의 위치를 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Where is my wallet?  
B: It’s under the chair.  

[SUB_EXPRESSION_1]  

A: Where is ()?  
B: It’s on the ().  

[SUB_EXPRESSION_2]  

A: Do you know where () is?  
B: It’s next to the ().  
","[DESCRIPTION]  

반복 요청하는 표현을 통해 상대방에게 다시 말해달라고 요청하는 방법 배우기.  

[KEY_EXPRESSION]  

Sorry?  

[SUB_EXPRESSION_1]  

Pardon?  

[SUB_EXPRESSION_2]  

Could you say that again?  ",,,
초4,천재(이),2022 개정 교육과정,5,Is This Your Watch?,"• 물건의 주인인지 묻고 이에 답하기 Is this your umbrella? - Yes, it is. / No, it isn’t.• 물건 묘사하기 My watch is brown.",,"bank, brown, cap, glove, shoe, think, umbrella, watch",세계 여러 나라의 전통 신발,"학교생활, 사회생활, 민주시민 배려","[DESCRIPTION]  

Is this your ()? 를 통해 물건의 주인을 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Is this your hat?  
B: Yes, it is. / No, it isn’t.  

[SUB_EXPRESSION_1]  

A: Is this your ()?  
B: Yes, it is. / No, it isn’t.  

[SUB_EXPRESSION_2]  

A: Does this belong to you?  
B: Yes, it does. / No, it doesn’t.  ","[DESCRIPTION]  

물건을 묘사하는 표현을 통해 물건의 특징을 설명하는 방법 배우기.  

[KEY_EXPRESSION]  

My jacket is blue.  

[SUB_EXPRESSION_1]  

My bag is ().  

[SUB_EXPRESSION_2]  

My shoes are ().  ",,,
초4,천재(이),2022 개정 교육과정,6,What Time Is It?,• 시각 묻고 이에 답하기 What time is it? - It’s eight twenty.• 무엇을 할 시간인지 나타내기 It’s time for school.,,"breakfast, clean, clock, dinner, eleven, for, help, late, lunch, school, so, thirty, time, twelve, twenty, wake",우리 주변의 식사와 관련된 단어,"개인생활, 학교생활, 사회생활","[DESCRIPTION]  

What time is it? 를 통해 시각을 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: What time is it?  
B: It’s nine forty.  

[SUB_EXPRESSION_1]  

A: What time is it now?  
B: It’s ().  

[SUB_EXPRESSION_2]  

A: Can you tell me the time?  
B: It’s ().  
","[DESCRIPTION]  

It’s time for () 를 통해 무엇을 할 시간인지 나타내는 방법 배우기.  

[KEY_EXPRESSION]  

It’s time for dinner.  

[SUB_EXPRESSION_1]  

It’s time for ().  

[SUB_EXPRESSION_2]  

It’s time to ().  ",,,
초4,천재(이),2022 개정 교육과정,7,I’m a Doctor,• 상대방 직업 묻고 이에 답하기 What do you do? - I’m a doctor.• 다른 사람 직업 묻고 이에 답하기 What does he/she do? - He’s/She’s a pilot.,,"cook, doctor, drone, farmer, fire, firefighter, pilot, tent",세계 유명한 사람들의 직업,"개인생활, 사회생활, 직업 안전","[DESCRIPTION]  

What do you do? 를 통해 상대방의 직업을 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: What do you do?  
B: I’m a nurse.  

[SUB_EXPRESSION_1]  

A: What’s your job?  
B: I’m a ().  

[SUB_EXPRESSION_2]  

A: What do you work as?  
B: I’m a ().  ","[DESCRIPTION]  

What does he/she do? 를 통해 다른 사람의 직업을 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: What does she do?  
B: She’s a scientist.  

[SUB_EXPRESSION_1]  

A: What does he do?  
B: He’s a ().  

[SUB_EXPRESSION_2]  

A: What is his/her job?  
B: He’s/She’s a ().  ",,,
초4,천재(이),2022 개정 교육과정,8,How Much Is It?,"• 물건의 가격 묻고 이에 답하기 How much is it? - It’s nine hundred won.• 도움 제안하고 이에 답하기 Can I help you? - Yes, please.",,"brush, car, case, cheap, hundred, much, old, pretty, rope, thousand",세계 여러 나라의 화폐,"개인생활, 사회생활, 생태전환","[DESCRIPTION]  

How much is it? 를 통해 물건의 가격을 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: How much is this bag?  
B: It’s one thousand won.  

[SUB_EXPRESSION_1]  

A: How much does this cost?  
B: It’s ().  

[SUB_EXPRESSION_2]  

A: What’s the price of ()?  
B: It’s ().  
","[DESCRIPTION]  

Can I help you? 를 통해 도움을 제안하고 이에 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Can I help you?  
B: Yes, please.  

[SUB_EXPRESSION_1]  

A: Do you need any help?  
B: Yes, please.  

[SUB_EXPRESSION_2]  

A: May I assist you?  
B: Sure, thanks.  ",,,
초4,천재(이),2022 개정 교육과정,9,What Day Is It Today?,"• 요일 묻고 이에 답하기 What day is it today? - It’s Wednesday.• 확인 요청하고 이에 답하기 Are you sure? - Yes, I am. / No, I’m not.",,"art, class, day, home, sure, today",우리 주변의 요일을 나타내는 단어,"개인생활, 가정생활, 학교생활","[DESCRIPTION]  

What day is it today? 를 통해 요일을 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: What day is it today?  
B: It’s Friday.  

[SUB_EXPRESSION_1]  

A: What’s today’s day?  
B: It’s ().  

[SUB_EXPRESSION_2]  

A: Do you know what day it is?  
B: It’s ().  
","[DESCRIPTION]  

Are you sure? 를 통해 확인을 요청하고 이에 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: Are you sure?  
B: Yes, I am. / No, I’m not.  

[SUB_EXPRESSION_1]  

A: Are you certain?  
B: Yes, I am. / No, I’m not.  

[SUB_EXPRESSION_2]  

A: Do you really think so?  
B: Yes, I do. / No, I don’t.  ",,,
초4,천재(이),2022 개정 교육과정,10,How Old Is He?,• 나이 묻고 이에 답하기 How old is he 〔she / it〕? - He’s 〔She’s / It’s〕 six years old.• 주의 끌기 Excuse me.,,"beautiful, cute, excuse, house, sweet, year",세계의 장수 동물,"개인생활, 사회생활","[DESCRIPTION]  

How old is ()? 를 통해 나이를 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: How old is she?  
B: She’s five years old.  

[SUB_EXPRESSION_1]  

A: How old is he?  
B: He’s ().  

[SUB_EXPRESSION_2]  

A: What’s the age of ()?  
B: ().  ","[DESCRIPTION]  

주의를 끌 때 사용할 수 있는 표현 알아보기.  

[KEY_EXPRESSION]  

Excuse me.  

[SUB_EXPRESSION_1]  

Pardon me.  

[SUB_EXPRESSION_2]  

Sorry to interrupt.  ",,,
초4,천재(이),2022 개정 교육과정,11,What Are You Doing?,• 상대방이 지금 하고 있는 동작 묻고 이에 답하기 What are you doing? - I’m playing the violin.• 다른 사람이 지금 하고 있는 동작 묻고 이에 답하기 What is he/she doing? - He’s/She’s dancing.,,"dance, draw, drink, homework, make, music, picture, quiet, water",세계 여러 나라의 축제,"개인생활, 가정생활, 사회생활","[DESCRIPTION]  

What are you doing? 를 통해 상대방이 지금 하고 있는 동작을 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: What are you doing?  
B: I’m reading a book.  

[SUB_EXPRESSION_1]  

A: What are you doing right now?  
B: I’m ().  

[SUB_EXPRESSION_2]  

A: What’s keeping you busy?  
B: I’m ().  ","[DESCRIPTION]  

What is he/she doing? 를 통해 다른 사람이 지금 하고 있는 동작을 묻고 답하는 방법 배우기.  

[KEY_EXPRESSION]  

A: What is he doing?  
B: He’s writing a letter.  

[SUB_EXPRESSION_1]  

A: What is she doing?  
B: She’s ().  

[SUB_EXPRESSION_2]  

A: Do you know what he’s doing?  
B: He’s ().  
",,,
초3,천재(김),2022 개정 교육과정,1,"Hello, ABC!",•만날때인사하기 Hi./Hello. •헤어질때인사하기 Bye. •자기소개하기 I’m Coco.,,"be, bye, hello(hi), I",,"개인생활, 디지털·인공지능","[DESCRIPTION]  

만날 때 인사하는 표현 배우기  

[KEY_EXPRESSION]  

A: Hi.  
B: Hello.  

[SUB_EXPRESSION_1]  

A: Hey!  
B: Hi there!  

[SUB_EXPRESSION_2]  

A: Hello!  
B: Nice to see you!  ","[DESCRIPTION]  

헤어질 때 인사하는 표현 배우기  

[KEY_EXPRESSION]  

A: Bye.  

[SUB_EXPRESSION_1]  

A: See you!  

[SUB_EXPRESSION_2]  

A: Goodbye!  ","[DESCRIPTION]  

자기소개하는 방법 익히기  

[KEY_EXPRESSION]  

A: I’m Bella.  

[SUB_EXPRESSION_1]  

A: My name is ().  

[SUB_EXPRESSION_2]  

A: I’m (). Nice to meet you!  ",,알파벳 Aa-Zz
초3,천재(김),2022 개정 교육과정,2,What’s This?,•물건이 무엇인지 묻고 답하기 What’s this/that? - It’s a bag. •주의끌기 Look!,,"a, bag, book, chant, cup, go, hat, it, let, look, pen, pig, ready, robot, that, this, what",세계 여러 지역의 전통 물건,"디지털·인공지능, 학교생활, 문화, 일반교양","[DESCRIPTION]  

What’s this/that?로 물건이 무엇인지 묻고 답하기  

[KEY_EXPRESSION]  

A: What’s this?  
B: It’s a hat.  

[SUB_EXPRESSION_1]  

A: What’s that?  
B: It’s a ().  

[SUB_EXPRESSION_2]  

A: What is this?  
B: It’s a ().  ","[DESCRIPTION]  

주의를 끌 때 사용하는 표현 익히기  

[KEY_EXPRESSION]  

A: Look!  

[SUB_EXPRESSION_1]  

A: Check this out!  

[SUB_EXPRESSION_2]  

A: Look over there!  ",,,p / b
초3,천재(김),2022 개정 교육과정,3,"Sit Down, Please","•요청하고 이에 답하기 Sit down, please. - Okay. •사과하고 이에 답하기 I’m sorry. - That’s okay.",,"close, come, door, down, game, here, okay, one, open, please, sit, sorry, stand, the, three, two, up",마법의 말,"개인생활, 가정생활, 민주시민, 생태전환","[DESCRIPTION]  

요청하고 이에 답하는 표현 익히기  

[KEY_EXPRESSION]  

A: Sit down, please.  
B: Okay.  

[SUB_EXPRESSION_1]  

A: Stand up, please.  
B: Sure.  

[SUB_EXPRESSION_2]  

A: Open the window, please.  
B: Alright.  ","[DESCRIPTION]  

사과하고 이에 답하는 표현 익히기  

[KEY_EXPRESSION]  

A: I’m sorry.  
B: That’s okay.  

[SUB_EXPRESSION_1]  

A: Sorry about that.  
B: No problem.  

[SUB_EXPRESSION_2]  

A: I didn’t mean to.  
B: It’s fine.  ",,,c / g
초3,천재(김),2022 개정 교육과정,4,How Many Melons?,•과일·채소의 개수 묻고 답하기 How many apples? - Two apples. •칭찬하기 Good!,,"apple, carrot, dad, dog, eight, five, four, good, how, lemon, many, melon, nine, orange, seven, six, ten, tomato",여러 나라의 숫자 세는 법,"가정생활, 학교생활, 생태전환, 디지털·인공지능","[DESCRIPTION]  
How many ()?로 과일·채소의 개수 묻고 답하기  

[KEY_EXPRESSION]  

A: How many oranges?  
B: Four oranges.  

[SUB_EXPRESSION_1]  

A: How many () do you see?  
B: I see ().  

[SUB_EXPRESSION_2]  

A: Can you count the ()?  
B: There are ().  
","[DESCRIPTION]  

칭찬하는 표현 익히기  

[KEY_EXPRESSION]  

A: Good!  

[SUB_EXPRESSION_1]  

A: Great job!  

[SUB_EXPRESSION_2]  

A: Well done!  ",,,t / d
초3,천재(김),2022 개정 교육과정,5,I Like Pizza,"•좋아하는 음식 묻고 답하기 Do you like pizza? - Yes, I do./No, I don’t. •좋아하거나 싫어하는 음식 말하기 I like pizza./I don’t like pizza.",,"bread, cake, cheese, chicken, do, fan, fish, like, no, not, pizza, salad, steak, van, vest, yes, you",세계 전통 음식,"개인생활, 민주시민, 디지털·인공지능","[DESCRIPTION]  

Do you like ()?로 좋아하는 음식 묻고 답하기  

[KEY_EXPRESSION]  

A: Do you like ice cream?  
B: Yes, I do. / No, I don’t.  

[SUB_EXPRESSION_1]  

A: Do you like pasta?  
B: Yes, I do. / No, I don’t.  

[SUB_EXPRESSION_2]  

A: Do you like apples?  
B: Yes, I do. / No, I don’t.  ","[DESCRIPTION]  

I like/I don’t like ()로 좋아하거나 싫어하는 음식 말하기  

[KEY_EXPRESSION]  

A: I like spaghetti.  
A: I don’t like carrots.  

[SUB_EXPRESSION_1]  

A: I enjoy ().  

[SUB_EXPRESSION_2]  

A: I dislike ().  
",,,f / v
초3,천재(김),2022 개정 교육과정,6,What Color Is It?,•색 묻고 답하기 What color is it? - It’s red. •감사 표현하고 답하기 Thank you. - You’re welcome.,,"and, at, black, blue, color, cool, green, lion, red, thank, welcome, white, yellow",여러 나라의 국기의 색,"개인생활, 민주시민, 디지털·인공지능, 일반교양","[DESCRIPTION]  

What color is it?로 색을 묻고 답하는 표현 익히기  

[KEY_EXPRESSION]  

A: What color is it?  
B: It’s blue.  

[SUB_EXPRESSION_1]  

A: What color is this?  
B: It’s ().  

[SUB_EXPRESSION_2]  

A: What color is your backpack?  
B: It’s ().  ","[DESCRIPTION]  

감사 표현하고 답하는 방법 익히기  

[KEY_EXPRESSION]  

A: Thank you.  
B: You’re welcome.  

[SUB_EXPRESSION_1]  

A: Thanks a lot.  
B: No problem.  

[SUB_EXPRESSION_2]  

A: Many thanks.  
B: Anytime.  ",,,l / r
초3,천재(김),2022 개정 교육과정,7,Is It a Dog?,"•어떤 동물인지 확인하고 이에 답하기 Is it a dog? - Yes, it is./No, it isn’t. •동물 묘사하기 It’s big.",,"bear, big, bird, cat, cute, fox, small, zebra, zoo",나라별 동물의 울음소리,"개인생활, 학교생활, 디지털·인공지능, 일반교양","[DESCRIPTION]  

Is it ()?로 어떤 동물인지 확인하고 답하기  

[KEY_EXPRESSION]  

A: Is it a rabbit?  
B: Yes, it is. / No, it isn’t.  

[SUB_EXPRESSION_1]  

A: Is it a cat?  
B: Yes, it is. / No, it isn’t.  

[SUB_EXPRESSION_2]  

A: Is it a fish?  
B: Yes, it is. / No, it isn’t.  ","[DESCRIPTION]  

동물을 묘사하는 표현 익히기  

[KEY_EXPRESSION]  

A: It’s small.  

[SUB_EXPRESSION_1]  

A: It’s fluffy.  

[SUB_EXPRESSION_2]  

A: It’s fast.  ",,,s / z
