학습목표,Quiz 1,Korean 1,Option 1-1,Option 1-2,Option 1-3,Answer 1,Index 1,Quiz 2,Korean 2,Option 2-1,Option 2-2,Option 2-3,Answer 2,Index 2,샘플 스크립트 (영어),샘플 스크립트 (한국어)
"상대방에게 주의를 줄 때 활용되는 표현을 익힐 수 있어요.
Expressions to caution others can be learned.",___ when walking on the stairs.,계단을 걸을 때 조심하세요.,Walk carefully,Be cautious,Stay alert,Be cautious,2,___ when near the edge.,모서리 근처에 있을 때 주의하세요.,Focus on,Pay attention,Ignore,Pay attention,2,"A: Be careful when taking the stairs. B: Sure, I'll be mindful. A: Also, keep an eye out near the edge. B: Got it, safety comes first.","A: 계단을 오를 때 조심하세요. B: 네, 조심하겠습니다. A: 그리고 가장자리에 있을 때도 주의해주세요. B: 알겠습니다, 안전이 최우선이니까요."
"사람의 외모를 형용사를 사용하여 묘사할 수 있어요.
You can describe a person's appearance using adjectives.",He’s ____.,그는 키가 크다.,slender,tall,short,tall,2,He’s ____.,그는 날씬하다.,short,slender,chubby,slender,2,"A: The gentleman seems very tall and poised. B: Indeed, and the lady next to him is quite short and graceful.","A: 저 남자는 매우 키가 크고 당당해 보여요. B: 맞아요, 그리고 옆에 있는 여자는 키가 작고 우아해 보여요."
"주의를 끌 수 있는 표현을 사용할 수 있어요.
Use expressions like 'Look at this!' to grab attention.",___ at this!,이거 봐!,See,Look,Notice,Look,2,___ this out!,이것 좀 확인해봐!,Check,Look,Watch,Check,1,"A: Look at that! B: Wow, that's amazing. A: Check this out! I found something interesting. B: Really? Let me see.","A: 저거 봐! B: 와, 대단해. A: 이거 좀 확인해봐! 뭔가 흥미로운 걸 찾았어. B: 정말? 한번 보자."
"특별한 날을 축하하는 인사를 사용할 수 있어요.
생일 축하 인사 표현을 활용할 수 있어요.",___ Birthday!,생일 축하해!,Great,Happy,Sad,Happy,2,Many happy returns! Have a ___ birthday!,많은 행복이 돌아오길 바라! 멋진 생일 보내!,bad,wonderful,dismal,wonderful,2,A: Happy Birthday! B: Thanks a lot! A: Many happy returns! Enjoy your day!,A: 생일 축하해! B: 정말 고마워! A: 많은 행복이 돌아오길 바라! 오늘 하루 즐겁게 보내!
"함께 행동을 제안하는 표현을 사용할 수 있어요.
Shall we have fun?와 Why don't we have fun?를 통해 제안을 연습할 수 있어요.",______ we have fun?,재미있게 놀까요?,Will,Shall,Should,Shall,2,Why don't we ______?,우리 재미있게 놀자.,eat dinner,go shopping,have fun,have fun,3,A: Shall we play a game? B: Great idea! A: Why don't we try a puzzle? B: That sounds exciting!,A: 게임할까? B: 좋은 생각이야! A: 퍼즐을 해보는 건 어때? B: 정말 신나겠다!
"be 동사를 활용해 자신을 소개할 수 있어요.
You can introduce yourself using the be verb.",A: My name ___ Jack.,내 이름은 Jack이야.,are,am,is,is,3,A: I ___ Jack.,나는 Jack이야.,are,am,is,am,2,"A: Hi, my name is Lisa. B: Nice to meet you, Lisa. A: I am Lisa. B: How do you do?","A: 안녕, 내 이름은 Lisa야. B: 만나서 반가워, Lisa. A: 나는 Lisa야. B: 반갑습니다."
"감탄문을 사용하여 기쁨과 놀라움을 표현할 수 있어요.
You can use exclamations to express joy and surprise.",That's ______!,그거 정말 대단해!,incredible,fantastic,amazing,amazing,3,That's ______! It feels incredible!,정말 멋져! 믿을 수 없을 정도야!,great,wonderful,awesome,wonderful,2,"A: That's astonishing! B: I can't believe how beautiful it is. A: That's wonderful! It feels extraordinary! B: Truly, it's one of a kind.","A: 정말 놀랍다! B: 이곳이 이렇게 아름다울 줄은 몰랐어. A: 그거 정말 멋져! 믿기 어려울 정도야! B: 정말, 유일무이해."
"대화 상황에서 사과 표현을 사용하고 응답할 수 있어요.
You can use apology expressions and appropriate responses in conversations.",A: ___ . B: It's alright.,A: 미안해요. B: 괜찮아요.,I'm excited.,I'm sorry.,I'm hungry.,I'm sorry.,2,A: ___ . B: No problem. A: My apologies. B: That's fine.,A: 사과합니다. B: 문제 없어요. A: 미안합니다. B: 괜찮아요.,I promise.,I apologize.,I regret.,I apologize.,2,"A: I'm sorry, I didn't mean to step on your foot. B: It's alright, accidents happen. A: I apologize for my carelessness. B: No problem, just be careful next time.","A: 미안해요, 당신의 발을 밟을 뜻은 아니었어요. B: 괜찮아요, 사고는 일어나는 법이죠. A: 제 부주의에 대해 사과합니다. B: 문제 없어요, 다음에는 조심하세요."
"감사 표현을 사용할 수 있어요.
You can express gratitude and learn how to respond appropriately.","When someone gives you a gift, you say, '___'","누군가 선물을 주면, '감사합니다.' 라고 말해요.",I'm sorry.,Thank you.,Goodbye.,Thank you.,2,"In an informal situation, you might say, '___'","친근한 상황에서는 '고마워, 정말 고마워요.' 라고 말할 수 있어요.",Please.,Thanks. Many thanks to you.,You're welcome.,Thanks. Many thanks to you.,2,"A: Thank you for the amazing service. B: You're welcome. A: Thanks, I really appreciate it! B: Anytime.","A: 훌륭한 서비스에 감사합니다. B: 천만에요. A: 고마워, 정말 감사해요! B: 언제든지요."
"음식에 대한 선호도를 표현할 수 있어요.
Express likes and dislikes for food using phrases like 'I like' and 'I don't like'.",A: I ___ pizza.,A: 나는 피자를 좋아해.,don't like,love,like,like,3,A: I ___ sushi.,A: 나는 초밥을 즐겨.,like,enjoy,dislike,enjoy,2,A: I don't like broccoli. B: Really? I sometimes like broccoli. A: I enjoy pasta. B: Pasta is really tasty.,A: 나는 브로콜리를 좋아하지 않아. B: 정말? 때때로 나는 브로콜리를 좋아해. A: 나는 파스타를 즐겨. B: 파스타는 정말 맛있어.
"사물을 가리키는 표현을 사용할 수 있어요.
‘Look at ()’와 같은 표현을 통해 사물을 가리킬 수 있어요.",___ the butterfly.,나비를 봐.,Watch,Look at,Glance at,Look at,2,___ the butterfly carefully.,나비를 주의 깊게 관찰해.,Ignore,Observe,Notice,Observe,2,"A: Look at the flower. B: Wow, that flower is really lovely! A: Observe the flower carefully. B: It looks amazing under the sunlight.","A: 꽃을 봐. B: 와, 그 꽃 정말 예쁘다! A: 꽃을 주의 깊게 관찰해. B: 햇살 아래에서 정말 멋져 보여."
"have를 사용하여 소유 여부를 말할 수 있어요.
다양한 소유 표현 (have, don't have, own, don't own)을 사용할 수 있어요.",I ___ an eraser.,나는 지우개를 가지고 있어.,has,own,have,have,3,I don't ___ a pen.,나는 펜을 소유하지 않아.,have,need,own,own,3,"A: I have a notebook. B: Oh, that's great! A: I don't own a calculator. B: Why not?","A: 나는 공책을 가지고 있어. B: 오, 멋지다! A: 나는 계산기를 소유하지 않아. B: 왜 그래?"
"can 및 can't를 사용하여 능력을 표현할 수 있어요.
문장 구조를 활용해 할 수 있는 것과 할 수 없는 것을 말할 수 있어요.","A: Can you ___? B: Yes, I can.","A: 수영할 수 있어? B: 응, 할 수 있어.",run,swim,dance,swim,2,"A: Are you able to ___? B: Yes, I am. A: Do you know how to ___? B: Yes, I do.","A: 수영할 수 있어? B: 응, 할 수 있어. A: 수영하는 방법을 알아? B: 응, 알아.",dance,swim,run,swim,2,"A: Can you dance? B: Yes, I can. A: Are you able to dance? B: Yes, I am. A: Do you know how to dance? B: Yes, I do.","A: 춤출 수 있어? B: 응, 할 수 있어. A: 춤출 수 있니? B: 응, 할 수 있어. A: 춤추는 법을 알아? B: 응, 알아."
"동물에 대한 질문과 응답을 할 수 있어요.
특정 동물의 여부를 확인하는 표현을 사용할 수 있어요.","A: Is it a ___? B: Yes, it is.","A: 이게 사자야? B: 그래, 맞아.",tiger,lion,elephant,lion,2,"A: Is it a ___? B: No, it isn't.",A: 이게 새야? B: 아니야.,elephant,bird,cat,bird,2,"A: Is it a tiger? B: Yes, it is. A: Is it a cat? B: No, it isn't.","A: 이게 호랑이야? B: 응, 맞아. A: 이게 고양이야? B: 아니야."
"He’s/She’s ()을 활용해 외모를 묘사하는 방법을 배워요.
다양한 외모 묘사 표현을 사용할 수 있어요.",He is __.,그는 키가 커요.,short,tall,slim,tall,2,She is __.,그녀는 키가 작아요.,tall,short,big,short,2,"A: He is tall and athletic. B: Indeed, his height gives him confidence. A: She is short but spirited. B: Absolutely, her energy brightens the room.","A: 그는 키가 크고 운동적이에요. B: 맞아요, 그의 키가 자신감을 줘요. A: 그녀는 키가 작지만 활발해요. B: 맞아요, 그녀의 에너지가 방을 환하게 해요."
"제안을 하는 표현을 사용할 수 있어요.
제안에 응답하는 표현을 활용할 수 있어요.",A: Let's ______ the park.,공원을 방문하자.,skip,visit,play,visit,2,A: Let's ______ something.,뭔가를 시도해보자.,watch,try,prepare,try,2,"A: Let's go for a bike ride. B: That sounds exciting! A: Let's try a new path. B: Great, I'm in!","A: 자전거 타러 가자. B: 정말 신나겠다! A: 새로운 길을 시도해보자. B: 좋아, 바로 출발하자!"
"자기소개에 be 동사를 활용할 수 있어요.
자기소개에서 be 동사의 올바른 표현을 사용할 수 있어요.","___, I'm Kim.","안녕, 나는 Kim이야.",Bye,Hi,Hello,Hi,2,"___, my name is Kim.","안녕, 내 이름은 Kim이야.",How,Hello,See,Hello,2,"A: Hi, I'm Alex. B: Nice to meet you, Alex! A: Hello, my name is Maria. B: Pleased to meet you, Maria.","A: 안녕, 나는 Alex야. B: Alex야, 반가워! A: 안녕, 내 이름은 Maria야. B: Maria야, 만나서 반가워."
"감사의 표현을 사용할 수 있어요.
You can express your gratitude using appropriate phrases.",_____ a lot!,정말 고마워!,No thanks,Thanks,Grateful,Thanks,2,_____ thanks! Thank you very much!,정말 감사합니다!,Thankful,Many,Lots,Many,2,A: Thanks a lot! B: I really appreciate your help. A: Many thanks! Thank you very much! B: It was my pleasure to assist.,A: 정말 고마워! B: 네 도움에 진심으로 감사해. A: 정말 감사합니다! B: 도와줄 수 있어서 기뻐.
"사과하는 표현을 익힐 수 있어요.
'I'm sorry.'와 'That's alright.'를 사용하여 사과와 답변을 할 수 있어요.",A: ___ B: That's alright.,A: 미안해요. B: 괜찮아요.,Excuse me.,I'm sorry.,I apologize.,I'm sorry.,2,A: Excuse me. B: It's okay. A: ___ B: No problem.,A: 실례합니다. B: 괜찮아요. A: 죄송합니다. B: 문제없어요.,I apologize.,I'm sorry.,Pardon me.,I apologize.,1,"A: I'm sorry for the mistake I made. B: That's alright, everyone makes errors sometimes. A: Excuse me, could you help me with this task? B: It's okay, I'd be happy to assist.","A: 내가 실수해서 미안해. B: 괜찮아, 누구나 실수하니까. A: 실례합니다, 이 일 좀 도와줄래요? B: 괜찮아요, 기꺼이 도와줄게."
"사물의 크기를 묘사하는 표현을 사용할 수 있어요.
You can describe the size of objects using 'It's'.",It's ______.,그것은 엄청나게 커요.,tiny,enormous,average,enormous,2,It's ______.,그것은 크게 보여요.,tiny,blue,large,large,3,"A: That tower is enormous. B: Yes, it really stands out. A: Over there, the hall is large. B: Indeed, it's impressive.","A: 저 탑은 엄청나게 커요. B: 네, 정말 눈에 띄어요. A: 저쪽에 있는 전당도 커요. B: 맞아요, 인상적이에요."
"개인의 선호도를 표현할 수 있어요.
I like/don't like를 통해 개인의 선호도를 나타낼 수 있어요.",A: I ___ cake.,A: 나는 케이크를 좋아해.,love,like,dislike,like,2,A: I ___ cake.,A: 나는 케이크를 즐긴다.,fond,enjoy,adore,enjoy,2,A: I like ice cream. B: Really? I enjoy trying different flavors.,A: 나는 아이스크림을 좋아해. B: 정말? 나는 다양한 맛을 즐겨봐.
"고마움에 대한 답변으로 사용되는 표현을 익힐 수 있어요.
Learn how to respond to expressions of gratitude.",___ problem!,문제 없어요!,Yes,No,Not,No,2,It’s no big deal. ___ mention it.,별말씀을요.,Never mention it.,Don't mention it.,Not mention it.,Don't mention it.,2,A: Thanks for your help today. B: No problem! A: I really appreciate your assistance. B: It's no big deal. Don't mention it.,A: 오늘 도움 줘서 고마워. B: 문제 없어요! A: 네 도움에 정말 감사해. B: 별말씀을요.
"can / can't를 활용해 자신이 할 수 있는 것과 할 수 없는 것을 표현할 수 있어요.
Express what you can and can't do using can / can't.",I ___ dance.,나는 춤출 수 있어요.,can't,can,will,can,2,I am ___ to play the guitar.,나는 기타를 칠 수 있어요.,able,can,learn,able,1,"A: I can juggle. B: Really? I can't juggle at all. A: I am able to solve puzzles. B: Wow, that's impressive.","A: 나는 저글링 할 수 있어. B: 정말? 나는 전혀 저글링 못해. A: 나는 퍼즐도 해결할 수 있어. B: 와, 대단해."
"가지고 있는 물건을 표현할 수 있어요.
가지고 있지 않은 물건과 질문을 표현할 수 있어요.",I ___ a bag.,나는 가방을 가지고 있어.,has,have,had,have,2,I do not ___ a pen. Do you ___ a pencil?,나는 펜을 가지고 있지 않아. 너는 연필을 가지고 있어?,had,have,has,have,2,"A: I have a notebook. B: Really? I do not have a calculator. Do you have a pencil? A: Yes, I have a pencil.","A: 나는 공책을 가지고 있어. B: 정말? 나는 계산기를 가지고 있지 않아. 너는 연필을 가지고 있어? A: 응, 나는 연필을 가지고 있어."
"특정 상황에서 축하 인사말을 사용할 수 있어요.
Use congratulatory greetings appropriately in specific contexts.",_____ birthday!,생일 축하해!,Big,Happy,Sad,Happy,2,_____ on your birthday! Wishing you a wonderful birthday!,생일 축하해! 멋진 생일 보내길 바래!,Greetings,Congratulations,Sorry,Congratulations,2,"A: Happy birthday, my dear friend! B: Thank you so much! A: Congratulations on your birthday! May your day be filled with joy! B: I truly appreciate your kind wishes.","A: 생일 축하해, 내 친한 친구야! B: 정말 고마워! A: 생일 축하해! 오늘 하루가 기쁨으로 가득하길 바래! B: 네 따뜻한 말에 정말 감사해."
"형용사를 활용하여 외모를 설명할 수 있어요.
You can describe appearances using adjectives.",She is ___.,그녀는 키가 커요.,short,tall,old,tall,2,He is ___.,그는 잘생겼어요.,rich,funny,handsome,handsome,3,"A: She is very tall during the meeting. B: I agree, her height really stands out. A: He is remarkably handsome at the event. B: Yes, his charm is undeniable.","A: 그녀는 회의에서 정말 키가 커요. B: 맞아요, 그녀의 키가 확실히 눈에 띄네요. A: 그는 행사에서 눈에 띄게 잘생겼어요. B: 네, 그의 매력이 확실해요."
"대상이나 사물을 가리키는 표현을 사용할 수 있어요.
Able to use the 'Look at ()' expression to refer to objects.",___ the tree.,나무를 관찰해.,Ignore,Observe,Oversee,Observe,2,Have a ___ at the tree.,나무를 한번 봐.,read,look,eat,look,2,A: Observe the mountain. B: Have a look at the river.,A: 산을 관찰해. B: 강을 한번 봐.
"제안을 나타내는 표현을 사용할 수 있어요.
Let's play outside와 같은 표현을 사용하여 제안을 할 수 있어요.",Let's ____ outside.,밖에서 놀자.,run,play,sleep,play,2,Why don't we ____ outside?,왜 밖에서 놀지 않을래?,read,play,sit,play,2,"A: Let's try a bike ride outside. B: That sounds like a great plan! A: Shall we ride to the park? B: Yes, let's enjoy the fresh air.","A: 밖에서 자전거 타자. B: 좋은 생각이야! A: 공원에 갈래? B: 응, 신선한 공기를 즐기자."
"자신을 소개하는 표현을 배울 수 있어요.
You can use expressions to introduce yourself.",___ Anna.,나는 Anna야.,I be,I’m,I was,I’m,2,___ Anna.,내 이름은 Anna야.,I’m,My name is,This is,My name is,2,"A: I’m Grace. I enjoy reading books. B: Hi Grace, my name is Lily. I also enjoy painting.","A: 나는 Grace야. 책 읽는 것을 좋아해. B: 안녕 Grace야, 내 이름은 Lily야. 나도 그림 그리는 것을 좋아해."
"칭찬하는 표현을 사용할 수 있어요.
Learn expressions to praise others.",___ work!,잘 했어!,Good,Nice,Great,Nice,2,Great ___! Well done!,멋진 일이야! 잘 했어!,job,play,act,job,1,"A: Nice work! B: I appreciate your efforts. A: Great job! Well done! B: Thanks, I feel motivated.","A: 잘했어! B: 너의 노력이 돋보였어. A: 멋진 일이야! 잘 했어! B: 고마워, 힘이 되었어."
"감사 표현을 다양하게 사용할 수 있어요.
상대방에게 감사를 효과적으로 전달할 수 있어요.",A: ________ . B: No problem.,A: 감사합니다. B: 문제 없어요.,Sorry,Thank you,Bye,Thank you,2,A: I _______ it. B: Anytime.,A: 정말 감사해요. B: 언제든지.,appreciate,applaud,admire,appreciate,1,A: Thanks a bunch. B: Don’t mention it. A: I really appreciate your help. B: My pleasure.,A: 정말 고마워. B: 별말씀을요. A: 너의 도움이 정말 큰 힘이 되었어. B: 기꺼이 도와줄게.
"상대방의 말에 동의하는 표현을 사용할 수 있어요.
You can express agreement with what others say.",That’s ______.,그렇습니다.,incorrect,correct,almost,correct,2,You’re ______. Exactly!,너가 맞아. 정말!,right,false,partly,right,1,A: That's correct. B: Yes indeed. A: You're right. Exactly! B: Of course!,A: 맞습니다. B: 정말 그렇네요. A: 너가 맞아. 정말! B: 물론이죠.
"자신이 가지고 있는 것과 없는 것을 말하는 표현을 배울 수 있어요.
Learn to express what you have and do not have.",I don't ___ a ruler.,나는 자가 없어.,own,have,take,have,2,I own a ___.,나는 자를 가지고 있어.,bag,ruler,pen,ruler,2,A: I don't have a backpack. B: Really? I own a backpack.,A: 나는 배낭이 없어. B: 정말? 나는 배낭을 가지고 있어.
"사과하는 표현을 사용할 수 있어요.
답하는 표현을 사용할 수 있어요.",A: ___,A: 미안해.,I'm sorry,Thank you,Good bye,I'm sorry,1,B: ___,B: 괜찮아.,Excuse me,That's okay,I'm sorry,That's okay,2,"A: I'm sorry, I forgot our meeting. B: No worries, we can reschedule. A: My apologies for the mix-up. B: Don't worry about it, everything's fine.","A: 미안해, 약속을 잊었어. B: 괜찮아, 다시 약속 잡자. A: 혼란을 드려서 미안해. B: 걱정하지 마, 다 괜찮아."
"좋아하는 것과 싫어하는 표현을 사용할 수 있어요.
You can express what you like and dislike.",I ___ oranges.,나는 오렌지를 좋아해요.,dislike,like,love,like,2,I ___ eating cake.,나는 케이크 먹는 것을 즐겨요.,ignore,enjoy,hate,enjoy,2,"A: I don’t like oranges. B: Oh, really? I like peaches instead. A: I enjoy eating ice cream. B: Me too, it's delicious.","A: 나는 오렌지를 별로 안 좋아해요. B: 아, 그래요? 저는 대신 복숭아를 좋아해요. A: 나는 아이스크림 먹는 것을 즐겨요. B: 나도 그래요, 정말 맛있어요."
"동물이나 식물의 종류를 확인하는 표현을 배울 수 있어요.
You can ask questions to determine the type of animal or plant.","A: Is it a ___? B: Yes, it is./No, it isn’t.","A: 이것은 고양이인가요? B: 네, 그렇습니다./아니요, 그렇지 않습니다.",dog,cat,rat,cat,2,"A: Is this a ___? B: Yes, it is./No, it isn’t.","A: 이것은 장미인가요? B: 네, 그렇습니다./아니요, 그렇지 않습니다.",tulip,rose,daisy,rose,2,"A: Is it a fish? B: Yes, it is. A: Is that a cactus? B: No, it isn’t.","A: 이것은 물고기인가요? B: 네, 맞아요. A: 저것은 선인장이 아닌가요? B: 아니요, 그렇지 않아요."
"자신이 할 수 있는 것과 없는 것을 표현하는 방법을 배울 수 있어요.
Learn how to express what you can and cannot do.",I can ___.,나는 ___ 할 수 있어요.,run,swim,draw,swim,2,I don't know how to ___.,나는 ___ 방법을 모른다.,swim,sing,dance,swim,1,"A: I can cycle around the park. B: I don't know how to cycle, could you show me?","A: 나는 공원 주변을 자전거로 탈 수 있어. B: 나는 자전거 타는 법을 몰라, 좀 알려줄래?"
"사람의 특징을 묘사하는 표현을 사용할 수 있어요.
Able to use expressions to describe people.",He’s ________.,그는 강해요.,smart,strong,slow,strong,2,She looks ________.,그녀는 친절해 보여요.,rich,tall,kind,kind,3,"A: He looks really strong today. B: Yes, his power is impressive. A: And she looks exceptionally kind as well. B: I agree, her smile brightens up the room.","A: 오늘 그는 정말 힘있어 보여. B: 맞아, 그의 힘이 인상적이야. A: 그리고 그녀도 매우 친절해 보여. B: 응, 그녀의 미소가 분위기를 밝게 해."
"행동을 지시하는 표현을 사용할 수 있어요.
You can give commands using simple expressions.",___ on your hat.,네 모자를 써.,Remove,Put,Take,Put,2,___ off your coat.,네 코트를 벗어.,Put,Take,Drop,Take,2,"A: Put on your jacket. B: Okay, I'll put it on. A: Take off your shoes. B: Sure, I'm taking them off.","A: 자켓을 입어. B: 좋아, 입을게. A: 신발을 벗어. B: 그래, 벗을게."
"상대방의 주의를 끄는 표현을 배워요.
Learn expressions to get someone's attention.",___!,봐!,See!,Look!,Watch!,Look!,2,___,이거 봐! 저기 봐!,"Check this out! Hey, look over here!",See that! Look there!,Watch out! Over here!,"Check this out! Hey, look over here!",1,A: Look! The stars are bright tonight. B: They sure are! A: Check this out! The sky is full of wonders. B: It's amazing!,A: 봐! 오늘 밤 별들이 밝게 빛나. B: 정말 그래! A: 이거 봐! 하늘에 경이가 가득해. B: 정말 멋져!
"칭찬할 때 적절한 표현을 사용할 수 있어요.
You can use effective expressions to compliment.",___!,대단해!,Good!,Great!,Bad!,Great!,2,___ Well done!,멋져! 수고했어!,Great!,Awesome!,Okay!,Awesome!,2,"A: Excellent work on your project! B: Superb effort, keep it up.","A: 프로젝트에서 훌륭하게 해냈어! B: 멋진 노력, 계속 그렇게 해봐."
"좋아하는 것과 싫어하는 것을 표현할 수 있어요.
You can express likes and dislikes using 'I like' and 'I don’t like'.",I ___ apples.,나는 사과를 좋아해.,avoid,like,hate,like,2,I ___ eating apples.,나는 사과 먹는 것을 즐겨.,avoid,enjoy,hate,enjoy,2,"A: I don’t like apples. B: Oh, I like oranges. A: I enjoy eating berries. B: I dislike grapes.","A: 나는 사과를 좋아하지 않아. B: 오, 나는 오렌지를 좋아해. A: 나는 베리를 먹는 것을 즐겨. B: 나는 포도를 싫어해."
"사물이나 동물의 크기를 설명할 수 있어요.
‘They’re huge.’와 같은 표현을 사용하여 특징을 설명할 수 있어요.",They're ____.,그들은 엄청 커요.,massive,huge,tiny,huge,2,They're very ____.,그들은 매우 커요.,small,huge,big,huge,2,"A: Look at that elephant, it's enormous! B: I agree, its size is truly impressive.","A: 저 코끼리를 봐, 정말 거대해! B: 맞아, 크기가 정말 인상적이야."
"자신의 능력을 표현하는 방법을 익힐 수 있어요.
Learn how to express your abilities through can and cannot statements.",I ___ sing.,나는 노래할 수 있어.,can't,will,can,can,3,I'm ___ to climb.,나는 등산할 수 있어.,willing,able,unable,able,2,"A: I can dance. B: Wow, you dance amazingly! A: I'm able to perform at the local show. B: That's fantastic, I can't wait to see it.","A: 나는 춤출 수 있어. B: 와, 너 정말 멋지게 춤추네! A: 나는 동네 공연에서 공연할 수 있어. B: 정말 대단해, 꼭 보고 싶어."
"가지고 있는 물건과 없는 물건을 표현할 수 있어요.
You can express possession by stating what you have and what you don't have.",I ___ a notebook.,나는 노트북을 가지고 있어.,has,have,had,have,2,I ___ a notebook.,나는 노트북을 소유해.,own,prefer,have,own,1,"A: I have a smartphone. B: That's cool! I don't have one. A: I own a tablet. B: Wow, that's unique!",A: 나는 스마트폰을 가지고 있어. B: 멋지다! 나는 스마트폰이 없어. A: 나는 태블릿을 소유해. B: 정말 독특하네!
"감정이나 상태를 나타내는 표현을 사용할 수 있어요.
자신의 기분을 표현하는 방법을 배울 수 있어요.",I'm ____.,나는 긴장해.,happy,nervous,excited,nervous,2,I feel excited. I'm really ____.,나는 신나. 정말 신나.,worried,excited,bored,excited,2,"A: I'm nervous about the upcoming test. B: Don't worry, you've prepared well. A: I feel excited about our class trip. B: That's great, I hope you have a fun time.","A: 다가오는 시험 때문에 난 긴장돼. B: 걱정 마, 잘 준비했으니까. A: 우리 수학여행이 신나. B: 정말 좋다, 즐거운 시간 보내길 바래."
"상대방에게 감사를 표현하는 방법을 배워요.
감사에 대한 답변을 표현하는 법을 익혀요.",A: ___! B: You're welcome.,A: 정말 고마워요! B: 천만에요.,I appreciate it!,Thanks so much!,Thanks a lot!,Thanks a lot!,3,A: Thanks so much. B: No problem. A: ___.,A: 정말 고마워요. B: 문제없어요. A: 정말 감사합니다.,I appreciate it.,Thanks so much.,You're welcome.,I appreciate it.,1,"A: Thanks a bunch! B: My pleasure. A: I truly appreciate it. B: Anytime, happy to help.","A: 정말 고마워요! B: 별말씀을요. A: 진심으로 감사합니다. B: 언제든지, 도와드릴게요."
"사람의 외형과 특징을 묘사하는 표현을 사용할 수 있어요.
You can describe people by using expressions like 'She’s friendly.'",She’s ______.,그녀는 다정해.,rude,friendly,quiet,friendly,2,He’s very ______.,그는 매우 친절해.,smart,kind,tall,kind,2,"A: She’s warm. B: I really appreciate her kindness. A: He’s very funny. B: Yes, he always makes everyone laugh.","A: 그녀는 다정해. B: 그녀의 다정함이 참 매력적이야. A: 그는 매우 웃겨. B: 맞아, 항상 모두를 웃게 해."
"제안하는 표현을 사용하여 함께 할 활동을 권할 수 있어요.
You can learn ways to suggest activities using expressions.",A: ______. B: Sounds fun.,A: 밖에 나가자. B: 재밌겠다.,Let's watch TV,Let's go outside,Let's stay indoors,Let's go outside,2,A: ______ a puzzle? B: Okay!,A: 퍼즐을 해보자? B: 좋아.,How about,Let's try,Let's go,Let's try,2,A: Let's go outside. B: Sounds fun. A: How about we play soccer? B: That's a great idea!,A: 밖에 나가자. B: 재밌겠다. A: 축구하자? B: 정말 좋은 생각이야.
"헤어질 때 인사하는 표현을 사용할 수 있어요.
Can use expressions to say goodbye when parting.",A: ___.,A: 안녕.,Hello,Bye,Good night,Bye,2,A: ___! A: Goodbye!,A: 또 봐! 안녕!,What’s up?,See you!,Good morning!,See you!,2,A: Catch you later. B: Bye now! A: Take care. B: See you soon!,A: 나중에 봐. B: 잘 가! A: 건강히 지내. B: 곧 보자!
"주의를 끌 때 사용할 수 있는 핵심 표현을 익힐 수 있어요.
사람들의 관심을 사로잡는 표현을 사용할 수 있어요.",A: ___!,A: 봐!,Glance,Look,Peek,Look,2,A: ___ this out!,A: 이거 봐봐!,Peek,Check,Watch,Check,2,"A: Look at that colorful kite flying in the sky. B: It really caught my eye! A: Check this out! A new mural has just been painted on the wall. B: Wow, that is impressive!","A: 저 하늘을 나는 알록달록한 연을 봐. B: 정말 눈길을 끌어! A: 이거 봐봐! 벽에 새로운 벽화가 그려졌어. B: 와, 정말 인상적이야!"
"사과하는 표현을 익히고 이에 답하는 표현을 사용할 수 있어요.
사과와 답변의 핵심 표현을 익혀요.",A: ___ . B: That’s okay.,A: 미안해. B: 괜찮아.,I’m happy.,I’m sorry.,I’m angry.,I’m sorry.,2,A: ___ about that. B: No problem.,A: 그 일에 대해 미안해. B: 문제 없어.,Apologize,Sorry,Regret,Sorry,2,"A: I’m sorry for breaking the window. B: That’s okay, it was an accident. A: Sorry about that. B: No problem, don’t worry.","A: 창문을 깨뜨려서 미안해. B: 괜찮아, 사고였어. A: 그 일에 대해 미안해. B: 문제 없어, 걱정하지 마."
"칭찬하는 표현을 사용할 수 있어요.
A: Good!와 A: Great job! 또는 A: Well done!과 같은 표현을 사용하여 칭찬할 수 있어요.",A: ___!,좋아!,Great,Good,Bad,Good,2,A: ___ job!,아주 잘했어!,Well,Great,Good,Great,2,A: Good! I really appreciate your hard work. B: Thanks! Your dedication is inspiring. A: Great job! Let's continue striving for excellence.,A: 좋아! 네 노력을 정말 높이 평가해. B: 고마워! 네 헌신은 감동적이야. A: 훌륭해! 계속해서 최선을 다하자.
"음식을 좋아하거나 싫어하는 표현을 사용할 수 있어요.
Can express your food preferences using 'I like/I don't like' expressions.",A: I ___ spaghetti.,나는 스파게티를 좋아해.,don't like,like,enjoy,like,2,A: I ___ pizza.,나는 피자를 즐겨해.,hate,dislike,enjoy,enjoy,3,A: I like ice cream. B: I don't like broccoli. A: I enjoy fruit. B: I dislike spinach.,A: 나는 아이스크림을 좋아해. B: 나는 브로콜리를 싫어해. A: 나는 과일을 즐겨해. B: 나는 시금치를 싫어해.
