제목,출판사(저자),교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_Kor,SUB_EXPRESSION,SUB_EXPRESSION_Kor
영어Ⅰ,YBM(박),2015,3,Advertising in Your Life,부정어 도치,Never have they launched an ad campaign without detailed planning.,자세한 계획 없이 광고 캠페인을 시작한 적이 없어요.,Rarely does the market see a design this unique. Hardly has any brand faced such a sudden change in style.,시장에서 이처럼 독특한 디자인을 본 적이 거의 없어요. 어떤 브랜드도 이렇게 갑작스런 스타일 변화를 겪은 적이 거의 없어요.
영어Ⅰ,YBM(박),2015,4,Becoming Active as Consumers and Sellers,가정법 과거 (Without ~ / But for ~),"But for her friendly reminder, I would have missed the bus.",그녀의 친절한 상기 덕분에 버스를 놓치지 않았어요.,"Without his support, I would have struggled with the assignment. But for the rain, we would have enjoyed a picnic.",그의 지원이 없었으면 과제를 힘들어했을 거예요. 비가 오지 않았다면 우리는 소풍을 즐겼을 거예요.
영어Ⅰ,YBM(박),2015,5,Cultures Around the World,완료부정사,I am happy to have visited ancient temples.,나는 고대 사원을 방문한 것을 기뻐해요.,He is eager to have explored diverse cuisines. We appear to have understood different cultural norms.,그는 다양한 음식을 탐험한 것을 열망해요. 우리는 다양한 문화 규범을 이해한 것 같아요.
영어Ⅰ,YBM(박),2015,6,The Future of Space Exploration,현재완료 수동태,Many mysteries have been solved through the new telescope.,새 망원경을 통해 많은 수수께끼들이 풀렸어요.,Several signals have been detected from distant planets. New findings have been published by astronomers.,먼 행성들로부터 여러 신호가 감지되었어요. 천문학자들에 의해 새로운 발견들이 발표되었어요.
영어Ⅰ,YBM(한),2015,1,Learn from Failures,완료부정사,Tom is said to have overcome his setbacks to become a champion.,톰은 역경을 극복해서 챔피언이 되었다고 해요.,He is rumored to have learned from every mistake he made. They are believed to have improved by trying again after failures.,그는 실수할 때마다 교훈을 얻었다고 소문이에요. 그들은 실패 후에 다시 시도해서 발전했다고 믿어요.
영어Ⅰ,YBM(한),2015,2,Technology and Life,복합관계부사,I can browse the latest updates as soon as I receive them.,나는 최신 소식을 받자마자 그것을 확인할 수 있어요.,She uses smart devices wherever she goes. He watches videos whenever he finds an interesting one.,그녀는 어디를 가든 스마트 기기를 사용해요. 그는 흥미로운 영상을 찾을 때마다 그것을 봐요.
영어Ⅰ,YBM(한),2015,3,Extend Your View of Art,간접의문문,She wondered how traditional crafts form a unique culture.,그녀는 전통 공예가 독특한 문화를 어떻게 형성하는지 궁금해했어요.,They asked what styles the modern artist prefers. He inquired where the gallery is located.,그들은 현대 예술가가 어떤 스타일을 선호하는지 물어봤어요. 그는 갤러리가 어디에 있는지 물어봤어요.
영어Ⅰ,YBM(한),2015,4,A Trip for Cultural Diversity,"• 「so ... that ~ (너무 …해서 ~하다)」 구문
The atmosphere was so lively and exciting that the entire event felt more like a small festival than a market.",The park was so vibrant that families gathered to enjoy the day.,공원이 너무 생동감 있어서 가족들이 모여 하루를 즐겼어요.,The street performance was so captivating that everyone stopped to watch. The art exhibit was so unique that local critics praised it.,거리 공연이 너무 매력적이어서 모두가 멈춰서 봤어요. 미술 전시회가 너무 독특해서 지역 평론가들이 칭찬했어요.
영어Ⅰ,YBM(한),2015,5,The Small but Great Potato,"• 「one of the＋최상급＋복수명사」
It was one of the deadliest famines in history.",It was one of the hottest summers we have ever experienced.,우리가 경험한 것 중 가장 더운 여름 중 하나였어요.,"This is one of the most exciting events of the year.
They enjoyed one of the tastiest dishes in the restaurant.","이번 년도에 가장 신나는 행사 중 하나예요.
그들은 식당에서 가장 맛있는 요리 중 하나를 즐겼어요."
영어Ⅰ,YBM(한),2015,6,Nature and Environment,분사의 관용적 표현,"Running through the forest, the fox spotted a quiet meadow.","숲을 달리면서, 여우가 조용한 초원을 발견했어요.","Glowing under the sky, the fireflies lit up the night. Drifting along the breeze, the autumn leaves decorated the ground.","하늘 아래서 빛나면서, 반딧불이가 밤을 밝혀줬어요. 산들바람을 따라 흘러가면서, 가을 잎들이 땅을 장식했어요."
영어Ⅱ,YBM(박),2015,1,Treasure out of Trash,"가목적어 it, 진목적어 to부정사",Broken sidewalks made it challenging for residents to reach the park.,부서진 인도가 주민들이 공원에 도달하기 어렵게 만들었어요.,Old bridges made it unsafe for pedestrians to cross the river. Heavy traffic made it hard for drivers to find parking spaces.,낡은 다리들이 보행자들이 강을 건너기 위험하게 만들었어요. 혼잡한 교통 때문에 운전자들이 주차 공간을 찾기 어려웠어요.
영어Ⅱ,YBM(박),2015,2,We Are Stronger Together,"동격의 of, that",The experience of learning together is what connects us.,함께 배우는 경험이 우리를 연결해줘요.,The power of unity is what empowers our growth. The strength of our community is what builds lasting friendships.,단결의 힘이 우리 성장을 도와줘요. 우리 공동체의 힘이 오래 가는 우정을 만들어줘요.
영어Ⅱ,YBM(박),2015,3,Fun Science about the Human Body,상관 접속사,The researcher discovered that not stress but sleep improves the human body.,연구원은 스트레스가 아니라 잠이 인체를 개선한다는 것을 밝혀냈어요.,She observed that not the size but the function of an organ matters. He understood that not appearance but health is important.,그녀는 기관의 크기가 아니라 기능이 중요하다는 것을 관찰했어요. 그는 외모가 아니라 건강이 중요하다는 것을 이해했어요.
영어Ⅱ,YBM(박),2015,4,Equality for All,완료분사구문,"Having completed his project on time, he felt proud of his work.","프로젝트를 제때 끝내고 나서, 그는 자신의 작업에 자부심을 느꼈어요.","Having read the instructions carefully, she started the experiment confidently. Having practiced every day, he improved his speaking skills.","지시사항을 주의 깊게 읽고 나서, 그녀는 실험을 자신 있게 시작했어요. 매일 연습하고 나서, 그는 말하기 실력이 향상되었어요."
영어Ⅱ,YBM(박),2015,5,Sharing the Planet with Every Creature,목적격 보어로 to부정사 사용,My coach helped me to improve my running.,나의 코치는 내가 달리기를 향상시키도록 도와줬어요.,The principal asked us to join the school play. My friend invited me to try a new recipe.,교장선생님은 우리에게 학교 연극에 참여하도록 부탁했어요. 나의 친구는 나에게 새로운 레시피를 시도하도록 초대했어요.
영어Ⅱ,YBM(박),2015,6,Humans and Technology,주장·제안·요구·명령 동사 + that + 주어 + (should) + 동사원형,They demanded that authorities regulate computer usage.,그들은 당국이 컴퓨터 사용을 규제하길 요구했어요.,Experts proposed that schools include digital literacy in their curriculum. Leaders insisted that governments invest in innovative technology.,전문가들은 학교가 교육과정에 디지털 문해력을 포함하길 제안했어요. 리더들은 정부가 혁신적인 기술에 투자하길 고집했어요.
영어Ⅱ,YBM(한),2015,1,Microbes and Health,비인칭 독립분사구문,"Given these reports, doctors recommend more sleep for better health.","이러한 보고서를 감안해, 의사들은 더 나은 건강을 위해 충분한 수면을 추천해요.","Given his busy schedule, the coach prepared a quick workout. Given her healthy habits, the nutritionist praised her progress.","그의 바쁜 일정을 감안해, 코치는 빠른 운동 프로그램을 준비했어요. 그녀의 건강한 습관을 감안해, 영양사는 그녀의 발전을 칭찬했어요."
영어Ⅱ,YBM(한),2015,2,Lesson 2 Money Matters,가목적어 it,Korean customers found it amazing that the shop owner handcrafted each item.,한국 고객들은 그 가게 주인이 모든 물건을 직접 만들었다는 것이 놀라워요.,My friend finds it exciting that the store offers new products every week. They consider it important that we save money for the future.,내 친구는 그 가게가 매주 새로운 제품을 제공한다는 것이 신나요. 그들은 우리가 미래를 위해 돈을 저축한다는 것이 중요해요.
영어Ⅱ,YBM(한),2015,3,"Lesson 3 
 Gift and
 Achievement",명사절을 이끄는 접속사 if / whether,"If you want to know whether the artist will create a masterpiece, you should practice every day.","만약 그 예술가가 걸작을 만들지 알고 싶다면, 매일 연습해야 해요.","If you wonder whether the team can win the championship, train regularly. If you want to know whether creativity sparks innovation, try new ideas.","만약 그 팀이 우승할 수 있는지 궁금하다면, 규칙적으로 훈련해야 해요. 만약 창의성이 혁신을 이끄는지 알고 싶다면, 새로운 아이디어를 시도해봐요."
영어Ⅱ,YBM(한),2015,4,"Lesson 4
 Look into
 Your Mind",상관접속사의 수일치,Both John and Mary enjoy reading books.,John과 Mary 모두 책 읽는 것을 즐겨요.,Both my brother and sister study hard for exams. Both the teacher and students share a love for music.,내 형제와 자매 모두 시험 공부를 열심히 해요. 선생님과 학생들 모두 음악을 사랑해요.
영어Ⅱ,YBM(한),2015,5,"Lesson 5
 Exploring
the Universe",to부정사의 수동태,There is a planet to be discovered.,발견되어야 할 행성이 있어요.,There is a comet to be tracked by scientists. There is a space probe to be launched next month.,과학자들이 추적해야 할 혜성이 있어요. 다음 달에 발사되어야 할 우주선이 있어요.
영어Ⅱ,YBM(한),2015,6,"Lesson 6
 Culture and
 Heritage",목적어로 동명사 / to부정사가 올 때 의미가 달라지는 동사,The artisans cherish ancient customs and love to preserve them.,장인들은 고대 전통을 소중히 여기고 그것들을 보존하기를 좋아해요.,The historians study old manuscripts and decide to share them. The sculptors admire historic monuments and plan to restore them.,역사학자들은 오래된 필사본을 공부하며 그것들을 공유하기로 결정해요. 조각가들은 역사적인 기념비를 감탄하며 보존하려고 계획해요.
영어,비상,2015,1,Envision,전치사+관계대명사,I selected a field in which I can grow.,나는 성장할 수 있는 분야를 선택했어요.,She applied for a program through which she gained new skills. They visited a company at which many opportunities existed.,그녀는 새로운 기술을 배울 수 있는 프로그램에 지원했어요. 그들은 많은 기회가 있는 회사에 방문했어요.
영어,비상,2015,2,Express,접속사 unless,"Unless you practice every day, you won’t be able to express your thoughts clearly.","매일 연습하지 않으면, 당신은 자신의 생각을 명확하게 표현할 수 없어요.","Unless you ask for help, you will struggle to learn new words. Unless you listen carefully, you might miss important details.","도움을 요청하지 않으면, 새로운 단어를 배우기 어려워져요. 주의 깊게 듣지 않으면, 중요한 부분을 놓칠 수 있어요."
영어,비상,2015,3,Contribute,동사+목적어+to부정사,I encouraged my friend to volunteer.,나는 친구에게 봉사활동을 하도록 격려했어요.,They promised to support the community. We planned to donate some books.,그들은 지역사회를 지원하기로 약속했어요. 우리는 몇 권의 책을 기부하기로 계획했어요.
영어,비상,2015,4,Explore,suggest+that+주어+(should)+동사원형,My friend suggested that I try the new cafe.,내 친구가 새로 생긴 카페를 가보라고 제안했어요.,The travel agent suggested that we visit the historic district. My teacher suggested that we review our vocabulary regularly.,여행 상담원이 우리에게 역사 지구를 방문하라고 제안했어요. 선생님이 우리에게 정기적으로 어휘를 복습하라고 제안했어요.
영어,비상,2015,5,Collaborate,과거완료 수동태,"I had been invited to join the team, so I prepared well.","나는 팀에 초대받았어서, 열심히 준비했어요.",They had been treated at the local hospital before the game started. We had been encouraged by our coach after the practice session.,그들은 경기가 시작되기 전에 지역 병원에서 치료받았어요. 우리는 연습 후에 코치에게 격려받았어요.
영어,비상,2015,6,Decide,seem to+완료부정사,The committee seems to have reached a decision.,위원회가 결정을 내린 것 같아요.,The team seems to have completed the project. The manager seems to have finalized the plan.,팀이 프로젝트를 완료한 것 같아요. 관리자가 계획을 확정한 것 같아요.
영어,비상,2015,7,Observe,명사를 뒤에서 수식하는 분사구,A theory discovered accidentally in the lab might change the world.,실험실에서 우연히 발견된 이론이 세상을 바꿀 수도 있어요.,A story written by a famous novelist warmed many hearts. A plan organized carefully by experts will help us succeed.,유명 소설가에 의해 쓰여진 이야기가 많은 마음을 따뜻하게 했어요. 전문가들에 의해 신중히 조직된 계획이 우리를 성공으로 이끌 거예요.
영어,비상,2015,8,Appreciate,조동사+have+p.p,He might have finished his painting on time.,그는 제시간에 그의 그림을 완성했을 수도 있어요.,They could have explored new techniques in art. We should have admired every detail of the masterpiece.,그들은 예술의 새로운 기법을 탐구했을 수도 있어요. 우리는 걸작의 모든 세부 사항을 감탄했어야 해요.
영어Ⅰ,비상,2015,1,A Road to Happiness,부사구 도치,In the park sat a little bird on the branch.,공원 안에서 작은 새가 가지 위에 앉아 있었어요.,On the mountain stood an old temple. At the riverbank rested a quiet fisherman.,산 위에 오래된 사원이 서 있었어요. 강둑에서 조용한 어부가 쉬고 있었어요.
영어Ⅰ,비상,2015,2,"Taste Culture, Understand Better",부사절에서 <주어+be동사>의 생략,"When finished, the painting looked stunning.",끝나자마자 그림이 멋져 보였어요.,"After baked, the cake tasted amazing. Once prepared, the soup warmed everyone.",구워지자마자 케이크가 맛있었어요. 준비되자마자 수프가 모두를 따뜻하게 해줬어요.
영어Ⅰ,비상,2015,3,Sports and Science Get Along,관계부사,This is where athletes design their strategies efficiently.,이곳은 선수들이 효과적으로 전략을 세우는 곳이에요.,That is where referees signal the start of the game. That is why players train rigorously before competitions.,그곳은 심판들이 경기를 시작하는 신호를 주는 곳이에요. 그것이 선수들이 대회 전에 열심히 훈련하는 이유에요.
영어Ⅰ,비상,2015,4,"Together, We Can Do Better!",to one's 감정명사,"To our delight, several creative minds joined our discussion.","기쁘게도, 몇몇 창의적인 사람들이 우리의 토론에 참여했어요.","To her surprise, the deadline was extended. To his joy, the class finished earlier.",그녀는 놀라며 마감일이 연장됐어요. 그는 기뻐하며 수업이 일찍 끝났어요.
영어Ⅰ,비상,2015,5,Creativity in Action,수사의문문,Who would have thought that a park bench could tell a story?,누가 공원 벤치가 이야기를 할 수 있다고 생각해요?,Could a simple sketch change the way we view art? Would a whisper inspire a symphony of thoughts?,단순한 스케치가 우리가 예술을 바라보는 방식을 바꿀 수 있다고 생각해요? 한 마디 속삭임이 생각의 교향곡을 불러올 수 있다고 생각해요?
영어Ⅰ,비상,2015,6,My Promise with Mother Nature,• <be said(predicted)+동사원형>,The river is said to nurture many creatures.,그 강은 많은 생명을 돌봐준다고 해요.,The mountain is said to watch over the valley. The garden is said to rejuvenate those who wander.,그 산은 계곡을 지켜준다고 해요. 그 정원은 걷는 사람들을 회복시켜준다고 해요.
영어Ⅱ,비상,2015,1,The Path Ahead,미래완료 시제,"By next year, I will have improved my English skills.","내년까지, 나는 영어 실력을 향상시켰을 거예요.","By the end of this semester, she will have finished her project. Before the festival, they will have prepared the stage.","이번 학기 말까지, 그녀는 프로젝트를 끝냈을 거예요. 축제 전에, 그들은 무대를 준비했을 거예요."
영어Ⅱ,비상,2015,2,Tasty History,with+목적어+분사(부대상황),She danced with joy after winning the contest.,그녀는 대회에서 이긴 후 기쁨으로 춤췄어요.,He walked with determination to win the race. They studied with focus to prepare for the test.,그는 경주에서 이기기 위해 결연한 모습으로 걸었어요. 그들은 시험 준비를 위해 집중해서 공부했어요.
영어Ⅱ,비상,2015,3,Our Blue Planet,상관접속사 not A but B,The ocean is not calm but dynamic.,바다는 고요하지 않고 역동적이에요.,The forest is not silent but lively. The sky is not gloomy but bright.,숲은 조용하지 않고 생기가 넘쳐요. 하늘은 우울하지 않고 밝아요.
영어Ⅱ,비상,2015,4,"One World, Many Ways",현재진행형(일시적 상태),I am being careful with my words today.,나는 오늘 내 말을 조심하고 있어요.,She is being helpful at work today. They are being careful while crossing the street.,그녀는 오늘 직장에서 도움을 주고 있어요. 그들은 길을 건널 때 조심하고 있어요.
영어Ⅱ,비상,2015,5,How Far Will Technology Go?,미래 진행시제,The scientist will be testing new devices in the lab.,과학자는 연구실에서 새로운 장치를 시험하고 있을 거예요.,Engineers will be developing smart systems. Tech experts will be exploring virtual reality applications.,엔지니어들은 스마트 시스템을 개발하고 있을 거예요. 기술 전문가들은 가상현실 응용 분야를 탐구하고 있을 거예요.
영어Ⅱ,비상,2015,6,The Landscape of Stories,간접/직접 화법(명령문과 일반 의문문의 화법),She asked him if he could explain the details behind the scene.,그녀는 그에게 장면 뒤의 세부 사항을 설명해 줄 수 있는지 물어봤어요.,"He asked, 'Can you review the narrative for clarity?' and she replied, 'Please update the timeline accordingly.'","그는 '이야기를 명확하게 검토할 수 있나요?'라고 물어봤고, 그녀는 '타임라인을 적절히 업데이트해 주세요.'라고 대답했어요."
영어,동아(이),2015,1,"Hi, High School!",동명사의 관용적 표현,There is no point in trying to arrive early if the event is delayed.,행사가 지연된다면 일찍 도착하려고 애쓰는 것은 소용없어요.,There is no harm in practicing vocabulary every day. There is no risk in asking questions when confused.,매일 단어를 연습하는 것은 해가 없어요. 혼란스러울 때 질문하는 것은 위험이 없어요.
영어,동아(이),2015,2,Delicious World,독립부정사 구문,"To tell the truth, he spilled milk on his shirt.","솔직히 말해서, 그는 셔츠에 우유를 쏟았어요.","Honestly, they forgot to lock the door. Frankly, I dropped my phone in the rain.","솔직히 말해서, 그들은 문 잠그는 것을 잊었어요. 솔직하게 말해서, 나는 비오는 중에 핸드폰을 떨어뜨렸어요."
영어,동아(이),2015,3,Helping Hands,분사구문,"Walking home from school, I saw a beautiful sunset.","학교에서 집으로 걸어가면서, 나는 아름다운 노을을 봤어요.","Talking on the phone, she missed her bus. Reading a book, he forgot the time.","전화하면서, 그녀는 버스를 놓쳤어요. 책을 읽으면서, 그는 시간을 잊었어요."
영어,동아(이),2015,4,Be Nature Smart,that절에서 should의 생략,They suggest we plant more trees in our community.,그들은 우리 동네에 더 많은 나무를 심자고 제안해요.,Experts believe we conserve water to protect natural resources. Scientists propose we use eco-friendly products to reduce pollution.,전문가들은 자연 자원을 보호하기 위해 물을 아껴 쓰자고 믿어요. 과학자들은 오염을 줄이기 위해 친환경 제품을 사용하자고 제안해요.
영어,동아(이),2015,5,Beg to Differ,one of the+최상급+복수명사,I visited one of the most beautiful parks last weekend.,나는 지난 주말에 가장 아름다운 공원 중 하나를 방문했어요.,She ate one of the tastiest meals at the restaurant. They watched one of the funniest movies last night.,그녀는 식당에서 가장 맛있는 음식 중 하나를 먹었어요. 그들은 어젯밤에 가장 웃긴 영화 중 하나를 봤어요.
영어,동아(이),2015,6,Beyond Korea,• could have p.p,I could have finished my homework before dinner.,나는 저녁 식사 전에 숙제를 끝냈을 수 있어요.,She could have visited the museum on Saturday. He could have tried a new restaurant last weekend.,그녀는 토요일에 박물관을 방문했을 수 있어요. 그는 지난 주말에 새로운 식당을 시도했을 수 있어요.
영어,동아(이),2015,7,A Step Forward,목적격 보어로 to부정사를 취하는 동사,I encouraged my friend to join the club.,내 친구가 동아리에 가입하도록 격려했어요.,The coach convinced the team to practice harder. The teacher motivated the students to study every day.,코치가 팀에게 더 열심히 연습하도록 설득했어요. 선생님이 학생들이 매일 공부하도록 동기를 부여했어요.
영어,동아(이),2015,8,Bon Voyage,if가 생략된 가정법,"Had I seen the sunrise, I would have taken a moment to enjoy it.","만약 해돋이를 봤다면, 그 순간을 즐겼을 거예요.","Had I tasted the local dish, I would have shared my experience. Had we visited the hidden park, we would have taken many photos.","만약 그 지역 음식을 맛봤다면, 내 경험을 나눴을 거예요. 만약 숨겨진 공원을 방문했었다면, 사진을 많이 찍었을 거예요."
영어 I,동아(권),2015,1,Invitation to a Teen’s Life,should have p.p.,I should have saved more money last month.,나는 지난 달에 더 많은 돈을 저축했어야 해요.,He should have taken the advice seriously. She should have planned his time better.,그는 그 조언을 진지하게 들었어야 해요. 그녀는 시간을 더 잘 계획했어야 해요.
영어 I,동아(권),2015,2,Taste Different Cultures,the same ~ as 구문,The new drink has the same quantity of caffeine as a cup of coffee.,새 음료는 커피 한 잔과 똑같은 양의 카페인을 가지고 있어요.,The soup has the same level of spice as a curry. The meal has the same aroma as a home-cooked dinner.,수프는 카레와 똑같은 매운 정도를 가지고 있어요. 그 식사는 집에서 만든 저녁과 똑같은 향을 가지고 있어요.
영어 I,동아(권),2015,3,Live and Let Live,대동사 do,"Check the ingredients list to see if they do include gluten, and avoid them if they do.","재료 목록을 확인해서 글루텐이 들어있는지 보고, 있다면 피해요.",Review the instructions to see if they do work as promised. Search online to check if the product does suit your needs.,"설명서를 살펴봐서 약속대로 작동하는지 보고, 온라인에서 검색해서 그 제품이 당신의 필요에 맞는지 확인해요."
영어 I,동아(권),2015,4,Passion for Reading,「with + 목적어 +분사」 구문,He enjoyed the novel with his eyes glittering.,그는 눈이 반짝이며 소설을 즐겼어요.,They discussed the story with their voices rising. I finished the chapter with my mind racing.,그들은 목소리가 높아지며 이야기를 토론했어요. 나는 머리가 빨리 움직이며 그 장을 끝냈어요.
영어 I,동아(권),2015,5,Discover the Future,명사를 뒤에서 꾸며 주는 과거분사구,I noticed a groundbreaking invention in the city.,나는 도시에서 획기적인 발명품을 발견했어요.,She explored a renovated museum with curiosity. He admired a restored monument in the park.,그녀는 호기심을 가지고 개조된 박물관을 탐험했어요. 그는 공원에 복원된 기념비를 감탄했어요.
영어 I,동아(권),2015,6,National Pride,without 가정법,"Without unity, our nation would have grown less strong.","단합이 없었으면, 우리 나라는 덜 강해졌을 거예요.","Without courage, we could not overcome challenges. Without hope, we could not move forward.","용기 없었으면, 우리는 도전을 이겨내지 못했어요. 희망 없었으면, 우리는 앞으로 나아가지 못했어요."
영어 II,동아(권),2015,1,Health Talks,"never too ~ to부정사
The good news is that it is never too late to start.",It is never too soon to plan a healthy meal.,건강한 식사를 계획하기엔 절대 이르지 않아요.,It is never too late to exercise. It is never too early to choose fresh fruits.,운동을 시작하기엔 결코 늦지 않아요. 신선한 과일을 선택하기엔 절대 이르지 않아요.
영어 II,동아(권),2015,2,Step into the World,관계부사 where,I drove past the garden where birds chirped beautifully.,나는 새들이 아름답게 지저귀는 정원을 지나갔어요.,They walked through the street where lights shone brightly. He stopped at the cafe where friends met often.,그들은 불빛이 밝게 빛나는 거리를 걸었어요. 그는 친구들이 자주 만나는 카페에서 멈췄어요.
영어 II,동아(권),2015,3,The Joy of Language,분사구문,"Having explored new expressions, I enjoyed a rich conversation.","새로운 표현들을 탐험한 후, 나는 풍부한 대화를 즐겼어요.","Having practiced daily, I mastered clear pronunciation. Having listened to native speakers, I improved my intonation.","매일 연습한 후, 나는 또렷한 발음을 익혔어요. 원어민들의 말을 들은 후, 나는 억양을 향상시켰어요."
영어 II,동아(권),2015,4,Delight in Art,조동사 ought to,The museum ought to display modern art pieces.,박물관은 현대 미술 작품들을 전시해야 해요.,The curator ought to organize a guided tour. The art club ought to host an exhibition.,큐레이터는 안내 투어를 조직해야 해요. 미술 동아리는 전시회를 열어야 해요.
영어 II,동아(권),2015,5,Living Together,형식주어 it,It is clear that her efforts are yielding results.,그녀의 노력이 결실을 맺고 있어요.,It is remarkable that the team works well together. It is obvious that his kindness makes a difference.,그 팀이 잘 협력하고 있는 것이 대단해요. 그의 친절이 변화를 가져오는 것이 분명해요.
영어 II,동아(권),2015,6,Find Your Dream,동명사의 의미상의 주어,Singing relaxes my mind and heals my heart.,노래하는 것은 내 마음을 편안하게 하고 치유해요.,Reading nurtures creative ideas. Traveling opens unexpected doors.,읽는 것은 창의적인 아이디어를 키워요. 여행은 예상치 못한 기회를 열어줘요.
공통영어 I,동아(이),2022,1,Life Is Experience,명사를 수식하는 과거분사,I discovered an amazing new technique for improving my skills.,나는 내 실력을 향상시키기 위한 놀라운 새로운 방법을 발견했어요.,He found a hidden clue in the old building. She spotted a forgotten relic in the museum.,그는 오래된 건물에서 숨겨진 단서를 찾았어요. 그녀는 박물관에서 잊혀진 유물을 발견했어요.
공통영어 I,동아(이),2022,2,Journey Through the Pages,접속사 as long as,"As long as I study every day, I improve my skills.","내가 매일 공부하는 한, 내 실력이 향상돼요.","As long as the class is interesting, I enjoy learning. As long as my friends are supportive, I feel confident.","수업이 재미있는 한, 나는 배우는 것을 즐겨요. 친구들이 응원하는 한, 나는 자신감을 느껴요."
공통영어 I,동아(이),2022,3,Small Things Matter,명사절 접속사 whether (or not),I wonder whether the style is modern.,나는 그 스타일이 현대적인지 궁금해요.,She asked whether the design was creative. They decided whether to choose eco-friendly options.,그녀는 그 디자인이 창의적인지 물었어요. 그들은 친환경 옵션을 선택할지 결정했어요.
공통영어 I,동아(이),2022,4,Everyday Decisions,가주어 it과 to부정사의 의미상 주어,It is nice for families to dine together on weekends.,가족들이 주말에 함께 식사하는 것은 좋아해요.,It is fun for friends to plan trips unexpectedly. It is exciting for students to try new hobbies.,친구들이 뜻밖의 여행을 계획하는 것은 재미있어요. 학생들이 새로운 취미를 시도하는 것은 신나요.
영어 I,동아(박),2022,1,Best Version of Me,대동사 do,"If you do your best, opportunities will follow.","최선을 다하면, 기회가 따라올 거예요.",I do small steps every day for big changes. He does work hard even when tasks are tough.,저는 큰 변화를 위해 매일 작은 걸음을 해요. 그는 일이 힘들어도 열심히 일해요.
영어 I,동아(박),2022,2,Money Smart,suggest (that)+주어+동사원형,A friend suggested that I try a new restaurant.,친구가 새로운 식당에 가보라고 제안했어요.,My teacher suggested that we explore different technologies. The manager suggested that employees take short breaks.,선생님이 우리에게 다양한 기술을 탐구해보라고 제안했어요. 매니저가 직원들에게 잠깐의 휴식을 취하라고 제안했어요.
영어 I,동아(박),2022,3,Act for Our Planet,접속사+분사구문,"When combined, we can protect nature effectively.","합쳐지면, 우리는 자연을 효과적으로 보호할 수 있어요.","While working together, citizens foster renewable energy. When united, volunteers restore damaged habitats.","함께 일할 때, 시민들은 재생 에너지를 촉진해요. 하나로 뭉치면, 자원봉사자들이 손상된 서식지를 복원해요."
영어 I,동아(박),2022,4,Digital Well-Being,복합관계대명사,"Whatever you do online, digital footprints leave a trace.","온라인에서 뭐하든지, 디지털 발자국이 남아요.","Whoever visits the website finds useful information. Whatever device you use, the software protects your data.","누구든지 그 웹사이트를 방문하면 유용한 정보를 찾아요. 어떤 기기를 사용하든, 소프트웨어가 데이터를 보호해요."
영어 I,동아(박),2022,5,Beyond Boundaries,5형식 동사+목적어+to부정사,"The new gadget allows users to explore distant places, expanding their horizons.","새 기기는 사용자들이 먼 곳을 탐험하게 해주어, 그들의 시야를 넓혀줘요.",The trainer helped athletes to overcome challenges. The project urges students to think beyond limits.,트레이너는 선수들이 도전을 극복하게 도와줬어요. 그 프로젝트는 학생들이 한계를 넘어 생각하게 해요.
영어 I,동아(박),2022,6,Better Together,so that+주어+can,We work together so that we can achieve more.,우리는 함께 일해서 더 많은 성과를 낼 수 있어요.,They share ideas so that they can solve problems. Our team supports each other so that we can win.,그들은 문제를 해결할 수 있도록 아이디어를 공유해요. 우리 팀은 이길 수 있도록 서로 도와줘요.
영어,천재(이),2015,1,Opening a New chapter,간접의문문,I wondered if I could master the new topic quickly.,새로운 주제를 빨리 익힐 수 있을지 궁금했어요.,He asked if the lesson would be engaging. They wondered whether the exercises were helpful.,그는 수업이 흥미로울지 물었어요. 그들은 연습문제가 도움이 될지 궁금해했어요.
영어,천재(이),2015,2,The Power of Creativity,"관계대명사 what
What Gutenberg did was view the two devices in a new way.",What she did was explore hidden places.,그녀가 한 일은 숨겨진 장소를 탐험하는 거였어요.,What he did was learn a new instrument. What my friend did was design a creative poster.,그가 한 일은 새로운 악기를 배우는 거였어요. 내 친구가 한 일은 창의적인 포스터를 디자인하는 거였어요.
영어,천재(이),2015,3,Living Together,가정법 과거 완료,"If I had finished my homework earlier, I would have had more time with my friends.","내가 숙제를 더 일찍 끝냈더라면, 친구들과 더 많은 시간을 보냈을 거예요.","If we had cleaned up the house, our living space would have felt cozier. If she had prepared dinner, everyone would have enjoyed the meal more.","우리가 집을 청소했더라면, 생활 공간이 더 아늑하게 느껴졌을 거예요. 그녀가 저녁을 준비했더라면, 모두가 식사를 더 즐겼을 거예요."
영어,천재(이),2015,4,The Door to the World,원급 비교,I don't write as many emails as my colleague does.,나는 동료만큼 이메일을 많이 쓰지 않아요.,He doesn't study as hard as his classmates. Her idea is not as unique as mine.,그는 동급생들만큼 열심히 공부하지 않아요. 그녀의 아이디어는 내 것만큼 독특하지 않아요.
영어,천재(이),2015,5,"Our Earth, Our Future, Our Choice",관계부사,"When the wind blows, the valley where rivers flow glistens quietly.","바람이 불 때, 강이 흐르는 계곡이 조용히 빛나요.","When summer ends, the forest where birds shelter becomes serene. When night falls, the city where lights sparkle turns calm.","여름이 끝날 때, 새들이 머무는 숲이 평화로워져요. 밤이 내릴 때, 불빛이 반짝이는 도시가 조용해져요."
