example_english,example_korean
The experienced investigator needed to thoroughly investigate the mysterious incident downtown for surprising evidence.,경험 많은 수사관은 도심의 미스터리한 사건을 철저하게 조사했어요.
"Large charity events often involve meticulous organizing, recruiting volunteers, securing sponsorships, and coordinating impressive performances.","대형 자선 행사는 보통 세심한 준비와 자원봉사자 모집, 후원 확보, 그리고 인상적인 공연 조율을 수반해요."
The project will involve expert professionals to ensure every detail of the design meets standards.,이 프로젝트는 디자인의 모든 세부 사항이 기준에 맞도록 전문가들을 참여시키기 위해 준비되고 있어요.
The justice system was recently reformed to ensure that fairness and equality prevailed throughout society.,최근에 사법 체계가 개혁되어 사회 전체에 공정성과 평등이 보장되도록 했어요.
"In every community, citizens demand equality and unwavering justice despite ongoing challenges in the system.",모든 사회에서 시민들은 평등과 확고한 정의를 현재의 어려움 속에서도 요구하고 있어요.
"Every sunny Saturday, I carefully mow the lawn to maintain its vibrant, healthy green appearance.",햇살 가득한 토요일마다 나는 잔디를 신중하게 깎아서 생기 있고 건강한 녹색을 유지해요.
"The majority of voters wholeheartedly supported the new policy, proving strong community trust in government.",대다수의 유권자들이 신 정책을 전폭적으로 지지하여 정부에 강한 신뢰를 보여줬어요.
The majority of enthusiastic community members strongly support new environmental laws to protect our planet.,열정적인 다수의 시민들이 우리 지구를 보호하기 위해 새로운 환경법을 강력히 지지해요.
The military personnel trained diligently	to prepare thoroughly for the important anticipated international peacekeeping mission.,군사들은 중요한 국제 평화유지 임무를 위해 철저하게 준비하며 열심히 훈련했어요.
The military base quickly prepared advanced equipment and highly trained personnel for urgent field operations.,군대의 기지는 긴급 작전을 위해 신속하게 첨단 장비와 고도로 훈련된 인원들을 준비했어요.
"Her cheerful mood remarkably brightened the gloomy room, making everyone feel a spark of hope.","그녀의 쾌활한 기분이 우울한 방을 놀랍도록 밝혀서, 모두에게 희망의 불씨를 느끼게 했어요."
"Our report detailed several technical issues; moreover, additional research was necessary during our extensive analysis.","우리 보고서는 여러 기술적 문제들을 자세히 설명했으며, 게다가 우리의 철저한 분석을 위해 추가 연구가 필요했어요."
The swift motion of the dancer gracefully impressed the theater audience during the energetic performance.,무용수의 빠른 동작이 극장에서 활기찬 공연 중 관객들을 우아하게 감동시켰어요.
The city council received an interesting motion to improve the local community park's lighting system.,시의회는 지역 사회 공원의 조명 시스템을 개선하기 위한 흥미로운 발의안을 받았어요.
"I visited my native village during the summer holiday, where I reconnected with unique traditions.",나는 여름 방학 동안 본국의 마을을 방문하여 그곳의 독특한 전통들을 다시 만났어요.
The native community recently gathered together on their ancestral land to celebrate their unique cultural heritage.,원주민 공동체가 자신들의 조상 땅에서 최근에 모여 독특한 문화 유산을 기념했어요.
"The unexpected disruptions occasion many problems for local businesses, creating ongoing challenges for community leaders.",예기치 못한 혼란이 지역 사업체들에게 많은 문제를 야기하여 커뮤니티 리더들에게 지속적인 도전을 일으켰어요.
"On this special occasion, our entire family gathered together to celebrate our wonderful shared achievements.",이 특별한 때에 우리 가족은 함께 모여 우리의 소중한 성취를 축하했어요.
"On every special occasion, my loving family gathers together to celebrate unforgettable and joyful moments.",특별한 경우마다 사랑하는 가족이 모여 잊지 못할 기쁨의 순간들을 함께 기념했어요.
The annual charity event turned into an extraordinary occasion that united all the community members.,매년 열리는 자선 행사가 모든 지역 주민들을 하나로 모으는 놀라운 행사로 변했어요.
"The sudden loud noise served as an occasion, the underlying reason behind the startled reaction.",갑작스런 큰 소음은 놀란 반응의 근본적인 원인이 되었어요.
The dedicated officer maintained public order while carefully investigating a complex case in downtown area.,헌신적인 장교는 시내 지역에서 복잡한 사건을 신중하게 조사하면서 공공 질서를 유지했어요.
A prominent group of professional critics promptly began to pan the recently released unoriginal movie.,저명한 평론가 그룹이 최근 공개된 진부한 영화에 대해 혹평을 시작했어요.
I placed the vegetables into the pan to cook a delicious meal for my family.,나는 가족을 위해 맛있는 식사를 만들기 위해 야채를 냄비에 넣었어요.
"When the sudden storm struck, many citizens panic, fearing unpredictable harm from the fierce lightning.",갑작스런 폭풍이 몰아치자 많은 시민들이 예측할 수 없는 위험을 두려워하며 겁먹었어요.
"During the storm, a sudden panic swept over the crowd,	as they ran for safety.","폭풍우 동안 갑작스러운 공포가 군중을 휩쓸었고,	그들은 안전을 위해 달려갔어요."
The busy classroom instantly became panic as the unexpected fire alarm startled all the students.,바쁜 교실은 갑작스러운 화재 경보에 당황하여 모든 학생들이 놀랐어요.
I always add a pinch of freshly ground pepper to enhance the flavor of food.,나는 음식을 더욱 맛있게 하기 위해 항상 갓 갈아낸 후추 한 꼬집을 넣어요.
"The bright red pepper added an extra spicy taste while brightening the colorful, healthy salad.",밝은 빨간 피망이 형형색색의 건강한 샐러드에 특별한 매콤한 맛을 더해주었어요.
There was plenty of delicious food available on the table to satisfy all hungry guests.,테이블 위에 풍부한 맛있는 음식이 있어 모든 배고픈 손님들을 만족시켰어요.
"Modern chemical factories irresponsibly pollute the river, soil, and air	due to poor safety controls.","현대의 화학 공장은 강과 토양, 공기를 더럽히고 있어요	열악한 안전 관리 때문이에요."
"In today's digital era, protecting one's privacy is essential for preserving a healthy personal life.",오늘날의 디지털 시대에는 개인의 사생활을 보호하는 것이 건강한 삶을 유지하는 데 필수적이에요.
"The chef used his proper technique, enhancing the dish's distinct flavors and attracting many critics.",그 셰프는 특유의 조리법을 사용하여 요리의 독특한 맛을 극대화하며 많은 평론가들을 매료시켰어요.
"Using proper guidelines in every academic research ensures accuracy, reliability, and clear communication for success.",각 학술 연구에서 적절한 지침을 사용하면 정확도와 신뢰성이 보장되고 명확한 소통이 이루어져요.
The exceptional quality of the products in our store truly guarantees satisfaction and lasting durability.,우리 가게에 있는 제품들의 뛰어난 품질은 진정한 만족과 오래 지속되는 내구성을 보장해요.
Her quality as a reliable friend was clearly evident in every thoughtful act she performed.,그녀의 신뢰할 수 있는 친구라는 특성은 그녀가 한 모든 사려깊은 행동에서 명확히 드러났어요.
The quality of this exceptional artwork clearly demonstrates both superior craftsmanship and remarkable creative ability.,이 뛰어난 예술 작품의 품질은 우수한 기술과 특별한 창의력을 명확하게 보여줘요.
I bought a quality suit for the formal gala because its superior fabric ensured elegance.,나는 공식 행사에서 우아함을 뽐내기 위해 우수한 원단의 품격 있는 정장을 구매했어요.
"After carefully measuring, I removed exactly one quarter of the whole pie for a test.","정확하게 측정한 후, 전체 파이의 4분의 1을 떼어내어 시식해 보았어요."
"The vibrant quarter of our city thrives with modern art, deep history, and friendly residents.","우리 도시의 활기찬 구역은 현대 미술, 깊은 역사, 그리고 친절한 주민들로 활발해요."
The classroom activities consistently range from engaging creative projects to stimulating analytical discussions every day.,교실 활동은 매일 흥미로운 창의적 프로젝트부터 자극적인 분석 토론까지 다양하게 이루어져요.
"The magnificent mountain range stretched across the horizon, displaying breathtaking vistas that captivated every traveler.","그 장엄한 산맥은 지평선을 가로질러 펼쳐지며, 모든 여행자를 매혹시키는 숨막히는 경치를 보여줬어요."
"The product came in a wide range of various colors, sizes, and unique design options.","이 제품은 다양한 색상, 사이즈, 그리고 독특한 디자인 옵션의 폭넓은 범위를 가지고 있어요."
The museum displayed a rare ancient artifact that only a few historians had ever seen.,박물관에서는 소수의 역사가들만 본 드문 고대 유물을 전시했어요.
I strongly prefer my steak served rare because it retains a moist and tender flavor.,"저는 스테이크를 살짝 익힌 상태로 먹는 것을 좋아해서, 육즙과 부드러운 맛을 즐길 수 있어요."
The professor meticulously rates every student's recent exam to accurately determine their final academic rank.,교수님께서 각 학생의 최근 시험에 대해 등급을 매기셔서 최종 학업 순위를 정확하게 결정하셨어요.
Numerous experts rate his innovative project highly because it effectively solved multiple complex community problems.,많은 전문가들이 그의 혁신적인 프로젝트를 평가하여 효과적으로 다양한 복잡한 사회 문제를 해결했다고 생각해요.
The current unemployment rate	has dropped significantly in the second quarter because of new initiatives.,현재 실업 비율은	새로운 정책 덕분에 두 번째 분기에 크게 하락했어요.
"During the long race, the professional runner maintained a high rate, surpassing every competitor skillfully.","긴 경주동안, 전문 주자는 매우 빠른 속도로 달려 모든 경쟁자를 능숙하게 앞질렀어요."
The new annual rate for international shipping services was unexpectedly increased after a thorough review.,국제 해상 운송 서비스의 신규 연간 요금이 철저한 검토 후에 예상치 못하게 인상되었어요.
"I would rather spend my vacation	exploring quiet, charming small towns than chaotic big cities.",나는 혼란스러운 대도시보다 조용하고 매력적인 작은 마을들을 탐험하며 휴가를 보내는 것을 오히려 선호해요.
"He was rather excited to see the truly stunning museum exhibit, enjoying every single moment.","그는 정말 멋진 박물관 전시회를 보게 되어 다소 신이 났고, 매 순간을 즐겼어요."
I was rather surprised by his unexpectedly generous kindness on a chilly winter evening yesterday.,어제 추운 겨울 저녁에 그의 뜻밖의 관대함에 꽤 놀랐어요.
Scientists try to relate complex theories to everyday experiences in order to simplify scientific understanding.,과학자들은 복잡한 이론을 일상적인 경험과 연결하여 과학적 이해를 쉽게 하려고 노력해요.
Scientists often try to relate new research findings to previous studies to gain insight effectively.,과학자들은 자주 새로운 연구 결과를 이전 연구들과 관련시키려고 시도하여 통찰을 얻으려고 했어요.
"Every month, we carefully pay our rent on the first day, ensuring no late fees.",매달 우리는 첫날에 집세를 꼼꼼하게 지불하여 연체료가 발생하지 않도록 해요.
"If you consistently ignore proper safety guidelines, you risk sustaining severe injuries during everyday activities.","만약 당신이 올바른 안전수칙을 계속 무시한다면, 일상 생활 중 심각한 부상을 당할 위험에 처해요."
The steep mountain road presented a significant risk	and forced careful drivers to proceed slowly.,험한 산길은 상당한 위험을 나타내	고 조심스러운 운전자들이 천천히 이동하도록 만들었어요.
The scientist launched the shiny rocket into space during an exciting and historic mission safely.,과학자가 빛나는 로켓을 안전하게 우주로 발사하여 아주 흥미롭고 역사적인 임무를 수행했어요.
"The workers repaired the damaged roof during the heavy rainstorm, ensuring the house remained safe.","작업자들이 폭우 속에서 손상된 지붕을 수리하며, 집이 안전하게 유지되도록 했어요."
"During the summer, Jack energetically rowed his old boat across the calm lake near town.",여름 동안 잭은 열정적으로 낡은 배를 저어 마을 근처의 고요한 호수를 건넜어요.
"In the garden, the elegant rows of vibrant flowers added much charm to the landscape.",정원에서 생기 넘치는 꽃들이 우아한 행을 이루며 풍경에 큰 매력을 더했어요.
"After finishing his work, he decided to rub his tired eyes and stretch his neck.",일을 마친 후 피곤한 눈을 문지르고 목을 쭉 늘렸어요.
"The harsh winter storm managed to ruin the old, cherished family heirloom in our attic.",혹독한 겨울 폭풍이 우리 다락방에 있는 오래되고 소중한 가족 유산을 손상시켰어요.
"During the renovation, he accidentally ruined the expensive vase by knocking it off the table.",공사 중에 그는 실수로 비싼 꽃병을 탁자에서 떨어뜨려 망쳤어요.
"After years of conflict, the ancient castle stood in total ruin, representing the kingdom's collapse.",오랜 분쟁 끝에 고대 성은 온전히 붕괴되어 왕국의 파멸을 상징했어요.
I often scratch my arm when I feel an annoying itch during rainy afternoon walks.,나는 비 오는 오후 산책 중에 귀찮은 간지러움이 느껴질 때 자주 긁어요.
The curious black cat began to scratch the pristine wooden cabinet with its sharp claws.,호기심 많은 검은 고양이가 예쁜 나무 찬장을 할퀴기 시작했어요.
I noticed a long scratch on the old wooden table after arranging the delicate antiques.,오래된 나무 탁자에 섬세한 골동품들을 놓은 후에 긴 긁힌 자국을 발견했어요.
He tried to settle the old wooden chair comfortably by placing it near the fireplace.,그는 오래된 나무 의자를 편하게 앉히려고 벽난로 옆에 두었어요.
"After a long discussion, the committee managed to settle all complex disputes regarding the project.",긴 논의 끝에 위원회는 프로젝트 관련 모든 복잡한 분쟁들을 해결했어요.
"I needed to settle my bill quickly, so I paid at the counter before leaving.",저는 식당을 떠나기 전에 계산서를 빠르게 결제했어요.
"After years of travelling, I finally decided to settle down permanently in a peaceful town.","수년간의 여행 후에, 나는 결국 평화로운 마을에 자리를 잡기로 결정했어요."
"After many challenging years working abroad, he decided to settle instead of taking more risks.","해외에서 힘든 몇 년을 보낸 후에, 그는 더 이상의 위험을 감수하지 않고 안주하기로 결심했어요."
The clever agent shades the confidential report behind a stack of newspapers to hide it.,영리한 요원은 신문 뭉치 뒤에 기밀 보고서를 감추기 위해 두었어요.
"During the hot summer afternoon, the large tree cast a cool relaxing shade for us.","뜨거운 여름 오후에, 큰 나무가 우리에게 시원하고 편안한 그늘을 제공했어요."
The artist skillfully used variations of shade to bring depth and contrast to the painting.,그 화가는 그림에 깊이와 명암을 더하기 위해 다양한 음영을 능숙하게 사용했어요.
"Before leaving the room, please shut every window, door, and cabinet to maintain proper security.","방을 떠나기 전에 모든 창문, 문, 그리고 찬장을 꼭 닫아 줘요."
"Yesterday evening, I witnessed an extraordinary sight of cascading waterfalls amidst the serene forest setting.","어제 저녁, 고요한 숲 속에서 떨어지는 폭포의 놀라운 광경을 목격했어요."
Walking along the seaside at sunrise provided a breathtaking sight of sparkling waters and sky.,해돋이 때 해변을 걷다 보니 반짝이는 물과 넓은 하늘의 멋진 시야를 즐길 수 있었어요.
"During his annual checkup, the skilled optometrist confirmed that his sight remained clear and excellent.","연례 검진 동안, 숙련된 검안사가 그의 시력이 여전히 명료하고 뛰어난 상태임을 확인했어요."
The charming historic bridge is an unforgettable sight for every curious visitor who comes here.,매력적인 유서 깊은 다리는 모든 호기심 많은 방문객이 꼭 봐야 할 명소로 자리 잡았어요.
The slave suffered continuous sorrow and unbearable hardship while still dreaming of his eventual freedom.,그 노예는 끊임없는 슬픔과 견딜 수 없는 고난을 겪으면서도 언젠가 자유로워질 날을 꿈꾸었어요.
The stuntman will smash the old car into pieces during the elaborate movie stunt today.,오늘 정교한 영화 스턴트 동안 스턴트맨이 오래된 자동차를 여러 조각으로 때려부수었어요.
"During the match, the soccer player tried to smash the ball forcefully across the field.",경기 중에 그 축구 선수는 공을 세게 쳐서 필드를 가로질렀어요.
"In a crowded street during rush hour, a speeding car smash into a parked truck.",혼잡한 도로에서 러시아워 동안 한 빠른 자동차가 주차된 트럭에 부딪혔어요.
"After his exhausting long work shift, he decided to smoke a cigarette near the station.",긴 고된 근무 후에 그는 역 근처에서 담배를 피우기로 결심했어요.
"After a tiring day, he quickly stepped outside to smoke a cigarette calmly before dinner.","피곤한 하루를 보낸 후, 그는 저녁 식사 전에 담배를 피우기 위해 빠르게 밖으로 나갔어요."
The chef decided to smoke the salmon slowly in the wood-fired oven for extra flavor.,요리사는 특별한 풍미를 위해 나무불로 연어를 천천히 훈제했어요.
Thick smoke from the bonfire unexpectedly invaded our backyard during the unexpectedly cool summer evening.,"모닥불에서 짙은 연기가 예기치 않게 우리 뒷마당에 퍼졌고, 모두를 놀라게 했어요."
She quickly made a sharp snap with her fingers to gain everyone's sudden attention promptly.,그녀는 갑자기 모두의 시선을 끌기 위해 손가락으로 딱 소리를 냈어요.
"During the festival, I quickly decided to snap an unforgettable picture of the lively crowd.",행사 기간 중 나는 활기찬 군중의 잊지 못할 사진을 빨리 찍기로 했어요.
"When her anger flared unexpectedly, she would snap harsh words at everyone in the meeting.","그녀의 분노가 예기치 않게 치솟으면, 회의에서 모두에게 쏘아붙이는 험한 말을 해요."
"During the storm, the old gate snapped open loudly as the fierce wind blew powerfully.",폭풍 속에서 낡은 문이 강한 바람에 날카로운 소리를 내며 세차게 열렸어요.
"When I applied excessive force to the delicate branch, it suddenly snapped into two pieces.",예민한 가지에 너무 많은 힘을 가하자 갑자기 툭 부러졌어요.
The brave soldier fought tirelessly in difficult battle conditions while protecting his country's freedom courageously.,용감한 군인은 힘들고 어려운 전투 상황 속에서 우리나라의 불멸의 소중한 자유를 위해 정말 끊임없이 싸웠어요.
"The tropical rainforest houses many unique species that contribute to our planet's delicate, important balance.",열대 우림에는 지구의 섬세하고 중요한 균형에 기여하는 다양한 독특한 종들이 살고 있어요.
I always spell all challenging words carefully when speaking in front of my curious classmates.,나는 호기심 많은 반 친구들 앞에서 말할 때 항상 어려운 단어들을 한 글자씩 철자해요.
The ancient book contained a mysterious spell that could summon powerful enchantments during midnight rituals.,고대 책에는 한밤중 의식에서 강력한 마법을 소환할 수 있는 신비로운 주술이 포함되어 있었어요.
"The stable, a spacious building, safely housed many magnificent horses during the bright morning hours.",넓은 마구간은 밝은 아침에 많은 아름다운 말들을 안전하게 보호하고 있었어요.
"The building maintained a perfectly stable structure, consistently calming local residents during unexpected severe storms.","이 건물은 완벽하게 안정된 구조를 유지하며, 뜻밖의 거센 폭풍우에도 지역 주민들을 꾸준히 안심시켰어요."
I decided to steam fresh vegetables properly today because they remain crunchy and tastefully nutritious.,저는 오늘 신선한 채소들을 적절하게 쪄서 아삭하고 맛있게 유지되도록 했어요.
Fresh steam gracefully filled the room as it rose from boiling water in the kettle.,끓는 물이 담긴 주전자에서 신선한 증기가 우아하게 방을 채웠어요.
"The new skyscraper was built entirely from durable steel, ensuring its strength against harsh climates.",새로운 초고층 건물은 강철로 완전히 지어져 혹독한 기후에도 강한 구조를 유지했어요.
"The stirring, beautiful music began to stir exceptionally strong emotions within the crowded concert hall.",멋진 음악이 붐비는 콘서트 홀 안에서 특별히 강한 감정을 불러일으켰어요.
I decided to stir the delicious soup slowly while adding fresh herbs to enhance flavor.,나는 맛있는 수프를 천천히 휘젓다가 신선한 허브를 넣어 맛을 높였어요.
A great teacher can stir creativity and foster long-lasting curiosity among students in every class.,훌륭한 선생님은 매 수업마다 학생들의 창의성을 자극하고 오래도록 호기심을 키워 주어요.
"While cooking for dinner, I gently stirred the ingredients to ensure a balanced flavor throughout.",저녁 요리를 하면서 재료들이 고루 어우러지도록 약간 움직였어요.
"The unexpected announcement sparked a big stir among the crowd, causing widespread discontent and confusion.",예상치 못한 발표가 군중 사이에 큰 혼란을 불러일으켜 널리 퍼진 불만과 혼동을 초래했어요.
I suppose we should carefully check the updated weather forecast before planning our outdoor picnic.,저는 야외 소풍을 계획하기 전에 갱신된 일기예보를 신중히 확인해야 한다고 생각해요.
The factory stored crude oil in a large tank to ensure an uninterrupted production schedule.,공장은 중단 없는 생산을 보장하기 위해 대형 저장 통에 원유를 보관했어요.
"Today during the dazzling military parade, the enormous tank confidently advanced along the winding road.",오늘 화려한 군사 퍼레이드에서 거대한 탱크가 자신감 있게 굽이치는 길을 따라 전진했어요.
"She targeted an inspiring, lucrative career by meticulously planning her pathway and investing in education.",그녀는 꼼꼼하게 자신의 진로를 계획하며 교육에 투자하여 영감을 주는 유망한 경력을 목표로 삼았어요.
The team set a challenging target to exceed last year's performance and secure a victory.,그 팀은 작년 성과를 뛰어넘기 위해 도전적인 목표를 설정하고 승리를 거두기 위해 노력했어요.
The team set a specific target to achieve success and complete the project on schedule.,팀은 성공과 프로젝트 완수를 위해 구체적인 목표를 설정했어요.
Many dedicated scientists work tirelessly to develop a comprehensive theory that elegantly explains the universe.,많은 헌신적인 과학자들이 우주를 우아하게 설명하는 포괄적인 이론을 개발하기 위해 노력했어요.
"The project deadline arrived soon, therefore we worked late into the night to finish our tasks.","프로젝트 기한이 곧 다가왔어요, 그러므로 우리는 업무를 끝내기 위해 밤늦게까지 일했어요."
"During uncertain times, the looming threat of cyber attacks spurred panic among the company's leaders.",불확실한 시기에 사이버 공격이라는 위협은 회사 지도자들 사이에 공황을 불러일으켰어요.
"Due to fierce winds and rain,	thus our team canceled the outdoor event scheduled for tonight.","거센 바람과 비 때문에,	그러므로 우리 팀은 오늘 저녁 예정된 야외 행사를 취소했어요."
"The tiny kitten briefly sat on the window sill, quietly watching birds in the garden.",아주 작은 고양이가 창턱에 앉아 정원에서 날아다니는 새들을 조용히 바라봤어요.
"Before the party started, she quickly used the modern toilet to give herself extra grooming.","파티가 시작되기 전에, 그녀는 현대적인 화장실에서 몸단장을 신속하게 마쳤어요."
"After breakfast, she quickly cleaned the toilet because the entire apartment urgently required proper sanitation.","아침 식사 후, 그녀는 전체 아파트가 적절한 위생을 긴급하게 필요로 하여 변기를 신속하게 청소했어요."
The speaker's friendly tone clearly conveyed warmth and sincerity throughout the exceptionally lively group discussion.,연사의 다정한 말투는 특별히 활기찬 그룹 토론 동안 따뜻함과 성실함을 명확하게 전달했어요.
I carefully traced a beautiful design from the old painting to learn advanced drawing techniques.,저는 오래된 그림을 따라 아름다운 디자인을 정밀하게 그려서 더 발전된 그림 기법을 익혔어요.
The detective had to trace the suspect's unusual phone signal across the large sprawling city.,형사는 용의자의 특이한 전화 신호를 넓은 도시 전역에서 추적해야 했어요.
The meticulous detective discovered a faint trace of footprints near the abandoned warehouse door yesterday.,세심한 형사는 어제 버려진 창고 문 근처에서 발자국의 미미한 자취를 발견했어요.
"In the laboratory, the scientists detected a trace of harmful chemicals in the water supply.",실험실에서 과학자들은 물 공급에 해로운 화학물질의 아주 조금의 기미를 발견했어요.
I carefully placed a freshly cleaned tray full of desserts on the dining table tonight.,나는 조심스럽게 깨끗이 씻은 쟁반에 디저트를 가득 담아 식탁 위에 놓았어요.
He learned to twist the metal rod gracefully to create unique artistic sculptures for exhibits.,그는 금속 막대를 비틀어 독특한 예술 조각품을 제작했어요.
The movie presented a surprising twist that completely changed the storyline in the final scenes.	,영화는 마지막 장면에서 예상 밖의 전개가 모든 이야기를 완전히 바꿨어요.
The company leader shared his compelling vision to guide our team toward a clear goal.,회사의 리더는 명시적인 목표를 향해 팀을 이끌기 위한 강력한 비전을 공유했어요.
I used my excellent vision to carefully admire the beautiful artwork in the spacious gallery.,나는 훌륭한 시력을 이용하여 넓은 갤러리에서 아름다운 예술작품을 세심하게 감상했어요.
Her remarkable vision for future business growth consistently allowed her to see hidden opportunities clearly.,그녀의 놀라운 통찰력은 미래의 비즈니스 성장을 예측하며 숨겨진 기회를 명확하게 보게 했어요.
"During the chaotic battle, the soldier concealed a small, but deadly weapon under his arm.",혼란스러운 전투 중 그 병사는 작지만 치명적인 무기를 팔 아래에 숨겼어요.
I will quickly wire all the necessary documents to the international bank system promptly today.,제가 신속하게 필수 서류를 국제 은행 시스템으로 전송할게요.
"After our conversation, I had to wire the necessary funds immediately for my business purchase.",대화 후에 저는 제 사업 구매를 위해 즉시 필요한 자금을 송금했어요.
This old wire carried a strong voltage and needed careful replacement by the diligent electrician.,이 오래된 전선은 강한 전압을 전달해서 근면한 전기공이 신중하게 교체해야 했어요.
The technician used a thin wire to connect the circuit components and secure the system.,기술자가 회로 부품들을 연결하고 시스템을 안전하게 고정하기 위해 가느다란 철사를 사용했어요.
The worker carefully installed the wire fence around the garden's perimeter under the watchful eye.,작업자가 정원의 둘레에 철조망을 신중하게 설치했어요.
"After working diligently for years, she received a well-deserved advance that significantly elevated her position.",수년간 열심히 일한 끝에 그녀는 충분히 의미 있는 승진을 받아서 직위가 크게 향상되었어요.
I dedicated extra effort and commitment to advance in my company	by consistently exceeding expectations.,나는 꾸준히 기대 이상의 성과를 내어	회사에서 승진하기 위해 추가적인 노력을 기울였어요.
"She maintained a steadfast aim in every business venture,	ensuring continuous growth and eventual success.",그녀는 매 사업 기회마다 확고한 목적을 가지고 꾸준히 발전과 성공을 추구했어요.
"In order to achieve great success,	I aim to improve my skills and knowledge continuously.","큰 성공을 이루기 위해,	저는 기술과 지식을 지속적으로 향상시키는 것을 목표로 해요."
"The brave soldiers suddenly decided to attack the enemy camp at midnight, hoping for victory.",용감한 병사들이 갑자기 적 진영을 밤중에 공격하기로 결정해서 승리를 기대했어요.
The army launched a surprise attack at dawn to catch the enemy off guard.,군대는 적을 기습하기 위해 새벽에 갑작스런 공격을 감행했어요.
The average score of the class was calculated after each student completed the final exam.,모든 학생이 기말고사를 본 후에 학급의 평균 점수가 계산되었어요.
The average student in our large school regularly earns moderate grades in every academic subject.,우리 큰 학교의 평균 학생은 모든 학과에서 규칙적으로 보통 수준의 성적을 받고 있어요.
The committee decided to award the talented student with a prestigious honor after the competition.,위원회는 대회가 끝난 후 재능 있는 학생에게 명예로운 상을 수여했어요.
The grand ceremony was held to award the most outstanding student in the university contest.,화려한 시상식에서 대학 대회에서 가장 뛰어난 학생에게 상을 수여했어요.
Using a loyalty program can provide a significant benefit to many regular customers when shopping.,충성도 프로그램을 사용하면 많은 정기 고객들에게 상당한 이득이 있을 수 있어요.
"By attending the special workshop, you can benefit significantly from new knowledge and innovative ideas.",특별 워크숍에 참석하면 새로운 지식과 혁신적인 아이디어에서 상당한 이득을 볼 수 있어요.
"The garden displayed a beautiful, rare bloom,	which filled the air with sweet floral fragrance.",정원의 아름답고 희귀한 꽃이 공기를 달콤한 향기로 가득 채웠어요.
"Each glorious spring, the old cherry trees bloom beautifully in the park, brightening everyone's mood.","각 화창한 봄날, 오래된 벚나무들이 공원에서 아름답게 꽃이 피어 모든 이들의 기분을 환하게 밝혀주어요."
"At the community center, I bowl very carefully each weekend to improve my technique further.",동네 커뮤니티 센터에서 매주 주말마다 아주 신중하게 볼링을 하며 기술을 향상시키려고 노력해요.
"At the local bowling alley, I aimed and rolled the bowl to strike all pins.",지역 볼링장에서 나는 모든 핀을 쓰러뜨리기 위해 볼링공을 정확히 굴렸어요.
The sudden burst of energy	shocked everyone in the quiet hall during the exciting performance.,갑작스러운 한바탕 에너지가	조용한 강당에서 모든 사람을 놀라게 했어요.
"The unexpected guest burst suddenly into the living room during our quiet dinner, startling everyone.",예상치 못한 손님이 조용한 저녁 식사 중 불쑥 거실에 들어와 모두를 놀라게 했어요.
Unexpected loud noises can often cause widespread confusion among the small group of startled onlookers.,예상치 못한 큰 소음은 종종 소수의 놀란 구경꾼들 사이에서 광범위한 혼란을 야기시켜요.
The investigation discovered that neglect was the primary cause of the accident in the factory.,"조사 결과, 방치는 공장 내 사고의 주된 원인임이 밝혀졌어요."
She gracefully accepted the challenge to climb the mountain despite the extremely difficult weather conditions.,그녀는 극도로 어려운 날씨에도 불구하고 산을 오르기 위해 도전을 우아하게 받아들였어요.
She decided to challenge herself by participating in the difficult climbing expedition during the weekend.,그녀는 주말에 어려운 등산 원정에 참여하여 스스로에게 도전하기로 결심했어요.
Her graceful glance and warm personality repeatedly charm all guests during the lively dinner party.,그녀의 우아한 눈길과 따뜻한 성격은 저녁 파티에서 모든 손님들을 반복적으로 매혹해요.
It was hard to resist the charm of the beautiful antique necklace at the exhibition.,전시회에서 아름다운 골동품 목걸이의 매력은 참기 어려웠어요.
I love to chat with close friends over delicious coffee during pleasant quiet afternoons regularly.,"나는 친한 친구들과 함께 맛있는 커피를 즐기며, 쾌적한 오후에 정기적으로 이야기를 나누어요."
"We thoroughly enjoyed a delightful chat over coffee, exchanging interesting fun stories and friendly ideas.","우리는 커피를 마시며 즐거운 잡담을 나누고, 흥미로운 재미있는 이야기를 서로 공유했어요."
The hospital sent a comprehensive claim for the medical expenses to the insurance company promptly.,"병원은 보험사에 의료비 청구서를 신속하게 보냈고, 모든 서류를 꼼꼼하게 준비했어요."
Today I will promptly claim the invoice from the hospital after reviewing my medical bills.,오늘 저는 병원에서 받은 의료비 청구서를 꼼꼼히 검토한 후 즉시 청구할 거예요.
"During the challenging times, I comfort my friend by offering sincere advice and gentle reassurance.",어려운 시기에는 친구에게 진심 어린 조언과 따뜻한 격려로 위로해줬어요.
"After a long, tiring day, his gentle words offered me comfort and revived my spirits.","오랜 힘든 하루가 끝난 후, 그의 다정한 말이 나에게 위로를 주어 기운을 회복하게 해주었어요."
"After a stressful day, the cozy living room provided me with deep comfort and relaxation.","힘든 하루 후에, 아늑한 거실이 제게 깊은 안심과 위안을 제공해줬어요."
"After the tragic accident, the nurse tried to comfort the patient with warm heartfelt words.","비극적인 사고 후, 간호사는 따뜻한 진심어린 말로 환자에게 위로했어요."
A detailed compare of last year's performance with this year's sales figures impressed board members.,"지난해의 실적과 올해의 매출 수치를 자세한 비교 결과, 이사회 구성원들이 깊은 인상을 받았어요."
I often compare various brands of coffee to determine the best flavor for my mornings.,저는 아침마다 최고의 맛을 찾기 위해 다양한 커피 브랜드를 비교해요.
