*중고등1200 교육부 지정 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업,,,,,,,,,,,
voca NO,grade ID,grade NO,WordText,WordMeaning,PoS,품사,image ID,WordID(SoundID),WordSymbol,example_english,example_korean
2152,중2,7,seem,~인 것 같다,1,동사,3393,30536,[siːm],,
2153,중2,7,select,고르다,1,동사,9313,517,[səlékt],,
2154,중2,7,senior,연장자,2,명사,1822,21137,[sí:njər],,
2155,중2,7,senior,(계급/지위) 고위의,3,형용사,313,19051,[sí:njər],,
2156,중2,7,senior,상급의,3,형용사,1822,3035,[sí:njər],,
2157,중2,7,senior,"선배의,선임의",3,형용사,1822,31626,[sí:njər],,
2158,중2,7,senior,노인의,3,형용사,6733,17352,[sí:njər],,
2159,중2,7,several,몇몇의,3,형용사,6960,3854,[sévərəl],,
2160,중2,7,sheep,양,2,명사,2246,3697,[ʃí:p],,
2161,중2,7,shoulder,짊어지다,1,동사,15055,23749,[ʃóuldər],,
2162,중2,7,shoulder,어깨,2,명사,2267,3720,[ʃóuldər],,
2163,중2,7,silver,은,2,명사,2643,4393,[sílvər],,
2164,중2,7,since,"이후로,이래로",6,전치사,2729,4536,[síns],,
2165,중2,7,since,~때문에,7,접속사,2480,20169,[síns],,
2166,중2,7,smooth,고루 잘 섞인,3,형용사,8500,28720,[smuːð],,
2167,중2,7,smooth,매끄러운,3,형용사,10649,1831,[smú:ð],,
2168,중2,7,society,"사회,집단",2,명사,1718,2855,[səsáiəti],,
2169,중2,7,society,사회 계층,2,명사,1718,31560,[səsáiəti],,
2170,중3,8,accept,"받아들이다,영접하다",1,동사,3221,2202,[æksépt],,
2171,중3,8,admire,감탄하다,1,동사,151,197,[ædmáiər],,
2172,중3,8,admire,칭찬하다,1,동사,1242,19819,[ædmáiər],,
2173,중3,8,admire,존경하다,1,동사,9757,17427,[ædmáiər],,
2174,중3,8,admit,인정하다,1,동사,8338,4632,[ædmít],,
2175,중3,8,advantage,"유리한 점,장점",2,명사,2599,4320,[ædvǽntidʒ],,
2176,중3,8,affect,(병이) 침범하다,1,동사,427,24036,[əfékt],,
2177,중3,8,affect,영향을 미치다,1,동사,2410,3979,[əfékt],,
2178,중3,8,afford,(경제적/시간적) 여유가 있다,1,동사,2351,3865,[əfɔ́:rd],,
2179,중3,8,appreciate,감상하다,1,동사,138,19826,[əprí:ʃièit],,
2180,중3,8,appreciate,공감하다,1,동사,357,20716,[əprí:ʃièit],,
2181,중3,8,appreciate,(가치를) 인정하다,1,동사,6504,31210,[əpríːʃièit],,
2182,중3,8,appreciate,"감사하다,진가를 인정하다",1,동사,7815,183,[əprí:ʃièit],,
2183,중3,8,appreciate,이해하다,1,동사,8331,18152,[əprí:ʃièit],,
2184,중3,8,appreciate,가치 상승하다,1,동사,9388,22454,[əpríːʃièit],,
2185,중3,8,appreciate,"알아보다,인정하다",1,동사,12460,17031,[əprí:ʃièit],,
2186,중3,8,argue,논쟁하다,1,동사,7948,1229,[á:rgju:],,
2187,중3,8,argue,주장하다,1,동사,10900,18154,[á:rgju:],,
2188,중3,8,arrange,"마련하다,주선하다",1,동사,2386,17677,[əréindʒ],,
2189,중3,8,arrange,배열하다,1,동사,3063,18155,[əréindʒ],,
2190,중3,8,arrange,정리하다,1,동사,3064,5219,[əréindʒ],,
2191,중3,8,arrange,준비하다,1,동사,9771,19115,[əréindʒ],,
2192,중3,8,arrange,편곡하다,1,동사,13272,26017,[əréindʒ],,
2193,중3,8,assign,할당하다,1,동사,1566,6266,[əsáin],,
2194,중3,8,assign,(기능/가치 등을) 부여하다,1,동사,15805,25203,[əsáin],,
2195,중3,8,attach,붙이다,1,동사,1609,5682,[ətǽʧ],,
2196,중3,8,attach,"붙이다,첨부하다",1,동사,1609,30556,[ətǽʧ],,
2197,중3,8,attach,애착을 가지게 하다,1,동사,10459,19118,[ətǽʧ],,
2198,중3,8,attach,첨부하다,1,동사,13356,20726,[ətǽʧ],,
2199,중3,8,attach,부여하다,1,동사,15805,30561,[ətǽʧ],,
2200,중3,8,attend,수행하다,1,동사,5060,22483,[əténd],,
2201,중3,8,attend,참석하다,1,동사,7159,5784,[əténd],,
2202,중3,8,attend,~에 다니다,1,동사,15806,25204,[əténd],,
2203,중3,8,attract,끌다,1,동사,673,1073,[ətrǽkt],,
2204,중3,8,attract,"유혹하다,끌어당기다",1,동사,673,26142,[ətrǽkt],,
2205,중3,8,awake,깨우다,1,동사,650,1029,[əwéik],,
2206,중3,8,awake,깨어 있는,3,형용사,7408,21455,[əwéik],,
2207,중3,8,battle,"맞서다,해결하다",1,동사,9487,27256,[bǽtl],,
2208,중3,8,battle,전투,2,명사,9487,5010,[bǽtl],,
2209,중3,8,benefit,혜택,2,명사,495,20294,[bénəfit],,
2210,중3,8,benefit,수당,2,명사,7904,20293,[bénəfit],,
2211,중3,8,billion,10억,2,명사,11233,15166,[bíljən],,
2212,중3,8,bomb,폭탄,2,명사,3705,6134,[bάm],,
2213,중3,8,brand,낙인을 찍다,1,동사,5251,30869,[brænd],,
2214,중3,8,brand,"상표,상품",2,명사,1763,2940,[brǽnd],,
2215,중3,8,budget,예산,2,명사,2423,3997,[bʌ́dʒit],,
2216,중3,8,bury,묻다,1,동사,1280,2067,[béri],,
2217,중3,8,calculate,계산하다,1,동사,300,480,[kǽlkjulèit],,
2218,중3,8,calculate,추정하다,1,동사,7801,19150,[kǽlkjulèit],,
2219,중3,8,cast,(표를) 던지다,1,동사,4430,20777,[kǽst],,
2220,중3,8,cast,(시선/미소를) 던지다,1,동사,7700,2286,[kǽst],,
2221,중3,8,cast,캐스팅하다,1,동사,13286,30832,[kæst],,
2222,중3,8,cast,출연자들,2,명사,1411,18235,[kǽst],,
2223,중3,8,cast,깁스(붕대),2,명사,12842,18236,[kǽst],,
2224,중3,8,category,범주,2,명사,8382,2335,[kǽtəgɔ̀:ri],,
2225,중3,8,chop,다지다,1,동사,4525,21488,[ʧάp],,
2226,중3,8,chop,자르다,1,동사,8354,4742,[ʧάp],,
2227,중3,8,comfort,"안락,안주",2,명사,8231,3594,[kʌ́mfərt],,
2228,중3,8,concentrate,집중하다,1,동사,9811,5576,[kánsəntrèit],,
2229,중3,8,concept,"개념,콘셉트",2,명사,177,247,[kάnsept],,
2230,중3,8,concern,영향을 미치다,1,동사,2410,18276,[kənsə́:rn],,
2231,중3,8,concern,관련이 있다,1,동사,9610,20803,[kənsə́:rn],,
2232,중3,8,concern,관심,2,명사,3997,19529,[kənsə́:rn],,
2233,중3,8,concern,(책임/권리가 있는) 일,2,명사,15226,21823,[kənsə́:rn],,
2234,중3,8,crown,왕관,2,명사,2473,4098,[kráun],,
2235,중3,8,delay,"미루다,연기하다",1,동사,2370,3896,[diléi],,
2236,중3,8,delay,"지연,연착",2,명사,14302,30568,[diléi],,
2237,중3,8,demand,요구하다,1,동사,2493,19195,[dimǽnd],,
2238,중3,8,demand,요구,2,명사,2493,4128,[dimǽnd],,
2239,중3,8,demand,수요,2,명사,13368,20826,[dimǽnd],,
2240,중3,8,desire,소망하다,1,동사,9900,17110,[dizáiər],,
2241,중3,8,desire,바라다,1,동사,9900,30836,[dizáiər],,
2242,중3,8,desire,"갈망,욕구",2,명사,9900,4149,[dizáiər],,
2243,중3,8,detect,감지하다,1,동사,4133,20370,[ditékt],,
2244,중3,8,detect,"찾아내다,간파하다",1,동사,8242,156,[ditékt],,
2245,중3,8,dig,파다,1,동사,3643,6034,[díg],,
2246,중3,8,eventually,결국,4,부사,8127,387,[ivénʧuəli],,
2247,중3,8,exchange,교환하다,1,동사,7889,710,[iksʧéindʒ],,
2248,중3,8,exchange,교류,2,명사,4412,20857,[iksʧéindʒ],,
2249,중3,8,exchange,환전,2,명사,5820,24367,[iksʧéindʒ],,
2250,중3,8,exchange,"대화,논쟁",2,명사,10844,22925,[iksʧéindʒ],,
2251,중3,8,expert,전문가,2,명사,9793,4967,[ékspə:rt],,
2252,중3,8,extend,이어지다,1,동사,871,18376,[iksténd],,
2253,중3,8,extend,"늘이다,뻗다",1,동사,1668,2768,[iksténd],,
2254,중3,8,extend,확장하다,1,동사,1668,30598,[iksténd],,
2255,중3,8,extend,(시간을) 연장하다,1,동사,5058,19218,[iksténd],,
2256,중3,8,extend,(혜택이) 연장되다,1,동사,13104,19217,[iksténd],,
2257,중3,8,grab,움켜잡다,1,동사,662,4234,[grǽb],,
2258,중3,8,grab,(바빠서) 잠깐 ~하다,1,동사,1155,20422,[grǽb],,
2259,중3,8,grab,"가로채다,차지하다",1,동사,15449,23062,[grǽb],,
2260,중3,8,industry,산업,2,명사,1729,2870,[índəstri],,
2261,중3,8,industry,근면,2,명사,12017,23180,[índəstri],,
2262,중3,8,influence,영향,2,명사,9632,3975,[ínfluəns],,
2263,중3,8,layer,층,2,명사,3497,5815,[léiər],,
2264,중3,8,locate,정확한 위치를 찾아내다,1,동사,2583,4290,[lóukeit],,
2265,중3,8,locate,위치하다,1,동사,2583,17242,[lóukeit],,
2266,중3,8,measure,(치수/양을) 재다,1,동사,2953,4874,[méʒər],,
2267,중3,8,measure,"평가하다,판단하다",1,동사,3678,22059,[méʒər],,
2268,중3,8,measure,대책,2,명사,6260,22058,[méʒər],,
2269,중3,8,measure,"조치,정책",2,명사,7013,31026,[méʒər],,
2270,중3,8,muscle,근육,2,명사,556,874,[mʌ́sl],,
2271,중3,8,odd,이상한,3,형용사,2739,4552,[άd],,
2272,중3,8,odd,임시의,3,형용사,2810,24802,[άd],,
2273,중3,8,odd,홀수의,3,형용사,6469,19313,[άd],,
2274,중3,8,particular,특정한,3,형용사,3630,17280,[pərtíkjulər],,
2275,중3,8,particular,특별한,3,형용사,8458,6012,[pərtíkjulər],,
2276,중3,8,path,작은 길,2,명사,2896,4796,[pǽθ],,
2277,중3,8,path,"방향,길",2,명사,11793,28459,[pæθ],,
2278,중3,8,process,처리하다,1,동사,2593,18683,[práses],,
2279,중3,8,pure,순수한,3,형용사,4522,3303,[pjúər],,
2280,중3,8,reasonable,합리적인,3,형용사,7946,17315,[rí:zənəbl],,
2281,중3,8,reasonable,"타당한,합리적인",3,형용사,10975,1224,[rí:zənəbl],,
2282,중3,8,refuse,"거부하다,거절하다",1,동사,7816,300,[rifjú:z],,
2283,중3,8,register,기록(부),2,명사,5312,22221,[rédʒistər],,
2284,중3,8,release,방출하다,1,동사,1393,17323,[rilí:s],,
2285,중3,8,release,발표하다,1,동사,1854,19356,[rilí:s],,
2286,중3,8,release,출판하다,1,동사,3481,17324,[rilí:s],,
2287,중3,8,release,해소하다,1,동사,5141,21102,[rilí:s],,
2288,중3,8,release,(감정을) 표출하다,1,동사,13281,23664,[rilíːs],,
2289,중3,8,resource,자원,2,명사,2878,4767,[rí:sɔ:rs],,
2290,중3,8,resource,"재료,자산",2,명사,2956,27328,[ríːsɔːrs],,
2291,중2,7,soil,토양,2,명사,3589,5952,[sɔ́il],,
2292,중2,7,sore,아픈,3,형용사,2174,3577,[sɔ́:r],,
2293,중3,8,specific,구체적인,3,형용사,3632,6016,[spisífik],,
2294,중3,8,specific,고유의,3,형용사,7924,23779,[spisífik],,
2295,중3,8,specific,특정한,3,형용사,10704,17361,[spisífik],,
2296,중2,7,stress,강세를 두다,1,동사,5094,31221,[stres],,
2297,중2,7,stress,강조하다,1,동사,9543,18065,[strés],,
2298,중2,7,stress,"압력,응력",2,명사,2210,31215,[stres],,
2299,중3,8,strike,~에게 강한 인상을 주다,1,동사,151,31625,[stráik],,
2300,중3,8,strike,(생각/아이디어가) 갑자기 떠오르다[들다],1,동사,964,30953,[straik],,
2301,중3,8,strike,(세게) 치다,1,동사,1052,5819,[stráik],,
2302,중3,8,strike,발생하다,1,동사,2812,21643,[stráik],,
2303,중3,8,strike,부딪치다,1,동사,8343,19406,[stráik],,
2304,중3,8,strike,파업,2,명사,7358,25051,[stráik],,
2305,중3,8,structure,구조(물),2,명사,473,754,[strʌ́kʧər],,
2306,중2,7,stuff,채워 넣다,1,동사,751,19766,[stʌ́f],,
2307,중2,7,stuff,물건,2,명사,1283,2071,[stʌf],,
2308,중2,7,succeed,"뒤를 잇다,승계하다",1,동사,1741,26106,[səksí:d],,
2309,중2,7,succeed,성공하다,1,동사,8190,3086,[səksí:d],,
2310,중2,7,such,"너무나~한,그 정도의",3,형용사,7801,30991,[səʧː],,
2311,중2,7,such,"이처럼,대단히",5,대명사,6989,25814,[sətʃ; sʌtʃ],,
2312,중2,7,such,~와 같은,5,대명사,9951,17379,[səʧ; sʌʧ],,
2313,중2,7,such,그러한,5,대명사,14829,833,[sətʃ; sʌtʃ],,
2314,중3,8,sudden,갑작스러운,3,형용사,7820,204,[sʌ́dn],,
2315,중2,7,suggest,제안하다,1,동사,5754,3632,[səgdʒést],,
2316,중2,7,suggest,"시사하다,암시하다",1,동사,6335,31004,[səgdʒést],,
2317,중2,7,surface,수면으로 올라오다,1,동사,8494,31018,[sə́ːrfis],,
2318,중2,7,swallow,삼키다,1,동사,1736,2885,[swálou],,
2319,중2,7,swallow,제비,2,명사,8865,21199,[swálou],,
2320,중2,7,swing,흔들리다,1,동사,520,818,[swíŋ],,
2321,중2,7,swing,휘두르다,1,동사,3500,20640,[swíŋ],,
2322,중2,7,swing,빙 돌리다,1,동사,13228,19767,[swíŋ],,
2323,중2,7,swing,그네,2,명사,14830,21646,[swíŋ],,
2324,중2,7,switch,스위치,2,명사,5283,9739,[swíʧ],,
2325,중2,7,technology,(과학) 기술,2,명사,4214,632,[teknálədʒi],,
2326,중2,7,teenage,10대의,3,형용사,2121,15013,[tí:nèidʒə],,
2327,중3,8,term,"기간,학기",2,명사,577,908,[tə:rm],,
2328,중3,8,term,"용어,학기",2,명사,4401,17392,[tə:rm],,
2329,중3,8,term,"(친한) 사이,관계",2,명사,9829,25098,[təːrm],,
2330,중2,7,thief,도둑,2,명사,937,1488,[θí:f],,
2331,중2,7,though,~이기는 하지만,7,접속사,2720,4525,[ðóu],,
2332,중2,7,thousand,"1000,천",2,명사,3399,5665,[θáuzənd],,
2333,중2,7,tide,"조수,밀물과 썰물",2,명사,3871,6430,[táid],,
2334,중2,7,tidy,"깔끔한,단정한",3,형용사,646,1364,[táidi],,
2335,중2,7,tight,"꽉 끼는,빠듯한",3,형용사,661,1043,[táit],,
2336,중2,7,tight,팽팽한,3,형용사,4571,19422,[táit],,
2337,중2,7,total,합계,2,명사,3798,19082,[tóutl],,
2338,중2,7,total,전부의,3,형용사,3798,4977,[tóutl],,
2339,중2,7,tough,단단한,3,형용사,848,1351,[tʌ́f],,
2340,중2,7,tough,어려운,3,형용사,2279,18098,[tʌf],,
2341,중2,7,tough,강인한,3,형용사,6281,18857,[tʌ́f],,
2342,중2,7,tough,"힘든,어려운",3,형용사,13065,19083,[tʌf],,
2343,중3,8,trade,"거래하다,무역하다",1,동사,1757,18861,[tréid],,
2344,중3,8,trade,무역,2,명사,1757,2030,[tréid],,
2345,중3,8,trade,"일,직업",2,명사,5325,25960,[tréid],,
2346,중2,7,traffic,교통,2,명사,442,707,[trǽfik],,
2347,중3,8,transportation,교통수단,2,명사,2537,17588,[trænspərtéiʃən],,
2348,중3,8,transportation,"운송,교통",2,명사,8206,4219,[trænspərtéiʃən],,
2349,중2,7,tune,조율하다,1,동사,12589,17399,[tjú:n],,
2350,중2,7,tune,곡조,2,명사,350,559,[tjú:n],,
2351,중2,7,tune,"곡,선율",2,명사,350,30628,[tjuːn],,
2352,중2,7,unless,~하지 않는 한,7,접속사,1120,1782,[ənlés],,
2353,중2,7,victim,제물,2,명사,10921,6651,[víktə̀m],,
2354,중2,7,victim,"피해자,희생자",2,명사,10921,31143,[víktim],,
2355,중2,7,victim,피해자,2,명사,13067,19095,[víktə̀m],,
2356,중2,7,volume,음량,2,명사,1755,17598,[váljù:m],,
2357,중2,7,volume,용량,2,명사,1978,5645,[válju:m],,
2358,중2,7,volume,부피,2,명사,1978,31522,[válju:m],,
2359,중2,7,volume,(책 등의) 권,2,명사,6524,18904,[válju:m],,
2360,중2,7,warn,경고하다,1,동사,273,435,[wɔ́:rn],,
2361,중2,7,wheel,"물레,바퀴",2,명사,1340,2158,[hwí:l],,
2362,중2,7,wheel,차,2,명사,3365,30552,[hwiːl],,
2363,중2,7,whether,~인지 아닌지,7,접속사,2793,4637,[wéðər],,
2364,중2,7,whisper,속삭이다,1,동사,1928,3190,[hwíspər],,
2365,중2,7,whistle,휘파람을 불다,1,동사,3975,6606,[hwísl],,
2366,중2,7,whistle,호루라기,2,명사,13068,19097,[hwísl],,
2367,중2,7,wipe,닦다,1,동사,842,1343,[wáip],,
2368,중2,7,wipe,솜,2,명사,1949,28809,[waip],,
2369,중2,7,within,이내에,6,전치사,7461,15121,[wiθín; wiðín],,
2370,중2,7,worth,가치,2,명사,109,133,[wə́:rθ],,
2371,중2,7,worth,~의 가치가 있는,3,형용사,109,31224,[wəːrθ],,
2372,중2,7,worth,~할 가치가 있는,3,형용사,9858,25853,[wə́:rθ],,
2373,중2,7,wound,감정을 상하게 하다,1,동사,8129,28911,[wuːndː],,
2374,중2,7,wound,상처,2,명사,8256,2934,[wú:nd],,
2375,중2,7,yell,외치다,1,동사,2489,4125,[jél],,
2376,중3,8,climate,기후,2,명사,631,996,[kláimit],,
2377,중3,8,combine,결합하다,1,동사,9301,422,[kəmbáin],,
2378,중3,8,communication,전달,2,명사,1473,4957,[kəmjù:nəkéiʃən],,
2379,중3,8,communication,의사 소통,2,명사,3003,17084,[kəmjù:nəkéiʃən],,
2380,중3,8,communication,통신,2,명사,4398,26144,[kəmjù:nəkéiʃən],,
2381,중3,8,consider,"고려하다,감안하다",1,동사,322,514,[kənsídər],,
2382,중3,8,consider,여기다,1,동사,2638,17452,[kənsídər],,
2383,중3,8,consumer,소비자,2,명사,1903,3158,[kənsú:mər],,
2384,중3,8,contract,수축하다,1,동사,1194,26003,[kάntrækt],,
2385,중3,8,contract,(질병에) 걸리다,1,동사,14343,19175,[kəntrǽkt],,
2386,중3,8,contract,(근육을) 수축하다,1,동사,15881,25443,[kəntrǽkt],,
2387,중3,8,contract,계약(서),2,명사,302,486,[kάntrækt],,
2388,중3,8,countryside,시골 지역,2,명사,9566,14436,[kʌ́ntrisàid],,
2389,중3,8,crawl,"(엎드려) 기다,기어가다",1,동사,612,965,[krɔ́:l],,
2390,중3,8,crisp,바삭바삭한,3,형용사,1336,6814,[krísp],,
2391,중3,8,deal,다루다,1,동사,7233,17106,[dí:l],,
2392,중3,8,deal,"일,것",2,명사,444,27392,[diːl],,
2393,중3,8,describe,묘사하다,1,동사,1225,1981,[diskráib],,
2394,중3,8,description,묘사,2,명사,1225,1980,[diskrípʃən],,
2395,중3,8,diet,"식습관,다이어트",2,명사,840,1340,[dáiət],,
2396,중3,8,diet,음식,2,명사,2672,19923,[dáiət],,
2397,중3,8,dirt,"흙,먼지",2,명사,11999,16251,[də́:rt],,
2398,중3,8,disadvantage,불리한 점,2,명사,4504,404,[dìsədvǽntidʒ],,
2399,중3,8,disease,병,2,명사,10991,2387,[dizí:z],,
2400,중3,8,display,(증상 등이) 나타나다,1,동사,2387,19926,[displéi],,
2401,중3,8,display,"드러냄,표시",2,명사,1206,30936,[displéi],,
2402,중3,8,display,감정 표현,2,명사,5192,18333,[displéi],,
2403,중3,8,distance,거리,2,명사,198,289,[dístəns],,
2404,중3,8,economy,경제,2,명사,289,460,[ikànəmi],,
2405,중3,8,educate,교육하다,1,동사,7796,699,[édʒukèit],,
2406,중3,8,effective,"효과적인,유효한",3,형용사,8511,6578,[iféktiv],,
2407,중3,8,effective,유능한,3,형용사,12708,19942,[iféktiv],,
2408,중3,8,evidence,"증거,근거",2,명사,8041,5406,[évədəns],,
2409,중3,8,exact,"강요하다,요구하다",1,동사,9273,22923,[igzǽkt],,
2410,중3,8,exact,정확한,3,형용사,9738,5121,[igzǽkt],,
2411,중3,8,faith,믿음,2,명사,1322,2125,[féiθ],,
2412,중3,8,faith,종교,2,명사,3173,22962,[féiθ],,
2413,중3,8,flag,"축 늘어지다,시들다",1,동사,8570,8280,[flǽg],,
2414,중3,8,flag,깃발,2,명사,12306,16649,[flǽg],,
2415,중3,8,flag,국기,2,명사,16474,27373,[flæg],,
2416,중3,8,fog,안개,2,명사,2180,3588,[fɔ́:g],,
2417,중3,8,fortunate,운이 좋은,3,형용사,841,14549,[fɔ́:rʧənət],,
2418,중3,8,forward,전달하다,1,동사,3004,19581,[fɔ́:wərd],,
2419,중3,8,forward,앞으로,4,부사,2216,3648,[fɔ́:rwərd],,
2420,중3,8,furniture,가구,2,명사,55,56,[fə́:rniʧər],,
2421,중3,8,garage,차고,2,명사,3367,5604,[gərá:dʒ],,
2422,중3,8,general,장군,2,명사,2928,4838,[dʒénərəl],,
2423,중3,8,general,포괄적인,3,형용사,3692,27181,[dʒénərəl],,
2424,중3,8,general,일반적인,3,형용사,9699,17167,[dʒénərəl],,
2425,중3,8,hesitate,망설이다,1,동사,1133,1820,[hézətèit],,
2426,중3,8,hire,고용하다,1,동사,340,542,[háiər],,
2427,중3,8,identify,"확인하다,인지하다",1,동사,997,4695,[aidéntəfài],,
2428,중3,8,identify,밝혀내다,1,동사,8419,20000,[aidéntəfài],,
2429,중3,8,identify,"찾다,발견하다",1,동사,8419,27240,[aidéntəfài],,
2430,중3,8,ignore,무시하다,1,동사,1232,2022,[ignɔ́:r],,
2431,중3,8,ill,병든,2,명사,3332,2389,[íl],,
2432,중3,8,impress,깊은 인상을 주다,1,동사,137,3815,[imprés],,
2433,중3,8,impress,감동시키다,1,동사,3998,19630,[imprés],,
2434,중3,8,income,소득,2,명사,7904,3145,[ínkʌm],,
2435,중3,8,indeed,정말로,4,부사,3066,5071,[indí:d],,
2436,중3,8,independent,"자립적인,독립의",3,형용사,957,1516,[ìndipéndənt],,
2437,중3,8,injure,상처를 입히다,1,동사,9609,3817,[índʒər],,
2438,중3,8,injure,부상을 입다,1,동사,9609,17213,[índʒə̀r],,
2439,중3,8,intend,"하려 하다,작정이다",1,동사,8482,6274,[inténd],,
2440,중3,8,investigate,조사하다,1,동사,3143,5198,[invéstəgèit],,
2441,중3,8,investigate,"조사하다,살피다",1,동사,3143,29720,[invéstəgèit],,
2442,중3,8,involve,"수반하다,포함하다",1,동사,1969,6123,[inválv],,
2443,중3,8,involve,"참여시키다,관련시키다",1,동사,16104,18513,[inválv],,
2444,중3,8,justice,사법,2,명사,1441,20477,[dʒʌ́stis],,
2445,중3,8,justice,정의,2,명사,3080,5094,[dʒʌ́stis],,
2446,중3,8,lawn,잔디,2,명사,2899,4799,[lɔ́:n],,
2447,중3,8,majority,대부분,2,명사,4024,6684,[mədʒɔ́:rəti],,
2448,중3,8,majority,다수,2,명사,4024,30722,[mədʒɔ́ːrəti],,
2449,중3,8,military,"군사,군대",2,명사,486,30597,[mílitèri],,
2450,중3,8,military,군대의,3,형용사,486,770,[mílitèri],,
2451,중3,8,mood,"기분,분위기",2,명사,605,952,[mú:d],,
2452,중3,8,moreover,게다가,4,부사,7839,354,[mɔ:róuvər],,
2453,중3,8,motion,"동작,움직임",2,명사,2546,4233,[móuʃən],,
2454,중3,8,motion,"발의안,제안",2,명사,10689,24761,[móuʃən],,
2455,중3,8,native,"본국의,원주민의",3,형용사,480,2470,[néitiv],,
2456,중3,8,native,원주민의,3,형용사,3592,18603,[néitiv],,
2457,중3,8,occasion,야기하다,1,동사,2229,24801,[əkéiʒən],,
2458,중3,8,occasion,(특정한) 때,2,명사,1051,1669,[əkéiʒən],,
2459,중3,8,occasion,경우,2,명사,7080,19312,[əkéiʒən],,
2460,중3,8,occasion,행사,2,명사,8582,21030,[əkéiʒən],,
2461,중3,8,occasion,"원인,이유",2,명사,15896,25474,[əkéiʒən],,
2462,중3,8,officer,"장교,경찰관",2,명사,3817,589,[ɔ́:fisər],,
2463,중3,8,pan,혹평하다,1,동사,1620,8557,[pǽn],,
2464,중3,8,pan,냄비,2,명사,12656,17636,[pǽn],,
2465,중3,8,panic,"겁먹다,두려워하다",1,동사,7880,25747,[pǽnik],,
2466,중3,8,panic,갑작스러운 공포,2,명사,7880,205,[pǽnik],,
2467,중3,8,panic,"공황적인,당황한",3,형용사,3888,25295,[pǽnik],,
2468,중3,8,pepper,후추,2,명사,3967,6592,[pépər],,
2469,중3,8,pepper,"고추,피망",2,명사,11452,28315,[pépər],,
2470,중3,8,plenty,풍부,2,명사,8475,6160,[plénti],,
2471,중3,8,pollute,더럽히다,1,동사,920,1464,[pəlú:t],,
2472,중3,8,privacy,사생활,2,명사,1697,2820,[práivəsi],,
2473,중3,8,proper,특유의,3,형용사,7154,23584,[prάpər],,
2474,중3,8,proper,"적절한,올바른",3,형용사,8373,4943,[prάpər],,
2475,중3,8,quality,품질,2,명사,3331,5550,[kwáləti],,
2476,중3,8,quality,"특성,덕목",2,명사,3631,25921,[kwáləti],,
2477,중3,8,quality,"품질,자질,능력",2,명사,7956,30567,[kwάləti],,
2478,중3,8,quality,고급의,3,형용사,11967,27375,[kwάləti],,
2479,중3,8,quarter,4분의1,2,명사,44,44,[kwɔ́:rtər],,
2480,중3,8,quarter,"지구,구역",2,명사,2059,20116,[kwɔ́:rtər],,
2481,중3,8,range,다양하다,1,동사,4020,31200,[reindʒ],,
2482,중3,8,range,산맥,2,명사,6824,25425,[réindʒ],,
2483,중3,8,range,범위,2,명사,9494,2330,[réindʒ],,
2484,중3,8,rare,드문,3,형용사,1028,1632,[rέər],,
2485,중3,8,rare,(고기를)살짝 익힌,3,형용사,14923,31326,[rέər],,
2486,중3,8,rate,등급을 매기다,1,동사,1038,18711,[réit],,
2487,중3,8,rate,평가하다,1,동사,8467,27214,[reit],,
2488,중3,8,rate,비율,2,명사,1639,2711,[réit],,
2489,중3,8,rate,속도,2,명사,1926,19038,[réit],,
2490,중3,8,rate,요금,2,명사,10889,22205,[réit],,
2491,중3,8,rather,오히려,4,부사,2453,4052,[rǽðər],,
2492,중3,8,rather,다소,4,부사,3134,17530,[rǽðər],,
2493,중3,8,rather,"꽤,상당히",4,부사,6665,25767,[rǽðər],,
2494,중3,8,relate,관련되다,1,동사,2745,4558,[riléit],,
2495,중3,8,relate,관련 시키다,1,동사,2745,17321,[riléit],,
2496,중3,8,rent,"집세,방세",2,명사,5827,3137,[rént],,
2497,중3,8,risk,~할 위험에 처하다,1,동사,2585,30868,[risk],,
2498,중3,8,risk,위험,2,명사,2585,4295,[rísk],,
2499,중3,8,rocket,로켓,2,명사,1090,1732,[rákit],,
2500,중3,8,roof,지붕,2,명사,5300,9759,[rú:f],,
2501,중3,8,row,배를 젓다,1,동사,6653,22243,[róu],,
2502,중3,8,row,"행,가로줄",2,명사,1054,5334,[róu],,
2503,중3,8,rub,문지르다,1,동사,1628,2694,[rʌ́b],,
2504,중3,8,ruin,손상시키다,1,동사,4371,31196,[rúːin],,
2505,중3,8,ruin,망치다,1,동사,6273,18004,[rú:in],,
2506,중3,8,ruin,"붕괴,파멸",2,명사,3646,6037,[rú:in],,
2507,중3,8,scratch,"긁다,긁적이다",1,동사,68,25922,[skrǽʧ],,
2508,중3,8,scratch,할퀴다,1,동사,3794,6276,[skrǽʧ],,
2509,중3,8,scratch,긁힌 자국,2,명사,3794,20592,[skrǽʧ],,
2510,중3,8,settle,(편하게)앉히다,1,동사,2191,31263,[sétl],,
2511,중3,8,settle,해결하다,1,동사,3815,6312,[sétl],,
2512,중3,8,settle,결제하다,1,동사,4093,23742,[sétl],,
2513,중3,8,settle,자리를 잡다,1,동사,6346,17356,[sétl],,
2514,중3,8,settle,안주하다,1,동사,13422,21142,[sétl],,
2515,중3,8,shade,감추다,1,동사,1280,23743,[ʃéid],,
2516,중3,8,shade,그늘,2,명사,525,823,[ʃéid],,
2517,중3,8,shade,명암,2,명사,4784,18761,[ʃéid],,
