textbook ID,레슨,단어,품사,PoS,뜻,예문,예문 해석
906,4,experience,"명사, 동사",#N/A,"경험, 경험하다",One of my best experiences in Seoul was eating the market snacks.,서울에서 나의 가장 멋진 경험 중 하나는 시장 음식을 먹는 것이었다.
906,2,extra,형용사,3,극심하게,The weather in the desert area was extremely hot.,사막 지역의 날씨는 극심하게 더웠다.
906,1,faraway,형용사,3,멀리 떨어진,The princess came from a faraway country.,공주는 먼 나라에서 왔다.
906,2,female,형용사,3,"여성의, 암컷의",There are more female members in my family.,우리 가족에는 여성 구성원이 더 많다.
906,6,fill,동사,1,채우다,Clara filled her cup with water.,Clara는 그녀의 컵에 물을 채웠다.
906,4,fishing pole,명사,2,낚싯대,"If your fishing pole is too long, change it to fish better.","만약 당신의 낚싯대가 너무 길다면, 낚시를 더 잘하기 위해 바꾸세요."
906,7,flat,형용사,3,"납작한, 평평한",Pita is a kind of flat bread people in Turkey and Greece usually enjoy.,피타는 터키와 그리스 사람들이 주로 즐기는 납작한 빵의 한 종류이다.
906,4,floating market,명사,2,수상 시장,"When I go to Thailand, I love visiting floating markets.",나는 태국에 가면 수상 시장에 방문하는 것을 좋아한다.
906,3,focus,동사,1,집중하다,Focus on what you have to do first.,당신이 먼저 해야 할 일에 집중하라.
906,3,for a good reason,숙어/관용어,9,합당한 이유로,The lifeguards are here for a good reason. The water is deep.,안전 요원은 합당한 이유로 이곳에 있는 것이다. 수심이 깊다.
906,6,forest,명사,2,숲,There are many different flowers in the forest in spring.,봄에는 그 숲에 다양한 꽃이 많이 있다.
906,8,found,동사,1,설립하다,The hospital was founded to treat children who need special care.,그 병원은 특별한 진료가 필요한 어린이들을 치료하기 위해 설립되었다.
906,7,get hurt,숙어/관용어,9,다치다,She got hurt during a soccer game.,그녀는 축구 경기 중에 다쳤다.
906,3,gloomy,형용사,3,"침울한, 음울한",Everybody sometimes feels gloomy for no reason.,누구나 가끔씩 아무 이유 없이 우울해질 때가 있다.
906,8,go after,숙어/관용어,9,"~을 추구하다, 얻기 위해 노력하다","Go after the job you really want, and you’ll become the person you want to be.",정말 원하는 일을 좇으면 너는 네가 되고 싶은 사람이 될 것이다.
906,8,go by,숙어/관용어,9,"지나가다, 흐르다","As time went by, the leaves of the tree turned red.","시간이 지남에 따라, 나뭇잎이 빨갛게 변했다."
906,1,good fortune,명사,2,행운,I was jealous of my cousin’s good fortune.,나는 사촌의 행운을 질투했다.
906,4,good luck,명사,2,행운,Mom gave me her ring for good luck.,엄마는 행운을 위해 나에게 자신의 반지를 주셨다.
906,1,goods,명사,2,"상품, 물품",You can buy goods at lower prices at this store.,이 상점에서 여러분은 저렴한 가격으로 상품을 구매할 수 있다.
906,5,government,명사,2,"정부, 정권",The government tries to solve many social problems.,정부는 많은 사회 문제를 해결하려고 노력한다.
906,3,graduate from,동사,1,~을 졸업하다,My cousin graduated from university last spring.,내 사촌은 지난봄에 대학을 졸업했다.
906,5,graduation,명사,2,졸업,She plans to study abroad after graduation.,그녀는 졸업 후 외국에서 공부할 계획이다.
906,6,grassland,명사,2,"풀밭, 초지",Several horses are running on the grassland.,말 몇 마리가 풀밭을 뛰어다니고 있다.
906,6,graze,동사,1,풀을 뜯다,Lots of sheep are grazing on the field.,많은 양들이 들판에서 풀을 뜯고 있다.
906,5,hang out with,동사,1,~와 시간을 보내다,Teens like to hang out with their friends.,십 대들은 친구들과 어울리는 것을 좋아한다.
906,2,hardly,부사,4,거의 ~ 않다,The math problem was so difficult that I could hardly solve it.,그 수학 문제는 너무 어려워서 나는 거의 풀 수가 없다.
906,5,harsh,형용사,3,"가혹한, 혹독한",Animals had to endure a harsh winter.,동물들은 혹독한 겨울을 견뎌야 했다.
906,7,have ~ in common,숙어/관용어,9,공통적으로 가지다,My twin sister and I have lots of things in common.,쌍둥이 언니와 나는 많은 것들을 공통으로 가지고 있다.
906,5,hometown,명사,2,고향,He visits his hometown every fourth Sunday of the month.,그는 매달 네 번째 일요일마다 고향을 방문한다.
906,4,house,동사,1,"살 곳을 주다, 거처를 제공하다","The museum houses over 250,000 works of art.","그 박물관은 250,000점이 넘는 작품을 소장하고 있다."
906,4,imaginable,형용사,3,상상할 수 있는,The bakery sells every imaginable kind of cake.,그 빵집은 상상할 수 있는 온갖 종류의 케이크를 판매한다.
906,8,impatient,형용사,3,"참지 못하는, 짜증 난","The longer they waited, the more impatient they became.",그들은 오래 기다릴수록 더 짜증이 났다.
906,5,in a hurry,숙어/관용어,9,"서둘러, 급히",She ate toast in a hurry and went out.,그녀는 서둘러 토스트를 먹고 나갔다.
906,7,in harmony with,숙어/관용어,9,~와 조화를 이루어,We should live in harmony with nature.,우리는 자연과 조화를 이루며 살아야 한다.
906,6,in secret,숙어/관용어,9,"몰래, 비밀리에",The boy slipped out of his room in secret.,소년은 방에서 몰래 빠져나왔다.
906,6,in the middle of,숙어/관용어,9,~의 가운데에,There is a large park in the middle of the city.,그 도시의 한 가운데에 큰 공원이 있다.
906,8,include,동사,1,포함하다,The price of all sandwiches in our store includes a drink.,우리 가게에서 판매하는 모든 샌드위치의 가격은 음료수를 포함한다.
906,2,including,전치사,6,~을 포함하여,"Write down your personal information, including your phone number and e-mail address.",전화번호와 전자 우편 주소를 포함한 개인 정보를 쓰세요.
906,5,independence,명사,2,독립,"The U.S. gained independence from the UK on July 4, 1776.",미국은 1776년 7월 4일에 영국으로부터 독립을 얻어 냈다.
906,2,insect,명사,2,곤충,The book is famous for dealing with the lives of insects.,그 책은 곤충의 생활을 다룬 것으로 유명하다.
906,1,jealous,형용사,3,질투하는,She is always jealous of her younger brother’s good grades.,그녀는 늘 남동생의 좋은 성적을 질투한다.
906,1,jewel,명사,2,보석,The chest was full of expensive jewels.,상자는 값비싼 보석들로 가득했다.
906,3,leave ~ behind,"동사,숙어/관용어",#N/A,~을 남겨 두고 잊다,"At the bus stop, Jessie noticed she left her purse behind.",버스 정류장에서 Jessie는 지갑을 두고 왔다는 것을 알았다.
906,6,lesson,명사,2,교훈,Tim learned a valuable lesson from the book.,Tim은 그 책에서 소중한 교훈을 배웠다.
906,6,lie,동사,1,"놓여 있다, 있다",The town lies by the river.,마을은 강가에 있다.
906,5,literary,형용사,3,"문학의, 문학적인",His poem was published in a literary magazine.,그의 시는 한 문학잡지에 실렸다.
906,5,literature,명사,2,문학,William Shakespeare is an important person in the history of English literature.,윌리엄 셰익스피어는 영문학의 역사에서 중요한 인물이다.
906,4,local,형용사,3,"현지의, 지역의",I love to shop and eat at local markets when I travel.,나는 여행할 때 현지 시장에서 물건을 사고 먹는 것을 좋아한다.
906,7,locate,동사,1,~의 위치를 찾아내다,The app helps you locate your child.,이 앱은 당신의 아이의 위치를 찾아내도록 도와준다.
906,5,loneliness,명사,#REF!,"외로움, 고독",The greedy man will suffer from loneliness in the end.,탐욕스러운 그 남자는 결국에는 외로움 때문에 고통 받을 것이다.
906,5,longing,명사,#REF!,"동경, 갈망",She expressed her longing for success in her talk show.,그녀는 토크 쇼에서 성공을 향한 자신의 갈망을 드러냈다.
906,6,luckily,부사,#REF!,운 좋게,"Luckily, Sam found an empty seat on the bus.",운 좋게도 Sam은 버스에서 빈자리를 발견했다.
906,2,lung,명사,#REF!,폐,We take air into our lungs when we breathe.,우리는 숨을 쉴 때 폐로 공기를 들이마신다.
906,8,mailbox,명사,2,우편함,"He checked his mailbox daily, hoping for a letter from his daughter.",그는 딸의 편지를 기다리며 매일 우편함을 확인했다.
906,8,main,형용사,3,"주요한, 중요한",He read the paragraph over and over to catch the main idea.,그는 요지를 파악하기 위해 그 문단을 반복해서 읽었다.
906,2,male,형용사,3,"남성의, 수컷의",Male peacocks have much more beautiful feathers than female ones.,수컷 공작이 암컷보다 훨씬 화려한 깃털을 가지고 있다.
906,3,matter,동사,1,"중요하다, 문제가 되다",Age does not matter. It is all in the mind.,나이는 중요하지 않다. 모든 것은 마음에 달려 있다.
906,1,merchant,명사,2,상인,He once was a merchant of fruit and vegetables at the market.,그는 한때 시장에서 과일과 채소를 파는 상인이었다.
906,3,method,명사,2,"방법, 방식",My grandma has a special method of keeping in shape.,나의 할머니에게는 건강을 유지하는 특별한 방법이 있다.
906,8,miss,동사,1,"놓치다, 지나치다","The player ran as fast as he could, but he missed the ball.","그 선수는 가능한 한 빨리 달렸지만, 공을 놓쳤다."
906,4,mostly,부사,4,"주로, 대부분",Babies mostly sleep during the day.,아기들은 낮 동안에 대개 잠을 잔다.
906,7,name after,동사,1,~을 따서 이름 짓다,Paul was named after his father.,Paul이라는 이름은 그의 아버지에게서 따온 것이다.
906,4,natural,형용사,3,"천연의, 자연스러운","Like water, sunlight is a natural resource.",물처럼 햇빛 역시 천연자원이다.
906,8,not ~ anymore,숙어/관용어,9,더 이상 ~ 않다,"She used to live in a big city, but she doesn’t live there anymore.",예전에 그녀는 큰 도시에서 살았지만 더 이상 그곳에 살지 않는다.
906,6,notice,동사,1,"알아채다, 주목하다",Ken noticed his wallet was missing.,Ken은 지갑이 없어진 것을 알아챘다.
906,7,occur,동사,1,"일어나다, 발생하다",The car accident occurred in the middle of the road.,도로 한복판에서 차 사고가 발생했다.
906,2,one another,명사,2,서로,The ants helped one another to carry the heavy leaf.,그 개미들은 무거운 나뭇잎을 나르게 위해 서로 도왔다.
906,8,opportunity,명사,2,기회,Traveling provided him with many opportunities to meet people from around the world.,여행은 그에게 전 세계의 사람들을 만나는 많은 기회를 제공했다.
906,8,over and over,숙어/관용어,9,반복해서,She practiced the dance over and over until it was perfect.,그녀는 완벽해질 때까지 그 춤을 반복해서 연습했다.
906,7,overnight,부사,4,하룻밤 사이에,The traveler is looking for a place to stay overnight.,그 여행객은 하룻밤 묵을 곳을 찾고 있다.
906,1,pack,동사,1,(짐을) 싸다,I am packing to go camping over the weekend.,나는 주말에 캠핑을 가기 위해 짐을 싸고 있다.
906,1,palace,명사,2,궁전,A palace is a place where the royal family lives.,궁전은 왕족이 사는 곳이다.
906,2,pass on,숙어/관용어,9,전달하다,She got a cold virus and passed it on to her sister.,그녀는 감기 바이러스에 감염되었고 그것을 여동생에게 옮겼다.
906,3,patient,형용사,3,참을성 있는,Guide dogs must be patient and faithful to their masters.,안내견은 참을성이 있어야 하고 주인에게 충직해야 한다.
906,7,planet,명사,2,행성,There may be life on other planets.,다른 행성에 생명체가 있을 수도 있다.
906,6,plenty,형용사,3,풍부한 양,There are plenty of eggs in the fridge.,냉장고에 달걀이 아주 많다.
906,5,poem,명사,2,(한 편의) 시,Several of his poems have only two lines.,그의 몇몇 시에는 단 두 행만 있다.
906,5,poet,명사,2,시인,William Shakespeare was a poet as well as a playwright.,윌리엄 셰익스피어는 극작가이자 시인이었다.
906,5,poetry,명사,2,시,Poetry has rhythm like music.,시에는 음악처럼 리듬이 있다.
906,6,population,명사,2,"인구, 개체 수",The population in large cities increases every year.,대도시의 인구는 매년 증가한다.
906,3,positive,형용사,3,"긍정적인, 낙관적인",She always tries to be positive and cheer up people around her.,그녀는 항상 긍정적이고 주변 사람들의 기운을 붇돋우기 위해 노력한다.
906,1,present,동사,1,"바치다, 주다",The mayor presented a prize to the police officer.,시장은 경찰관에게 상을 주었다.
906,7,prevent,동사,1,"막다, 예방하다","If you want to prevent car accidents, do not use your phone while driving.",차 사고를 예방하고 싶다면 운전 중에는 전화기를 사용하지 마세요.
906,1,priceless,형용사,3,"값을 매길 수 없는, 귀중한",Picasso’s paintings are priceless.,피카소의 그림들은 값을 매길 수 없이 귀중하다.
906,2,produce,동사,1,(새끼를) 낳다,My grandfather raises a chicken that produces blue eggs.,할아버지는 푸른 달걀을 낳는 닭을 키우신다.
906,5,publication,명사,2,"출판, 발행",He’s looking forward to the publication of his son’s picture book.,그는 아들의 그림책이 출판되기를 고대하고 있다.
906,5,publish,동사,1,출판하다,His poetry book was first published in 2014.,그의 시집은 2014년에 처음 출판되었다.
906,1,puzzled,형용사,3,"어리둥절한, 당황한",The old lady looked puzzled when she heard the news.,소식을 들었을 때 노부인은 어리둥절해 보였다.
906,5,rare,형용사,3,희귀한,The zoo was congratulated on the birth of a rare white tiger.,동물원을 희귀한 백호의 탄생을 축하받았다.
906,1,rat,명사,2,쥐,A lot of people are against the use of rats in scientific experiments.,많은 사람들이 과학 실험에 쥐를 사용하는 것에 반대한다.
906,8,read,동사,1,~라고 적혀 있다,The sign on the bench read “Wet Paint.”,벤치에 있는 표지판은 “페인트 칠 주의”라고 적혀 있었다.
906,1,realize,동사,1,깨닫다,The girl realized that she is better at math than other students.,소녀는 자신이 다른 학생들보다 수학에 더 뛰어나다는 것을 깨달았다.
906,8,regret,동사,1,후회하다,"If you don’t exercise regularly, you might live to regret it.","규칙적으로 운동하지 않으면, 여러분은 그것을 후회하면서 살지도 모른다."
906,3,relieve,동사,1,"덜다, 완화하다",Oliver can relieve his back pain by stretching.,Oliver는 스트레칭 하면서 등 통증을 완화할 수 있다.
906,5,remain,동사,1,남아 있다,My grandfather remained a farmer for the rest of his life.,우리 할아버지는 여생 동안 농부로 남아 있었다.
906,1,repay,명사,2,갚다,"He borrowed a lot of money from the bank, and it took many years to repay the loan.","그는 은행에서 많은 돈을 빌렸고, 그 대출을 갚는 데 수년이 걸렸다."
906,2,resident,명사,2,거주자,The residents of the building have dinner together every Friday.,그 건물의 거주자들은 매주 금요일에 저녁을 함께 먹는다.
906,6,resource,명사,2,자원,Some countries are rich in natural resources.,몇몇 나라들은 천연자원이 풍부하다.
906,8,rest,명사,2,나머지,I’m full. I’d like to leave the rest of the cake for tomorrow.,나는 배가 불러. 남은 케이크는 내일을 위해 남겨 두고 싶어.
906,7,ring,명사,2,"고리, 반지",The children sat in a ring around their teacher.,어린이들은 선생님 주변에 원형으로 둘러앉았다.
906,2,rub,동사,1,문지르다,"I felt cold, so I rubbed my hands together.",나는 추워서 두 손을 비볐다.
906,1,run away,동사,1,도망가다,People are running away from the volcano.,사람들이 화산으로부터 도망치고 있다.
906,3,scary,형용사,3,무서운,The book was so scary that I couldn’t sleep well for days.,그 책이 너무 무서워서 나는 며칠 동안 잠을 푹 잘 수 없었다.
906,7,scenery,명사,2,경치,She stopped her car to enjoy the beautiful scenery.,그녀는 아름다운 경치를 즐기기 위해 차를 세웠다.
906,3,scream,동사,1,"비명을 지르다, 소리치다",A bike hit a tree and people nearby screamed.,"자전거가 나무를 들이받았고, 가까이에 있던 사람들은 소리를 질렀다."
906,4,sea level,명사,2,해수면,"Because the sea level is rising, polar bears are losing their homes.",해수면이 상승하고 있어서 북극곰들은 그들의 집을 잃고 있다.
906,3,seem,동사,1,~처럼 보이다,"It doesn’t seem to be raining, bus let’s opne the window and check.","비가 오는 것처럼 보이지는 않지만, 창문을 열어 확인해 보자."
906,2,sensitive,형용사,3,"민감한, 예민한",She is sensitive to pollen in the air.,그녀는 공기 중의 꽃가루에 예민하다.
906,8,serious,형용사,3,"심각한, 진지한","Recently, air pollution has become the most serious environmental problem to be solved.",최근에 대기 오염은 해결해야 할 가장 심각한 환경 문제가 되었다.
906,1,servant,명사,2,하인,The queen was very kind to all her servants.,여왕은 모든 하인들에게 무척 친절했다.
906,4,ship,동사,1,"운송하다, 실어 나르다","Because of the bad weather, your item was shipped a week later.",기상 악화로 인해 당신의 물건은 일주일 늦게 운송되었다.
906,3,situation,명사,2,"상황, 처지",We should not give up just because we are in a bad situation.,단지 우리가 나쁜 상황에 부닥쳤다고 해서 포기해서는 안 된다.
906,2,social,형용사,3,사회적인,Elephants are social animals. They work together to raise their babies.,코끼리는 사회적인 동물이다. 그들은 협력해서 새끼를 키운다.
906,2,society,명사,2,사회,We need to help the poorer members of our society.,우리는 사회의 더 가난한 구성원을 도울 필요가 있다.
906,7,solar system,명사,2,태양계,There are eight planets in our solar system.,우리 태양계에는 8개의 행성이 있다.
906,1,speechless,형용사,3,말문이 막힌,The surprising news left all the people in the room speechless.,그 놀라운 소식이 방 안에 있던 모든 사람의 말문을 막히게 했다.
906,3,stay free from,숙어/관용어,9,~으로부터 벗어나다,Swimming helps me stay free from stress.,수영은 내가 스트레스로부터 벗어나는 데 도움이 된다.
906,2,stomach,명사,2,위,Cows have four stomachs while human beings have one.,인간은 위가 한 개인 반면 소는 위가 네 개다.
906,7,sudden,형용사,3,갑작스러운,He canceled the trip because of his sudden illness.,그는 갑작스러운 병 때문에 여행을 취소했다.
906,3,suggest,동사,1,제안하다,The waiter suggested a new dish to us.,그 종업원은 우리에게 새로운 요리를 제안했다.
906,8,suit,명사,2,정장,My father always wore a suit and tie to work.,나의 아버지는 항상 정장과 넥타이 차림으로 출근하셨다.
906,1,support,동사,1,"부양하다, 지지하다",The man supports his family by fixing computers.,그 남자는 컴퓨터를 수리해서 가족을 부양한다.
906,4,symbol,명사,2,"상징, 기호",The green cross is the symbol of a hospital.,녹색 십자가는 병원을 상징한다.
906,5,take part in,숙어/관용어,9,~에 참가하다,I took part in the 10 km marathon.,나는 10 km 마라톤에 참가했다.
906,3,take time out,숙어/관용어,9,(하던 일을 멈추고) 시간을 내다,She didn’t take any time out for lunch.,그녀는 점심 식사에 시간을 내지 못했다.
906,7,threaten,동사,1,위협하다,The thief threatened the shopkeeper and stole cash.,도둑은 가게 주인을 위협해서 현금을 훔쳤다.
906,3,tidy,형용사,3,"깔끔한, 단정한",Jane always keeps her desk tidy.,Jane은 그녀의 책상을 항상 깔끔하게 정리해 둔다.
906,6,tip,명사,2,조언,Hajin got some tips on the project from a friend.,하진이는 한 친구로부터 과제에 대한 조언을 들었다.
906,6,to make matters worse,숙어/관용어,9,엎친 데 덮친 격으로,"Leo was late for school. To make matters worse, he left his report at home.","Leo는 학교에 지각했다. 엎친 데 덮친 격으로, 그는 과제를 집에 두고 왔다."
906,1,tool,명사,2,도구,Can monkeys use tools just like humans?,원숭이가 인간들처럼 도구를 사용할 수 있나요?
906,4,tourist,명사,2,관광객,Namsan Tower is one of Seoul’s most famous tourist attractions.,남산 타워는 서울에서 가장 유명한 관광지 중 하나이다.
906,1,trade,"명사, 동사",#N/A,"교역, 교역하다",Korea traded with many countries around the world.,한국은 세계의 많은 나라들과 교역을 한다.
906,4,tradition,명사,2,전통,"After a graduation ceremony, Americans throw their hats in the air by tradition.",졸업식이 끝나면 미국인들은 전통적으로 그들의 모자를 공중에 던진다.
906,4,transportation,명사,2,"운송, 교통",The subway is usually the best transportation in big cities.,대도시에서 보통은 지하철이 최적의 교통수단이다.
906,5,treatment,명사,2,"대우, 처리",I want fair treatment.,나는 공평한 대우를 원한다.
906,8,tryout,명사,2,"심사, 테스트",My sister has tryouts for the school soccer team today.,내 여동생은 오늘 학교 축구팀 심사를 받는다.
906,2,underwater,부사,4,수중에서,The children love to swim underwater and look for fish.,아이들은 물속에서 헤엄치며 물고기 찾는 것을 좋아한다.
906,1,valuable,형용사,3,"귀중한, 소중한",The teddy bear is the most valuable thing to my little brother.,그 곰 인형은 내 남동생에게는 가장 소중한 물건이다.
906,6,value,"동사, 명사",#N/A,"소중히 여기다, 가치",What my father values the most is his family.,내 아버지가 가장 소중히 여기는 것은 가족이다.
906,6,village,명사,2,마을,There is a small village in the country.,시골에 한 작은 마을이 있다.
906,6,villager,명사,2,마을 사람,The villagers wanted to build a community center there.,마을 사람들은 그곳에 주민 센터를 짓고 싶어 했다.
906,7,volcano,명사,2,화산,Volcanoes are major tourist attractions in the region.,화산은 그 지역에 있는 주요 관광 명소이다.
906,7,volume,명사,2,"부피, 용적",Which of these bottles has the greater volume?,이 병들 중에서 어떤 것의 부피가 더 크니?
906,2,weigh,동사,1,무게가 나가다,I weigh 10 kilograms more than I did last year.,나는 작년보다 몸무게가 10킬로그램 더 나간다.
906,2,weight,명사,2,무게,The average weight of a cat is 5 kilograms.,고양이의 평균 체중은 5킬로그램이다.
906,4,whether,접속사,7,~인지 아닌지,He asked whether I’ll eat my cake.,그는 케이크를 먹을 것인지 내게 물어보았다.
906,1,whisper,동사,1,속삭이다,"My mother often whispers in my ear, “I love you.”",어머니는 내게 “난 널 사랑해”라고 자주 귓속말을 하신다.
906,4,wholesale,형용사,3,도매의,The wholesale price of fruit is much cheaper.,과일의 도매가는 훨씬 더 저렴하다.
906,1,wise,형용사,3,현명한,A wise person never gets into trouble.,현명한 사람은 결코 곤경에 빠지지 않는다.
906,4,wonder,"동사, 명사",#N/A,궁금하다,I wonder where my hat is.,나는 내 모자가 어디에 있는지 궁금하다.
906,3,work,동사,1,효과가 있다,The medication did not work for me.,그 약은 나에게 효과가 없다.
906,8,worth,형용사,3,~할 가치가 있는,The writer’s novel is worth reading over and over again.,그 작가의 소설은 여러 번 읽을 가치가 있다.
906,1,worthless,형용사,3,쓸모없는,They threw away worthless things to make room for the new furniture.,그들은 새 가구를 들여놓을 공간을 마련하려고 쓸모없는 물건들을 버렸다.
907,4,ability,명사,2,능력,You should increase your ability to get in this school.,너는 이 학교에 입학하기 위해 능력을 길러야 한다.
907,8,above,전치사,6,…보다 위에,His picture was placed on the shelf above the desk.,그의 사진은 책상 위쪽의 선반 위에 놓여져 있었다.
907,3,accept,동사,1,받아들이다,The workers at this company didn’t accept any gifts from customers.,이 회사의 직원들은 고객들로부터 어떠한 선물도 받지 않았다.
907,6,actually,부사,4,실제로,"I looked happy, but I was actually sad.","나는 즐거워 보였지만, 실제로는 슬펐다."
907,5,ad,명사,2,광고,Many ads were shown before the movie.,영화 시작 전에 많은 광고가 보여 졌다.
907,2,admit,동사,1,인정하다,The boy admitted that it was his fault.,그 남자아이는 그것이 그의 잘못이라고 인정했다.
907,4,against,전치사,6,"…에 반대하여, 맞서",Are you against their opinion?,너는 그들의 의견에 반대하는 입장이니?
907,4,allow,동사,1,허락하다,The girl’s mother allowed her to watch TV on weekends.,그 여자아이의 어머니는 아이가 주말마다 TV 보는 것을 허락했다.
907,7,appear,동사,1,"나타나다, …인 것 같다",The moon appeared in the sky.,하늘에 달이 떴다.
907,8,approach,동사,1,다가가다,The couple approached the woman to ask her a question.,그 커플은 그 여자에게 질문하기 위해 다가갔다.
907,7,area,명사,2,"지역, 구역",Have you ever visited the area before?,너는 그 지역에 가본 적이 있니?
907,8,army,명사,2,군대,My brother joined the army last year.,우리 오빠는 작년에 군대에 입대했다.
907,6,artwork,명사,2,공예품,The people are looking at the artwork in the museum.,그 사람들은 박물관에서 미술품을 관람하고 있다.
907,2,assign,동사,1,"맡기다, 배정하다",Our teacher assigns math homework every day.,우리 선생님은 매일 수학 숙제를 내주신다.
907,7,attack,동사,1,공격하다,The hungry bear attacked the man in the forest.,배고픈 곰은 숲속에 있던 남자를 공격했다.
907,4,audition,명사,2,오디션,The actors went to the audition for the movie.,그 배우들은 영화 오디션에 참가했다.
907,1,available,형용사,3,"구할 수 있는, 이용할 수 있는",The T-shirt wasn’t available in my size.,그 티셔츠는 나에게 맞는 사이즈가 없었다.
907,3,award,"명사, 동사",#N/A,상; 수여하다,The boy received an award for giving the best speech at the contest.,그 남자아이는 대회에서 말하기를 가장 잘해 상을 받았다.
907,2,awful,형용사,3,"끔찍한, 지독한",The rotten food smelled awful.,그 상한 음식에서 지독한 냄새가 났다.
907,7,background,명사,2,배경,The word is written in white on a blue background.,그 단어는 파란 배경에 흰 글씨로 쓰여 있다.
907,3,backward,형용사,3,"뒤의, 뒷걸음질하는",Who is that man wearing a backward baseball cap?,야구 모자를 거꾸로 쓰고 있는 저 남자는 누구니?
907,8,bark,동사,1,(개가) 짖다,The dog barked when the young child touched it.,그 어린아이가 개를 만지자 개가 짖었다.
907,7,base,동사,1,…에 토대를 두다,Your grade will be based on the final exam.,성적은 기말시험을 기준으로 할 것이다.
907,5,battery,명사,2,건전지,That means that the battery needs to be changed.,그것은 건전지가 교환될 필요가 있다는 것을 의미합니다.
907,5,battle,명사,2,"전쟁, 전투",They won the battle.,그들은 전투에서 승리했다.
907,2,bean,명사,2,콩,My mother often makes rice mixed with beans.,우리 엄마는 자주 콩을 섞어서 밥을 지으신다.
907,2,bet,동사,1,"…이 틀림없다, 확신하다","Kevin is always late, so I bet that he will be late today.","Kevin은 항상 늦어서, 그는 오늘도 틀림없이 지각할 것이다."
907,7,bit,명사,2,"조금, 약간",My dad puts only a bit of sugar in his coffee.,우리 아빠는 아주 적은 양의 설탕을 커피에 넣는다.
907,4,board,명사,2,"(판자같이 생긴) 판, 칠판",Mr. Kim wrote the students’ names on the board.,김 선생님은 칠판에 학생들의 이름을 적었다.
907,3,bomb,명사,2,폭탄,Everyone went underground before the bomb went off.,폭탄이 터지기 전에 모두가 지하로 내려갔다.
907,6,bookmark,명사,2,책갈피,"Thanks to his bookmark, the boy knew which page to start reading.","그의 책갈피 덕분에, 그 남자아이는 어느 페이지에서부터 읽어야 할지 알았다."
907,6,bookstore,명사,2,서점,She went to the bookstore to buy some novels.,그녀는 소설책 몇 권을 사기 위해 서점에 갔다.
907,5,border,명사,2,"국경, 경계",We have to stop at the border and show our passports.,우리는 국경에서 멈춰서 여권을 보여 주어야 한다.
907,3,brain,명사,2,"뇌, 두뇌",Solving difficult problems is one way to exercise your brain.,어려운 문제를 푸는 것은 너의 뇌를 훈련시키는 한 가지 방법이다.
907,5,burn,동사,1,태우다,What are you burning in there?,너 거기서 뭘 태우고 있니?
907,4,career,명사,2,"직업, 직장 생활",He started his career as an English teacher.,그는 영어 선생님으로 직장 생활을 시작했다.
907,2,cart,명사,2,손수레,The girl pushed the cart around the supermarket.,그 여자아이는 슈퍼마켓 주변을 카트를 끌고 다녔다.
907,3,certainly,부사,4,"의식, 식",All the parents watched the graduation ceremony.,모든 부모님들이 졸업식을 지켜봤다.
907,1,chance,명사,2,"기회, 가능성",We didn’t have a chance to see the movie.,우리는 그 영화를 볼 기회가 없었다.
907,6,cheerful,형용사,3,"유쾌한, 기분 좋은",The cheerful boy is always smiling and laughing.,"그 유쾌한 남자아이는 항상 미소 짓고, 소리 내서 웃는다."
907,5,chimney,명사,2,굴뚝,Do you have a chimney in your house?,당신의 집에는 굴뚝이 있나요?
907,4,choice,명사,2,선택,Do you have another choice?,다른 대안이 있나요?
907,7,clown,명사,2,광대,The clown tried to cheer up the sick children.,광대는 아픈 아이들의 기운을 북돋아 주기 위해 노력했다.
907,4,colored,형용사,3,"색깔이 있는, 유색 인종의",We need some colored paper to make birthday cards.,우리는 생일 카드를 만들기 위해 몇 장의 색지가 필요하다.
907,7,complete,형용사,3,"완벽한, 완전한",My teacher got upset because my homework wasn’t complete.,선생님은 내가 숙제를 다 끝내지 않아 매우 화가 나셨다.
907,6,connect,동사,1,연결하다,He knows how to connect the camera to the computer.,그는 카메라를 컴퓨터에 연결하는 방법을 알고 있다.
907,1,conversation,명사,2,대화,I can’t hear their conversation because they are talking quietly.,그들이 조용히 얘기 중이어서 나는 그들의 대화를 들을 수 없다.
907,4,courage,명사,2,용기,It takes courage to say that you made a mistake.,자신이 실수했다고 말하는 데에는 용기가 필요하다.
907,7,critically,부사,4,비판적으로,The workers must think critically to solve problems.,직원들은 문제를 해결하기 위해 비판적으로 사고해야 한다.
907,1,cupboard,명사,2,찬장,She put all the clean dishes into the cupboard.,그녀는 깨끗한 접시들을 모두 찬장에 넣었다.
907,5,curious,형용사,3,궁금한,The child was very curious about the strange animal.,아이는 그 이상한 동물에 대해 매우 궁금해 했다.
907,5,dead,형용사,3,"죽은, 쓸모없는",The woman was so surprised to see the dead insects by the window.,여자는 그 창문 옆에서 죽은 곤충들을 보고 너무 놀랐다.
907,1,deliver,동사,1,"배달하다, 전달하다",The man delivers boxes to our home every day.,그 남자는 매일 우리 집에 택배를 배달한다.
907,4,disappointed,형용사,3,"실망한, 낙담한",She was disappointed when her boyfriend forgot her birthday.,그녀는 남자친구가 그녀의 생일을 잊어버리자 실망했다.
907,5,discover,동사,1,발견하다,He discovered the island while he was sailing.,그는 항해 중에 그 섬을 발견했다.
