*중고등1200 교육부 지정 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업,,,,,,,
voca NO,WordText,WordMeaning,PoS,품사,image ID,WordID(SoundID),WordSymbol
1317,meal,식사,2,명사,2076,3402,[mí:l]
1318,mean,의미하다,1,동사,6955,4483,[mí:n]
1319,mean,의도하다,1,동사,9860,28933,[miːn]
1320,mean,수단,2,명사,13170,27282,[miːn]
1321,mean,산술 평균,2,명사,16373,28878,[miːn]
1322,mean,"심술궂은,짓궂은",3,형용사,445,25725,[mí:n]
1323,mean,비열한,3,형용사,7890,9769,[mí:n]
1324,melt,녹다,1,동사,765,1219,[mélt]
1325,mention,"언급하다,말하다",1,동사,8027,1811,[ménʃən]
1326,menu,메뉴,2,명사,6278,14727,[ménju:]
1327,message,"메시지,소식",2,명사,1909,3166,[mésidʒ]
1328,minute,(시간 단위) ~분,2,명사,1564,2566,[mínit]
1329,minute,순간,2,명사,1999,19671,[mínit]
1330,minute,의사록,2,명사,5312,9779,[mínit]
1331,minute,미세한,3,형용사,2166,21002,[mainjút]
1332,mirror,(사물/형체를) 비추다,1,동사,8087,21567,[mírər]
1333,mirror,반영시키다,1,동사,15820,25288,[mírər]
1334,mission,임무,2,명사,2831,4692,[míʃən]
1335,mix,섞다,1,동사,8500,3021,[míks]
1336,mix,"혼합물,섞은 것",2,명사,3890,25936,[míks]
1337,moment,"순간,때",2,명사,1999,3298,[móumənt]
1338,mount,(산에) 오르다,1,동사,1723,2862,[máunt]
1339,mount,"(수량/정도가) 높아지다,늘다",1,동사,3372,30929,[maunt]
1340,mount,올라타다,1,동사,7565,25964,[máunt]
1341,mount,서서히 증가하다,1,동사,8491,24763,[máunt]
1342,mud,진흙,2,명사,4974,14747,[mʌ́d]
1343,museum,박물관,2,명사,1341,2160,[mju:zí:əm]
1344,mushroom,급성장하다,1,동사,566,23371,[mʌ́ʃruːm]
1345,mushroom,버섯,2,명사,8791,13631,[mʌ́ʃru:m]
1346,mystery,신비,2,명사,1582,3428,[místəri]
1347,mystery,수수께끼,2,명사,8207,18601,[místəri]
1348,mystery,추리소설,2,명사,16246,31638,[místəri]
1349,nail,못을 박다,1,동사,10027,26118,[néil]
1350,nail,"손톱,못",2,명사,10875,3212,[néil]
1351,nail,못,2,명사,14848,19680,[néil]
1352,narrow,좁히다,1,동사,7337,22078,[nǽrou]
1353,narrow,좁은,3,형용사,3169,5251,[nǽrou]
1354,narrow,간신히 된,3,형용사,3169,9780,[nǽrou]
1355,nervous,긴장하는,3,형용사,633,28331,[nə́ːrvəs]
1356,nervous,신경의,3,형용사,2082,23384,[nə́ːrvəs]
1357,nervous,"불안해하는,초조한,긴장되는",3,형용사,11007,3411,[nə́:rvəs]
1358,net,그물,2,명사,547,852,[nét]
1359,net,(돈의 액수) 순,3,형용사,14872,17264,[nét]
1360,noise,시끄러운 소리,2,명사,2042,3357,[nɔ́iz]
1361,noon,정오,2,명사,3077,5091,[nú:n]
1362,nut,견과,2,명사,11413,15346,[nʌ́t]
1363,object,반대하다,1,동사,11885,22088,[àbdʒíkt]
1364,object,"물건,물체,목표",2,명사,1219,2072,[ábdʒekt; ábdʒikt]
1365,object,목표,2,명사,1219,23406,[ábdʒekt; ábdʒikt]
1366,object,"목적,물체",2,명사,13170,31169,[άbdʒikt]
1367,obvious,분명한,3,형용사,8042,2581,[ə́bviəs]
1368,ocean,대양,2,명사,900,1436,[óuʃən]
1369,opinion,"의견,생각",2,명사,2683,4463,[əpínjən]
1370,order,(사회적) 질서,2,명사,15737,24829,[ɔ́ːrdər]
1371,other,다른,5,대명사,10632,1321,[ʌ́ðər]
1372,pair,"연결하다,짝짓다",1,동사,3780,30902,[pεər]
1373,palace,"궁전,왕궁",2,명사,494,782,[pǽlis]
1374,parade,보여주다,1,동사,9529,19320,[pəréid]
1375,parade,"행렬,행진",2,명사,3832,6343,[pəréid]
1376,past,과거,2,명사,8329,28376,[pæst]
1377,past,과거의,3,형용사,8329,620,[pǽst]
1378,peaceful,평화로운,3,형용사,3689,6108,[pí:sfəl]
1379,perfect,완벽하게 하다,1,동사,10792,26035,[pə́:rfikt]
1380,perfect,완전한,3,형용사,2469,4087,[pə́:rfikt]
1381,perfect,"완벽한,완전한",3,형용사,2469,19327,[pə́:rfikt]
1382,perhaps,아마,4,부사,2152,3543,[pərhǽps]
1383,person,사람,2,명사,1688,2798,[pə́:rsn]
1384,pet,쓰다듬다,1,동사,6763,21588,[pét]
1385,pet,애완동물,2,명사,2224,3659,[pét]
1386,physical,"물리학의,물리적인",3,형용사,1291,25301,[fízikəl]
1387,physical,육체의,3,형용사,2630,4374,[fízikəl]
1388,physical,신체적인,3,형용사,2630,30736,[fízikəl]
1389,pie,파이,2,명사,8109,14814,[pái]
1390,piece,"작품,조각",2,명사,5797,20092,[pí:s]
1391,piece,"조각,일부분",2,명사,8109,5173,[pí:s]
1392,piece,한 개,2,명사,9510,21592,[pí:s]
1393,pin,고정시키다,1,동사,344,18663,[pín]
1394,pin,고정하다,1,동사,1262,30812,[pin]
1395,pin,핀,2,명사,5273,9729,[pín]
1396,plane,평면,2,명사,1643,2724,[pléin]
1397,plane,비행기,2,명사,1644,21594,[pléin]
1398,plant,공장,2,명사,382,22166,[plǽnt]
1399,plant,식물,2,명사,2074,3400,[plǽnt]
1400,plate,접시,2,명사,3054,5055,[pléit]
1401,plate,"(금속으로 된)판,판금",2,명사,9090,30585,[pleit]
1402,pocket,호주머니,2,명사,3883,6443,[pákit]
1403,poem,시,2,명사,2052,3345,[póuəm]
1404,poet,시인,2,명사,2055,3373,[póʊət]
1405,polar,극지의,3,형용사,4987,14830,[póulər]
1406,pole,기둥,2,명사,593,22168,[póul]
1407,pole,막대기,2,명사,1111,1762,[póul]
1408,pole,(지구의) 극,2,명사,12658,17640,[póul]
1409,polite,공손한,3,형용사,7875,594,[pəláit]
1410,pool,수영장,2,명사,1976,3260,[pú:l]
1411,pool,"웅덩이,연못",2,명사,2374,25978,[pú:l]
1412,pool,포켓볼,2,명사,13329,20557,[pú:l]
1413,pop,(생각 등이) 불현듯 떠오르다,1,동사,964,31006,[pap]
1414,pop,펑 하고 터지다,1,동사,4071,19334,[páp]
1415,pop,대중음악,2,명사,12425,16938,[páp]
1416,pop,대중적인,3,형용사,906,1445,[páp]
1417,popular,대중적인,3,형용사,906,17292,[pápjulər]
1418,popular,"인기 있는,유명한",3,형용사,10823,4604,[pápjulər]
1419,pork,돼지고기,2,명사,5523,14835,[pɔ́:rk]
1420,possible,가능한,3,형용사,9247,71,[pásəbl]
1421,post,"게시하다,올리다,(인터넷 토론망에 올리는)글",1,동사,237,16939,[póust]
1422,post,우편(물),2,명사,8297,4200,[póust]
1423,post,기둥,2,명사,12319,20098,[póust]
1424,poster,포스터,2,명사,3696,6116,[póustər]
1425,pot,"항아리,그릇,단지",2,명사,3811,6304,[pát]
1426,pot,"냄비,그릇,주전자",2,명사,12659,17641,[pát]
1427,pour,"따르다,붓다",1,동사,1606,2660,[pɔ́:r]
1428,pour,(많은 돈/시간/힘 등을) 쏟아 붓다,1,동사,8270,26094,[pɔ́:r]
1429,pour,"마구 쏟아지다,퍼붓다",1,동사,10767,26127,[pɔ́:r]
1430,powder,가루,2,명사,71,84,[páudər]
1431,prepare,준비하다,1,동사,3220,5331,[pripέər]
1432,press,압박하다,1,동사,2211,29163,[prés]
1433,press,언론,2,명사,10101,13697,[prés]
1434,price,값을 매기다,1,동사,16176,25762,[práis]
1435,price,값,2,명사,9255,207,[práis]
1436,pride,"자부심,자존심",2,명사,2859,4776,[práid]
1437,prize,소중히 여기다,1,동사,2168,23565,[práiz]
1438,prize,상,2,명사,1742,2891,[práiz]
1439,produce,"생산하다,만들어내다",1,동사,1793,2991,[prədú:s]
1440,produce,제작하다,1,동사,12709,25763,[prədú:s]
1441,produce,생산물,2,명사,1765,18685,[prάdu:s]
1442,produce,농산물,2,명사,1995,30947,[prədjúːs]
1443,protect,"보호하다,지키다",1,동사,10663,2446,[prətékt]
1444,proud,"거만한,자랑하는",3,형용사,9709,4738,[práud]
1445,proud,"자랑스러워하는,자랑스러운",3,형용사,9709,18693,[práud]
1446,pull,"(근육 등을) 삐다,접지르다",1,동사,1673,24924,[púl]
1447,pull,잡아당기다,1,동사,2920,4828,[púl]
1448,pull,끌다,1,동사,10782,25764,[púl]
1449,punch,주먹으로 치다,1,동사,12951,18697,[pʌnʧ]
1450,punch,구멍 뚫는 기구,2,명사,10467,14144,[pʌ́nʧ]
1451,purple,"자주색,보라색",2,명사,2884,4778,[pə́:rpl]
1452,puzzle,생각해내다,1,동사,9413,23616,[pʌ́zl]
1453,puzzle,혼란스럽게 하다,1,동사,10108,17310,[pʌ̀zl]
1454,puzzle,"수수께끼,퍼즐",2,명사,8207,3252,[pʌ́zl]
1455,puzzle,곤란,2,명사,9917,23615,[pʌ́zl]
1456,quit,그만두다,1,동사,545,850,[kwít]
1457,rainbow,무지개,2,명사,5291,9747,[réinbòu]
1458,raise,"올리다,일으키다",1,동사,1034,4059,[réiz]
1459,raise,일으키다,1,동사,1034,31014,[reiz]
1460,raise,모금하다,1,동사,1191,31005,[reiz]
1461,raise,"기르다,재배하다",1,동사,5378,25312,[réiz]
1462,raise,돈을 모으다,1,동사,7952,18707,[réiz]
1463,raise,(의문/문제 등을) 제기하다,1,동사,9471,22202,[réiz]
1464,raise,키우다,1,동사,9603,18708,[réiz]
1465,raise,(물가/급여 등의) 인상,2,명사,15132,25487,[réiz]
1466,reach,내밀다,1,동사,1933,19732,[ri:ʧ]
1467,reach,~에 이르다,1,동사,7225,1513,[rí:ʧ]
1468,reach,연락하다,1,동사,13741,17643,[rí:ʧ]
1469,real,"진짜의,실제의",3,형용사,3861,25768,[rí:əl]
1470,real,진실의,3,형용사,8162,5524,[rí:əl]
1471,reason,추론하다,1,동사,3468,27330,[ríːzn]
1472,reason,결론을 내리다,1,동사,9383,21091,[rí:zn]
1473,reason,이유,2,명사,2754,4567,[rí:zn]
1474,reason,"이성,판단력",2,명사,8356,18713,[rí:zn]
1475,receive,"받다,받아들이다",1,동사,5440,2201,[risí:v]
1476,receive,접견하다,1,동사,6660,23638,[risíːv]
1477,recommend,"추천하다,권장하다",1,동사,3465,5755,[rèkəménd]
1478,record,"기록하다,기록",1,동사,9356,27223,[rikɔ́ːrd]
1479,record,음반,2,명사,2675,25770,[rέkərd; rikɔ́:rd]
1480,record,"경력,이력",2,명사,3303,22216,[rέkərd]
1481,relax,"휴식을 취하다,긴장을 풀다",1,동사,5502,1304,[rilǽks]
1482,relax,"긴장을 풀다,편하게 쉬다",1,동사,9894,21608,[rilǽks]
1483,reply,"답장,대답",2,명사,5366,25944,[riplái]
1484,report,보고하다,1,동사,1473,2392,[ripɔ́:rt]
1485,report,"발표하다,보도하다",1,동사,1473,25943,[ripɔ́:rt]
1486,report,보고서,2,명사,14308,17534,[ripɔ́:rt]
1487,respond,반응하다,1,동사,2679,19044,[rispánd]
1488,respond,대답하다,1,동사,8320,1409,[rispánd]
1489,responsible,책임이 있는,3,형용사,8339,5652,[rispánsəbl]
1490,result,결과,2,명사,7843,382,[rizʌ́lt]
1491,review,검토하다,1,동사,2948,18735,[rivjú:]
1492,review,다시 조사하다,1,동사,3143,18736,[rivjú:]
1493,review,후기,2,명사,12628,17538,[rivjú:]
1494,review,서평,2,명사,16177,25776,[rivjú:]
1495,rice,쌀,2,명사,2129,3505,[ráis]
1496,ride,놀이기구,2,명사,11455,19741,[ráid]
1497,rise,증가,2,명사,3257,19046,[ráiz]
1498,role,역할,2,명사,9620,3884,[róul]
1499,root,뿌리,2,명사,1671,2772,[rú:t]
1500,rope,밧줄,2,명사,1378,2235,[róup]
1501,rough,"거친,거센",2,명사,4228,23707,[rʌ́f]
1502,rough,"힘든,고된",3,형용사,4010,21612,[rʌ́f]
1503,rough,힘든,3,형용사,4010,30971,[rʌf]
1504,rough,거친,3,형용사,4228,27250,[rʌf]
1505,rough,대충한,3,형용사,10766,313,[rʌ́f]
1506,round,둥근,2,명사,1018,1618,[ráund]
1507,round,(일의) 한 차례,2,명사,12664,27331,[raund]
1508,royal,왕실의,3,형용사,2475,4100,[rɔ́iəl]
1509,rude,"무례한,거친",3,형용사,8058,2004,[rú:d]
1510,sauce,(요리) 소스,2,명사,11853,16105,[sɔ́:s]
1511,scene,장면,2,명사,2932,4845,[sí:n]
1512,scene,경관,2,명사,3722,18752,[sí:n]
1513,scene,현장,2,명사,14846,31082,[siːn]
1514,schedule,일정을 잡다,1,동사,7394,25786,[skédʒu(:)l]
1515,schedule,일정(표),2,명사,10998,4018,[skédʒu(:)l]
1516,screen,(영화로) 상영되다,1,동사,2413,23730,[skríːn]
1517,screen,심사하다,1,동사,15296,22251,[skrí:n]
1518,screen,"스크린,칸막이",2,명사,2116,3487,[skrí:n]
1519,screen,화면,2,명사,5465,19049,[skri:n]
1520,search,찾다,1,동사,9805,18011,[sə́:rʧ]
1521,seat,앉히다,1,동사,2191,28931,[siːt]
1522,seat,좌석,2,명사,3181,5267,[sí:t]
1523,seat,"소재지,중심지",2,명사,3244,30808,[siːt]
1524,secret,"비밀,비결,신비",2,명사,7912,2691,[sí:krit]
1525,secret,"비결,비법",2,명사,13205,29141,[sí:krit]
1526,seed,"씨,씨앗",2,명사,2141,3530,[sí:d]
1527,sense,알아채다,1,동사,9386,17353,[séns]
1528,sense,"감각,느낌",2,명사,7812,170,[séns]
1529,sentence,판결을 내리다,1,동사,11051,20595,[séntəns]
1530,sentence,판결을 내리다,1,동사,11051,21138,[séntəns]
1531,sentence,문장,2,명사,1273,2055,[séntəns]
1532,sentence,선고,2,명사,11051,30644,[séntəns]
1533,sentence,형벌,2,명사,15376,25003,[séntəns]
1534,series,"연속(물),시리즈",2,명사,2376,3906,[síəri:z]
1535,serious,진지한,3,형용사,3325,5538,[síəriəs]
1536,serious,"심각한,진지한",3,형용사,6933,19381,[síəriəs]
1537,sew,꿰매다,1,동사,3849,1060,[sóu]
1538,sew,바느질 하다,1,동사,5718,18760,[sou]
1539,shake,악수하다,1,동사,2178,17556,[ʃéik]
1540,shake,떨리다,1,동사,10757,30591,[ʃeik]
1541,shape,형성하다,1,동사,3639,20602,[ʃéip]
1542,shape,~모양으로 만들다,1,동사,8046,28723,[ʃeip]
1543,shape,상태,2,명사,3428,31000,[ʃeip]
1544,shape,"모양,상태",2,명사,8046,1932,[ʃéip]
1545,share,"나누다,지분",1,동사,678,1086,[ʃέər]
1546,share,"공유하다,나누다",1,동사,678,19748,[ʃέər]
1547,share,(남에게) 말하다,1,동사,9995,31391,[ʃέər]
1548,share,점유율,2,명사,15267,31246,[ʃεər]
1549,sharp,정각,2,명사,9564,31056,[ʃaːrp]
1550,sharp,날카로운,3,형용사,713,1136,[ʃá:rp]
1551,sharp,"영리한,약삭빠른",3,형용사,8201,20158,[ʃá:rp]
1552,sharp,급격히,4,부사,566,22268,[ʃá:rp]
1553,sheet,시트,2,명사,2066,3390,[ʃí:t]
1554,sheet,얇은 층,2,명사,6525,31016,[ʃiːt]
1555,shelf,"책꽂이,선반",2,명사,1821,3032,[ʃélf]
1556,shine,윤을 내다,1,동사,2632,20604,[ʃáin]
1557,shine,빛나다,1,동사,3448,2749,[ʃáin]
1558,shoot,사격하다,1,동사,1676,2780,[ʃú:t]
1559,shoot,촬영하다,1,동사,12709,18767,[ʃú:t]
1560,shoot,(공을) 차다,1,동사,14016,21621,[ʃú:t]
1561,shout,"외치다,소리치다",1,동사,2489,4123,[ʃáut]
1562,shower,"쏟아 붓다,~ 세례를 퍼붓다",1,동사,4149,30602,[ʃáuər]
1563,shower,소나기,2,명사,1889,3142,[ʃáuər]
1564,shower,샤워,2,명사,5636,17358,[ʃáuər]
1565,sign,서명하다,1,동사,303,19386,[sáin]
1566,sign,징조,2,명사,3350,18769,[sáin]
1567,sign,손짓,2,명사,5859,19750,[sáin]
1568,sign,표시판,2,명사,6781,31153,[sain]
1569,sign,"기호,표시(판)",2,명사,8324,992,[sáin]
1570,sign,신호,2,명사,8324,31112,[sain]
1571,sign,"표시(판),징조",2,명사,12635,17561,[sáin]
1572,silly,어리석은,3,형용사,8251,3746,[síli]
1573,simple,"간단한,소박한",3,형용사,7805,146,[símpl]
1574,single,싱글 앨범,2,명사,16181,25798,[síŋgl]
1575,single,단 하나의,3,형용사,10855,1369,[síŋgl]
1576,site,"현장,부지",2,명사,215,2553,[sáit]
1577,site,(인터넷) 사이트,2,명사,2564,25929,[sáit]
1578,site,"사이트,장소",2,명사,2564,28398,[sait]
1579,skill,"솜씨,기술",2,명사,1997,3219,[skíl]
1580,skill,"기술,기량",2,명사,7921,19388,[skíl]
1581,slide,미끄러지다,1,동사,1296,2090,[sláid]
1582,slide,미끄럼틀,2,명사,10096,13692,[sláid]
1583,smart,똑똑한,3,형용사,3272,1875,[smá:rt]
1584,snack,"간단한 식사,간식",2,명사,5612,14930,[snǽk]
1585,snake,구불구불 가다,1,동사,4551,26029,[snéik]
1586,snake,뱀,2,명사,1424,2305,[snéik]
1587,social,"사회의,사회적인",3,형용사,9538,2856,[sóuʃəl]
1588,solid,단단한,3,형용사,848,21627,[sálid]
1589,solid,확고한,3,형용사,6474,20174,[sálid]
1590,solve,풀다,1,동사,3719,6154,[sɔ́:lv]
1591,solve,(문제/곤경을) 해결하다,1,동사,6240,19058,[sɔ́:lv]
1592,soon,곧,4,부사,352,562,[sú:n]
1593,sour,(음식이) 상한,3,형용사,1769,26101,[sáuər]
1594,sour,신맛이 나는,3,형용사,2087,3422,[sáuər]
1595,special,특별한,3,형용사,8459,6011,[spéʃəl]
1596,speech,연설,2,명사,10977,1801,[spí:ʧ]
1597,spend,"(시간을) 보내다,소비하다",1,동사,5342,17647,[spénd]
1598,spend,들이다,1,동사,7501,28325,[spend]
1599,spend,소비하다,1,동사,8196,3159,[spénd]
1600,spin,돌리다,1,동사,972,1534,[spín]
1601,spin,"(거미가) 실을 내다,거미집을 짓다",1,동사,11948,26047,[spín]
1602,spin,실을 만들다,1,동사,11948,30950,[spin]
1603,spirit,혼령,2,명사,2597,21173,[spírit]
1604,spirit,"정신,영혼",2,명사,3074,5088,[spírit]
1605,spirit,"의지,정신",2,명사,7845,25036,[spírit]
1606,spot,발견하다,1,동사,9486,18051,[spát]
1607,spot,(지저분한) 얼룩,2,명사,1892,4854,[spát]
1608,spot,"(특정한)곳,지점,부위",2,명사,2940,17364,[spát]
1609,spot,"위치,자리",2,명사,2940,27289,[spat]
1610,spot,점,2,명사,3044,19399,[spát]
1611,stage,공연하다,1,동사,378,20184,[stéidʒ]
1612,stage,단계,2,명사,845,1346,[stéidʒ]
1613,stage,무대,2,명사,7901,16976,[stéidʒ]
1614,stairs,계단,2,명사,7857,9755,[stέərs]
1615,station,배치하다,1,동사,1416,18795,[stéiʃən]
1616,station,"역,정거장",2,명사,2357,3877,[stéiʃən]
1617,station,(사회적) 지위,2,명사,6577,23803,[stéiʃən]
1618,station,"방송국,방송(프로)",2,명사,6581,22296,[stéiʃən]
1619,steal,훔치다,1,동사,3972,6601,[stí:l]
1620,steal,(야구) 도루,2,명사,13342,20628,[stí:l]
1621,step,"움직이다,걷다",1,동사,224,25807,[stép]
1622,step,밟다,1,동사,5351,21640,[stép]
1623,step,"걸음,단계",2,명사,224,337,[stép]
1624,step,계단,2,명사,296,21639,[stép]
1625,step,단계,2,명사,845,17371,[stép]
1626,stick,붙이다,1,동사,1609,18061,[stík]
1627,stick,찌르다,1,동사,3362,17374,[stík]
1628,stick,집어넣다,1,동사,7939,25808,[stík]
1629,stick,꼼짝하지 않다,1,동사,9644,25863,[stík]
1630,stick,(몸의 일부를) 내밀다,1,동사,13059,28977,[stik]
1631,stick,"막대기,나뭇가지",2,명사,62,1763,[stík]
1632,stick,(문구용) 풀,2,명사,3055,27389,[stik]
1633,stick,지팡이,2,명사,8973,27378,[stik]
1634,still,"아직도,여전히",4,부사,7061,16981,[stíl]
1635,still,그런데도,4,부사,7061,25809,[stíl]
1636,stomach,"위,복부",2,명사,1924,4265,[stʌ́mək]
1637,stomach,배,2,명사,13868,21714,[stʌ́mək]
1638,storm,돌진하다,1,동사,975,20630,[stɔ́:rm]
1639,storm,폭풍(우),2,명사,3707,6136,[stɔ́:rm]
1640,straight,똑바른,3,형용사,1069,1699,[stréit]
1641,straight,사실된,3,형용사,3319,20192,[stréit]
1642,straight,곧바로,4,부사,3329,16596,[stréit]
1643,straight,잇달아,4,부사,7501,18801,[stréit]
1644,strange,낯선,3,형용사,729,25811,[stréindʒ]
1645,strange,이상한,3,형용사,2739,4551,[stréindʒ]
1646,strawberry,딸기,2,명사,5297,9756,[strɔ́:bèri]
1647,stream,"시내,흐름",2,명사,2044,6621,[strí:m]
1648,stream,"흐름,연속",2,명사,2044,30745,[striːm]
1649,stream,(빛 등의) 줄기,2,명사,13081,27290,[striːm]
1650,string,"끈,줄,(악기의) 현",2,명사,670,1063,[stríŋ]
1651,studio,사진촬영소,2,명사,1714,2850,[stjú:diòu]
1652,studio,방송실,2,명사,6581,18069,[stjú:diòu]
1653,studio,작업실,2,명사,12238,18808,[stjú:diòu]
1654,subject,"주제,과목",2,명사,3209,19069,[sʌ́bdʒikt]
1655,subject,(다뤄지고 있는)문제,2,명사,3209,25812,[sʌ́bdʒikt]
1656,subject,과목,2,명사,3761,6235,[sʌ́bdʒikt]
1657,subject,소재,2,명사,6329,18812,[sʌ́bdʒikt]
1658,subject,피사체,2,명사,6329,30685,[sΛbdʒikt]
1659,subject,실험 대상,2,명사,6593,18071,[sʌ́bdʒikt]
1660,subject,"신하,백성",2,명사,8606,21188,[sʌ́bdʒikt]
1661,subject,~될 수 있는,3,형용사,12801,18070,[sʌ́bdʒekt]
1662,success,"성공,성과",2,명사,1851,3082,[səksés]
1663,super,"대단한,최고의",3,형용사,3451,14982,[sú:pər]
1664,supper,저녁밥,2,명사,2976,4909,[sʌ́pər]
1665,support,"받치다,지탱하다",1,동사,1430,25815,[səpɔ́:rt]
1666,support,지지하다,1,동사,8281,17382,[səpɔ́:rt]
1667,support,"부양하다,지지하다",1,동사,13477,21418,[səpɔ́:rt]
1668,surprise,놀라게 하다,1,동사,775,1235,[sərpráiz]
1669,surprise,놀라움,2,명사,775,21715,[sərpráiz]
1670,surprise,뜻밖의 일(소식),2,명사,775,25947,[sərpráiz]
1671,sweater,스웨터,2,명사,5306,9766,[swétər]
1672,sweet,"아름다운,상냥한",3,형용사,1744,18078,[swí:t]
1673,sweet,"다정한,친절한",3,형용사,10433,25817,[swí:t]
1674,system,"시스템,체계,장치",2,명사,578,25818,[sístəm]
1675,system,조직,2,명사,1521,5227,[sístəm]
1676,system,체계,2,명사,8106,17579,[sístəm]
1677,tap,가볍게 치다,1,동사,10408,14066,[tǽp]
1678,tap,박자를 맞추다,1,동사,13204,27192,[tæp]
1679,tap,수도 꼭지,2,명사,1962,17654,[tǽp]
1680,tea,차,2,명사,3366,5603,[tí:]
1681,tear,"찢다,뜯다",1,동사,3364,30738,[tiər]
1682,tear,찢다,1,동사,4352,20648,[tέər]
1683,temperature,온도,2,명사,2454,4054,[témpərəʧər]
1684,terrible,무시무시한,3,형용사,1250,2020,[térəbl]
1685,terrible,형편없는,3,형용사,6177,21651,[térəbl]
1686,terrible,(기분/몸이) 안 좋은,3,형용사,8250,20649,[térəbl]
1687,terrible,맛없는,3,형용사,10294,20650,[térəbl]
1688,text,원문,2,명사,4402,7261,[tékst]
1689,then,그때,4,부사,530,828,[ðén]
1690,then,"그러면,그렇다면",4,부사,1083,25385,[ðén]
1691,then,그런 뒤,4,부사,11679,16605,[ðén]
1692,thick,"두꺼운,빽빽한",3,형용사,1009,1600,[θík]
1693,thick,"걸쭉한,진한",3,형용사,6777,25931,[θík]
1694,thick,"(액체가)진한,걸쭉한,탁한",3,형용사,6777,27249,[θik]
1695,thin,"얇은,마른",3,형용사,2244,3692,[θín]
1696,thin,마른,3,형용사,3737,19774,[θín]
1697,thin,(기체가) 희박한,3,형용사,16483,27293,[θin]
1698,throat,목구멍,2,명사,1209,1954,[θróut]
1699,through,사이로,6,전치사,2668,25831,[θrú]
1700,tie,"매다,묶다",1,동사,10650,1834,[tái]
1701,tie,넥타이,2,명사,1142,27377,[tai]
1702,tie,유대(관계),2,명사,8643,25832,[tái]
1703,tie,무승부,2,명사,10962,17585,[tái]
1704,tip,기울이다,1,동사,5137,23872,[típ]
1705,tip,조언,2,명사,2711,16995,[típ]
1706,tip,(뾰족한) 끝 부분,2,명사,8749,18850,[típ]
1707,tip,"팁,사례금",2,명사,10670,2807,[típ]
1708,title,제목을 붙이다,1,동사,6872,18853,[táitl]
1709,title,직함,2,명사,15308,22328,[táitl]
1710,tongue,혀,2,명사,2303,6384,[tʌ́ŋ]
1711,tool,"연장,도구",2,명사,2935,1483,[tú:l]
1712,tool,(목적) 수단,2,명사,13170,19429,[tú:l]
1713,topic,주제,2,명사,3209,5316,[tápik]
1714,tour,순회 공연,2,명사,15913,25519,[túər]
1715,towel,수건,2,명사,1956,3230,[táuəl]
1716,tower,탑,2,명사,3568,5930,[táuər]
1717,tradition,전통,2,명사,3025,5008,[trədíʃən]
1718,triangle,(악기) 트라이앵글,2,명사,10272,13901,[tráiæŋgl]
1719,triangle,삼각형,2,명사,12183,25387,[tráiæŋgl]
1720,trick,속이다,1,동사,1931,21652,[trík]
1721,trick,속임수,2,명사,8319,3195,[trík]
1722,trick,"묘기,재주",2,명사,8319,31404,[trík]
1723,trick,"비결,요령,묘책",2,명사,13205,30576,[trik]
1724,trouble,귀찮게 하다,1,동사,4531,20661,[trʌ́bl]
1725,trouble,"문제,곤란",2,명사,4206,529,[trʌ́bl]
1726,trunk,몸통,2,명사,2630,20226,[trʌ́ŋk]
1727,trunk,코끼리 코,2,명사,8479,18873,[trʌ́ŋk]
1728,trunk,"(나무의) 몸통,줄기,코끼리 코",2,명사,15919,5336,[trʌ́ŋk]
1729,trust,신용,2,명사,2086,3440,[trʌ́st]
1730,university,대학교,2,명사,915,1456,[jù:nəvə́:rsəti]
1731,upset,속상하게 만들다,1,동사,10859,1627,[ʌ̀psét]
1732,upset,"속이 상한,화난",3,형용사,7552,21718,[ʌ̀psét]
1733,upset,화난,3,형용사,9342,17594,[ʌ̀psét]
1734,view,"보다,감상하다",1,동사,4926,31174,[vjuː]
1735,view,보다,1,동사,10396,17409,[vju:]
1736,view,"조망,시야",2,명사,1439,18900,[vju:]
1737,view,경치,2,명사,8375,465,[vjú:]
1738,view,"관점,견해",2,명사,9824,17410,[vju:]
1739,village,마을,2,명사,1100,1747,[vílidʒ]
1740,volunteer,자원하다,1,동사,2879,21658,[vɑləntíər]
1741,volunteer,자원봉사하다,1,동사,7908,28372,[vὰləntíər]
1742,volunteer,"자원자,자원봉사자",2,명사,2879,4768,[vɑləntíər]
1743,volunteer,"자원의,자발적인",3,형용사,2879,31279,[vɑləntíər]
1744,waste,낭비,2,명사,726,30672,[weist]
1745,waste,"쓰레기,낭비",2,명사,8230,17657,[wéist]
1746,wave,흔들리다,1,동사,3991,26133,[wéiv]
1747,wave,물결,2,명사,1284,2073,[wéiv]
1748,wave,(열/소리 등의) 파동,2,명사,13176,19451,[wéiv]
1749,weak,약한,3,형용사,61,3689,[wí:k]
1750,weigh,무게를 재다,1,동사,1230,1988,[wéi]
1751,weigh,(무게가) ~이다,1,동사,1230,25938,[wéi]
1752,weigh,"따져 보다,저울질하다",1,동사,1230,30951,[wei]
1753,weigh,평가하다,1,동사,8467,20256,[wéi]
1754,whale,고래,2,명사,6067,15110,[hwéil]
1755,which,(의문문에서) 어느,5,대명사,2269,3722,[wíʧ]
1756,whole,"완전한,흠이 없는",3,형용사,4226,25432,[hóul]
