textbook ID,제목,출판사,교육과정,Lesson,구분,Title,DESCRIPTION,Key Expression (영어),Key Expression (한국어),Sub Expression (영어),
,영어,YBM(박),2015,6,structure,Traveling for Volunteer Work,명사를 수식하는 분사구,"We joined a community clean-up, an initiative organized by local residents.",우리는 지역 주민이 주최한 커뮤니티 청소 활동에 참여했어요.,"We served meals, a gesture showing our care for the homeless. We painted murals, a project enhancing community spirit.",우리는 노숙자들에게 식사를 제공했어요. 우리는 커뮤니티 분위기를 높이기 위해 벽화를 그렸어요.
,영어,YBM(박),2015,7,structure,Bringing Creativity into Our Lives,계속적 용법의 관계대명사 which,"A unique idea was shared by the teacher, which motivated us to explore art in new ways.","선생님께서 독특한 아이디어를 공유해 주셨어요, 그 아이디어가 우리를 새로운 방식으로 예술을 탐구하게 만들었어요.","The innovative project caught attention quickly, which boosted student confidence. A creative solution was offered during class, which encouraged everyone to participate.","그 혁신적인 프로젝트가 금방 주목을 받았어요, 그것이 학생들의 자신감을 높였어요. 수업 중에 창의적인 해결책이 제시되었어요, 그것이 모두가 참여하도록 격려했어요."
,영어,YBM(박),2015,8,structure,"Green Life, Green Earth",가정법 과거,"If it weren't for green parks, our environment would suffer.","녹색 공원이 없었다면, 우리 환경은 어려움을 겪었을 거예요.","If it weren't for clean rivers, the city would be less welcoming. If it weren't for recycling efforts, waste management would be a nightmare.","깨끗한 강이 없었다면, 도시는 덜 매력적이었을 거예요. 재활용 노력이 없었다면, 쓰레기 처리가 끔찍했을 거예요."
,영어,YBM(박),2015,9,structure,What Makes Sports More Exciting,as if 가정법,The players celebrated as if they had just won the championship.,선수들이 마치 챔피언십에서 이긴 것처럼 축하했어요.,The referee acted as if he knew every trick in the play. The coach shouted as if his team was losing the match.,심판은 마치 모든 전술을 알고 있는 것처럼 행동했어요. 코치는 마치 팀이 경기를 지고 있는 것처럼 소리쳤어요.
,영어,YBM(박),2015,10,structure,Feel What Others Feel,복합관계대명사,I will do everything to assist someone in need.,어려움에 처한 사람을 돕기 위해 모든 것을 할 거예요.,She knows what he really wants. They understand what makes us happy.,그녀는 그가 진짜 원하는 것을 알아요. 그들은 우리를 행복하게 만드는 것이 무엇인지 이해해요.
,영어,YBM(한),2015,1,structure,A Fresh New Start,시간․조건의 부사절에서의 시제,I will celebrate when I reach my goal.,"내 목표에 도달하면, 나는 축하할 거예요.",She feels relieved when she finishes her project. He gains confidence when he practices daily.,그녀는 프로젝트를 마치면 안심해요. 그는 매일 연습하면 자신감을 얻어요.
,영어,YBM(한),2015,2,structure,Working Together,조동사+have p.p.,It might have been a productive day at school.,학교에서 생산적인 하루였을지도 몰라요.,They may have solved the difficult problem. We might have completed the team project.,그들은 어려운 문제를 해결했을지도 몰라요. 우리는 팀 프로젝트를 끝냈을지도 몰라요.
,영어,YBM(한),2015,3,structure,"Eat Right, Be Healthy",생략,I often choose a nutritious snack instead of junk food.,저는 정크푸드 대신 건강한 간식을 자주 선택해요.,My friends enjoy a balanced diet every day. They avoid sugary drinks often.,제 친구들은 매일 균형 잡힌 식사를 즐겨요. 그들은 단 음료를 자주 피해요.
,영어,YBM(한),2015,4,structure,Invention for the Rainforests,목적의 접속사 so that,They created a sensor so that experts can track climate changes.,전문가들이 기후 변화를 추적할 수 있도록 센서를 만들었어요.,He built a system so that communities can receive early warnings. She installed new technology so that researchers can study wildlife.,지역사회가 조기 경보를 받을 수 있도록 시스템을 구축했어요. 연구자들이 야생동물을 연구할 수 있도록 새로운 기술을 설치했어요.
,영어,YBM(한),2015,5,structure,How to Win Over Someone's Mind,분사구문,"Worried about the upcoming match, he trained every day to improve his skills.","다가오는 경기가 걱정되어서, 그는 매일 자신의 실력을 향상시키기 위해 훈련했어요.","Feeling excited about the opportunity, she practiced hard at the gym. Suffering from self-doubt, he sought advice from his coach.","기회에 신이 나서, 그녀는 체육관에서 열심히 연습했어요. 자신감이 없어 고생하며, 그는 코치에게 조언을 구했어요."
,영어,YBM(한),2015,6,structure,"The Most
  Efficient Job in
 the World",to부정사의 의미상의 주어,It may become important for you to choose a new path.,너에게 새로운 길을 선택하는 것이 중요해질 수도 있어요.,It seems necessary for her to learn advanced skills. It appears beneficial for us to take extra lessons.,그녀에게 고급 기술을 배우는 것이 필요해 보여요. 우리에게 추가 수업을 듣는 것이 유익해 보여요.
,영어,YBM(한),2015,7,structure,Amazing Architecture,that 절이 목적어인 문장의 수동태,It is rumored that the library was built in 1900.,1900년에 그 도서관이 건축되었다고 소문이 있어요.,It is predicted that the school will open a new wing next year. It is assumed that the park was redesigned last summer.,내년에 그 학교가 새로운 건물을 열 것이라고 예측해요. 지난 여름에 그 공원이 재설계되었다고 가정해요.
,영어,YBM(한),2015,8,structure,Living with Robots,목적격 보어로 쓰인 to부정사,The unexpected error prompted the system to shut down.,예상치 못한 오류가 시스템을 종료시키게 했어요.,The heavy rain forced the outdoor event to be canceled. The loud announcement encouraged everyone to check the schedule.,많은 비 때문에 야외 행사가 취소되게 했어요. 큰 안내 방송이 모두가 일정을 확인하게 했어요.
,영어Ⅰ,YBM(박),2015,1,structure,"Healthy Living, Happy Life",대동사 do,I do my best to eat nutritious foods every day.,나는 매일 영양가 있는 음식을 먹기 위해 최선을 다해요.,She does morning exercises to feel energized. He does meditation regularly to stay calm.,그녀는 활력을 얻기 위해 아침 운동을 해요. 그는 침착함을 유지하기 위해 규칙적으로 명상을 해요.
,영어Ⅰ,YBM(박),2015,2,structure,Origins of Everyday Things,분사구문 (being 생략),I found a rare coin while exploring the old town.,나는 옛 도시를 탐험하면서 희귀한 동전을 찾았어요.,She discovered ancient artifacts in the market. They enjoyed the local delicacies during their trip.,그녀는 시장에서 고대 유물을 발견했어요. 그들은 여행 중에 현지 진미를 즐겼어요.
,영어Ⅰ,YBM(박),2015,3,structure,Advertising in Your Life,부정어 도치,Never have they launched an ad campaign without detailed planning.,자세한 계획 없이 광고 캠페인을 시작한 적이 없어요.,Rarely does the market see a design this unique. Hardly has any brand faced such a sudden change in style.,시장에서 이처럼 독특한 디자인을 본 적이 거의 없어요. 어떤 브랜드도 이렇게 갑작스런 스타일 변화를 겪은 적이 거의 없어요.
,영어Ⅰ,YBM(박),2015,4,structure,Becoming Active as Consumers and Sellers,가정법 과거 (Without ~ / But for ~),"But for her friendly reminder, I would have missed the bus.",그녀의 친절한 상기 덕분에 버스를 놓치지 않았어요.,"Without his support, I would have struggled with the assignment. But for the rain, we would have enjoyed a picnic.",그의 지원이 없었으면 과제를 힘들어했을 거예요. 비가 오지 않았다면 우리는 소풍을 즐겼을 거예요.
,영어Ⅰ,YBM(박),2015,5,structure,Cultures Around the World,완료부정사,I am happy to have visited ancient temples.,나는 고대 사원을 방문한 것을 기뻐해요.,He is eager to have explored diverse cuisines. We appear to have understood different cultural norms.,그는 다양한 음식을 탐험한 것을 열망해요. 우리는 다양한 문화 규범을 이해한 것 같아요.
,영어Ⅰ,YBM(박),2015,6,structure,The Future of Space Exploration,현재완료 수동태,Many mysteries have been solved through the new telescope.,새 망원경을 통해 많은 수수께끼들이 풀렸어요.,Several signals have been detected from distant planets. New findings have been published by astronomers.,먼 행성들로부터 여러 신호가 감지되었어요. 천문학자들에 의해 새로운 발견들이 발표되었어요.
,영어Ⅰ,YBM(한),2015,1,structure,Learn from Failures,완료부정사,Tom is said to have overcome his setbacks to become a champion.,톰은 역경을 극복해서 챔피언이 되었다고 해요.,He is rumored to have learned from every mistake he made. They are believed to have improved by trying again after failures.,그는 실수할 때마다 교훈을 얻었다고 소문이에요. 그들은 실패 후에 다시 시도해서 발전했다고 믿어요.
,영어Ⅰ,YBM(한),2015,2,structure,Technology and Life,복합관계부사,I can browse the latest updates as soon as I receive them.,나는 최신 소식을 받자마자 그것을 확인할 수 있어요.,She uses smart devices wherever she goes. He watches videos whenever he finds an interesting one.,그녀는 어디를 가든 스마트 기기를 사용해요. 그는 흥미로운 영상을 찾을 때마다 그것을 봐요.
,영어Ⅰ,YBM(한),2015,3,structure,Extend Your View of Art,간접의문문,She wondered how traditional crafts form a unique culture.,그녀는 전통 공예가 독특한 문화를 어떻게 형성하는지 궁금해했어요.,They asked what styles the modern artist prefers. He inquired where the gallery is located.,그들은 현대 예술가가 어떤 스타일을 선호하는지 물어봤어요. 그는 갤러리가 어디에 있는지 물어봤어요.
,영어Ⅰ,YBM(한),2015,4,structure,A Trip for Cultural Diversity,"• 「so ... that ~ (너무 …해서 ~하다)」 구문
 The atmosphere was so lively and exciting that the entire event felt more like a small festival than a market.",The park was so vibrant that families gathered to enjoy the day.,공원이 너무 생동감 있어서 가족들이 모여 하루를 즐겼어요.,The street performance was so captivating that everyone stopped to watch. The art exhibit was so unique that local critics praised it.,거리 공연이 너무 매력적이어서 모두가 멈춰서 봤어요. 미술 전시회가 너무 독특해서 지역 평론가들이 칭찬했어요.
,영어Ⅰ,YBM(한),2015,5,structure,The Small but Great Potato,"• 「one of the＋최상급＋복수명사」
 It was one of the deadliest famines in history.",It was one of the hottest summers we have ever experienced.,우리가 경험한 것 중 가장 더운 여름 중 하나였어요.,"This is one of the most exciting events of the year.
 They enjoyed one of the tastiest dishes in the restaurant.","이번 년도에 가장 신나는 행사 중 하나예요.
 그들은 식당에서 가장 맛있는 요리 중 하나를 즐겼어요."
,영어Ⅰ,YBM(한),2015,6,structure,Nature and Environment,분사의 관용적 표현,"Running through the forest, the fox spotted a quiet meadow.","숲을 달리면서, 여우가 조용한 초원을 발견했어요.","Glowing under the sky, the fireflies lit up the night. Drifting along the breeze, the autumn leaves decorated the ground.","하늘 아래서 빛나면서, 반딧불이가 밤을 밝혀줬어요. 산들바람을 따라 흘러가면서, 가을 잎들이 땅을 장식했어요."
,영어Ⅱ,YBM(박),2015,1,structure,Treasure out of Trash,"가목적어 it, 진목적어 to부정사",Broken sidewalks made it challenging for residents to reach the park.,부서진 인도가 주민들이 공원에 도달하기 어렵게 만들었어요.,Old bridges made it unsafe for pedestrians to cross the river. Heavy traffic made it hard for drivers to find parking spaces.,낡은 다리들이 보행자들이 강을 건너기 위험하게 만들었어요. 혼잡한 교통 때문에 운전자들이 주차 공간을 찾기 어려웠어요.
,영어Ⅱ,YBM(박),2015,2,structure,We Are Stronger Together,"동격의 of, that",The experience of learning together is what connects us.,함께 배우는 경험이 우리를 연결해줘요.,The power of unity is what empowers our growth. The strength of our community is what builds lasting friendships.,단결의 힘이 우리 성장을 도와줘요. 우리 공동체의 힘이 오래 가는 우정을 만들어줘요.
,영어Ⅱ,YBM(박),2015,3,structure,Fun Science about the Human Body,상관 접속사,The researcher discovered that not stress but sleep improves the human body.,연구원은 스트레스가 아니라 잠이 인체를 개선한다는 것을 밝혀냈어요.,She observed that not the size but the function of an organ matters. He understood that not appearance but health is important.,그녀는 기관의 크기가 아니라 기능이 중요하다는 것을 관찰했어요. 그는 외모가 아니라 건강이 중요하다는 것을 이해했어요.
,영어Ⅱ,YBM(박),2015,4,structure,Equality for All,완료분사구문,"Having completed his project on time, he felt proud of his work.","프로젝트를 제때 끝내고 나서, 그는 자신의 작업에 자부심을 느꼈어요.","Having read the instructions carefully, she started the experiment confidently. Having practiced every day, he improved his speaking skills.","지시사항을 주의 깊게 읽고 나서, 그녀는 실험을 자신 있게 시작했어요. 매일 연습하고 나서, 그는 말하기 실력이 향상되었어요."
,영어Ⅱ,YBM(박),2015,5,structure,Sharing the Planet with Every Creature,목적격 보어로 to부정사 사용,My coach helped me to improve my running.,나의 코치는 내가 달리기를 향상시키도록 도와줬어요.,The principal asked us to join the school play. My friend invited me to try a new recipe.,교장선생님은 우리에게 학교 연극에 참여하도록 부탁했어요. 나의 친구는 나에게 새로운 레시피를 시도하도록 초대했어요.
,영어Ⅱ,YBM(박),2015,6,structure,Humans and Technology,주장·제안·요구·명령 동사 + that + 주어 + (should) + 동사원형,They demanded that authorities regulate computer usage.,그들은 당국이 컴퓨터 사용을 규제하길 요구했어요.,Experts proposed that schools include digital literacy in their curriculum. Leaders insisted that governments invest in innovative technology.,전문가들은 학교가 교육과정에 디지털 문해력을 포함하길 제안했어요. 리더들은 정부가 혁신적인 기술에 투자하길 고집했어요.
,영어Ⅱ,YBM(한),2015,1,structure,Microbes and Health,비인칭 독립분사구문,"Given these reports, doctors recommend more sleep for better health.","이러한 보고서를 감안해, 의사들은 더 나은 건강을 위해 충분한 수면을 추천해요.","Given his busy schedule, the coach prepared a quick workout. Given her healthy habits, the nutritionist praised her progress.","그의 바쁜 일정을 감안해, 코치는 빠른 운동 프로그램을 준비했어요. 그녀의 건강한 습관을 감안해, 영양사는 그녀의 발전을 칭찬했어요."
,영어Ⅱ,YBM(한),2015,2,structure,Lesson 2 Money Matters,가목적어 it,Korean customers found it amazing that the shop owner handcrafted each item.,한국 고객들은 그 가게 주인이 모든 물건을 직접 만들었다는 것이 놀라워요.,My friend finds it exciting that the store offers new products every week. They consider it important that we save money for the future.,내 친구는 그 가게가 매주 새로운 제품을 제공한다는 것이 신나요. 그들은 우리가 미래를 위해 돈을 저축한다는 것이 중요해요.
,영어Ⅱ,YBM(한),2015,3,structure,"Lesson 3 
  Gift and
  Achievement",명사절을 이끄는 접속사 if / whether,"If you want to know whether the artist will create a masterpiece, you should practice every day.","만약 그 예술가가 걸작을 만들지 알고 싶다면, 매일 연습해야 해요.","If you wonder whether the team can win the championship, train regularly. If you want to know whether creativity sparks innovation, try new ideas.","만약 그 팀이 우승할 수 있는지 궁금하다면, 규칙적으로 훈련해야 해요. 만약 창의성이 혁신을 이끄는지 알고 싶다면, 새로운 아이디어를 시도해봐요."
,영어Ⅱ,YBM(한),2015,4,structure,"Lesson 4
  Look into
  Your Mind",상관접속사의 수일치,Both John and Mary enjoy reading books.,John과 Mary 모두 책 읽는 것을 즐겨요.,Both my brother and sister study hard for exams. Both the teacher and students share a love for music.,내 형제와 자매 모두 시험 공부를 열심히 해요. 선생님과 학생들 모두 음악을 사랑해요.
,영어Ⅱ,YBM(한),2015,5,structure,"Lesson 5
  Exploring
 the Universe",to부정사의 수동태,There is a planet to be discovered.,발견되어야 할 행성이 있어요.,There is a comet to be tracked by scientists. There is a space probe to be launched next month.,과학자들이 추적해야 할 혜성이 있어요. 다음 달에 발사되어야 할 우주선이 있어요.
,영어Ⅱ,YBM(한),2015,6,structure,"Lesson 6
  Culture and
  Heritage",목적어로 동명사 / to부정사가 올 때 의미가 달라지는 동사,The artisans cherish ancient customs and love to preserve them.,장인들은 고대 전통을 소중히 여기고 그것들을 보존하기를 좋아해요.,The historians study old manuscripts and decide to share them. The sculptors admire historic monuments and plan to restore them.,역사학자들은 오래된 필사본을 공부하며 그것들을 공유하기로 결정해요. 조각가들은 역사적인 기념비를 감탄하며 보존하려고 계획해요.
,영어,비상,2015,1,structure,Envision,전치사+관계대명사,I selected a field in which I can grow.,나는 성장할 수 있는 분야를 선택했어요.,She applied for a program through which she gained new skills. They visited a company at which many opportunities existed.,그녀는 새로운 기술을 배울 수 있는 프로그램에 지원했어요. 그들은 많은 기회가 있는 회사에 방문했어요.
,영어,비상,2015,2,structure,Express,접속사 unless,"Unless you practice every day, you won’t be able to express your thoughts clearly.","매일 연습하지 않으면, 당신은 자신의 생각을 명확하게 표현할 수 없어요.","Unless you ask for help, you will struggle to learn new words. Unless you listen carefully, you might miss important details.","도움을 요청하지 않으면, 새로운 단어를 배우기 어려워져요. 주의 깊게 듣지 않으면, 중요한 부분을 놓칠 수 있어요."
,영어,비상,2015,3,structure,Contribute,동사+목적어+to부정사,I encouraged my friend to volunteer.,나는 친구에게 봉사활동을 하도록 격려했어요.,They promised to support the community. We planned to donate some books.,그들은 지역사회를 지원하기로 약속했어요. 우리는 몇 권의 책을 기부하기로 계획했어요.
,영어,비상,2015,4,structure,Explore,suggest+that+주어+(should)+동사원형,My friend suggested that I try the new cafe.,내 친구가 새로 생긴 카페를 가보라고 제안했어요.,The travel agent suggested that we visit the historic district. My teacher suggested that we review our vocabulary regularly.,여행 상담원이 우리에게 역사 지구를 방문하라고 제안했어요. 선생님이 우리에게 정기적으로 어휘를 복습하라고 제안했어요.
,영어,비상,2015,5,structure,Collaborate,과거완료 수동태,"I had been invited to join the team, so I prepared well.","나는 팀에 초대받았어서, 열심히 준비했어요.",They had been treated at the local hospital before the game started. We had been encouraged by our coach after the practice session.,그들은 경기가 시작되기 전에 지역 병원에서 치료받았어요. 우리는 연습 후에 코치에게 격려받았어요.
,영어,비상,2015,6,structure,Decide,seem to+완료부정사,The committee seems to have reached a decision.,위원회가 결정을 내린 것 같아요.,The team seems to have completed the project. The manager seems to have finalized the plan.,팀이 프로젝트를 완료한 것 같아요. 관리자가 계획을 확정한 것 같아요.
,영어,비상,2015,7,structure,Observe,명사를 뒤에서 수식하는 분사구,A theory discovered accidentally in the lab might change the world.,실험실에서 우연히 발견된 이론이 세상을 바꿀 수도 있어요.,A story written by a famous novelist warmed many hearts. A plan organized carefully by experts will help us succeed.,유명 소설가에 의해 쓰여진 이야기가 많은 마음을 따뜻하게 했어요. 전문가들에 의해 신중히 조직된 계획이 우리를 성공으로 이끌 거예요.
,영어,비상,2015,8,structure,Appreciate,조동사+have+p.p,He might have finished his painting on time.,그는 제시간에 그의 그림을 완성했을 수도 있어요.,They could have explored new techniques in art. We should have admired every detail of the masterpiece.,그들은 예술의 새로운 기법을 탐구했을 수도 있어요. 우리는 걸작의 모든 세부 사항을 감탄했어야 해요.
,영어Ⅰ,비상,2015,1,structure,A Road to Happiness,부사구 도치,In the park sat a little bird on the branch.,공원 안에서 작은 새가 가지 위에 앉아 있었어요.,On the mountain stood an old temple. At the riverbank rested a quiet fisherman.,산 위에 오래된 사원이 서 있었어요. 강둑에서 조용한 어부가 쉬고 있었어요.
,영어Ⅰ,비상,2015,2,structure,"Taste Culture, Understand Better",부사절에서 <주어+be동사>의 생략,"When finished, the painting looked stunning.",끝나자마자 그림이 멋져 보였어요.,"After baked, the cake tasted amazing. Once prepared, the soup warmed everyone.",구워지자마자 케이크가 맛있었어요. 준비되자마자 수프가 모두를 따뜻하게 해줬어요.
,영어Ⅰ,비상,2015,3,structure,Sports and Science Get Along,관계부사,This is where athletes design their strategies efficiently.,이곳은 선수들이 효과적으로 전략을 세우는 곳이에요.,That is where referees signal the start of the game. That is why players train rigorously before competitions.,그곳은 심판들이 경기를 시작하는 신호를 주는 곳이에요. 그것이 선수들이 대회 전에 열심히 훈련하는 이유에요.
,영어Ⅰ,비상,2015,4,structure,"Together, We Can Do Better!",to one's 감정명사,"To our delight, several creative minds joined our discussion.","기쁘게도, 몇몇 창의적인 사람들이 우리의 토론에 참여했어요.","To her surprise, the deadline was extended. To his joy, the class finished earlier.",그녀는 놀라며 마감일이 연장됐어요. 그는 기뻐하며 수업이 일찍 끝났어요.
,영어Ⅰ,비상,2015,5,structure,Creativity in Action,수사의문문,Who would have thought that a park bench could tell a story?,누가 공원 벤치가 이야기를 할 수 있다고 생각해요?,Could a simple sketch change the way we view art? Would a whisper inspire a symphony of thoughts?,단순한 스케치가 우리가 예술을 바라보는 방식을 바꿀 수 있다고 생각해요? 한 마디 속삭임이 생각의 교향곡을 불러올 수 있다고 생각해요?
,영어Ⅰ,비상,2015,6,structure,My Promise with Mother Nature,• <be said(predicted)+동사원형>,The river is said to nurture many creatures.,그 강은 많은 생명을 돌봐준다고 해요.,The mountain is said to watch over the valley. The garden is said to rejuvenate those who wander.,그 산은 계곡을 지켜준다고 해요. 그 정원은 걷는 사람들을 회복시켜준다고 해요.
,영어Ⅱ,비상,2015,1,structure,The Path Ahead,미래완료 시제,"By next year, I will have improved my English skills.","내년까지, 나는 영어 실력을 향상시켰을 거예요.","By the end of this semester, she will have finished her project. Before the festival, they will have prepared the stage.","이번 학기 말까지, 그녀는 프로젝트를 끝냈을 거예요. 축제 전에, 그들은 무대를 준비했을 거예요."
,영어Ⅱ,비상,2015,2,structure,Tasty History,with+목적어+분사(부대상황),She danced with joy after winning the contest.,그녀는 대회에서 이긴 후 기쁨으로 춤췄어요.,He walked with determination to win the race. They studied with focus to prepare for the test.,그는 경주에서 이기기 위해 결연한 모습으로 걸었어요. 그들은 시험 준비를 위해 집중해서 공부했어요.
,영어Ⅱ,비상,2015,3,structure,Our Blue Planet,상관접속사 not A but B,The ocean is not calm but dynamic.,바다는 고요하지 않고 역동적이에요.,The forest is not silent but lively. The sky is not gloomy but bright.,숲은 조용하지 않고 생기가 넘쳐요. 하늘은 우울하지 않고 밝아요.
,영어Ⅱ,비상,2015,4,structure,"One World, Many Ways",현재진행형(일시적 상태),I am being careful with my words today.,나는 오늘 내 말을 조심하고 있어요.,She is being helpful at work today. They are being careful while crossing the street.,그녀는 오늘 직장에서 도움을 주고 있어요. 그들은 길을 건널 때 조심하고 있어요.
,영어Ⅱ,비상,2015,5,structure,How Far Will Technology Go?,미래 진행시제,The scientist will be testing new devices in the lab.,과학자는 연구실에서 새로운 장치를 시험하고 있을 거예요.,Engineers will be developing smart systems. Tech experts will be exploring virtual reality applications.,엔지니어들은 스마트 시스템을 개발하고 있을 거예요. 기술 전문가들은 가상현실 응용 분야를 탐구하고 있을 거예요.
,영어Ⅱ,비상,2015,6,structure,The Landscape of Stories,간접/직접 화법(명령문과 일반 의문문의 화법),She asked him if he could explain the details behind the scene.,그녀는 그에게 장면 뒤의 세부 사항을 설명해 줄 수 있는지 물어봤어요.,"He asked, 'Can you review the narrative for clarity?' and she replied, 'Please update the timeline accordingly.'","그는 '이야기를 명확하게 검토할 수 있나요?'라고 물어봤고, 그녀는 '타임라인을 적절히 업데이트해 주세요.'라고 대답했어요."
,영어,동아(이),2015,1,structure,"Hi, High School!",동명사의 관용적 표현,There is no point in trying to arrive early if the event is delayed.,행사가 지연된다면 일찍 도착하려고 애쓰는 것은 소용없어요.,There is no harm in practicing vocabulary every day. There is no risk in asking questions when confused.,매일 단어를 연습하는 것은 해가 없어요. 혼란스러울 때 질문하는 것은 위험이 없어요.
,영어,동아(이),2015,2,structure,Delicious World,독립부정사 구문,"To tell the truth, he spilled milk on his shirt.","솔직히 말해서, 그는 셔츠에 우유를 쏟았어요.","Honestly, they forgot to lock the door. Frankly, I dropped my phone in the rain.","솔직히 말해서, 그들은 문 잠그는 것을 잊었어요. 솔직하게 말해서, 나는 비오는 중에 핸드폰을 떨어뜨렸어요."
,영어,동아(이),2015,3,structure,Helping Hands,분사구문,"Walking home from school, I saw a beautiful sunset.","학교에서 집으로 걸어가면서, 나는 아름다운 노을을 봤어요.","Talking on the phone, she missed her bus. Reading a book, he forgot the time.","전화하면서, 그녀는 버스를 놓쳤어요. 책을 읽으면서, 그는 시간을 잊었어요."
,영어,동아(이),2015,4,structure,Be Nature Smart,that절에서 should의 생략,They suggest we plant more trees in our community.,그들은 우리 동네에 더 많은 나무를 심자고 제안해요.,Experts believe we conserve water to protect natural resources. Scientists propose we use eco-friendly products to reduce pollution.,전문가들은 자연 자원을 보호하기 위해 물을 아껴 쓰자고 믿어요. 과학자들은 오염을 줄이기 위해 친환경 제품을 사용하자고 제안해요.
,영어,동아(이),2015,5,structure,Beg to Differ,one of the+최상급+복수명사,I visited one of the most beautiful parks last weekend.,나는 지난 주말에 가장 아름다운 공원 중 하나를 방문했어요.,She ate one of the tastiest meals at the restaurant. They watched one of the funniest movies last night.,그녀는 식당에서 가장 맛있는 음식 중 하나를 먹었어요. 그들은 어젯밤에 가장 웃긴 영화 중 하나를 봤어요.
,영어,동아(이),2015,6,structure,Beyond Korea,• could have p.p,I could have finished my homework before dinner.,나는 저녁 식사 전에 숙제를 끝냈을 수 있어요.,She could have visited the museum on Saturday. He could have tried a new restaurant last weekend.,그녀는 토요일에 박물관을 방문했을 수 있어요. 그는 지난 주말에 새로운 식당을 시도했을 수 있어요.
,영어,동아(이),2015,7,structure,A Step Forward,목적격 보어로 to부정사를 취하는 동사,I encouraged my friend to join the club.,내 친구가 동아리에 가입하도록 격려했어요.,The coach convinced the team to practice harder. The teacher motivated the students to study every day.,코치가 팀에게 더 열심히 연습하도록 설득했어요. 선생님이 학생들이 매일 공부하도록 동기를 부여했어요.
,영어,동아(이),2015,8,structure,Bon Voyage,if가 생략된 가정법,"Had I seen the sunrise, I would have taken a moment to enjoy it.","만약 해돋이를 봤다면, 그 순간을 즐겼을 거예요.","Had I tasted the local dish, I would have shared my experience. Had we visited the hidden park, we would have taken many photos.","만약 그 지역 음식을 맛봤다면, 내 경험을 나눴을 거예요. 만약 숨겨진 공원을 방문했었다면, 사진을 많이 찍었을 거예요."
,영어 I,동아(권),2015,1,structure,Invitation to a Teen’s Life,should have p.p.,I should have saved more money last month.,나는 지난 달에 더 많은 돈을 저축했어야 해요.,He should have taken the advice seriously. She should have planned his time better.,그는 그 조언을 진지하게 들었어야 해요. 그녀는 시간을 더 잘 계획했어야 해요.
,영어 I,동아(권),2015,2,structure,Taste Different Cultures,the same ~ as 구문,The new drink has the same quantity of caffeine as a cup of coffee.,새 음료는 커피 한 잔과 똑같은 양의 카페인을 가지고 있어요.,The soup has the same level of spice as a curry. The meal has the same aroma as a home-cooked dinner.,수프는 카레와 똑같은 매운 정도를 가지고 있어요. 그 식사는 집에서 만든 저녁과 똑같은 향을 가지고 있어요.
,영어 I,동아(권),2015,3,structure,Live and Let Live,대동사 do,"Check the ingredients list to see if they do include gluten, and avoid them if they do.","재료 목록을 확인해서 글루텐이 들어있는지 보고, 있다면 피해요.",Review the instructions to see if they do work as promised. Search online to check if the product does suit your needs.,"설명서를 살펴봐서 약속대로 작동하는지 보고, 온라인에서 검색해서 그 제품이 당신의 필요에 맞는지 확인해요."
,영어 I,동아(권),2015,4,structure,Passion for Reading,「with + 목적어 +분사」 구문,He enjoyed the novel with his eyes glittering.,그는 눈이 반짝이며 소설을 즐겼어요.,They discussed the story with their voices rising. I finished the chapter with my mind racing.,그들은 목소리가 높아지며 이야기를 토론했어요. 나는 머리가 빨리 움직이며 그 장을 끝냈어요.
,영어 I,동아(권),2015,5,structure,Discover the Future,명사를 뒤에서 꾸며 주는 과거분사구,I noticed a groundbreaking invention in the city.,나는 도시에서 획기적인 발명품을 발견했어요.,She explored a renovated museum with curiosity. He admired a restored monument in the park.,그녀는 호기심을 가지고 개조된 박물관을 탐험했어요. 그는 공원에 복원된 기념비를 감탄했어요.
,영어 I,동아(권),2015,6,structure,National Pride,without 가정법,"Without unity, our nation would have grown less strong.","단합이 없었으면, 우리 나라는 덜 강해졌을 거예요.","Without courage, we could not overcome challenges. Without hope, we could not move forward.","용기 없었으면, 우리는 도전을 이겨내지 못했어요. 희망 없었으면, 우리는 앞으로 나아가지 못했어요."
,영어 II,동아(권),2015,1,structure,Health Talks,"never too ~ to부정사
 The good news is that it is never too late to start.",It is never too soon to plan a healthy meal.,건강한 식사를 계획하기엔 절대 이르지 않아요.,It is never too late to exercise. It is never too early to choose fresh fruits.,운동을 시작하기엔 결코 늦지 않아요. 신선한 과일을 선택하기엔 절대 이르지 않아요.
,영어 II,동아(권),2015,2,structure,Step into the World,관계부사 where,I drove past the garden where birds chirped beautifully.,나는 새들이 아름답게 지저귀는 정원을 지나갔어요.,They walked through the street where lights shone brightly. He stopped at the cafe where friends met often.,그들은 불빛이 밝게 빛나는 거리를 걸었어요. 그는 친구들이 자주 만나는 카페에서 멈췄어요.
,영어 II,동아(권),2015,3,structure,The Joy of Language,분사구문,"Having explored new expressions, I enjoyed a rich conversation.","새로운 표현들을 탐험한 후, 나는 풍부한 대화를 즐겼어요.","Having practiced daily, I mastered clear pronunciation. Having listened to native speakers, I improved my intonation.","매일 연습한 후, 나는 또렷한 발음을 익혔어요. 원어민들의 말을 들은 후, 나는 억양을 향상시켰어요."
