fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
I believe things will ___ soon.,나는 모든 일이 [[잘 풀리다]]할 거예요.,work out,It means problems resolve successfully.,문제들이 성공적으로 풀린다는 뜻이에요.
I can ___ this puzzle.,나는 이 퍼즐의 답을 [[알아내]]고 싶어요.,work out,It means to solve a problem with your brain.,뇌를 써서 문제의 답을 찾는 것을 말해요.
This plan will ___ nicely.,이 계획은 [[결과]] 잘 돼요.,work out,"When things finish in a good way, they are successful.","일이 좋은 방향으로 끝나면, 성공한다는 말이에요."
Please ___ the program now.,프로그램을 지금 [[실행]]해요.,work out,It makes the program run.,이것은 프로그램을 실행시키는 거예요.
I ___ at the gym.,나는 체육관에서 [[운동]]해요.,work out,You do this when you go to a gym for health.,체육관에 가서 건강해지기 위해 하는 행동이에요.
I can ___ math problems.,나는 수학 문제를 [[계산]]할 수 있어요.,work out,You do this to find an answer in math.,수학 문제를 풀 때 쓰는 방법이에요.
She dreams of exploring the ___.,그녀는 [[세계]]를 여행하고 싶어해요.,world,It is the place where everyone lives.,모든 사람이 사는 곳이에요.
The event is ___.,행사는 [[세계적인]]이에요.,worldwide,It means in every country.,모든 나라에서 해당해요.
I saw a ___ in the soil.,나는 흙 속에서 [[벌레]]를 봤어요.,worm,It is an animal that is long and crawls.,길고 땅을 기어 다녀요.
The spaceship entered the ______.,우주선이 [[웜홀]]에 들어갔어요.,wormhole,Imagine a tunnel that connects far parts of space.,먼 우주의 두 부분을 연결하는 터널을 상상해 보세요.
My shoes are ___.,내 신발은 [[낡은]].,worn,It means something is old from much use.,많이 사용되어서 낡아진 것을 말해요.
He looks _____ after work.,그는 일 후에 [[수척]] 보여요.,worn,It describes someone very tired and thin.,매우 지치고 수척해 보이는 모습을 나타내요.
He seemed ___ about his exam.,그는 시험에 대해 [[걱정스러운]] 표정을 지었어요.,worried,"When you feel anxious about a result, you have this feeling.",결과가 걱정되어 불안할 때 느끼는 감정이에요.
I ___ my future plans.,나는 미래 계획에 대해 [[걱정]]해요.,worry about,How do you feel when an exam is near?,시험이 다가올 때 어떤 기분이에요?
Today is ___ than yesterday.,오늘은 어제보다 [[더 나쁜]] 상태예요.,worse,Use this word when one thing is not as good as another.,하나가 다른 것보다 덜 좋을 때 사용하는 단어예요.
The toy is ______.,그 장난감은 [[가치 없는]]에요.,worthless,It describes something that has no value.,아무런 가치가 없어서 쓸모가 없다는 뜻이에요.
The ___ drives the cattle on the farm.,농장에는 [[카우보이]]가 소들을 돌봐요.,wrangler,He rides horses and looks after cattle.,그는 말을 타고 소들을 돌봐요.
Athletes often ___ to show strength.,운동선수들이 힘을 보여주기 위해 [[씨름]]해요.,wrestle,It is a sport where two people try to take each other down.,두 사람이 서로를 넘어뜨리려고 겨루는 스포츠예요.
The athlete ___ his opponent.,선수는 상대와 [[격투]]해요.,wrestle,"In this sport, you try to throw your opponent to win.",이 스포츠는 상대를 넘어뜨려 이기는 경기예요.
I hurt my ___.,나는 내 [[손목]]을 다쳤어요.,wrist,It is the body part where you wear a watch.,시계를 차는 팔의 부분이에요.
She will ___ a letter.,그녀는 편지를 [[쓰]]어요.,write,You do this to put your ideas on paper.,종이에 생각을 적을 때 하는 행동이에요.
I will ______ the recipe.,나는 레시피를 [[적어놓다]] 했어요.,write down,You record things on paper to not forget them.,잊지 않기 위해 종이에 기록하는 것을 말해요.
Please ___ your answer on the board.,학생은 칠판에 답을 [[적다]].,write down,You use a pen to copy words onto paper.,펜을 사용해 단어를 종이에 옮기는 행동이에요.
The letter was ___ on paper.,편지는 [[문자화]] 되었어요.,written,It means being put on paper.,종이에 쓰여진 거예요.
Your answer is ____.,당신의 대답은 [[틀린]]이에요.,wrong,It is used to describe something that is not correct.,옳지 않은 것을 나타내요.
I spent a ___ in school.,나는 학교에서 [[년]] 보냈어요.,year,It is the time the Earth takes to go around the sun.,지구가 태양 주위를 도는 시간이에요.
Mom may ___ the kids.,엄마가 아이들에게 [[소리치다]]해요.,yell at,It means to shout at someone angrily.,누군가에게 화가 나서 크게 말하는 거예요.
He is ___ because he is scared.,그는 무서워서 [[겁 많은]] 사람이에요.,yellow,It describes someone who is very scared.,이것은 매우 무서워하는 사람을 뜻해요.
I see ___ outside.,밖에 [[황사]] 보여요.,yellow dust,It is tiny sand from a far desert falling in the air.,먼 사막에서 오는 작은 모래예요.
She answered ___ when asked.,그녀는 물어보자 [[예]]라고 대답했어요.,yes,It shows agreement or approval.,동의나 승낙을 나타내요.
We talked on ______.,우리는 [[어제]] 이야기했어요.,yesterday,It is the day before today.,오늘의 전날이에요.
She does ___ every morning.,그녀는 매일 아침 [[요가]]해요.,yoga,It helps you relax and stretch well.,몸과 마음을 편하게 해줘요.
I like ___.,나는 [[너]]를 좋아해요.,you,Rearrange these letters!: O Y U,다음 글자들을 재배열 해보세요!: O Y U
The ___ lamb stayed near its mother.,어미 양 옆에 [[새끼]] 있었어요.,young,It is a baby animal.,나이가 적은 동물이에요.
She is very ___.,그녀는 매우 [[어린]].,young,Used to describe someone not old.,나이가 많지 않은 사람을 나타내는 말이에요.
That boy is ___.,그 소년은 [[젊은]]이다.,young,It describes someone who is not old.,나이가 많지 않은 사람을 묘사해요.
The cake is ___.,이 케이크는 [[맛있는]].,yummy,It means the food tastes very good.,음식이 아주 맛있다는 뜻이에요.
He acted like a ___.,그는 친구처럼 [[무기력한 사람]] 같아요.,zombie,"When someone has no energy and acts slowly, what is he called?",에너지가 없고 천천히 움직이는 사람을 뭐라고 할까요?
You must stay in the _____.,너는 반드시 [[지역]]에 있어요.,zone,It means a space with a special function.,특별한 용도로 사용되는 곳이에요.
I visit the ___ on Saturday.,나는 토요일에 [[동물원]]에 가요.,zoo,It is a place to see animals.,동물을 보는 곳이에요.
The cat ran ___ the road.,고양이가 길을 [[건너서]] 달렸어요.,across,It means from one side to the other.,한쪽에서 다른 쪽으로 가는 뜻이에요.
She ran ___ the road.,그녀는 도로를 [[가로질러]] 달렸어요.,across,It shows moving from one side to another.,한쪽에서 다른 쪽으로 이동하는 모습을 나타내요.
Her good ___ changed many lives.,그녀의 좋은 [[행동]]이 많은 생명을 바꿨어요.,act,It is something you do every day.,매일 하는 행동이에요.
They ___ in the play.,그들은 연극에서 [[행동]]해요.,act,It is what you do on stage to tell a story.,무대에서 이야기를 전달할 때 하는 일이에요.
He met an ___ friend yesterday.,그는 어제 [[아프리카 사람]] 친구를 만났어요.,African,This word describes someone from a big continent.,이 단어는 큰 대륙 출신 사람을 나타내요.
They celebrate __ music.,그들은 [[아프리카]] 음악을 즐겨요.,African,It refers to something related to Africa.,아프리카에 관련된 뜻이에요.
He stayed ___ at home.,그는 집에 [[홀로]] 있었어요.,alone,How do you feel when you are without anyone?,다른 사람이 없을 때의 기분이 어떨까요?
I feel ___ without you.,나는 너 없이 [[홀로]] 있어요.,alone,You feel this when you're by yourself.,혼자일 때 느끼는 감정이에요.
The ship dropped its ___.,배는 정박하기 위해 [[닻]]을 사용해요.,anchor,It holds a boat so it does not move.,배가 움직이지 않게 고정시켜줘요.
Sailors ___ the boat.,선원들은 배를 [[고정]]해요.,anchor,It holds the boat so it stays still.,배가 가만히 있게 해요.
The boat ___ across the lake.,배가 [[비스듬이 움직이다]] 호수를 가로질러 갔어요.,angle,It is used when something tilts or moves diagonally.,뭔가 기울어져 움직일 때 쓰는 동사예요.
Find the ___ in the triangle.,삼각형의 [[각도]]를 찾아요.,angle,It is the measure of an opening between two sides.,두 선이 이루는 틈을 나타내요.
She saw an ___ vase.,그녀는 ___ [[골동품]] 꽃병을 봤어요.,antique,It means something old from the past.,예전부터 전해 내려오는 오래된 물건이에요.
This vase is ___.,이 꽃병은 [[골동품]]이에요.,antique,It describes something very old and rare.,아주 오래되고 특별한 물건을 말해요.
The actor joined the ___.,배우는 [[오디션]]에 참여했어요.,audition,It is a test to join a show.,공연에 참여하기 위한 시험이에요.
He will ___ for the play.,그는 연극을 위해 [[오디션]]해요.,audition,You try out to get a role.,역할을 얻기 위해 시험해봐요.
We grill ___ on warm nights.,우리는 따뜻한 밤에 [[바비큐]]를 굽습니다.,barbecue,It is food cooked outdoors with fire.,밖에서 불로 요리하는 음식이에요.
The chef ___ the meat.,셰프는 고기를 [[바비큐]]로 굽어요.,barbecue,You grill food outdoors on a fire.,밖에서 불로 음식을 굽는 것을 의미해요.
The car is ___.,자동차는 [[검은색]]이다.,black,It is the color of darkness that you see at night.,밤에 보이는 어둠의 색깔이에요.
The cat is ___.,고양이는 [[검은색]]이에요.,black,It is the color you see when there is little light.,빛이 거의 없을 때 보이는 색이에요.
The tree shows a ___.,나무에 [[꽃]] 피었어요.,blossom,It makes the tree look pretty in spring.,나무가 봄에 예뻐지게 해줘요.
Trees ___ in spring.,나무들은 봄에 [[꽃이 피다]].,blossom,It means to produce flowers.,이것은 나무가 꽃을 피우는 것을 말해요.
The sky is ___.,하늘은 [[파란색]] 이에요.,blue,It is the color of the clear sky.,하늘의 색이에요.
The sky is ___ today.,하늘은 오늘 [[파란색]] 이에요.,blue,It is the color of a clear sky.,맑은 하늘의 색이에요.
I ___ my teeth every day.,나는 매일 이를 [[솔질]]해요.,brush,This is what you do to clean your teeth every day.,이것은 매일 이를 깨끗하게 하기 위해 하는 행동이에요.
I ___ my hair every morning.,나는 매일 아침 머리를 [[빗질]]해요.,brush,You do this to comb your hair.,이 동사는 머리를 정리할 때 사용해요.
She used a ___ for painting.,그녀는 그림을 위해 [[붓]]을 사용했어요.,brush,You use this tool to paint a picture.,그림을 그릴 때 쓰는 도구예요.
I use a ___ to paint.,나는 그림을 그리기 위해 [[솔]]을 사용해요.,brush,This tool is used to apply color.,이 도구는 색칠할 때 사용해요.
I ___ my arm with hot water.,나는 뜨거운 물로 팔에 [[화상]] 입었어요.,burn,You get this injury when you touch something hot.,뜨거운 것을 만지면 이 상처를 입는 거예요.
I got a ___ on my hand.,나는 손에 [[화상]]이 생겼어요.,burn,It happens when your skin is hurt by something hot.,뜨거운 물건에 닿아 피부가 다칠 때 생길 수 있어요.
I missed your ___ yesterday.,나는 네 [[전화]]를 놓쳤어요.,call,It is what you receive on your phone.,휴대폰으로 받는 거예요.
I ___ my friend.,나는 친구에게 [[전화]]했어요.,call,You use a phone to talk to someone.,전화기를 사용해 누군가와 이야기해요.
We went to a ___.,우리는 [[캠프]]에 갔어요.,camp,It is a place for staying outside.,밖에서 머무는 장소예요.
We ___ in the forest.,우리는 숲에서 [[야영]]해요.,camp,"When you sleep under the stars, you use a tent.","별 아래에서 자면, 텐트를 써요."
I will ____ the plan.,나는 계획을 [[취소]]해요.,cancel,You call it when you stop a scheduled activity.,예정된 활동을 멈출 때 사용하는 단어예요.
They ______ the party.,그들은 파티를 [[취소]]했어요.,cancel,It means to stop something you planned.,계획했던 것을 멈추는 뜻이에요.
She gave ____ to the garden.,그녀는 정원을 위해 [[관리]]해요.,care,It is the attention and help you give.,누군가에게 주는 관심과 도움을 말해요.
I ___ for my pet.,나는 내 애완동물을 [[관리]]해요.,care,You look after someone to keep them safe.,누군가를 돌보고 안전하게 지켜주는 행동이에요.
She takes on every ___.,그녀는 모든 [[도전]]을 받아들여요.,challenge,It is a hard task that tests your skills.,이것은 네 능력을 시험하는 어려운 일이에요.
We ___ every new task.,우리는 매번 새로운 [[도전]]해요.,challenge,It is when you try something difficult.,어려운 일을 시도할 때의 의미예요.
I ___ my clothes.,나는 [[바꾸다]] 옷을 입어요.,change,"When you make something not the same, you do this action.","무언가를 이전과 다르게 만들 때, 하는 행동이에요."
A ___ brings fun moments.,작은 [[변화]]가 기분 좋게 해요.,change,It happens when things become not the same.,똑같지 않게 돼요.
The scientist studied ______ reactions.,과학자는 [[화학물질]] 반응을 연구했어요.,chemical,It is a substance used in labs.,과학실에서 쓰이는 물질이에요.
The scientist mixed a ___ solution.,과학자는 [[화학]] 용액을 섞었어요.,chemical,It describes things used in lab experiments.,실험실에서 쓰는 것들을 설명해요.
I like ___ food.,저는 [[중국의]] 음식을 좋아해요.,Chinese,It describes something from China.,중국에서 온 것을 나타내요.
My friend is ___.,내 친구는 [[중국인]]이에요.,Chinese,This person is from a country with a huge wall.,이 사람은 거대한 성벽이 있는 나라 출신이에요.
I will ___ my room.,나는 내 방을 [[청소하다]],clean,"To make a space not dirty, you do this.",공간을 지저분하지 않게 만들 때 하는 일이에요.
Her room is ___.,그녀의 방은 [[깨끗]]해요.,clean,It means not dirty.,더럽지 않다는 뜻이에요.
We are ___ friends.,우리는 [[친한]] 친구들이에요.,close,It means being very near and friendly.,누군가와 아주 가깝고 친밀해요.
Please ___ the door.,문을 [[닫]]아주세요.,close,You do this to a door to make it not open.,문이 열리지 않도록 할 때 쓰는 행동이에요.
The tower had a ___ yesterday.,탑은 어제 [[붕괴]]를 겪었어요.,collapse,This is when a structure suddenly falls down.,건물이 갑자기 무너질 때 쓰는 말이에요.
The bridge ___ during the storm.,다리는 폭풍 속에서 [[붕괴]]했어요.,collapse,When a structure falls down suddenly.,건물이나 다리가 갑자기 무너질 때 쓰는 말이에요.
I enjoy his ____.,나는 그의 [[동석]]을 좋아해요.,company,How do you feel when you are with a good friend?,좋은 친구와 함께 있을 때 어때요?
She ___ her to school.,그녀는 학교에 [[동석]]했어요.,company,It means to go with someone.,누군가와 함께 가는 것을 말해요.
He received a ____ today.,그는 친구의 [[칭찬]]을 받았어요.,compliment,It is a kind thing you say to make someone feel good.,누군가를 기분 좋게 하기 위해 하는 친절한 말이에요.
She will ______ you today.,그녀가 오늘 너를 [[칭찬]]할 거예요.,compliment,You say nice words to make someone feel good.,누군가에게 좋은 말을 해서 기분을 좋게 만들어요.
They need to ___ their book.,그들은 새 책에 [[저작권]]을 얻어요.,copyright,Rearrange these letters!: H O P T C I Y G R,다음 글자들을 재배열 해보세요!: H O P T C I Y G R
The artist holds ___ for her song.,그녀의 노래에는 [[저작권]] 있어요.,copyright,It protects a creator's original work.,창작자의 원작을 보호해요.
The meal ___ ten dollars.,식사는 [[비용]]이 10달러예요.,cost,You pay money to buy things.,물건을 살 때 돈을 내요.
The item ___ is high.,이 물건의 [[가격]]은 높아요.,cost,It is what you pay for things.,물건을 살 때 내는 돈이에요.
The room was completely ___.,방은 완전히 [[어둠]]이에요.,dark,It is when there is little or no light.,빛이 거의 없거나 전혀 없을 때의 상태예요.
The room is ___.,방은 [[어두운]].,dark,It describes a place or time with little light.,빛이 거의 없는 장소나 시간을 나타내요.
I marked the ___ on my calendar.,나는 달력에 [[날짜]]를 적었어요.,date,It is the day you see on a calendar.,달력에서 볼 수 있는 그 날이에요.
She will ___ the letter tomorrow.,그녀는 내일 편지에 [[날짜]]를 적어요.,date,You write it on forms to show the day.,편지에 오늘이 몇 일인지 쓰기 위해 사용해요.
The company reported a ___.,회사가 [[감소]]를 보고했어요.,decrease,It means something gets smaller.,양이 작아지는 것을 말해요.
Prices ___ after the discount.,가격이 [[감소]]했어요.,decrease,It shows when quantity becomes lower.,양이나 수치가 줄어든 상황을 나타내요.
I like the ___ of this chair.,나는 이 의자의 [[디자인]]을 좋아해요.,design,It is a plan for how something looks.,어떤 것이 어떻게 보일지 정한 계획이에요.
The architect ___ a building.,건축가는 건물을 [[설계]]해요.,design,It is planning how something will look or work.,어떤 것의 모양이나 기능을 미리 계획하는 것이에요.
I read the ___ of the book.,나는 책의 [[요약]]을 읽었어요.,digest,It is a short summary of a text.,어떤 글의 짧은 [[요약]]이에요.
I will ___ the news.,나는 뉴스를 [[요약]]할 거예요.,digest,You do this to a long text to get the main idea.,긴 글에서 중요한 부분만 뽑아요.
I started a ___ on my computer.,나는 컴퓨터에서 [[내려받기]]를 시작했어요.,download,Rearrange these letters!: O D L W N A D O,다음 글자들을 재배열 해보세요!: O D L W N A D O
I will ___ a file.,나는 파일을 [[내려받]]어요.,download,"When you get a file from the internet, you do this.",인터넷에서 파일을 받을 때 하는 행동이에요.
I had a ___ last night.,나는 어젯밤에 [[꿈]]을 꿨어요.,dream,You see pictures when you sleep.,잠잘 때 그림이 보여요.
I ___ every night.,나는 [[꿈]]꿔요.,dream,You see these images when you sleep.,잠잘 때 보는 이미지예요.
He used a ___ for woodwork.,그는 나무작업을 위해 [[드릴]]을 사용했어요.,drill,You use this tool to make holes.,나무에 구멍을 뚫는 도구예요.
They ___ the wood.,그들은 나무를 [[뚫]]었어요.,drill,Rearrange these letters!: L I R D L,다음 글자들을 재배열 해보세요!: L I R D L
They organized a ___ for charity.,그들은 자선을 위해 [[단체 운동]]을 준비했어요.,drive,It is an event where people help others.,사람들이 서로 도와주기 위해 모이는 행사예요.
They ___ as a group.,그들은 [[단체 운동]]해요.,drive,It means to exercise together with a group.,여러 사람과 함께 운동하는 것을 말해요.
I got your ___ today.,오늘 너의 [[전자우편]] 받았어.,email,You send messages with a computer.,컴퓨터로 메시지를 보내요.
I will ___ the file today.,나는 오늘 편지를 [[전자우편]]할 거예요.,email,You use it to send messages on the internet.,인터넷으로 메시지를 보내는 데 사용해요.
This is the ___ of the story.,이야기의 [[끝]]이에요.,end,It is the moment when something stops.,무엇인가 멈추는 순간이에요.
The movie will ___ soon.,영화가 곧 [[끝내]]요.,end,It means to finish something.,이것은 무언가를 마치는 뜻이에요.
Students ___ books at school.,학생들은 학교에서 [[교환]]해요.,exchange,You trade things with someone.,서로 물건을 바꾸는 것을 말해요.
We had an ___ at the market.,우리는 시장에서 [[교환]]을 했어요.,exchange,It is when you give something and get something.,어떤 것을 주고 받는 행동이에요.
I do ___ every day.,나는 매일 [[연습]]해요.,exercise,It is a physical activity to keep your body strong.,몸이 튼튼해지도록 하는 신체 활동이에요.
I do ___ daily.,나는 매일 [[운동]]해요.,exercise,You do this to keep your body healthy.,몸을 건강하게 하기 위해 하는 행동이에요.
Tom will ___ daily.,톰은 매일 [[연습]]해요.,exercise,You do this to keep your body healthy.,건강을 위해 몸을 움직이는 행동이에요.
She will ___ each morning.,그녀는 매일 아침에 [[운동]]해요.,exercise,You move your body to be healthy.,건강을 위해 몸을 움직여요.
The museum will ___ art.,박물관은 예술을 [[전시]]해요.,exhibit,You show things in a museum.,박물관에서 물건을 보여줘요.
The museum has a ___.,박물관에는 [[전시품]]이 있어요.,exhibit,It is something shown in a museum.,박물관에 전시된 물건이에요.
I ___ new cultures.,나는 새로운 문화를 [[경험]]했어요.,experience,Rearrange these letters!: X E E R I E P N C E,다음 글자들을 재배열 해보세요!: X E E R I E P N C E
She had an ___ at school.,그녀는 학교에서 [[경험]]을 쌓았어요.,experience,What do you get from doing something new?,새로운 것을 해보면 무엇을 얻을까요?
They did an ___ in class.,그들은 수업에서 [[실험]]을 했어요.,experiment,You try something new in a lab.,보통 과학 수업에서 새로운 것을 알아보기 위해 해요.
Scientists ___ for new discoveries.,과학자들이 [[실험]]해요.,experiment,It is a test to see how things work.,사물이 어떻게 작동하는지 알아보는 테스트예요.
He ___ his problems.,그는 자신의 문제에 [[직면]]해요.,face,"When trouble comes, what do you do?","문제가 오면, 어떻게 하나요?"
She shows her ___ everyday.,그녀는 매일 [[얼굴]]을 보여요.,face,You see it in a mirror.,거울에서 볼 수 있어요.
The stock price ___ overnight.,주가가 [[하락]]했어요.,fall,It is used when prices go lower.,가격이 낮아질 때 사용하는 말이에요.
Stock prices ___ after news.,주가가 [[하락]]했어요.,fall,"It means to go down, like prices decreasing.",가격이 낮아질 때 쓰는 단어예요.
My cat is ___.,우리 고양이는 [[살찐]].,fat,This means not thin and heavy.,얇지 않고 무거운 것을 말해요.
She removed extra ___.,그녀는 여분의 [[지방]]을 제거했어요.,fat,It is a substance found in foods like butter and meat.,버터나 고기에 있는 성분이에요.
This is my ___ book.,이것은 제 [[특히 좋아하는]] 책이에요.,favorite,This word means you like something more than others.,이 단어는 다른 것보다 더 좋아하는 것을 의미해요.
My ___ is chocolate.,내 [[특히 좋아하는 것]]은 초콜릿이에요.,favorite,It means the thing you like the best.,가장 좋아하는 것을 뜻해요.
There was a ___ yesterday.,어제는 [[싸움]]이 있었어요.,fight,It means when people quarrel.,사람들이 서로 다투는 상황을 말해요.
They ___ in the park.,아이들이 [[싸우다]]해요.,fight,You do this when you have a conflict with someone.,누군가와 다툴 때 하는 행동이에요.
Please ___ the water before use.,사용하기 전에 물을 [[거르]]세요.,filter,It cleans water by removing small particles.,작은 입자들을 제거해서 물을 깨끗하게 해요.
I use a ___ for clean water.,나는 깨끗한 물을 위해 [[여과기]]를 사용해요.,filter,You use this tool to make water clean.,이 도구는 물을 깨끗하게 만들어요.
They ___ in the sea.,그들은 바다에서 [[낚시]]해요.,fish,It is an outdoor activity using a rod and bait.,막대기와 미끼로 하는 야외활동이에요.
The ___ swims in the pond.,나는 연못에서 [[물고기]]를 봤어요.,fish,It is a water animal that swims.,물이 있는 곳에 사는 동물이에요.
He uses ___ to clean his teeth.,그는 이를 닦은 후 [[치실]]을 사용해요.,floss,It is a thin tool used to clean between teeth.,이는 이 사이의 남은 음식물을 제거하는 가느다란 도구예요.
I ___ my teeth daily.,나는 매일 [[치실질]]해요.,floss,It is a thin string used to clean between your teeth.,이는 이 사이를 깨끗하게 하는 얇은 줄이에요.
The camera's ___ is clear.,카메라의 [[초점]]이 선명해요.,focus,It is the main point where you look.,당신이 보는 가장 중요한 부분이에요.
I always _____ on my work.,나는 내 일에 [[초점]] 맞추어요.,focus,"When you study, you give your attention to one thing.",공부할 때 한 가지에 온전히 신경 쓰는 거예요.
They ___ the weather today.,그들은 오늘 날씨를 [[예보]]해요.,forecast,It means to tell what the weather will be.,날씨가 어떻게 될지 말하는 뜻이에요.
The channel presents a ___ today.,채널에서 오늘 [[예보]]를 보여줘요.,forecast,It tells you what the weather will be.,날씨가 어떨지 미리 알려줘요.
The museum is ___ on Monday.,박물관은 월요일에 [[무료]]예요.,free,It means you don't have to pay money.,돈을 내지 않아도 돼요.
The concert tickets are ___ for everyone.,콘서트 티켓은 모두에게 [[무료]]예요.,free,It means you do not pay for it.,돈을 내지 않아도 돼요.
I love ___ cheese.,나는 [[프랑스의]] 치즈를 사랑해요.,French,It describes things from a country famous for the Eiffel Tower.,유명한 에펠탑이 있는 나라의 것을 설명해요.
She learns ___ at school.,그녀는 학교에서 [[프랑스어]]를 배워요.,French,It is the language spoken in France.,프랑스에서 사람들이 쓰는 말이에요.
The party was ___.,파티는 [[재미]]있었어요.,fun,How do you feel when playing a game?,게임할 때 어떤 기분이 드나요?
It is a ___ party.,파티는 [[재미있는]] 거예요.,fun,It makes you smile and laugh.,웃고 즐길 수 있게 해줘요.
The leaf is ______.,잎은 [[녹색]]이에요.,green,It is the color of grass.,잔디의 색이에요.
The leaf is ____. ,나뭇잎은 [[녹색]]이에요.,green,It is the color of grass.,잔디의 색이에요.
Only a ___ can drive a car.,오직 [[성인의]] 사람만 자동차를 운전해요.,grown-up,A grown-up is a person who is not a child.,어린이가 아닌 사람이에요.
A ___ sits at the table.,식탁에 앉은 [[어른]]이에요.,grown-up,This refers to someone who is not a child.,어린이가 아닌 사람을 말해요.
Can you ___ me?,나를 [[도와]] 줄래요?,help,When you give support to someone in need.,누군가가 필요할 때 도와주는 행동이에요.
I need ___ from you.,나는 너에게 [[도움]] 필요해요.,help,You ask for it when you are in trouble.,곤란할 때 받는 [[도움]]이에요.
My boss gave me a ___.,사장님이 나에게 [[인상]]을 주셨어요.,hike,It means a raise in pay.,월급이 오를 때 쓰는 말이에요.
They ___ ticket prices last year.,그들은 작년에 티켓 가격을 [[인상]]했어요.,hike,"When you walk on a mountain trail for fun, you do this.",산길을 즐겁게 걸을 때 하는 행동이에요.
The rabbit jumped in the ___.,토끼는 [[구멍]]에 뛰어들었어요.,hollow,It is an empty space inside an object.,물건 안에 비어있는 공간이에요.
The cave was ___ and quiet.,동굴은 [[속이 텅 빈]]하고 조용해요.,hollow,It means there is nothing inside the object.,안에 아무것도 없다는 뜻이에요.
I go ___ every day.,나는 [[집]]에 매일 가요.,home,It is a place you live in.,당신이 사는 곳이에요.
Sara goes ___ every day.,사라는 매일 [[집으로]] 갑니다.,home,It is where you live.,너가 사는 곳이에요.
The ___ welcomed his friends.,그 [[주인]]은 친구들을 맞이했어요.,host,This person welcomes visitors at a party.,파티에서 손님을 맞이하는 사람이에요.
They ___ the meeting.,그들이 회의를 [[주최]]해요.,host,You organize a party or meeting.,파티나 모임을 준비해요.
He ____ a pattern on the desk.,그는 책상에 [[무늬]]를 새겨 넣었어요.,inlay,It is when you put a pattern inside something.,어떤 물건 안에 무늬를 넣는 것을 말해요.
They admired the ___ pattern.,그들은 예쁜 [[상감]] 디자인을 감탄했어요.,inlay,It describes a decorative piece put into something.,무언가에 넣어 장식하는 재료를 뜻해요.
She uses ___ on weekends.,그녀는 주말에 [[인라인스케이트]]를 타요.,inline skate,You ride these on smooth roads for fun.,부드러운 길에서 즐겁게 타요.
I like to ___ in summer.,나는 여름에 [[인라인스케이트]]를 타요.,inline skate,It starts with 'i'!,i로 시작하는 단어예요!
He had a ____ yesterday.,그는 어제 [[면접]]을 봤어요.,interview,This is a special talk where one asks questions for a job.,이것은 취업을 위해 질문하는 특별한 대화예요.
They will ___ for the job.,그들은 그 일자리를 위해 [[면접]]할 거예요.,interview,A meeting where you answer questions for a job.,면접은 직업을 위해 질문에 답하는 모임이에요.
He is a ___ student.,그는 [[대학 3학년생]]이에요.,junior,It describes a student in his third year at college.,대학에서 3학년인 학생을 나타내는 말이에요.
My friend is a ___ student.,내 친구는 [[3학년생]] 학생이에요.,junior,It means a student in the third year of college.,대학에서 3학년 학생을 뜻해요.
The runner is ___.,주자는 [[케냐의]] 사람입니다.,Kenyan,They come from a country in Africa.,아프리카에 있는 나라 출신이에요.
The ___ athlete won gold.,그 [[케냐인]] 선수는 금메달을 땄어요.,Kenyan,This person is from a country in East Africa.,이 사람은 동아프리카에서 왔어요.
My favorite ___ of music is pop.,내가 좋아하는 [[종류]]의 음악은 팝이에요.,kind,It is used when talking about types of items.,물건의 종류를 말할 때 사용해요.
She is a ___ friend.,그녀는 [[친절]]한 친구예요.,kind,This word describes a person who is nice to others.,이 단어는 남에게 좋은 사람을 설명해요.
Measure the ______ of the rope.,끈의 [[길이]]를 재보세요.,length,It tells you how long something is.,어떤 것이 얼마나 긴지 알려줘요.
My pencil's ___ is not short.,내 연필의 [[길이]]는 짧지 않아요.,length,It describes the size from end to end.,끝과 끝 사이의 크기를 알려줘요.
There is ___ traffic today.,오늘은 [[덜한]] 교통이 있어요.,less,It shows something is smaller in quantity.,양이 더 작다는 뜻이에요.
I drink ___ milk.,나는 우유를 [[더 적게]] 마셔요.,less,It is used to show a smaller amount.,양이 더 적은 것을 말할 때 사용해요.
He told a ___ during dinner.,그는 저녁에 [[거짓말]]을 했어요.,lie,It is when someone says something untrue.,누군가 일부러 진실이 아닌 말을 할 때예요.
Sometimes people ___ to get out.,가끔 사람들은 [[거짓말]]해요.,lie,It means not telling the truth.,진실을 말하지 않는 것을 의미해요.
The candle gives ___ in darkness.,촛불은 어둠 속에 [[불]]을 줘요.,light,It is produced by a candle or the sun to help you see in the dark.,촛불이나 해가 만들어서 어두울 때 볼 수 있게 해줘요.
My bag is ____. ,내 가방은 [[가벼운]]예요.,light,It means not heavy.,무겁지 않다는 뜻이에요.
I ___ the match.,나는 성냥에 [[불]] 붙였어요.,light,Use this word when you start a fire.,무언가에 불을 붙일 때 쓰는 단어예요.
I see the ____ from the window.,나는 창문으로 [[빛]]을 봐요.,light,You use it to see when rooms are dark.,어두운 방에서 물건들을 볼 수 있게 해줘요.
Water is ___ at room temperature.,물은 상온에서 [[액체]]예요.,liquid,It describes water. It is not solid or gas.,물을 나타내요. 고체나 기체가 아니에요.
I drink ___ every day.,나는 매일 [[음료]]를 마셔요.,liquid,It flows easily and you can drink it.,잘 흘러내리고 마실 수 있는 거예요.
