fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
The company will ___ the brand.,회사는 브랜드를 [[홍보]]해요.,promote,How do you make people know about a new product?,사람들이 새로운 제품을 알도록 도와주는 거예요.
The manager will ___ the employee.,매니저는 직원에게 [[진급시키다]]를 합니다.,promote,You give someone a higher job.,누군가에게 더 좋은 직업을 주는 거예요.
Parents ___ learning at home.,부모님들이 집에서 [[촉진]]해요.,promote,It means to help something become well-known.,무엇인가를 잘 알게 돕는 거예요.
Parents ___ healthy eating habits.,부모님은 건강한 식습관을 [[증진시키다]] 해요.,promote,This means to help something grow or become better.,어떤 것을 성장시키거나 발전하게 하는 뜻이에요.
Please ___ this word aloud.,이 단어를 [[선언]]해 주세요.,pronounce,You speak clearly when you use this verb.,이 동사를 쓸 때는 분명하게 말해요.
Please ___ my name.,제 이름을 [[발음]]해 주세요.,pronounce,It means to say a word out loud clearly.,단어를 분명히 말하는 것을 의미해요.
Her ___ is easy to hear.,그녀의 [[발음]]은 듣기 좋아요.,pronunciation,It is the way you say words.,단어를 어떻게 말하는 방법이에요.
He decided to ___ at dinner.,그는 저녁에 [[청혼]]했어요.,propose,You use this word when asking someone to marry you.,결혼하자고 물을 때 쓰는 단어예요.
I ___ a new idea today.,나는 오늘 새로운 아이디어를 [[제안]]했어요.,propose,You offer an idea during a talk.,회의 중에 새로운 생각을 말할 때 쓰여요.
They ___ the rule unfairly.,사람들이 [[항의]]해요.,protest,You show disapproval by speaking out.,말로 반대를 표현하는 행동이에요.
People attended the ___ peacefully.,사람들이 평화롭게 [[시위]]에 참여했어요.,protest,People gather to show disagreement.,사람들이 반대를 보여주기 위해 모여요.
Her ___ was clear.,그녀의 [[주장]]은 명확했어요.,protest,How do you express your opinion strongly?,의견을 강하게 말할 때 쓰는 단어예요.
The machine ___ water.,기계가 물을 [[솟구치]]다.,pump,It makes water move up.,물이 위로 올라가요.
We ___ water from the well.,우리는 우물에서 물을 [[퍼내]]어요.,pump,It moves water from one place.,한 곳에서 물을 다른 곳으로 옮겨요.
We install a ____ near the pool.,우리는 수영장 옆에 [[펌프]]를 설치해요.,pump,It moves water from one place to another.,한 곳에서 다른 곳으로 물을 옮겨요.
The train moves ___ over the tracks.,기차는 선로 위에서 [[빠른]] 속도로 달려요.,rapid,It describes something that happens in a short time.,짧은 시간에 일어나는 것을 말해요.
Students ___ to loud sounds.,학생들은 큰 소리에 [[반응]]해요.,react,How do you show your feelings when surprised?,놀랐을 때 기분을 어떻게 표현해요?
She will ______ after the flu.,그녀는 독감 후에 [[되찾아오]]해요.,recover,You get better after being sick.,아플 때 몸이 좋아지는 거예요.
I ___ after a cold.,나는 감기 후에 [[회복]]했어요.,recover,You get well after you are sick.,아플 때 건강해지는 것을 말해요.
A mirror ___ light.,거울은 빛을 [[비추다]].,reflect,A mirror bounces light to show images.,거울은 빛을 튕겨 모습을 보여줘요.
The mirror ___s light.,거울은 빛을 [[반사]]해요.,reflect,It bounces light back.,빛이 튕겨나오는 것을 뜻해요.
The mirror ___ my face.,거울이 내 얼굴을 [[반영]]해요.,reflect,A mirror shows your image back.,거울이 네 모습을 다시 보여줘요.
He traveled across the _____ of Europe.,그는 유럽의 [[지역]]을 여행했어요.,region,It means a part of a country.,한 나라의 부분을 의미해요.
The map shows the ___.,지도는 [[영역]]을 보여줘요.,region,It is a part of a bigger area.,더 큰 곳의 부분을 말해요.
She attends ___ classes daily.,그녀는 매일 [[규칙적인]] 수업에 참석해요.,regular,It means something that always follows a set pattern.,항상 일정한 패턴을 따르는 것을 말해요.
I wake up on a ___ day.,나는 [[평범한]] 날이에요.,regular,It means common and usual.,평소와 같이 보통이라는 뜻이에요.
I felt ___ after the fall.,나는 추락 후에 [[안도]]했어요.,relief,It is the feeling when you are no longer scared.,두려움이 없어질 때 느끼는 기분이에요.
Volunteers provide ___ for the needy.,자원봉사자들은 어려운 사람들에게 [[구호]]를 제공해요.,relief,People get this help after a disaster.,사고 후에 사람들이 받는 도움이에요.
He works the ___ at night.,그는 밤에 [[교대]]해요.,relief,One worker takes over while another rests.,한 사람이 쉬는 동안 다른 사람이 맡아요.
I need ___ from my pain.,나는 내 아픔으로부터 [[경감]]가 필요해요.,relief,How do you feel when your pain goes away?,아픔이 없어질 때 기분이 어때요?
I ___ help.,나는 도움이 [[요구]]해요.,require,It means you need something.,필요한 것이 있다는 뜻이에요.
You ___ a ticket to enter.,너는 입장하기 위해 [[필요]] 티켓이 있어요.,require,It means something is needed.,무엇인가 꼭 있어야 할 때 쓰는 말이에요.
I ___ a table for dinner.,나는 저녁을 위해 테이블을 [[예약]]했어요.,reserve,You call ahead to save a spot.,미리 전화해서 자리를 확보하는 거예요.
I will ___ a ticket.,나는 티켓을 [[남겨두]]할 거예요.,reserve,It means to keep something for future use.,나중에 사용하기 위해 미리 마련해 두는 것을 말해요.
They store a ___ for rainy days.,그들은 비 오는 날을 위해 [[비축물]]을 보관해요.,reserve,It is a supply kept aside for emergencies.,비상시에 사용하기 위해 따로 모아둔 물건이에요.
Her ___ shows calm behavior.,그녀의 [[신중함]]은 차분함을 보여요.,reserve,It describes someone who is quiet and careful.,조용하고 신중한 사람을 말해요.
Animals live in the ______.,동물들이 사는 [[보호구역]]이에요.,reserve,It is a special area for protecting nature.,자연을 보호하기 위한 특별한 장소예요.
I try to ___ peer pressure.,나는 또래의 압력에 [[저항]]해요.,resist,You say no when you feel tempted.,유혹이 있을 때 아니라고 말하는 거예요.
He will ___ at 65.,그는 65살에 [[퇴직]]해요.,retire,"After many years of work, you stop working.","오랜 시간 일한 후, 일을 그만해요."
My father will ___ next year.,우리 아버지는 내년에 [[은퇴]]하실 거예요.,retire,You stop working after a long career.,오랜 경력이 끝난 후에 일을 멈추는 거예요.
Thieves ___ the bank.,도둑들이 은행을 [[훔치다]]했어요.,rob,It is when someone takes something without asking.,누군가의 물건을 허락 없이 가져가는 행동이에요.
The ___ band stretches around my wrist.,내 손목에 [[고무]] 밴드가 둘러져 있어요.,rubber,It is a flexible material used for making bands.,밴드를 만들 때 쓰는 유연한 재질이에요.
I receive my ___ every month.,나는 매달 [[급여]]를 받아요.,salary,It is the money you receive for your work.,일한 대가로 받는 돈이에요.
They ___ the cliff with care.,그들은 절벽을 [[오르]] 조심스럽게.,scale,It means to climb a high place.,높은 곳을 오르는 것을 말해요.
He checked his weight on the ___.,그는 체중을 재기 위해 [[저울]]을 사용했어요.,scale,It is a tool for measuring weight.,물건의 무게를 재는 데 쓰는 도구예요.
Check the ___ on the ruler.,자에서 [[눈금]]을 확인하세요.,scale,It is a set of marks that show measurement.,길이를 재기 위한 표시들이에요.
He used a ___ to check his weight.,그는 몸무게를 확인하기 위해 [[체중계]]를 사용했어요.,scale,It starts with 's'!,s로 시작하는 단어예요!
The fish has ___ on its skin.,물고기는 몸에 [[비늘]]이 있어요.,scale,It is a hard covering on a fish's body.,물고기의 몸을 감싸는 딱딱한 부분이에요.
The map shows a ___.,지도에 [[척도]]가 있어요.,scale,It starts with 's'!,s로 시작하는 단어예요!
She sang the ___ during the lesson.,그녀는 수업 중에 [[음계]]를 노래했어요.,scale,It is the order of notes in music.,음악에서 소리들의 순서를 말해요.
The park is divided into ___.,공원은 여러 [[구역]]으로 나누어져 있어요.,section,It means a part of something.,전체의 일부를 뜻해요.
The book has one ___.,책에는 한 [[부분]]이 있어요.,section,It is a part of a whole.,전체의 한 부분을 말해요.
He ___ his lost dog.,그는 잃어버린 개를 [[구하다]].,seek,It means to try to find something.,원하는 것을 찾기 위해 애쓰는 거예요.
They ___ new solutions.,그들은 새로운 해결책을 [[추구]]해요.,seek,"When you do this, you look for something important.",중요한 것을 찾으려고 할 때의 행동이에요.
Children ___ their lost ball.,아이들은 잃어버린 공을 [[찾]]아요.,seek,You try to find something.,무언가를 찾으려고 할 때 쓰는 말이에요.
He has a ___ of hair.,그는 [[헝클어진 머리카락]]이 있어요.,shock,It is used to describe a messy bunch of hair.,머리에서 뭉쳐진 머리카락을 말해요.
The news gave him a ___.,소식이 그에게 [[충격]]을 줬어요.,shock,It is when you feel very surprised by something unexpected.,예상치 못한 일이 생길 때 느끼는 감정이에요.
They walked along the ______.,그들은 [[물가]]를 따라 걸었어요.,shore,It is where water meets the land.,물이 육지와 만나는 곳이에요.
The boat reached the ___.,보트가 [[해안]]에 도착했어요.,shore,It is where water meets land.,물과 땅이 만나는 곳이에요.
The event was ___ in our lives.,이 사건은 우리에게 [[상당한]] 영향을 줘요.,significant,It means very important.,아주 중요하다는 뜻이에요.
The news is ___ for us.,이 소식은 우리에게 [[중요]]해요.,significant,This word shows something very important.,이 단어는 아주 중요한 것을 나타내요.
The test showed a ___ difference.,시험은 차이를 [[의미 있는]] 보였어요.,significant,It describes something very important.,매우 중요한 것을 나타내요.
This suitcase is ___ to lift.,이 가방은 [[가벼운]] 것 같아요.,slight,It describes something that weighs little.,무게가 거의 없음을 말해요.
There is a ___ chance.,"기회가 [[약간의,조금의]] 있어요.",slight,It describes something that is very small in amount.,양이 매우 적은 것을 나타내요.
Can you ___ these items?,이 물건들을 [[분류]]해 주세요.,sort,It means to arrange things in order.,물건들을 순서대로 정리하는 뜻이에요.
I have many ___ of toys.,나는 많은 [[종류]]의 장난감을 가지고 있어요.,sort,It describes a kind or type of item.,어떤 물건의 종류를 말할 때 쓰여요.
Her music touches my ___.,그녀의 음악은 내 [[영혼]]을 감동시켰어요.,soul,"It is the deep inner part that makes you, you.",당신을 특별하게 만드는 깊은 안쪽 부분이에요.
Can you ___ me a pencil?,연필을 좀 [[나눠주다]] 주세요.,spare,It means to give something extra.,필요 이상으로 조금 주는 뜻이에요.
Can you ___ some money?,너는 돈을 조금 [[할애]]할 수 있어요?,spare,It means to set aside something extra you have.,남는 것을 조금 내어주는 뜻이에요.
The teacher ___ed his student embarrassment.,선생님은 학생에게 당황함을 [[할애]]했어요.,spare,It means to help someone avoid extra trouble.,누군가가 어려움을 겪지 않게 도와주는 것을 말해요.
He ___ death by a miracle.,그는 기적으로 [[피하]]했어요.,spare,"Imagine someone almost dies, but you save them.","누군가 거의 죽을 뻔했을 때, 당신이 구해줘요."
You must ____ electricity every day.,너는 매일 전기를 [[절약]]해야 해요.,spare,It means to use less money or energy.,돈이나 에너지를 적게 쓰는 것을 말해요.
My car has a ___ tire.,내 차에는 [[예비]] 타이어가 있어요.,spare,This word means extra one kept for emergencies.,이 단어는 나중에 쓰기 위해 따로 보관하는 추가의 것을 뜻해요.
We follow the ___ for design.,우리는 디자인에 대해 [[표준]]을 따라요.,standard,It is a common rule we follow.,모두가 따르는 보통 기준이예요.
We follow a ______ rule.,우리는 [[표본]] 규칙을 따릅니다.,standard,It means usual or normal in many cases.,많은 경우에 보통이거나 일반적임을 나타내요.
I ___ at the painting.,나는 그림을 [[응시]]했어요.,stare,It means to look at something intently.,어떤 것을 집중해서 본다는 뜻이에요.
She plans a ___ for winning.,그녀는 이기기 위한 [[전략]]을 세워요.,strategy,It is a plan to reach a goal.,목표에 도달하기 위한 계획이에요.
He ____ to open the door.,그는 문을 열려고 [[애쓰]]었어요.,struggle,You try very hard when things get difficult.,어려울 때도 포기하지 않고 노력하는 거예요.
The ___ was long and hard.,그것은 [[투쟁]]이 길고 힘들었어요.,struggle,It is a hard fight or challenge.,어려운 싸움이나 도전이에요.
Life is a ______ sometimes.,인생은 때때로 [[힘든 일]]이에요.,struggle,It is a time when things are difficult.,어려울 때를 의미해요.
Your view is ___.,네 의견은 [[주관]]적인.,subjective,It means based on personal feelings.,개인적인 감정에 따라 생각하는 거예요.
The ___ of 5 and 7 is 12.,5와 7의 [[합계]]는 12에요.,sum,This is the result you get when you add numbers.,숫자를 더하면 나오는 결과에요.
The total ___ is 50.,전체 [[산수]]는 50 이에요.,sum,It means the result when you add numbers together.,여러 수를 더해 구한 전체예요.
Read the ___ of the text.,텍스트의 [[요약]]을 읽으세요.,summary,It tells the main parts of something.,이것은 글의 주요 내용을 알려줘요.
Trees ___ the house.,나무들이 집을 [[둘러싸]]어요.,surround,It means to go all around something.,무언가를 모든 면에서 감싸다는 뜻이에요.
The wall ___ the garden.,담이 정원을 [[연관]]해요.,surround,It means to be all around something.,어떤 것 주위를 모두 감싸는 것을 설명해요.
I ___ the floor.,나는 바닥을 [[쓸다]]했어요.,sweep,It is used to clean floors using a broom.,바닥을 빗자루로 청소할 때 사용하는 행동이에요.
The broom can ___ the floor.,빗자루로 바닥을 [[휩쓸]]어요.,sweep,"When cleaning, you use a broom for this action.",청소할 때 빗자루로 바닥을 닦는 동작이에요.
Her brush made a swift ___.,그녀의 붓이 빠른 [[휘두름]]을 만들었어요.,sweep,It is a quick movement made with an object.,무언가를 사용해 빠르게 움직이는 동작이에요.
I hurt my ___.,나는 [[발가락]]이 아파요.,toe,It is at the end of your foot.,발의 끝에 있어요.
We will ___ to the bus.,우리는 버스를 [[갈아타]]요.,transfer,It means to change from one vehicle to another.,이 단어는 한 교통수단에서 다른 교통수단으로 바뀌는 것을 말해요.
She will ___ funds tomorrow.,그녀는 내일 [[옮기]]할 거예요.,transfer,It means to move from one place to another.,한 장소에서 다른 장소로 옮기는 뜻이에요.
The boss will ___ John to Seoul.,상사는 존을 서울로 [[전근]]시켰어요.,transfer,It means to make someone work at a new place.,누군가를 새로운 곳에서 일하게 만드는 뜻이에요.
They will ___ the file.,그들은 파일을 [[이전]]해요.,transfer,It means to move something from one place to another.,한 장소에서 다른 장소로 옮기는 것을 말해요.
She will ___ to a new school.,그녀는 새 학교로 [[전학]] 갔어요.,transfer,"When you move from one school to another, you do this.",한 학교에서 다른 학교로 갈 때 하는 일이에요.
I will ___ money today.,오늘 돈을 [[이체]]할 거예요.,transfer,You send money from one bank to another.,한 은행에서 다른 은행으로 돈을 보내요.
Please ___ the call to my colleague.,제 동료에게 전화를 [[돌려주]]세요.,transfer,Move a phone call to another person.,전화 받는 사람을 바꾸는 거예요.
Buses ___ many passengers every day.,버스는 많은 승객들을 [[수송]]해요.,transport,Think of moving goods from one place to another.,한 곳에서 다른 곳으로 짐을 옮기는 것을 생각해보세요.
Buses ___ people daily.,버스는 사람들을 매일 [[이동시키다]]요.,transport,It means moving people or things.,사람이나 물건을 한 곳에서 다른 곳으로 옮기는 뜻이에요.
They use ___ for moving things.,그들은 물건들을 옮기기 위해 [[운송수단]]을 사용해요.,transport,It is used to move people or items.,사람이나 물건을 옮기는 데 쓰여요.
They ___ the bird in a cage.,그들은 새를 [[가두]]었어요.,trap,"When you catch a small animal, you lock it inside.",작은 동물을 잡아 안에 가두는 행동이에요.
They ___ a mouse.,그들은 쥐를 [[끌어모으다]]했어요.,trap,You use a device to catch animals.,동물을 잡기 위해 사용하는 도구예요.
The mouse entered the ___.,쥐가 [[덫]]에 걸렸어요.,trap,It is something that catches small animals.,작은 동물을 잡는 물건이에요.
They _____ to become one.,그들은 하나로 [[결합]]해요.,unite,How do separate groups become one?,여러 그룹이 하나로 되는 방법은 무엇일까요?
The river flows through the _____.,강은 [[골짜기]]를 따라 흐른다.,valley,It is a low land between hills.,언덕들 사이에 있는 낮은 땅이에요.
We hiked in the ___ of mountains.,우리는 산 사이에 있는 [[계곡]]을 걸었어요.,valley,It is a low area between hills.,언덕 사이에 있는 낮은 땅이에요.
Weather ___ from day to day.,날씨는 하루하루 [[다르]]어요.,vary,It means things are not the same.,사물이 항상 같지 않다는 뜻이에요.
Prices ___ among stores.,가격이 [[다양]]해요.,vary,Things are not always the same.,사물이 항상 같지 않아요.
Prices ___ each store.,가격은 매 가게마다 [[바꾸다]]예요.,vary,It means things can be different.,것들이 항상 같지 않다는 뜻이에요.
Prices ___ from store to store.,가격은 점포마다 [[다르게]] 돼요.,vary,It means things are not always the same.,사물이 항상 같지 않다는 뜻이에요.
I use a ______ every day.,나는 매일 [[차량]]을 사용해요.,vehicle,It is used to travel on roads.,도로에서 이동할 때 사용하는 거예요.
The ___ moves on the road.,이 [[매개체]]는 도로 위에서 움직여요.,vehicle,You ride in it to go places.,"타고 다니며, 장소로 이동할 때 쓰는 이것이에요."
The fight was ______.,싸움은 너무 [[폭력]]해요.,violent,It shows behavior that can hurt people.,사람들에게 상처 줄 수 있는 행동을 말해요.
The storm was very ____.,폭풍은 매우 [[격렬한]]했어요.,violent,It describes strong force in actions.,강한 힘을 가진 행동을 뜻해요.
The country ___ war against enemies.,그 나라는 적들과 전쟁을 [[벌이다]].,wage,How do nations start a war?,어떻게 나라들이 전쟁을 시작할까요?
He earned a ___.,그는 [[임금]] 받았어요.,wage,It is money you earn from work.,일한 대가로 받는 돈이에요.
She had an ____ yesterday.,그녀는 [[사고]]를 당했어요.,accident,"It is a sudden, unwanted event.",예기치 않게 일어난 나쁜 일이에요.
She suffered an ___ last night.,그녀는 어젯밤에 [[우연]]으로 고생했어요.,accident,It is an event that is not planned.,예상하지 못한 일이에요.
He saved money in his ____. ,그는 돈을 그의 [[계좌]]에 저장했어요.,account,It is used by banks to keep money safe.,은행에서 돈을 안전하게 보관하기 위해 사용해요.
She logged into her ___ safely.,그녀는 [[계정]]으로 로그인했어요.,account,It is used to log in on websites.,웹사이트에 들어갈 때 쓰는 거예요.
I read a clear ___.,나는 [[설명]]을 읽었어요.,account,It is used when you tell about something.,어떤 일을 이야기할 때 쓰는 단어예요.
My life is an ___.,내 인생은 [[모험]]이에요.,adventure,It is when you try something new and exciting.,새롭고 신나는 일을 할 때의 느낌이에요.
He gave ___ to his friend.,그는 친구에게 [[조언]]했어요.,advice,Rearrange these letters!: C A D I E V,다음 글자들을 재배열 해보세요!: C A D I E V
She gave ___ to her friend.,그녀는 친구에게 [[도움]]을 줬어요.,aid,This is help given to someone in need.,필요한 사람에게 주는 도움이에요.
The plane went to the ___.,비행기는 [[공항]]으로 갔어요.,airport,It is where planes take off and land.,비행기가 이륙하고 착륙하는 곳이에요.
An ___ arrived fast.,[[구급차]]가 빨리 도착했어요.,ambulance,It is a vehicle for emergencies.,긴급 상황에 쓰는 차예요.
She stood ___ her friends.,그녀는 친구들 [[중]]에 서 있었어요.,among,It shows when you are in a group.,여러 사람 속에 있을 때 쓰는 말이에요.
A ___ shines in the sky.,하늘에 [[천사]]가 빛나요.,angel,A heavenly messenger known for kindness.,선한 마음을 가진 하늘의 메신저예요.
The chairs sit ___ in the room.,의자들이 방 안에 [[떨어져서]] 있어요.,apart,It means things are not together.,같지 않고 떨어져 있는 것을 말해요.
A rainbow ___ after rain.,비 온 뒤 무지개가 [[보이다]].,appear,It means you see something that was hidden.,숨겨진 것이 보이게 된다는 뜻이에요.
The actor will ___ on stage.,배우가 무대에 [[나타나]]요.,appear,It means to show up suddenly.,갑자기 보이기 시작하는 것을 말해요.
The moon ___ in the sky.,달이 하늘에 [[보이다]]요.,appear,Sometimes you see something that was not there before.,전에 없던 것이 보일 때 사용해요.
The baby is ___.,아기는 [[잠들어 있는]].,asleep,You are not awake.,눈을 뜨지 않은 상태예요.
The student needs __ in class.,학생은 수업에서 [[주의]]가 필요해요.,attention,It is what you give when you focus on something.,무언가에 집중할 때 하는 행동이에요.
The child gave ___ during the lesson.,아이들은 수업 중에 [[집중]]했어요.,attention,It is the state you show when you concentrate on something.,수업에 집중할 때 나타나는 상태예요.
He focused his ___ on the board.,그는 칠판에 [[관심]]을 기울였어요.,attention,"When you concentrate on something, you give it full focus.",무엇에 집중할 때 사용하는 단어예요.
Her ___ was very kind.,그녀의 [[태도]]가 매우 친절했어요.,attitude,This word describes how a person thinks and acts.,이 단어는 사람의 생각과 행동을 나타내요.
Her ___ is positive.,그녀의 [[태도]]는 긍정적이에요.,attitude,It is about how you act or think.,어떻게 행동하고 생각하는지를 말해요.
The door is ___.,문은 [[자동적인]] 이에요.,automatic,"It works on its own, no one needs to start it.",누가 시작하지 않아도 스스로 작동해요.
They always ___ danger.,그들은 항상 위험을 [[피]]해요.,avoid,You try to keep away from trouble.,문제에서 멀리 떨어지려고 해요.
I ___ traffic every morning.,나는 매일 아침 [[막]] 교통을 피해요.,avoid,Rearrange these letters!: D O I A V,다음 글자들을 재배열 해보세요!: D O I A V
They ___ him a prize.,그들은 그에게 [[수여]]했어요.,award,"When you win a contest, someone gives you a prize.",대회에서 이기면 누군가가 상을 줘요.
The ball is ___ the table.,공은 테이블의 [[밑]]에 있어요.,beneath,It means under something.,어떤 것의 밑을 뜻해요.
He put the ball in the ___.,그는 공을 [[상자]]에 넣었어요.,bin,Rearrange these letters!: I N B,다음 글자들을 재배열 해보세요!: I N B
Put trash in the __.,쓰레기를 [[쓰레기통]]에 버리세요.,bin,You throw your trash into this container.,쓰레기를 버리는 용기예요.
The coffee tastes ___.,커피는 [[쓴]] 맛이에요.,bitter,It describes a taste that is not sweet.,단맛이 아닌 맛을 나타내요.
They had a ___ fight.,그들은 [[격렬한]] 싸움을 했어요.,bitter,It describes strong anger during disputes.,논쟁에서 강한 분노를 나타내요.
She was ___ about the loss.,그녀는 패배에 대해 [[억울]]했어요.,bitter,It describes being upset over unfair treatment.,불공평한 대우로 속상해하는 감정을 설명해요.
The medicine tastes ______.,약은 [[쓴]] 맛이에요.,bitter,It is used to describe a taste that is not sweet.,단맛이 아닌 맛을 설명할 때 사용하는 단어예요.
The coffee tastes ______.,커피는 [[쓰라린]] 맛이에요.,bitter,It describes a taste that is not sweet.,달콤하지 않은 맛을 나타내는 단어예요.
The lemon is ___.,이 레몬은 [[쓰라린]] 맛이에요.,bitter,It is like the taste of unsweetened coffee.,달지 않은 커피의 맛과 같아요.
The doctor examined her ___.,의사가 그녀의 [[가슴]]을 검사했어요.,breast,It is a part on the front of your body.,몸의 앞쪽에 있는 부분이에요.
She ____ after exercise.,운동 후에 그녀는 [[호흡]]해요.,breathe,"When you take in air, you do this.",공기를 들이마실 때 하는 행동이에요.
Please ___ in and out.,"제발 안으로, 밖으로 [[숨]] 쉬어요.",breathe,You do this to get air into your body.,이것은 몸에 공기를 넣기 위해 하는 행동이에요.
My history book covers a ___.,내 역사책은 [[세기]]를 다루고 있어요.,century,This term means a period of one hundred years.,이 단어는 100년 동안의 기간을 뜻해요.
The ___ led the meeting.,그 [[회장]]은 회의를 이끌어요.,chairman,He is the leader of the meeting.,회의를 이끄는 사람이에요.
They ___ his unfair grade.,그들은 그의 부당한 성적에 [[이의제기]]했어요.,challenge,It means to question something you think is unfair.,부당하다고 느껴지는 것에 의문을 제기하는 거예요.
This ___ is hard.,이 [[난제]]는 어려워요.,challenge,It is a tough task to overcome.,어려운 일을 해내는 거예요.
Her ___ is kind.,그녀의 [[성격]]이 착해요.,character,This word can mean a person’s nature or a printed letter.,이 단어는 사람의 성격이나 책 속 문자를 뜻할 수 있어요.
The play has a main ___.,연극에는 주된 [[등장인물]]이 있어요.,character,It is someone in a story or play.,이야기나 연극에서 나오는 인물이예요.
Type one ___ on the screen.,스크린에 [[문자]] 하나를 입력해요.,character,It is a written mark you use to make words.,단어를 만들 때 쓰는 표시예요.
His ___ makes him special.,그의 [[특징]]이 그를 특별하게 해요.,character,It is a unique quality of someone or something.,누군가나 무언가를 특별하게 만드는 부분이에요.
A ___ society helps everyone.,모든 사람을 도와주는 [[문명의]] 사회예요.,civil,It describes things that are not military.,군사와 관련 없음을 뜻해요.
They fight for ___ rights.,사람들은 [[시민]] 권리를 위해 싸워요.,civil,It describes something related to ordinary people.,일반 사람과 관련이 있는 뜻이에요.
Writers sometimes ___ new words.,작가들은 때때로 새로운 단어를 [[만들]]어요.,coin,It means you create a new word.,새로운 단어를 만드는 뜻이에요.
Mints ___ coins every day.,제조소는 매일 동전을 [[주조]]해요.,coin,It means to create money at a factory.,공장에서 돈을 만드는 행동이에요.
She tossed a ____. ,그녀는 [[동전]]을 던졌어요.,coin,It is a small metal piece for buying things.,물건을 살 때 쓰는 작은 금속조각이에요.
The town ___ is for all.,마을의 [[공유지]]는 모두의 것입니다.,common,It is a place everyone can use.,모두가 사용할 수 있는 장소예요.
Our rules are ______ for all.,우리의 규칙은 모두에게 [[공통]]이에요.,common,It means shared by all.,모두가 함께 사용하는 뜻이에요.
It is a ___ word.,이것은 [[보통]] 단어예요.,common,It means something you see every day.,매일 보는 것을 뜻해요.
It is a ___ sight.,이곳은 [[흔한]] 광경이에요.,common,It describes something you often see.,자주 볼 수 있는 것을 나타내는 말이에요.
The ___ unites neighbors.,우리의 [[공동체]]가 이웃을 하나로 만들어요.,community,It means a group of people who share a common place.,같은 장소를 나누는 사람들의 모임이에요.
The ___ unites us here.,여기는 [[지역 사회]]가 우리를 하나로 만들어줘요.,community,It means many people living near each other and working together.,많은 사람들이 인근에 살면서 함께 도와요.
I ___ my phone to WiFi.,나는 내 전화기를 와이파이에 [[연결]]해요.,connect,It means to join things together.,두 사물을 서로 이어주는 뜻이에요.
The rain is ___.,비가 [[끊임없는]]예요.,constant,It means something that never stops.,멈추지 않고 계속되는 것을 말해요.
Water boils at a ___ temperature.,"물이 끓을 때 온도는 [[일정한,불변의]]예요.",constant,It describes something that always stays the same.,언제나 똑같은 것을 설명해요.
I like the ___ in the book.,나는 책의 [[내용]]을 좋아해요.,content,It is what you read inside a book.,책 속에서 읽는 부분이에요.
This magazine has amazing ______.,이 잡지는 멋진 [[내용]]이 있어요.,content,It is what you find inside books or websites.,책이나 웹사이트 안에 있는 것을 말해요.
He is ___ with his meal.,그는 식사에 [[만족]]했어요.,content,How do you feel when nothing is missing?,아무것도 부족하지 않을 때 기분이 어땠을까요?
The ___ in the ocean is strong.,바다의 [[해류]]가 강해요.,current,It means the water moving in the sea.,바다에서 움직이는 물을 말해요.
The wire carries ___.,전선은 [[전류]] 흐른다.,current,It shows electricity moving in a wire.,전선 안에서 전기가 움직이는 것을 말해요.
The ___ situation is difficult.,[[현재의]] 상황은 어려워요.,current,It means something happening now.,지금 일어나고 있는 것을 나타내요.
Rain can ___ a car.,비가 자동차에 [[손상]] 줄 수 있어요.,damage,It means to harm something or make it broken.,무언가를 상하게 하거나 부러지게 만드는 뜻이에요.
The accident caused ___ to the car.,사고가 차에 [[손상]]을 주었어요.,damage,It means harm that happens to something.,어떤 것이 다치거나 부서졌을 때 생기는 해로움이에요.
The teacher ___s the students.,선생님이 학생들을 [[명령]]해요.,direct,You tell someone what to do.,누군가에게 무엇을 해야 하는지 말해줘요.
They ____ us to the door.,그들은 우리를 문으로 [[향하다]]어요.,direct,It means to go toward somewhere.,이것은 어떤 곳으로 가는 것을 말해요.
He will ___ us to the museum.,그는 우리를 박물관으로 [[방향 짓]] 했어요.,direct,You show someone the way.,누군가에게 길을 알려줘요.
The guide will ______ us to the museum.,가이드는 우리를 박물관으로 [[안내]]할 거예요.,direct,It shows you the way.,길을 알려줘요.
She will ___ the movie tonight.,그녀는 영화를 [[감독]]했어요.,direct,You manage actors and camera on a film.,영화에서 배우와 카메라를 관리해요.
She took the ___ route.,그녀는 [[직접]] 길을 택했어요.,direct,It means clear and straightforward.,불필요하게 둘러말하지 않는 것을 뜻해요.
She studies ______ at college.,그녀는 대학에서 [[학문]]을 공부해요.,discipline,It is a subject you study at college.,대학에서 배우는 전공이에요.
She shows ___ in class.,"그녀는 수업 시간에 [[훈련,훈육]]을 보여줘요.",discipline,It helps you learn to follow rules.,규칙을 따르는 법을 배우게 해줘요.
______ is key in school.,학교에는 [[규율]]이 중요해요.,discipline,It is about keeping order and following rules.,질서를 지키고 규칙을 따르는 것을 말해요.
Regular ___ builds self-control.,규칙적인 [[절제력]]은 자기 통제를 길러요.,discipline,It is the ability to control yourself.,자신을 조절하는 능력을 말해요.
The actor expressed ___ on stage.,배우는 무대에서 [[감정]]을 표현했어요.,emotion,It is what you feel inside.,내면에서 느끼는 것을 말해요.
Please ___ the trash.,쓰레기를 [[비우다]]세요.,empty,You take out everything so there is nothing.,안에 아무것도 없도록 만들어요.
