fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
The ___ is on the mountain.,그 [[등반]]은 산에 있어요.,climber,This person climbs mountains.,이 사람은 산을 오르죠.
I go to the ___ often.,나는 자주 [[개인병원]]에 가요.,clinic,You visit this place when you're sick.,아플 때 가는 곳이에요.
I look at the ___ every morning.,나는 매일 아침 [[시계]]를 봐요.,clock,You use it to tell time.,시간을 알려주는 역할을 해요.
Please ___ the door.,문을 [[닫]]아 주세요.,close,It means to shut something.,무언가를 닫는 행동이에요.
I always ___ my eyes at night.,나는 밤에 눈을 [[감]]아요.,close,You shut your eyes at bedtime.,잠자기 전에 눈을 꼭 붙여요.
It was the _____ of the play.,이것은 연극의 [[끝]]이었어요.,close,It is the final part of an event.,행사의 마지막 부분이에요.
The park is ___ to my home.,공원은 집에 [[가까운]].,close,It means not far away.,멀지 않음을 뜻해요.
The score was ___ during the game.,경기 점수가 [[아슬아슬]]했어요.,close,It is used when the outcome is very narrow.,결과가 매우 근소할 때 사용하는 말이에요.
The match was ___ until the end.,경기는 끝까지 [[접전]]이었어요.,close,How do you describe a game with almost equal scores?,경기 점수가 거의 같을 때 어떤 상태일까요?
My house is ___ to school.,내 집은 학교에 [[가까운]] 것 같아요.,close,"It means near, not far away.","멀리 있지 않고, 바로 옆에 있는 뜻이에요."
She watched him ___ for details.,그녀는 그를 [[친밀]]하게 봤어요.,closely,It means to do an action by paying special attention to details.,"행동을 할 때, 세부 사항에 특별히 신경 쓰는 것을 말해요."
He looked ___ at the painting.,"그는 그림을 [[가까이,자세히]] 봤어요.",closely,It means to do something with careful attention.,세심하게 무언가를 하는 것을 말해요.
The room has a ______.,방에는 [[벽장]]이 있어요.,closet,It is a small space to keep clothes.,옷을 보관하는 작은 공간이에요.
He kept his ___ feelings hidden.,"그는 그의 [[비밀의,은밀한]] 감정을 숨겼어요.",closet,This word means something hidden from others.,이 단어는 다른 사람들에게 보이지 않는 것을 말해요.
She folded the ___ well.,그녀는 [[천]]을 잘 접었어요.,cloth,It is a piece of fabric used for cleaning or drying.,닦거나 말릴 때 사용하는 물건이에요.
The table was covered with ___.,테이블 위에 [[직물]]이 놓였어요.,cloth,It has 5 letters!,5글자예요!
I wash my ___.,나는 [[옷]]을 씻어요.,clothes,You wear these to cover your body.,몸을 가리기 위해 보통 입는 것이에요.
I buy ___ at the mall.,나는 쇼핑몰에서 [[의류]]를 샀어요.,clothing,They are things people wear.,사람들이 입는 물건들이에요.
Mistakes can ___ clear thinking.,실수는 그의 판단을 [[흐리게]] 해요.,cloud,It makes your memory or judgment less clear.,기억이나 판단이 덜 명확해져요.
A ___ floats in the sky.,하늘에 떠 있는 [[구름]]이에요.,cloud,It is white and floats in the blue sky.,"하늘 위에 떠 있는, 흰색이에요."
"Today, the sky is ___.",오늘 하늘은 [[흐린]]해요.,cloudy,It means the sky has many clouds.,하늘에 구름이 많다는 뜻이에요.
The ___ made everyone laugh.,서커스에서 [[어릿광대]] 모두를 웃게 했어요.,clown,He performs funny acts in a circus.,서커스에서 사람들이 웃도록 하는 사람이에요.
I joined the ___.,나는 [[동아리]]에 가입했어요.,club,It is a group that meets for fun activities.,사람들이 모여서 재미있는 활동을 하는 모임이에요.
He hit the ball with a ___.,그는 공을 치기 위해 [[방망이]]를 사용했어요.,club,You use this stick to hit a ball.,이 막대를 사용해서 공을 쳐요.
I join a ___ every weekend.,나는 매주 주말에 [[클럽]]에 가요.,club,A place where people meet for fun.,사람들이 재미있게 만나는 곳이에요.
She holds the ___ at golf.,그녀는 골프할 때 [[골프채]]를 사용해요.,club,This tool is used to hit the golf ball.,골프공을 치는 도구예요.
We walked along the ______.,우리는 [[해안지대]]를 따라 걸었어요.,coastline,It is the edge of land and water.,육지와 물이 만나는 곳이에요.
The monkey ate a ______.,원숭이가 [[코코넛]] 먹었어요.,coconut,It is a tropical fruit with a hard shell.,딱딱한 껍질이 있는 열대 과일이에요.
She caught a ___ yesterday.,그녀는 어제 [[감기]] 걸렸어요.,cold,It is a sickness that makes you sneeze and cough.,재채기와 기침을 하게 하는 병이에요.
The weather is ___ today.,오늘 날씨는 [[추운]] 날이에요.,cold,It means you're not warm.,따뜻하지 않음을 의미해요.
He looks ___ and calm.,그는 [[냉정]]하고 조용해 보여요.,cold,It starts with 'c'!,c로 시작하는 단어예요!
The soup is ___.,수프는 [[식은]]이에요.,cold,It means something is not warm.,따뜻하지 않은 상태를 말해요.
The bridge ___ after heavy rain.,비 때문에 다리가 [[무너지]],collapse,It happens when something falls suddenly.,무엇인가 갑자기 떨어지는 것을 말해요.
Our plan ______ in the end.,우리의 계획은 결국 [[실패]]했어요.,collapse,It describes when something fails suddenly.,무엇인가 갑자기 무너지거나 실패할 때 쓰는 말이에요.
The bridge had a sudden ___.,다리에는 갑작스런 [[붕괴]]가 있었어요.,collapse,It describes when a structure falls suddenly.,구조물이 갑자기 무너지는 것을 말해요.
"After exercise, his body began to ___.","운동 후, 그의 몸이 [[쇠약]]해졌어요.",collapse,It describes when someone becomes so weak they fall suddenly.,너무 힘이 빠져서 갑자기 쓰러지는 것을 말해요.
They ___ coins in a jar.,사람들이 동전을 [[모으]]어요.,collect,You bring things together in one spot.,여러 물건을 한 곳에 모으는 행동이에요.
The government ___ taxes.,정부는 세금을 [[징수]]해요.,collect,What does the government do with taxes?,정부는 세금을 이렇게 모아요.
The museum has a ______ of art.,박물관에는 예술품의 [[수집]]이 있어요.,collection,It is a group of things kept together.,여러 물건을 함께 모아 놓은 것을 말해요.
The library owns a ______ of books.,도서관은 책들의 [[모음집]]을 가지고 있어요.,collection,It is many things kept together.,여러 개의 것들이 한 곳에 모여 있어요.
My brother studies at ___.,내 동생은 [[단과대학]]에서 공부해요.,college,You study here after high school.,고등학교 후에 다니는 학교예요.
The country had a ___ in Africa.,그 나라는 아프리카에 [[식민지]]를 세웠어요.,colony,It is an area controlled by a country.,한 나라가 통치하는 곳이에요.
Ants live in a ___ under rocks.,개미들은 바위 아래에 [[군집]] 있어요.,colony,It is a group living together.,여러 동물들이 함께 사는 무리를 말해요.
She will ___ her hair.,그녀는 머리카락을 [[염색]]했어요.,color,You use this action in a salon to change hair color.,미용실에서 머리색을 바꾸기 위해 하는 행동이에요.
Her dress shows beautiful ___.,그녀의 드레스는 아름다운 [[색]]을 보여요.,color,It is what you see in a rainbow.,무지개에서 볼 수 있는 것입니다.
The artist chose ___ for art.,화가는 예술을 위해 [[그림물감]] 선택했어요.,color,You use this to paint beautiful pictures.,아름다운 그림을 그릴 때 쓰는 거예요.
The painting is ___.,그림은 [[색]] 있어요.,colored,It means having many colors.,많은 색깔을 가지고 있다는 뜻이에요.
My friend is ____ from Africa.,내 친구는 아프리카 출신의 [[유색]] 인종이에요.,colored,This adjective describes people with darker skin.,피부가 어두운 사람을 묘사하는 형용사예요.
The painting is ________.,그림이 [[화려한]] 색이에요.,colorful,This word describes something with many different bright colors.,여러 가지 밝은 색이 섞인 것을 나타내는 단어예요.
The building has a ___.,건물에는 [[기둥]]이 있어요.,column,It supports the roof of a building.,건물의 지붕을 받쳐주는 역할을 해요.
Buildings use ___ for support.,건물들은 지탱을 위해 [[열]]을 사용해요.,column,It is a vertical support for buildings.,건물의 세로 지탱물이에요.
Mix items to form a ___.,여러 가지를 섞어 새로운 [[조합]]을 만들어요.,combination,Things are joined together.,여러 가지가 합쳐진 것을 말해요.
The bus will ___ soon.,버스는 곧 [[오다]]어요.,come,It means to move toward a place.,어떤 장소로 가는 것을 뜻해요.
I ___ a friend today.,나는 오늘 [[우연히 만나다]] 친구를 만났어요.,come across,You meet someone by chance.,우연히 사람을 만날 때 쓰는 말이에요.
I ___ an old photo.,나는 오래된 사진을 [[우연히 발견]]했어요.,come across,You find something by accident sometimes.,가끔 계획 없이 무언가를 발견할 때 쓰는 말이에요.
They will ___ after lunch.,그들은 점심 후에 [[돌아오]]어요.,come back,It means to return to your original place.,원래 있던 곳으로 돌아가는 것을 말해요.
She will __________ in the race.,그녀는 경주에서 [[1등을 차지하다]]했어요.,come in first place,It means winning a race or contest.,경주나 시합에서 이긴 것을 말해요.
"During class, thoughts ______.","수업 중, 생각이 [[떠오르]]요.",come to mind,It happens when an idea pops up suddenly.,갑자기 머리에 어떤 생각이 드는 거예요.
Bright ideas _____ when reading poems.,밝은 생각이 [[떠오르]]어요.,come to one's mind,It means a thought appears suddenly.,갑자기 생각이 나타난다는 뜻이에요.
My dream will ___ soon.,내 꿈이 곧 [[실현]]될 거예요.,come true,It means your dream becomes real.,당신의 꿈이 이루어지는 것을 말해요.
They ___ in the meeting.,회의 중에 [[언급]]되었어요.,come up,It means when a topic is mentioned in a discussion.,대화 중에 어떤 것이 언급되는 것을 뜻해요.
Ideas ___ in our talk.,아이디어가 우리 대화에서 [[나타나]]요.,come up,It refers to something that appears unexpectedly.,갑자기 보이거나 벌어지는 것을 말해요.
The sun ___ in the sky.,해가 하늘에서 [[나오다]].,come up,It describes the moment when the sun appears in the morning.,아침에 해가 나타나는 순간을 말해요.
Good ideas ___ in meetings.,좋은 생각이 회의에서 [[떠오르]]어요.,come up,It is used when an idea suddenly appears.,생각이 갑자기 나타날 때 쓰는 표현이에요.
A problem will ____ soon.,문제가 [[발생]]해요.,come up,It means something starts or happens.,무언가가 시작되거나 생긴다는 뜻이에요.
The train will ___ in five minutes.,기차가 5분 후에 [[다가오다]]예요.,come up,It is used when something starts or arrives soon.,어떤 것이 곧 시작되거나 도착할 때 쓰여요.
I must ___ a plan.,나는 [[제안]]할 거야.,come up with,It means to think of an idea.,아이디어를 생각하는 거예요.
I can ___ an idea.,나는 [[생각해내다]] 아이디어를 냈어요.,come up with,"When you create a new idea in your mind, you do this.",머릿속에 새로운 생각을 만들 때 하는 거예요.
They ___ a solution.,그들은 해결책을 [[찾아내다]] 했어요.,come up with,How do you think of an idea?,어떻게 아이디어를 생각해 내요?
He sits ___ on his sofa.,그는 소파에 [[편안히]] 앉아요.,comfortably,It means doing something in a relaxed way.,무언가를 편안하게 할 때 쓰는 말이에요.
She enjoys reading ___.,그녀는 [[만화책]] 읽는 것을 좋아해요.,comic book,It is a book with pictures and a funny story.,그림과 웃긴 이야기가 있는 책이에요.
I ___ my friend.,나는 친구와 [[의사 소통]]해요.,communicate with,You use words to share ideas with someone.,누군가와 생각을 나누기 위해 말을 사용해요.
Effective ___ is important for teamwork.,효과적인 [[의사소통 기술]]은 팀워크에 중요해요.,communication skill,It helps people talk and understand each other.,사람들이 서로 이야기하고 이해하도록 도와줘요.
They visited the ______ for a meeting.,그들은 회의를 위해 [[지역 주민 회관]]에 갔어요.,community center,It is a building where local people gather.,주변 사람들이 모이는 건물이예요.
The ___ made many products.,그 [[회사]]는 많은 제품을 만들었어요.,company,It is a place where many people work.,많은 사람들이 일하는 곳이에요.
We enjoy good ___.,우리는 좋은 [[함께 있음]]을 즐겨요.,company,It means being with others.,다른 사람들과 함께 있는 것을 말해요.
I talk to my ____ daily.,저는 매일 제 [[동료]]와 이야기해요.,company,They are the people you work with.,함께 일하는 사람들을 말해요.
Teams ___ for the championship.,팀들은 [[경쟁]]해요.,compete,You try to win when playing against others.,다른 사람과 경기할 때 이기려고 해요.
They join the ___ every year.,그들은 매년 [[경쟁]]에 참가해요.,competition,It means a contest where many try to win.,많은 사람들이 승리하려고 하는 대회예요.
He joins the __ every year.,그는 매년 [[대회]]에 참가해요.,competition,It's an event where people try to win.,사람들이 이기려고 하는 행사예요.
A ___ always strives to win.,[[경쟁자]]는 항상 이기려고 노력해요.,competitor,This person takes part in contests.,이 사람은 대회에 참여해요.
He followed instructions ______.,그는 지시사항을 [[완전히]] 따랐어요.,completely,"If you do a task with every part, that's how it's done.",어떤 일을 한 부분도 남기지 않고 다 하는 뜻이에요.
This task is ______.,이 일은 [[복잡]]해요.,complicated,It is not simple and easy.,간단하지 않고 어려워요.
She gave a ___ to him.,그녀는 그에게 [[인사말]]을 건넸어요.,compliment,It is a nice remark you say to make someone feel good.,누군가를 기분 좋게 만들기 위해 하는 좋은 말이에요.
The ___ writes music.,그 [[작곡가]]는 음악을 작곡해요.,composer,This person writes music.,이 사람은 음악을 만들어요.
She uses a ___ at home.,그녀는 집에서 [[컴퓨터]]를 사용해요.,computer,It is a machine that helps you work and play.,일할 때나 놀 때 쓰는 물건이에요.
She felt ___ about her exam.,그녀는 시험에 대해 [[걱정스러운]] 표정을 지었어요.,concerned,It means you feel worried about something.,누군가가 무언가에 대해 걱정할 때의 상태예요.
He was ___ about his test.,그는 시험에 대해 [[의식 있는]] 기분이었어요.,concerned,"When you worry about something important, you feel this way.",중요한 일에 대해 걱정할 때 느끼는 기분이에요.
The orchestra performed a ___.,오케스트라는 [[협주곡]] 연주했어요.,concerto,This piece is played by a soloist with an orchestra.,솔로 연주자와 오케스트라가 함께 연주하는 음악이에요.
She wrote a ____ in the essay.,그녀는 글의 [[결론]]을 썼어요.,conclusion,It is the final part of a writing piece.,글의 마지막 부분을 뜻해요.
He kept the car in perfect ______.,그 차는 완벽한 [[상태]]에 있어요.,condition,It shows the state or quality of a thing.,어떤 것의 상태나 질을 나타내요.
This machine works in perfect ___.,이 기계는 완벽한 [[조건]]에서 작동해요.,condition,It is a requirement you must meet to begin something.,어떤 일을 시작하기 전에 반드시 지켜야 하는 거예요.
All ___ change with weather.,모든 [[형세]]은 날씨에 따라 변해요.,conditions,It tells you about the state of something.,무언가의 상태를 설명할 때 쓰여요.
The guide will ___ the trip.,가이드가 여행을 [[안내]]할 거예요.,conduct,You lead people on a trip to show the way.,여행 중에 사람들을 이끄는 것을 의미해요.
The researcher will ___ the experiment now.,연구원은 지금 실험을 [[수행]]해요.,conduct,You plan and lead a task.,어떤 일을 계획하고 이끄는 것을 말해요.
She will ___ the class.,그녀는 수업을 [[활동]] 해요.,conduct,You lead a class or meeting.,수업이나 회의를 이끄는 것을 말해요.
She will ___ the meeting.,그녀가 회의를 [[지휘]]해요.,conduct,It means to lead a meeting or an event.,회의나 행사를 이끄는 것을 말해요.
Metals ___ heat.,금속은 열을 [[전도]]해요.,conduct,It allows heat or electricity to pass.,열이나 전기가 지나가도록 도와줘요.
His ___ was polite in class.,그의 [[행동]]은 예의가 있었어요.,conduct,It is the way a person acts.,사람이 어떻게 행동하는지를 뜻해요.
The ___ helps passengers in the train.,기차에서 [[안내자]]가 승객들을 도와요.,conductor,He checks tickets on a train.,기차에서 표를 확인하는 사람이에요.
The ______ led the orchestra.,오케스트라를 이끈 [[지휘자]].,conductor,This person directs an orchestra.,이 사람은 오케스트라를 지휘해요.
The ice cream is in a ___.,아이스크림이 [[원뿔]] 모양이에요.,cone,It is a shape that holds ice cream.,아이스크림을 담는 모양이에요.
I ___ my secret.,나는 내 [[고백]]을 했다.,confess,It means telling a secret honestly.,비밀을 정직하게 말하는 것을 뜻해요.
She is ______ before her exam.,그녀는 시험 전에 [[자신 있는]] 표정이에요.,confident,You feel sure you can succeed in your challenges.,자신의 능력을 믿고 도전을 잘 이겨낼 수 있다고 느낄 때의 기분이에요.
She spoke ___ during the meeting.,그녀는 회의 중에 [[자신 있게]] 말했어요.,confidently,It means doing something when you feel sure.,자신감이 느껴질 때 그렇게 하는 것을 의미해요.
She felt ______ after the exam.,그녀는 시험 후 [[혼란스러운]] 기분이었어요.,confused,"When you do not understand something, you feel this way.",무언가 이해하지 못할 때 느끼는 감정이에요.
The directions are ___.,길 안내는 [[혼란시키는]].,confusing,It makes things not clear.,모든 것이 명확하지 않게 만들어요.
He felt ___ after the speech.,그는 연설 후에 [[혼동]]했어요.,confusion,"When ideas are mixed up, you feel this.",생각들이 섞여서 이해하기 어려울 때 느껴요.
I ___ my friend today.,나는 오늘 친구를 [[축하]]해요.,congratulate,You say this word to show you are happy for someone.,누군가의 성공에 기뻐할 때 써요.
They shouted ___ at the party.,그들은 파티에서 [[축하]]를 외쳤어요.,congratulation,It is used to show happiness for someone.,누군가를 기뻐할 때 사용하는 단어예요.
They shouted ___ after the win.,그들은 승리 후에 [[축하해]]했어요.,congratulations,You use this when someone wins.,누군가 이겼을 때 쓰는 말이에요.
The ___ makes laws.,[[국회]]은 법을 만들어요.,congress,It is a group in government that makes laws.,정부의 단체로 법을 만드는 곳이에요.
The ___ started at the city hall.,도시청에서 [[회의]]가 시작됐어요.,congress,It is a meeting where important people talk.,중요한 사람들이 모여 이야기해요.
The computer needs a ___.,컴퓨터는 [[연결]]이 필요해요.,connection,It means a link between two things.,두 가지를 이어주는 것을 뜻해요.
There is a ______ between these events.,이 사건들 사이에 [[관련성]]이 있어요.,connection,It is when things are joined together.,두 가지가 이어지는 상태에요.
The ship carried a ___ of goods.,배는 [[컨테이너]]에 짐을 실었어요.,container,It is used to store items during transport.,물건들을 옮길 때 사용하는 상자예요.
My ___ holds my food.,내 식사를 담는 [[용기]]에요.,container,It is something that holds items.,물건을 담는 역할을 해요.
The jar holds ___.,병 안에 [[내용물]]이 있어요.,contents,It shows what is inside a container.,용기 안에 들어있는 것을 뜻해요.
Africa is a vast ______.,아프리카는 거대한 [[대륙]]이에요.,continent,It is one of Earth's main land areas.,지구의 주요한 땅 중 한 곳이에요.
Smoking can ___ lung cancer.,흡연은 폐암의 [[원인]]이 돼요.,contribute to,It means to help bring about a result.,어떤 결과를 만드는 데 도움을 주는 말이에요.
They ______ the school event.,그들은 학교 행사에 [[기여]]해요.,contribute to,It means to add help to something.,어떤 일에 도움을 주는 거예요.
I ___ my club.,나는 내 동아리에 [[기여하다]]요.,contribute to,It means to give help to a group.,그룹에 도움을 주는 뜻이에요.
The pilot must ____ the plane.,조종사는 비행기를 [[제어]]해요.,control,It means to make something work as you want.,원하는 대로 작동하게 만드는 뜻이에요.
She can ___ the machine.,그녀는 기계를 [[조절]] 할 수 있어요.,control,You use it when you adjust or manage things.,무언가를 조정하거나 다룰 때 쓰는 단어예요.
He lost ___ of his balance.,그는 균형에 대한 [[조절]]을 잃었어요.,control,It means the ability to manage things.,어떤 것을 관리할 수 있는 능력을 의미해요.
The manager lost ___ of the team.,매니저는 팀에 대한 [[지배]]를 잃었어요.,control,It is the power to manage things.,어떤 것을 관리하는 힘이에요.
This ___ saves time.,이것은 시간을 절약해주는 [[편리함]]이에요.,convenience,It means something that makes life easier.,이것은 생활을 쉽게 만들어줘요.
The store is ___ for shopping.,가게는 쇼핑하기에 [[편리]]해요.,convenient,It means something that is easy to use.,사용하기 쉽다는 뜻이에요.
I ___ dinner tonight.,나는 오늘 밤 저녁을 [[요리]]했어요.,cook,You heat food to make a meal.,음식을 데워서 식사를 만들어요.
The ___ works in a kitchen.,그 [[요리사]]는 부엌에서 일해요.,cook,He makes food in a kitchen.,그 사람은 부엌에서 음식을 만들어요.
I ate a ___ for dessert.,나는 디저트로 [[쿠키]]를 먹었어요.,cookie,You enjoy this sweet treat with milk.,우유와 함께 먹는 달콤한 간식이에요.
He likes ___ at home.,그는 집에서 [[요리]]해요.,cooking,You prepare food with heat.,음식을 열로 준비해요.
They joined a ___ class.,그들은 [[요리를 하는]] 수업에 참여했어요.,cooking,You learn to make food in this class.,이 수업에서 음식을 만드는 법을 배워요.
Please ___ the soup.,수프를 [[식히]]세요.,cool,What do you do when your food is too hot?,음식이 너무 뜨거울 때 어떻게 하세요?
This movie is ___.,이 영화는 [[훌륭]]해요.,cool,You use this word when something is very nice or impressive.,아주 멋지거나 인상적인 것을 볼 때 쓰는 단어예요.
This water is ___.,이 물은 [[시원한]]해요.,cool,It is not hot; it is pleasantly fresh.,"뜨겁지 않고, 기분 좋게 시원한 상태예요."
This car is ___.,이 차는 [[멋진]]예요.,cool,This word is used for something that is nice and fun.,멋지고 재미있는 것을 말할 때 쓰는 단어예요.
He is ___ under pressure.,그 남자는 [[침착]]해요.,cool,You feel calm when you face stress.,힘든 상황에서도 마음이 편안해요.
"After exercise, you should ___.",운동 후에는 몸을 [[진정]]시켜요.,cool down,You do this to make your body relax.,몸을 편안하게 만들 때 하는 행동이에요.
The tea will ___ soon.,차가 곧 [[시원해지다]]겠어요.,cool down,It describes when something becomes less hot.,무언가의 열기가 줄어들 때 사용해요.
She bought ___ from the farm.,그녀는 농장에서 [[곡물]]을 샀어요.,corn,It is a yellow grain grown on farms.,"노란 색의 곡물로, 농장에서 자라요."
She bought ___ at the store.,그녀는 가게에서 [[옥수수]]를 샀어요.,corn,It is a yellow food that grows in fields.,들판에서 자라는 노란 음식이에요.
I eat ___ in summer.,나는 여름에 [[옥수수 속대]] 먹어요.,corn cob,You hold this part when eating corn.,옥수수를 먹을 때 잡는 부분이에요.
I ate a ___ for lunch.,나는 점심에 [[콘도그]]를 먹었어요.,corn dog,It is a fair food served on a stick.,축제에서 막대에 껴서 먹는 음식이에요.
The cat hid in the ___.,고양이는 [[구석]]에 숨었어요.,corner,It is the meeting of two walls.,두 벽이 만나는 곳이예요.
She turned at the ___.,그녀는 길의 [[구석]]에서 돌았어요.,corner,It is where two sides meet.,두 면이 만나는 곳이에요.
It ___ a lot.,그것은 [[값]]이 많이 들어요.,cost,It tells the price of something.,어떤 것의 가격을 말해요.
The ___ of coffee is low.,커피의 [[비용]]은 낮아요.,cost,It means how much you pay.,물건을 사기 위해 필요한 돈을 말해요.
I eat ___ at the fair.,나는 축제에서 [[솜사탕]] 먹어요.,cotton candy,"It is a sweet, fluffy treat at a fair.",달콤하고 부드러운 간식이에요.
I sit on the ___.,나는 [[소파]]에 앉아요.,couch,You sit on it to relax at home.,집에서 쉬려고 앉는 거예요.
She ___ swim very well.,그녀는 어렸을 때 [[할 수 있었다]] 수영을 잘했어요.,could,It means you were able to do something before.,과거에 무엇을 할 수 있었음을 의미해요.
The lawyer ___ his client.,변호사는 그의 [[상담]]을 했어요.,counsel,You speak with someone to get advice.,누군가에게 조언을 얻기 위해 대화하는 거예요.
He needed ___ about his work.,그는 일에 대해 [[조언]]이 필요했어요.,counsel,You might ask this from someone wise.,현명한 사람에게 이것을 물어볼 수 있어요.
She needs ___ for her feelings.,그녀는 감정을 위해 [[상담]]을 받아요.,counseling,You visit a person to get help with your worries.,걱정 때문에 도와줄 사람을 찾아요.
The ____ gave kind advice.,그 [[상담가]]는 친절한 조언을 줬어요.,counselor,They help and support you with problems.,문제가 있을 때 도움을 주는 사람이에요.
There are ______ books here.,여기에 [[셀 수 없는]] 책들이 있어요.,countless,It means very many; you cannot count it.,매우 많아서 셀 수가 없어요.
I visited a ___.,나는 [[나라]]를 방문했어요.,country,It is a place where many people live under one government.,많은 사람들이 한 정부 아래서 사는 곳이에요.
I live in the ________.,나는 [[시골]]에 살아요.,country,It is a place away from the city.,도시 밖의 지역이에요.
The ___ shared a lovely walk.,그 [[두 사람]]이 함께 걸었어요.,couple,They are two people together.,두 사람이 함께 있는 거예요.
I got a ___ today.,나는 [[쿠폰]]을 받았어요.,coupon,You use this to pay less for things.,물건을 더 싸게 사기 위해 쓰는 거예요.
She showed ___ in the battle.,그녀는 전투에서 [[용기]]를 보였어요.,courage,It gives you strength to face fear.,두려움 앞에서 강해지게 해줘요.
My ___ came to visit.,나의 [[사촌]]이 방문했어요.,cousin,This family member is your aunt's or uncle's child.,이 사람은 부모님의 형제나 자매의 아이예요.
He will ___ the chair.,그는 의자를 [[덮다]]요.,cover,It means to put something over an object to hide it.,물건을 가리기 위해 위에 올리는 행동이에요.
Journalists ___ the event live.,기자들은 생방송으로 [[취재]]했어요.,cover,You report about an event.,기자들이 사건을 전하는 행동이에요.
The syllabus will ___ all topics.,강의 계획서는 모든 주제를 [[포함]]해요.,cover,It means to include something in a group.,어떤 그룹에 무엇인가를 함께 넣는다는 뜻이에요.
I will ___ for you.,내가 너를 [[책임]]질게.,cover,"If someone gets in trouble, you say you'll help them.","누군가 문제가 생기면, 그 사람을 도와주겠다고 말할 때 쓰는 단어예요."
The teacher will ___ the lesson.,선생님은 수업을 [[다루다]]해요.,cover,It means to talk about a subject.,어떤 주제를 이야기하는 것을 의미해요.
The suitcase has a ___.,여행가방에 [[덮개]] 있어요.,cover,It is something you use to protect things.,물건을 보호하기 위해 사용하는 것이에요.
The ___ is on the book.,책에 [[덮개]]가 있어요.,cover,It is something you put on an object to protect it.,물건을 보호하기 위해 위에 올려놓는 것이에요.
This book has a ___.,이 책에는 [[표지]]가 있어요.,cover,It is on the front of a book.,책의 앞부분이에요.
The box is ______ in paper.,상자는 종이로 [[덮개를 씌운]].,covered,It means something is placed on top of another.,물건 위에 무엇을 올려 놓은 상태예요.
The ground was ___ with snow.,땅은 눈으로 [[덮여]] 있었어요.,covered,It means something is on top of another thing.,어떤 것이 다른 것 위에 있어요.
The bully tried to ___ his friend.,불량배는 친구를 [[겁을 주]]었어요.,cow,It means to make someone feel afraid.,누군가를 무섭게 만드는 뜻이에요.
The ___ is on the farm.,농장에 있는 [[암소]]가 있어요.,cow,It is a farm animal that gives milk.,우유를 주는 농장 동물이예요.
She lives in a ___ house.,그녀는 [[아늑한]] 집에 살아요.,cozy,It means warm and comfortable.,따뜻하고 편안한 느낌이에요.
The ___ crawled under the rock.,바위 아래로 [[게]] 기어갔어요.,crab,It is a sea creature that walks sideways.,바다에 사는 생물로 옆으로 걸어요.
They ___ a paper boat.,그들은 종이 배를 [[정성 들여 만들]]었어요.,craft,It means to make something with care.,주의 깊게 만들어요.
She shows her ___ proudly.,그녀는 자신의 [[기술]]을 자랑스러워해요.,craft,It is a special skill used to create things.,무언가를 만들 때 사용하는 특별한 기술이에요.
She practices ___ in art class.,그녀는 미술 수업에서 [[공예]]를 연습해요.,craft,You make things by hand using tools.,도구를 사용해 손으로 물건을 만드는 기술이에요.
I saw a ___ on water.,나는 물 위에서 [[보트]]를 봤어요.,craft,It is a vehicle seen on water or in the air.,물 위나 하늘에서 볼 수 있는 탈것이에요.
The ___ lifts heavy loads.,이 [[기중기]]는 무거운 짐을 들어요.,crane,It lifts heavy things at a building site.,건설 현장에서 무거운 것을 들어요.
The ___ walks by the pond.,저 [[학]]은 연못 옆을 걷어요.,crane,It is a bird with long legs and a long neck seen near water.,"긴 다리와 목을 가진, 물가에서 볼 수 있는 새예요."
I saw a ___ near the lake.,나는 호수 근처에 있는 [[두루미]]를 봤어요.,crane,Look for a bird with long legs living near water.,"물이 있는 곳에 사는, 긴 다리 가진 새예요."
The man is ___ today.,그 남자는 [[미친]] 상태예요.,crazy,It describes someone who acts very wild.,매우 이상하게 행동하는 사람을 말해요.
The party was _____ and wild.,파티는 [[말도 안 되는]] 하고 신났어요.,crazy,"When something is very unpredictable and odd, you use this word.",아주 예측할 수 없고 이상할 때 쓰는 단어예요.
The museum displays an amazing ___.,박물관은 놀라운 [[창작물]]을 전시해요.,creation,It is something new made by an artist.,예술가가 새롭게 만든 것이에요.
The artist's ___ is unique.,예술가의 [[창조]]는 독특해요.,creation,It's what an artist makes.,예술가가 만드는 것이에요.
She is ____ when making art.,그녀는 미술할 때 [[창조적인]] 생각을 해요.,creative,"When you make art, you do things in a new way.",미술할 때 새로운 방법으로 일을 해요.
The artist paints ______.,예술가는 그림을 [[창의적]]으로 그려요.,creatively,It means using new ideas and imagination.,새로운 아이디어와 상상력을 사용하는 뜻이에요.
Her ___ sparks many ideas.,그녀의 [[창의력]]은 많은 아이디어를 낳아요.,creativity,It means using your mind to make new things.,마음을 사용해 새로운 것을 만들어요.
The ___ made the beautiful painting.,아름다운 그림을 만든 [[창조자]]가 있어요.,creator,Someone who makes something new.,새로운 것을 만드는 사람이에요.
The boat's ___ helps the captain.,배의 [[팀]]이 선장을 도와요.,crew,It is a team that works on a boat.,배에서 함께 일하는 사람들의 모임이에요.
The ___ is on the ship.,그 [[승무원]]은 배에 있어요.,crew,These people work on a ship.,배에서 일하는 사람들을 말해요.
